qstr_Received_{reg0}_dama|Recebeu {reg0} de dano.
qstr_Indeed?_That_is_no_s|Sério? Não é uma tarefa fácil, e há assuntos que precisamos discutir antes que eu possa lhe dar permissão para ir.
qstr_First_sieges_are_onl|Primeiro, cercos são uma opção apenas para os mais fortes! Aqui está tudo o que precisa ser feito:
qstr_Here_is_all_that_nee|Aqui está tudo o que precisa ser feito:
qstr_Firstly_we_must_thin|Primeiramente, devemos pensar nos obstáculos desta tarefa:
qstr_You_need_sharp_weapo|Você precisa de armas afiadas, carne fresca para suas tropas e wargs, madeira para alimentar as fogueiras e poções para fazer os fracos continuarem. Você também precisa manter sua escória na linha, ou eles vão se matar antes mesmo de você chegar às muralhas. Estamos ocupados demais com nossas próprias lutas para cuidar de você — esteja preparado para fornecer o que for necessário para manter os vermes se movendo.^[requer {reg3} recursos, {reg15} influência]
qstr_Steel_must_be_kept_s|O aço precisa ser mantido afiado, homens e cavalos alimentados, fogueiras acesas, água sendo trazida, ferimentos sendo tratados — você e seus homens não nos servirão de nada se não conseguirem manter sua campanha. Como já estamos dispersos demais para lhe dar o que é necessário, você deve estar preparado para fornecer o que for necessário para manter seu exército operacional em um cerco.^[requer {reg3} recursos, {reg15} influência]
qstr_Steel_must_be_kept_sh|Aço precisa ser mantido afiado, soldados e cavalos alimentados, fogueiras acesas, água sendo trazida, ferimentos sendo tratados — uma batalha menos gloriosa, mas não menos importante do que aquela que você travará nas muralhas. Como já estamos dispersos demais para lhe dar o que é necessário, você deve estar preparado para fornecer o que for necessário para manter seu exército operacional em um cerco.^[requer {reg3} recursos, {reg15} influência]
; qstr_Know_that_{s2}_is_on|Know that {s2} is on its own campaign. We’ll fight with you if the pickings look good, but you better be strong enough to win on your own, or you won’t last long.
qstr_Furthermore_you_must|Além disso, saiba que {s2} está ocupado com sua própria campanha. Nossos estandartes o seguirão na batalha se as circunstâncias permitirem, mas não confie em esperanças — você pode ser forçado a lutar sozinho.
qstr_Last_remember_that_a|Por fim, lembre-se de que, como {s25}, o Mestre não tem tempo para falhas. Você arrisca muito por {s2} quando luta — traga-nos a derrota e faremos com que você deseje nunca ter nascido.
qstr_Finally_remember_tha|Por fim, lembre-se de que, como {s25}, você vive e morre por seus sucessos e fracassos. Você arrisca muito por {s2} quando marcha para a batalha — traga a ruína e as consequências serão severas.
qstr_Finally_remember_that|Por fim, lembre-se de que, como um {s25}, você pode se deleitar com a glória de uma vitória arduamente conquistada e chamá-la de sua, mas todos os que habitam {s2} pagarão o preço do seu fracasso. Você carrega o destino de {s2} consigo para a batalha — traga a ruína sobre ele e as consequências serão severas.
qstr_Still_think_you_can_|Ainda acha que consegue lidar com isso?
qstr_Knowing_what_I_have_|Sabendo o que eu lhe disse, você ainda se acha capaz?
qstr_Knowing_what_I_have_t|Sabendo o que eu lhe disse, você ainda deseja prosseguir?
qstr_Give_me_the_banner_o|Dê-me a bandeira do Mestre!
qstr_Yes_my_lord._Let_me_|Sim, meu senhor. Deixe-me levar nossa bandeira para a batalha.
qstr_The_people_of_{s3}_t|O povo de {s3} agradece a sua doação, {playername}. Em troca da sua doação de {s1}, enviaremos ao povo de {s4} uma doação de {s2}. Agradeço mais uma vez, {playername}.
qstr_I_want_to_deliver_a_|Quero entregar um presente aos nossos aliados.
qstr_delivering_a_gift|entregando um presente
qstr_I_want_to_bring_a_br|Quero levar um suborno aos nossos aliados.
qstr_delivering_a_bribe|entregando um suborno
qstr_{s2}_[{reg14}_Resour|{s2} [{reg14} Pontos de Recurso]
qstr_Gift|Presente
qstr_You_have_requested_t|Você solicitou a entrega de um presente de {s1} para {s3} de {s2}. O povo de {s3} certamente apreciará esse gesto gentil.
qstr_Bribe|Suborno
qstr_You_have_requested_to|Você solicitou a entrega de um suborno de {s1} para {s3} de {s2}. Espero que você possa receber algum tipo de recompensa em troca.
qstr_{reg3}_hours.|{reg3} horas.
qstr_hour.|hora.
qstr_Taking_{reg0}_inf._A|Tomando {reg0} inf. Alt?={reg1}
qstr_You_spent_{reg0}_of_|Você gastou {reg0} de sua influência com {s1}, restando {reg1}.
qstr_The_War_is_over_{pla|A guerra acabou, {playername}, você não ouviu?
qstr_We_are_at_war_with_{|Estamos em guerra com {s12}. No entanto, estamos lutando principalmente contra {s13}.
qstr_We_are_at_war_with_{s|Estamos em guerra com {s12}. No entanto, no momento, só há escaramuças.
qstr_we_are_not_too_conce|não estamos muito preocupados com eles no momento, já que estamos lutando contra outros inimigos mais próximos de casa
qstr__under_your_orders|, sob suas ordens
qstr_{playername}_you_may|{playername}, você pode ter visto as hostes de {s7}. De todos os capitães alinhados contra nós, no momento {s7} de {s8} conquistou o maior renome. Sua mera presença em campo é suficiente para encorajar nossos inimigos e enfraquecer a determinação de nossos aliados. {playername}, se você deseja realizar um grande feito nesta guerra, derrote as hostes de {s7} em batalha aberta, à vista de todos! Assim, que a esperança seja reacendida e o pavor encha os corações daqueles que vierem contra nós.
qstr_Do_you_mark_how_our_|Você percebe como nossos lutadores mais bravos vacilam à simples menção de {s7} de {s8}? Um grande guerreiro, ah, sim, um capitão capaz. Não podemos permitir que isso se espalhe assim! Onde quer que seu rosto seja mostrado, nossas linhas recuam e nossos inimigos encontram nova coragem. Isso não pode ser. Eu ordeno que você, {playername}, desafie e derrote os soldados de {s7} em batalha aberta. Ver {s7} abatido por você congelará o sangue e a medula de seus seguidores e mostrará às nossas próprias tropas que nossos inimigos podem ser derrotados!
qstr_This_is_a_chance_for|Esta é uma oportunidade para mostrar minha qualidade. Derrotarei {s7} aos olhos do inimigo e dos aliados.
qstr_Accursed_be_those_wh|Malditos sejam aqueles que seguirem {s7} este dia, pois eu os derrubarei para que todos vejam!
qstr_{s9}_wants_you_to_de|{s9} quer que você derrote {s35} de {s36} em batalha.
qstr_I_humbly_ask_that_yo|Peço humildemente que encontre outro para esta tarefa. Não creio que eu seja melhor {s7} em batalha.
qstr_Mercy_I_crave!_To_fa|Misericórdia, eu imploro! Enfrentar {s7} em batalha aberta é pura loucura! Eu não consigo fazer isso!
qstr_strong_warriors_from|guerreiros fortes de {s7}
qstr_champions_from_{s7}_|campeões de {s7}, os mais fortes em campo
qstr_{playername}_the_men|{playername}, os homens ouviram histórias sobre tropas inimigas ferozes. Histórias desses terrores estão desmoralizando os homens. Quero que você mostre aos homens que eles não têm nada a temer. Quero que você desafie e derrote {reg22} {s6}.
qstr_{playername}_I_want_|{playername}, quero que você mostre aos homens que as tropas inimigas não têm importância. Quero que você mate pessoalmente {reg22} {s6}! Faça isso para mostrar que somos a força superior!
qstr_I_will_do_what_you_a|Farei o que você pediu, e os homens testemunharão.
qstr_high_level_troops_fr|tropas de alto nível de
qstr_elite_level_troops_f|tropas de elite de
qstr_{s9}_wants_you_to_pe|{s9} quer que você derrote pessoalmente {reg22} {s6} {s7}.
qstr_I_want_you_to_person|Eu quero que você mate pessoalmente
qstr_I_want_you_and_your_|Eu quero que você e seus homens matem
qstr_{playername}_you_nee|{playername}, você precisa ganhar meu respeito e o de seus homens. {s6} {reg22} {s7} tropas!
qstr_{s9}_wants_you_to_per|{s9} quer que você mate pessoalmente {reg22} {s6} tropas.
qstr_{s9}_wants_you_and_y|{s9} quer que você e seus homens matem {reg22} {s6} tropas.
qstr_{playername}_we_have|{playername}, recebemos notícias sombrias. Os Corsários de Umbar estão cada vez mais ousados e, enquanto falamos, uma frota se reúne não muito longe de {s6}. Eles já estão avançando pela costa e em breve chegarão à cidade.^^ Precisamos interceptar a frota antes que ela chegue à cidade. Apressem-se para {s6} e falem com as autoridades locais.
qstr_{playername}_we_have_|{playername}, recebemos notícias sombrias. Os selvagens de Rhûn têm mais astúcia e ousadia do que pensávamos — sem serem vistos por nossos batedores, eles construíram barcos e jangadas suficientes para atravessá-los pelo Lago Longo, e estão atacando diretamente Esgaroth!^^ Precisamos interceptar a frota antes que ela chegue à cidade. Leve suas tropas até lá o mais rápido possível e expulse os bárbaros do outro lado do mar!
qstr_If_you_seek_pillage_|Se você busca pilhagem e saque, aqui está uma oportunidade incomparável, {playername}.^^ Uma frota dos Corsáros está saindo do porto em {s7} e seguirá em linha reta para {s6}, que está pronta para ser esbulhada! Junte-se a eles em seu ataque e compartilhe os despojos!
qstr_The_soft_weaklings_o|Os fracos e débeis de Esgaroth não são páreo para nossos velozes cavaleiros e ferozes guerreiros, {playername}. Isso é sabido. Os Homens do Lago acreditam estar seguros, do outro lado do lago, mas em breve mostraremos o contrário!^^ Construímos barcos e jangadas bons o suficiente para transportar nossos guerreiros diretamente através do lago. Eles não estarão nos esperando! ^^Vá ao Acampamento Principal e fale com o comandante do acampamento se desejar se juntar ao ataque.
qstr_{s9}_asked_you_to_he|{s9} pediu sua ajuda para defender {s3} contra um ataque dos Corsários. Vá até a cidade, fale com o mestre da guilda e ajude a guarnição local.
qstr_{s9}_asked_you_to_hel|{s9} pediu sua ajuda para defender Esgaroth contra uma incursão naval, justamente por isso, feita por Rhûn. Vá depressa à Cidade do Lago, fale com o mestre da guilda e ajude a guarnição local.
qstr_{s9}_offered_you_an_|{s9} ofereceu a você a oportunidade de participar de um ataque naval contra {s3}. Vá até {s4}, fale com o comandante do acampamento e junte-se ao ataque.
qstr_{s9}_offered_you_an_o|{s9} ofereceu a você a oportunidade de participar de um ataque naval contra Esgaroth. Vá até {s4}, fale com o comandante do acampamento e junte-se ao ataque.
qstr_We_will_go_as_swiftl|Iremos o mais rápido possível e rezaremos para não estarmos atrasados.
qstr_We_shall_plunder_the|Saquearemos seu porto e tomaremos suas riquezas para nós!
qstr_We_shall_plunder_the_|Saquearemos a Cidade do Lago e tomaremos suas riquezas para nós!
qstr_I_m_sorry_but_we_can|Sinto muito, mas não podemos ajudá-los agora.
qstr_Bah!_Far_more_glory_|Bah! Há muito mais glória a ser conquistada em outro lugar do que com pirataria insignificante.
qstr_This_raid_does_not_i|Este ataque não me interessa. Conquistarei a glória em outro lugar.
qstr_{s9}_asked_you_to_de|{s9} pediu para você destruir um acampamento de escoteiros perto de {s1}.
qstr_Your_party_must_be_at|Seu grupo deve ter pelo menos 10 pessoas para começar esta missão
qstr_{s9}_asked_you_to_def|{s9} pediu para você defender uma vila sob ataque perto de {s1}.
qstr_{s9}_asked_you_to_ra|{s9} pediu para você invadir uma vila perto de {s1}.
qstr_These_soldiers_may_w|Esses soldados podem muito bem mudar o rumo dos meus planos, {playername}. Tenho certeza de que você os treinou bem. Meus agradecimentos e cumprimentos a você.
qstr_I_wish_you_had_train|Gostaria que você tivesse treinado todos eles, {playername}. Mas, nestes tempos difíceis, aceitarei qualquer coisa que você puder oferecer.
qstr_Good_work_in_shaping|Bom trabalho na formação desses recrutas, {playername}, você foi muito útil. Espero que durem mais que a última leva, mas volte a me ver se não durarem.
qstr_Is_that_all_you_coul|É só isso que você conseguiu fazer, {playername}? Isso dificilmente compensará as perdas de ontem. Me dá!
qstr_Well_the_soldiers_ar|Bem, os soldados estão sob seu comando agora, senhor. Tenho certeza de que cuidará bem deles.
qstr_Well_you_may_do_as_y|Bem, faça o que quiser. Meus companheiros e eu sempre podemos nos fortalecer mais, se necessário.
qstr_{s9}_asked_you_to_br|{s9} pediu para você trazer um troll selvagem para usar em seu exército.
qstr_{s9}_asked_you_to_fi|{s9} pediu para você descobrir o que está acontecendo na Floresta Fangorn e relatar.
qstr_{s9}_asked_you_to_fin|{s9} pediu que você encontrasse as lanças perdidas que os anãos fizeram para o Rei Bladorthin. Você terá que pedir permissão a {s5} para procurar as lanças nas profundezas da Montanha Solitária.
qstr_{s9}_has_asked_you_t|{s9} pediu para você matar o feiticeiro de Dol Guldur na Floresta das Trevas.
qstr_{s9}_asked_you_to_ta|{s9} pediu para você levar uma mensagem para {s13}. Acredita-se que {s13} estava em {s4} quando você recebeu esta missão.
qstr_{s9}_asked_you_to_tak|{s9} pediu para você levar uma mensagem para {s13} de {s15}. Acredita-se que {s13} estava em {s4} quando você recebeu esta missão.
qstr_{s11}_asked_you_to_e|{s11} pediu que você acompanhasse seu mensageiro até {s14}.
qstr_Lend_your_experience|Empreste seu cirurgião experiente {s3} para {s1}.
qstr_No_commander_should_|Nenhum comandante deveria admitir isso, {playername}, mas eu estava inspecionando meus soldados outro dia e há alguns aqui que não sabem qual ponta da espada segurar. Eles precisam de alguém que lhes mostre o significado da bravura. Você é um guerreiro de renome, {playername}. Você treinaria algumas tropas para mim? Eu ficaria grato.
qstr_No_commander_should_h|Nenhum comandante deveria admitir isso, {playername}, mas eu estava inspecionando meus soldados outro dia e executei alguns deles por incompetência. Eles precisam de alguém com aço nas costas para incutir coragem neles, ou matá-los tentando. Você é um guerreiro de renome, {playername}. Você treinaria algumas tropas para mim? Posso fazer valer a pena para você.
qstr_{s9}_asked_you_to_rai|{s9} pediu para você criar {reg1} {s14} e trazê-los para ele.
qstr_{s9}_asked_you_to_hu|{s9} pediu para você caçar um traidor chamado {s4}. Acredita-se que ele esteja atualmente em {s3}.
qstr_{s9}_asked_you_to_defe|{s9} pediu para você defender 3 grupos de refugiados a caminho de {s3}.
qstr_{s9}_asked_you_to_hun|{s9} pediu para você caçar 3 grupos de refugiados a caminho de {s3}.
qstr_{s9}_asked_you_to_ca|{s9} pediu que você capturasse os três grupos de escravos fugitivos e os trouxesse de volta para {s4}, vivos e respirando. Ele disse que todos os três grupos estão indo em direção a {s3}.
qstr_{s11}_asked_you_to_f|{s11} pediu para você seguir o espião que partirá {s12}. Tome cuidado para não deixar o espião te ver no caminho, ou ele pode ficar desconfiado e voltar. Assim que o espião encontrar seu cúmplice, você deve capturá-lo e trazê-lo de volta para {s11}.
qstr_{s11}_asked_you_to_c|{s11} pediu para você capturar um comandante inimigo e depois trazê-lo de volta para {s11} para interrogatório.
qstr_{s9}_asked_you_to_le|{s9} pediu que você emprestasse seu companheiro {s3} a ele por uma semana.
qstr_{s9}_has_requested_y|{s9} pediu que você trouxesse {reg1} prisioneiros inimigos.
qstr_We_have_reports_that|Temos relatos de que várias de nossas patrulhas aliadas foram emboscadas e derrotadas. Alguns dos homens podem ainda estar vivos, capturados pelo inimigo. No entanto, o moral das minhas tropas está em baixa, pois os homens capturados certamente serão mortos, presos ou pior. Quero que você resgate {reg1} prisioneiros e eleve o moral das nossas tropas.
qstr_We_have_reports_that_|Temos relatos de que várias de nossas patrulhas foram emboscadas e derrotadas. Alguns dos covardes ainda podem estar vivos, capturados pelo inimigo. Por mais descartáveis que sejam, é um desperdício deixá-los morrer em alguma cela. Quero que você resgate {reg1} prisioneiros e os faça lutar por nós novamente.
qstr_{s9}_has_asked_you_to|{s9} pediu para você resgatar {reg1} prisioneiros.
qstr_We_have_reports_that_a|Temos relatos de que uma tropa inimiga pode estar se reunindo em {s13}. Claramente, isso me preocupa muito, pois não sei quantas tropas o inimigo possui e se meus soldados estarão prontos para enfrentá-los no campo de batalha. Quero que você se aproxime o suficiente de {s13} e descubra o máximo que puder.
qstr_My_spies_tell_me_of_|Meus espiões me contam sobre um grande grupo de guerreiros se reunindo em {s13}. Eles não devem ser páreo para nós e nossos servos, mas não custa nada saber quantos deles estão lá. Quero que você chegue perto o suficiente de {s13} e descubra o máximo que puder.
qstr_{s9}_asked_you_to_sco|{s9} pediu para você explorar {s13}.
qstr_We_have_reports_of_s|Temos relatos de alguma atividade inimiga perto de {s13}. Nossos batedores até agora não conseguiram se aproximar o suficiente para patrulhar a área em busca de idas e vindas inimigas. Quero que você reúna um grupo de batedores, chegue perto o suficiente de {s13} e envie os batedores. Também lhe darei alguns recrutas, mas você não deve enviá-los sozinhos.
qstr_My_spies_tell_me_the|Meus espiões me disseram que o inimigo está tramando algo em {s13}. Nossos batedores covardes até agora não conseguiram chegar perto o suficiente para nos dizer algo importante. Quero que você recrute seu próprio grupo de batedores, chegue perto o suficiente de {s13} e os deixe lá. Certifique-se de que eles não se virem e fujam! Eu lhe darei esses recrutas, eles não farão falta.
qstr_{s9}_asked_you_to_di|{s9} pediu para você enviar um grupo de reconhecimento perto de {s13}.^Obtenha {reg1} soldados de {s15}, dos quais pelo menos 1 é {s14}, chegue perto de {s13} e fale com {s14} para enviar o grupo.
qstr_We_need_to_take_the_|Precisamos levar a batalha até o inimigo, {playername}. Neste momento, podemos fazer isso atacando suas patrulhas e comunicações. Quero que você elimine {reg1} {s13} grupos, isso nos ajudaria a retomar a iniciativa.
qstr_We_need_to_grind_dow|Precisamos acabar com nossos inimigos inúteis, {playername}. As patrulhas e os trens de suprimentos deles estão ficando ousados demais para o meu gosto. Quero que você elimine os grupos {reg1} {s13}, para que eles aprendam a temer o que está por vir.
qstr_{s9}_asked_you_to_el|{s9} pediu para você eliminar {reg1} {s13} partidos.
qstr_{s9}_asked_you_to_fr|{s9} pediu para você libertar {s13} da ameaça de um Troll furioso em seus arredores.
qstr_{reg1}_{s16}_joined_|{reg1} {s16} se juntou ao seu grupo.
qstr_Wait_{playername}._I|Espere, {playername}. Não digo isso com frequência, mas você é um servo excepcionalmente confiável.
qstr_Halt_{playername}._I|Pare, {playername}. Eu já pensei que você fosse pouco mais que um peixe-palhaço, mas você está se mostrando um servo útil.
qstr_Take_these_warriors_|Leve esses guerreiros para que sua horda possa continuar a me servir.
qstr_One_last_thing_{play|Mais uma coisa, {playername}. Numa terra cheia de traidores e rivais, você sempre foi um verdadeiro aliado.
qstr_Wait_{playername}._W|Espere, {playername}. Quando nos conhecemos, senti em você um rival, mas agora vejo que estava enganado.
qstr_Take_these_warriors_a|Pegue esses guerreiros e use-os para derrotar nossos inimigos.
qstr_Before_you_leave_{pl|Antes de ir embora, {playername}, saiba que você sempre foi um bom amigo para mim.
qstr_Wait_{playername}._I_|Espere, {playername}. Não te conheço nem metade do que gostaria, mas até agora você tem sido um bom amigo.
qstr_Allow_me_to_repay_yo|Permita-me recompensá-lo dando-lhe algumas tropas.
; qstr_{reg41}_{s9}_joined_|{reg41} {s9} joined your party.
qstr_Wait_{playername}._C|Espere, {playername}. Servos capazes como você e seus guerreiros merecem o melhor equipamento.
qstr_Halt_{playername}._It|Pare, {playername}. É vergonhoso que meus servos usem equipamentos tão inferiores.
qstr_Take_this_{s22}_and_|Pegue isto {s22} e deixe que ele ajude na sua fúria.
qstr_Before_you_go_{playe|Antes de ir, {playername}. Grandes guerreiros como você e seus companheiros merecem apenas as melhores armas, armaduras e montarias.
qstr_Wait_{playername}._Y|Espere, {playername}. Seu exército se saiu bem, mas acho que você se sairia melhor com equipamento superior.
qstr_Take_this_{s22}._I_h|Tome isto {s22}. Não preciso disto.
qstr_Just_a_moment_{playe|Um momento, {playername}. Heróis como você e seus companheiros são dignos das melhores armas, armaduras e cavalos.
qstr_Wait_{playername}._Yo|Espere, {playername}. Você tem sido um comandante competente no esforço de guerra. Acho que está na hora de você ter um equipamento melhor.
qstr_Accept_this_{s22}_ma|Aceite isto {s22}, que isso ajude você e seus companheiros.
qstr_the_Dwarves_so_that_|os Anões, de modo que, se você passar por Erebor ou pelas Colinas de Ferro, você pode tentar se armar com o armamento fabulosos dos Anões.
qstr_Gondor_so_that_if_yo|Gondor, para que se você passar por suas terras, você pode tentar comprar algumas de suas armaduras conhecidas
qstr_Rohan_so_that_if_you|Rohan, de modo que se você passar por suas terras, você pode tentar comprar alguns de seus cavalos fabulosos
qstr_Dale_so_that_if_you_|Valle, para que, se você passar por suas terras, você possa tentar comprar alguns de seus conhecidos arcos.
qstr_Without_my_help_you_|Sem a minha ajuda, vocês todos estariam mortos e queimados!^^ Venho atender ao chamado de Saruman, de Isengard. Cruzem-me por sua conta e risco!
qstr_Without_my_help_you_w|Sem minha ajuda, vocês todos estariam mortos e queimados!^^ Venho atender ao chamado do Senhor de Mordor, que em breve será o Senhor de todo o Mundo.
qstr__*snort*_There_is_on|*bufo* Só existe um Senhor em todo o mundo, escória. Cedo ou tarde, você vai responder a Lugbúrz, fracote!
qstr_*snort*_Another_one_|*bufo* Mais uma para o escudo de carne, para comer flechas! Vai embora, fracote. Não temos utilidade para você.
qstr_Go_to_Moria_and_get_|Vá até Moria e consiga um bom warg para você - ou algumas snagas suas, se preferir!
qstr_Go_to_Isengard_and_g|Vá para Isengard e pegue algo para você - talvez alguns dos guerreiros Uruk-Hai o sigam!
qstr_Go_up_north_to_Gunda|Vá para o norte, para Gundabad. Eles são burros e feios, mas têm boas peles.
qstr_Get_some_snagas_of_y|Arranjem uns snagas seus, como esses caras aqui que me seguem. Quem sabe vocês não formam um grupo de guerra em breve!
qstr_Our_friends_and_alli|Nossos amigos e aliados ouvirão falar de você, não duvide! Talvez eles estejam dispostos a lhe dar uma nova montaria ou uma nova lâmina. Ninguém tem tempo para os fracos, mas se você for forte, ha, nós ajudamos aqueles que nos ajudam, entende? Troque alguns desses despojos por um bom cavalo, talvez, com aqueles Homens de Rhûn — para cavalgar ou comer, à sua escolha, ha!
qstr_Trade_some_of_those_|Troque alguns desses despojos por um bom cavalo, talvez, com aqueles Homens de Rhûn - para montar ou comer, a escolha é sua, har!
qstr_That_is_not_a_smart_|Não é algo inteligente dizer isso na frente de um guerreiro Rhun... Da próxima vez que eu te ver, eu vou te matar.
qstr_They_will_all_know_m|Todos conhecerão meu nome... Saberão temê-lo
qstr_Suilad_mellon!_It_is|Suilad, mellon! Não é comum encontrarmos pessoas do Vale Oculto em nosso reino. Agradecemos às estrelas por nos guiarem em auxílio, e a você também — le hannon!
qstr_Suilad_mellon!_It_is_|Suilad, mellon! É raro que um de nossos parentes da floresta nos ajude - le hannon!
qstr_Suilad_mellon!_That_|Suilad, mellon! Isso é - obrigado, amigo!^^No começo eu não tinha certeza se um sabre de duende, ou um urso furioso seria nossa desgraça. Infelizmente, as estrelas foram gentis em mandar você para o nosso auxílio.
qstr_Alas_it_is_not_a_ple|Infelizmente, não é um propósito agradável ou mera peregrinação que traz a mim e a outros servos do senhor Elrond a estas terras...
qstr_You_wouldn_t_have_ne|Vocês não precisariam da nossa ajuda se mantivessem suas fronteiras fechadas!
qstr__*growl*_I_know_your|(*rosnado* Eu conheço sua língua, elfo, bem o suficiente para saber se você zomba de mim ou se me agradece...
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Profundos são os desígnios do meu mestre, não para todos verem e entenderem.
qstr_Alae!_Our_green_wood|Alae! Nossas florestas verdes são fortemente patrulhadas, nossos portões grossos permanecem firmes, os salões do Rei Thranduil estão seguros. Seria sensato seguir nosso exemplo.
qstr__say_nothing_|(não diga nada)
qstr_Alas_it_is_not_a_plea|Infelizmente, não é um propósito agradável ou uma mera peregrinação que me traz, a mim e a outros servos do Senhor Elrond, a estas terras. ^^Um mal ancestral se agitou nos lugares sombrios e agora fervilha em direção à luz. Sábios através das Montanhas atenderam ao chamado, e as hostes de Imladris marcham para a batalha, para lutar pelo Norte.
qstr_You_wouldn_t_have_nee|Vocês não precisariam da nossa ajuda se mantivessem suas fronteiras fechadas! ^^Os contos da Bruxa da Floresta só assustam tolos estúpidos - não a imundície orc que acabamos de matar.
qstr_*growl*_I_know_your_|*rosnado* Conheço sua língua, elfo, o suficiente para saber se você zomba de mim ou se me agradece.^^ As estrelas não tiveram nada a ver com isso — senti a imundície e segui uma trilha. Eu as teria matado se você estivesse em perigo ou não.
qstr_Keep_your_secrets_th|Guarde seus segredos, então, amigo, mas a Floresta Dourada sussurra sobre a chegada de seus parentes. ^^Informaremos nossa senhora Galadriel sobre a chegada do senhor Elrond, embora eu suspeite que ela já saiba. E falaremos de você também, com todo o nosso povo. ^^Le maethor veleg a gornui! Seu valor e seus feitos serão conhecidos e suas necessidades atendidas sempre que visitar nosso Vale do Ouro Cantante.
qstr_We_walk_under_the_su|Caminhamos sob o sol e as estrelas, morar em cavernas não é nosso desejo. Ainda assim, seu conselho, sem dúvida bem-intencionado, é bem recebido. ^^Sua sabedoria e seus atos de bravura serão conhecidos, e suas necessidades serão atendidas sempre que você vagar por nossos domínios.
qstr_*he_sighs_and_smiles|*ele suspira e sorri levemente* ^^Muito bem. Para o nosso propósito comum, ficaremos felizes em compartilhar tudo, mesmo que as palavras sejam escassas onde você vem.
qstr_For_some_months_we_h|Por alguns meses, temos observado a imundície orc se multiplicando e manchando nossas florestas. ^^Informaremos nossa senhora Galadriel sobre a chegada do Lorde Elrond, embora eu suspeite que ela já saiba. E falaremos de você também, com todo o nosso povo. ^^Le maethor veleg a gornui! Seu valor e seus feitos serão conhecidos e suas necessidades atendidas sempre que visitar nosso Vale do Ouro Cantante.
qstr_Calm_yourself_friend|Acalme-se, amigo. Pedin i phith in aniron, a nin u-cheniathog. ^^ Falaremos de você a todo o nosso povo. Seu valor e seus feitos serão conhecidos, suas necessidades atendidas sempre que vier se aquecer à luz do nosso Vale Dourado.
qstr_Stars_sail_through_t|Estrelas navegam pelos mares celestiais, homens trilham a terra. Verdadeiramente, quem pode dizer se seus caminhos se seguem? Falaremos de você a todo o nosso povo. Seus feitos serão conhecidos e suas necessidades atendidas, mesmo que você perseguisse uma estrela até o Vale Dourado.
qstr__RESOURCE_POINT_TUTO|(TUTORIAL DE PONTOS DE RECURSO)^^ Os Pontos de Recurso que você pode usar para comprar do povo de Lorien não são aqueles que você ganhou na sua própria facção, mas aqueles que você ganhará em Lothlórien. ^^Veja RELATÓRIOS para mais informações.
qstr__RESOURCE_POINT_TUTOR|(TUTORIAL DE PONTOS DE RECURSO)^^ Os Pontos de Recurso que você pode usar para comprar do povo de Beorn não são aqueles que você ganhou em Lothlórien, mas aqueles que você ganhará em Beorn. ^^Veja RELATÓRIOS para mais informações.
qstr_I_have_long_wished_t|Há muito tempo eu queria visitar o povo da floresta...
qstr_What_form_shall_the_|Que forma tomará o favor de Lórien...
qstr_Our_bees_make_honey_|Nossas abelhas produzem mel e cera, nossos rebanhos produzem leite, manteiga e queijo...
qstr_I_have_long_wished_to|Há muito tempo desejo visitar o povo da floresta, provar suas lembas e ouvir suas canções! ^^Trouxemos vinhos dourados espumantes, tomos empoeirados e orgulhosas bandeiras antigas para nos lembrar do nosso vale que canta riachos, mas estou curioso para saber que maravilhas únicas podem ser encontradas em Laurelindorenan.
qstr_What_form_shall_the_f|Que forma assumirá o favor de Lórien? Ouro que se transforma em folhas ao amanhecer? Bebida límpida e insípida e pão de fada empoeirado para minhas tropas? Vinho tinto como sangue, veados recém-caçados, arsenais repletos de lanças afiadas e flechas afiadas! É essa a hospitalidade que prefiro.
qstr_Our_bees_make_honey_a|Nossas abelhas produzem mel e cera, nossos rebanhos fornecem leite, manteiga e queijo.^^ Nós mesmos fazemos pão, um machado afiado que posso trocar com os anões quando eles passarem.^^ O que mais eu precisaria, o que mais do que um par de mãos fortes?
qstr_If_fate_wills_it_I_s|Se o destino quiser, andarei por suas terras novamente e conhecerei todos os seus segredos.
qstr_If_I_ever_have_need_|Se eu precisar do tipo de ajuda que Lorien pode oferecer, eu virei buscá-la. Seja qual for a sua utilidade.
qstr__nod_and_say_nothing|(acene com a cabeça e não diga nada)
qstr_Oh_there_are_many_an|Ah, há muitos, e qualquer amigo de Lórien é bem-vindo a esses presentes! ^^Se nos unirmos novamente no campo de batalha, ou se você obedecer às ordens de Nossa Senhora e seus lordes, nosso povo recompensará sua gentileza com tudo o que você precisa: armas brilhantes, corseletes de malha resistente, flechas com penas brancas e provisões para suas tropas. ^^Quem sabe, com o tempo, você poderá se tornar um grande {senhor/senhora} de Lórien, alguém que possa aconselhar os outros ou pedir favores a eles.
