str_yes|Sim.
str_gondor_extra_info|Bom^^Difícil^^Gondor (Sudeste)^^Príncipe Imrahil^^Mordor, Umbar, Khand, Harad
str_dwarf_extra_info|Bom^^Fácil^^Rhovanion Norte (Norte)^^Rei Dain II Pé de Ferro^^Rhun, Gundabad
str_rohan_extra_info|Bom^^Médio^^Rohan (Sudoeste)^^Rei Théoden^^Isengard, Terra Parda
str_mordor_extra_info|Sauron^^Fácil^^Gondor (Sudeste)^^Gothmog^^Gondor
str_isengard_extra_info|Saruman^^Fácil^^Rohan (Sudoeste)^^Ugluk^^Rohan
str_lorien_extra_info|Bom^^Muito Fácil^^Rhovanion Sul (Centro)^^Celeborn^^Moria, Dol Guldur
str_imladris_extra_info|Bom^^Muito Fácil^^Rhovanion Sul (Centro)^^Lorde Elrond^^Moria, Dol Guldur
str_woodelf_extra_info|Bom^^Muito Fácil^^Rhovanion Sul (Centro)^^Rei Thranduil^^Moria, Dol Guldur
str_dale_extra_info|Bom^^Médio^^Rhovanion Norte (Norte)^^Rei Brand^^Rhun, Gundabad
str_harad_extra_info|Sauron^^Fácil^^Gondor (Sudeste)^^Chefe Ul-Ulcari^^Gondor
str_rhun_extra_info|Sauron^^Difícil^^Rhovanion Norte (Norte)^^Jarl Helcaroth^^Valle, Anões, Floresta das Trevas, Beornings
str_khand_extra_info|Sauron^^Fácil^^Gondor (Sudeste)^^Shibh Krukmahur^^Gondor
str_umbar_extra_info|Sauron^^Fácil^^Gondor (Sudeste)^^Almirante Tulmir^^Gondor
str_moria_extra_info|Saruman^^Muito Difícil^^Rhovanion Sul (Centro)^^Mestre Bolg, o Menor^^Imladris, Lothlórien
str_guldur_extra_info|Sauron^^Muito Difícil^^Rhovanion Sul (Centro)^^Mestre Fuinur^^Imladris, Lothlórien
str_gundabad_extra_info|Saruman^^Muito Difícil^^Rhovanion Norte (Norte)^^Mestre Burza Krual^^Valle, Anões, Floresta das Trevas, Beornings
str_dunland_extra_info|Saruman^^Difícil^^Rohan (Sudoeste)^^Chefe Daeglaf, o Negro^^Rohan
str_beorn_extra_info|Bom^^Difícil^^Rhovanion Norte (Norte)^^Chefe Grimbeorn, o Velho^^Rhun, Gundabad
str_gundabad_intro|Você veio do extremo norte, das terras da há muito perdida Angmar, após receber notícias da guerra que se aproxima. Por incontáveis anos, você e seu povo quebraram muitos escudos de anões com seus machados e lanças, esmagaram muitos corpos de homens e elfos sob as garras de seus ferozes wargs, esfolaram as peles do povo-urso para usá-las como peles. Os grandes salões de Gundabad nas Montanhas Sombrias são agora seus novamente, como eram na época de Bolg e Azog.^^Muitos de vocês pereceram ao longo dos anos, alguns deles mortos nestes mesmos salões e túneis - mas muitos ainda permanecem. Vocês se divertiram muito com os pequenos escavadores gananciosos e seus amigos, no passado - e se divertirão ainda mais agora, quando marcharem sobre eles e tomarem tudo para si!^^Vingança por Bolg, por Azog, pelo Grande Goblin - vingança pelos goblins de Gundabad!
str_show_keybinds|Atalhos de Teclado Especiais: ^^ Teclas de Formação:^ Fileiras - J ^ Muralha de Escudos - K ^ Cunha - L ^ Quadrado - ; ^ Limpar Formações - U ^^ Alternar Uso de Armas - O ^^ Alternar Tipos de Câmera - CTRL+END ^^ Reunir - V ^^ Chamar Cavalo - M ^^ Ver Ordens / Minimapa - Backspace
str_tactical_controls|Use os NÚMEROS do teclado para selecionar uma divisão. Pressione 0 para selecionar toda a sua força.^^Use F1-F4 para ordenar as divisões selecionadas. Mantenha a tecla F1 pressionada para posicionar as divisões selecionadas. É possível mirar em uma divisão inimiga por meio deste mecanismo.^^Pressionar a tecla ENTER frequentemente inicia uma Câmera de Estratégia aérea.^^Pressionar a tecla BACKSPACE frequentemente inicia uma Exibição de Comando de Batalha com "radar".
str_division_placement|Quando UMA divisão é selecionada, o centro de sua linha de frente é posicionado no local indicado.^^Quando MUITAS divisões são selecionadas, elas são separadas e espalhadas como se o jogador estivesse no local indicado.^^É possível memorizar a posição das divisões selecionadas em relação ao jogador pressionando F2, F7. O padrão é infantaria à esquerda, cavalaria à direita e à frente.
str_formations|As Formações Complexas no Menu de Batalha são:^^- FILEIRAS com as melhores tropas na frente^- MURALHA DE ESCUDOS, fileiras com escudos na frente e armas longas atrás^- CUNHA com as melhores tropas na frente^- QUADRADO sem nenhuma ordem específica^- SEM FORMAÇÃO^^Mesmo no último caso, o jogador pode fazer formações de até quatro linhas ordenando Ficar Mais Perto vezes suficientes.
str_npc18_intro|Grande, espere um momento! Quero falar com você!
str_npc19_intro|Espere um momento, Comandante. Eu gostaria de conversar com você. Não, não, você não precisa se ajoelhar, mesmo que esteja falando com alguém de sangue real.
str_npc20_intro|Espere. Você. Eu te vi. Conheço seu rosto. Tive um sonho com você — mas por que seria você? Agora que te vejo com meus próprios olhos, você é pouco mais que um snaga humilde!
str_npc21_intro|Saia voando, mosquinha, antes que eu te esmague! RRAAARGHH! (*O troll mostra as presas num rosnado meio sem graça.*)
str_npc22_intro|Saudações {playername}. Mae govannen!
str_npc23_intro|Deixe-me em paz, estranho, não quero falar com você.
str_npc24_intro|Kíli, filho de Dwalin, ao seu serviço!
str_npc25_intro|Bem-vindo ao Valle viajante! Como posso ajudá-lo?
str_npc26_intro|Psiu! Se você acenar para os guardas, eu corto sua moela e dou para os wargs comerem!
str_npc27_intro|Você!
str_npc18_intro_response_1|Um escravo no tronco, destinado à morte, falaria comigo? O que você tem a dizer?
str_npc19_intro_response_1|Sangue real, você diz? Ha! O que te faz pensar que você tem uma gota dele?
str_npc20_intro_response_1|Olha aqui, o que você quer dizer com isso, bruxa? Quem é você?
str_npc21_intro_response_1|Ah, sim, você me fez tremer de medo. Que troll assustador, preso nessa correntinha! Por que você não me esmaga então?
str_npc22_intro_response_1|Saudações Senhor Elfo! É uma grande honra conhecê-lo
str_npc23_intro_response_1|É assim que os Elfos Silvestres cumprimentam seus convidados?
str_npc24_intro_response_1|{playername} ao seu dispor. Como está o povo de Durin?
str_npc25_intro_response_1|Saudações. Gostaria de saber se há algum voluntário aqui para se juntar a nós em nossa viagem.
str_npc26_intro_response_1|Pare com as ameaças, Uruk, antes isso fique feio -  não sou dedo-duro.
str_npc27_intro_response_1|Quem é você?
str_npc18_intro_response_2|Não desperdiçarei palavras com um escravo condenado à morte.
str_npc19_intro_response_2|Desgraçado insolente. Sai da minha frente.
str_npc20_intro_response_2|Não tenho tempo para seus delírios loucos, feiticeira.
str_npc21_intro_response_2|Só desta vez eu vou deixar você viver, sua besta suja. (vá embora)
str_npc22_intro_response_2|Com licença, tenho pessoas menos importantes para conversar.
str_npc23_intro_response_2|O sentimento é mútuo. Adeus.
str_npc24_intro_response_2|Não se preocupe, preciso de um pouco de ar fresco.
str_npc25_intro_response_2|Não se preocupe, estamos apenas passeando.
str_npc26_intro_response_2|Então vou embora, ou meu braço da espada vai começar a coçar.
str_npc27_intro_response_2|[Ignorar e sair]
str_npc18_backstory_a|Não sou uma mera escrava! Sou uma guerreira decapitadora, privada do meu lugar de direito entre as fileiras! Como vê, sou uma mulher, mas sou mais forte e mais rápida do que muitas outras, e já lutei contra mais homens do que consigo contar. O Mestre do Poço — maldito seja! Ele me propôs um teste, lutar contra três homens ao mesmo tempo. Três!
str_npc19_backstory_a|Uma pequena gota, com certeza, mas minha mãe me contou tudo sobre minha linhagem. Sou Heidrek, descendente direto do Rei Fengel, mais próximo do trono de Rohan e da Terra Parda do que qualquer um de nossos chefes! Meu cabelo é escuro, mas imagino que tenha mais do que um fiozinho de loiro em algum lugar.
str_npc20_backstory_a|No meu sonho, havia uma árvore. Uma árvore, toda branca. E você, você estava lá, de pé ao lado dela. Você colocou a mão sobre o tronco dela, e eis que ela secou até a raiz. E a sombra no céu se alongou, e o ar ficou pesado. Ouvi uma risada então, vinda de muito longe, no leste.
str_npc21_backstory_a|Hah, chega um pouquinho mais perto e eu quebro seu pescoço como um graveto. Vamos! Vou pisar no seu fígado, esmagar seus ossos e espremer sua cabeça como uma uva.
str_npc22_backstory_a|Você pode ter ouvido histórias dos meus feitos em batalhas passadas e esquecidas pelos Homens mortais. Com o passar dos tempos, esta Guerra será mais um período de perigo para os Eldar, mas será a Última Guerra.
str_npc23_backstory_a|Desculpe a minha impetuosidade, forasteiro, mas não temos muitas visitas aqui e as que vêm não parecem muito confiáveis. Há apenas uma semana, este anão apareceu e... Deixa pra lá. Meu nome é Luevanna, dos Elfos Silvestres da Floresta das Trevas.
str_npc24_backstory_a|Que educado da sua parte perguntar, {playername}. Estamos lutando contra incursões de Orientais e orcs de Gundabad, mas até agora nada que nós e nossos aliados do Valle não possamos resolver.
str_npc25_backstory_a|Tenho certeza de que você encontrará bons voluntários se falar com o intendente no quartel. Quanto a mim, sou apenas um curandeiro e herbalista de habilidades modestas.
str_npc26_backstory_a|Que bom! Me chamam de Gulm. Eu estripei meu sargento e seus snaga agora me caçam.^ O leitãozinho imprestável mereceu! Uma vez, fomos emboscados por uma patrulha de cabeças de palha... e ele perdeu o controle. "Recuem", ele grita, e então foge. Apenas Gulm e alguns outros se mantiveram firmes e interromperam o ataque de seus cavalos. Então, espancamos o de pelo amarelo até virar pasta (risos). Mas se não fosse por nós, os fortes, tudo viraria comida de verme!
str_npc27_backstory_a|Eu sou o Durgash!
str_npc18_backstory_b|Eu venci! Eu os derrotei! Mas... um deles estava tão fraco que pereceu com os golpes que lhe desferi. Se ele fosse um simples servo, teria sido o fim. Mas não. Ele era um dos muitos filhos do Grande Lorde Lurmsakun, com uma esposa plebeia.
str_npc19_backstory_b|Bem, você não encontrará ninguém em Rohan ou na Terra Parda que aceite minha afirmação, mas ela é verdadeira, no entanto. Minha avó era pastora e vivia nas colinas, e um dia, por acaso, o velho Rei Fengel, o avô ganancioso e ganancioso de Théoden, o Pretendente, a viu às margens do Isen. Ele se interessou por ela, e minha mãe era sua filha.
str_npc20_backstory_b|Não sabes diante de quem estás? Tolo ignorante. Saiba que eu sou Zigûrphel, da antiga Akallabêth — mas é bem provável que não saibas nada desse nome! Saiba também que procuro reparar os erros de outrora, os erros cometidos contra mim e meu povo pela maldade dos Valar, aqueles que afundaram nosso Grande Armamento e nosso lar. Ah, Ar-Pharazôn, grande e glorioso! Será que tua visão será esquecida para sempre? Não, não enquanto Zigûrphel viver e tiver mãos para fazer seu trabalho!
str_npc21_backstory_b|Você é durona, né? (*suspira*) O nome é Berta. Costumava ter uma gangue de saqueadores nas Montanhas Sombrias, sabe, os ladrões goblins mais nojentos da região. Aqueles eram os bons tempos. Aí encontramos um bando desses selvagens de Gundabad. Bebemos um pouco, jogamos um pouco... Na manhã seguinte, acordei toda amarrada, meus rapazes ao vento. Agora eu quebro pedras e carrego a bagagem deles por aí. Às vezes, eles me fazem brigar por dinheiro.
str_npc22_backstory_b|Lorde Elrond me enviou como emissário ao Lorde Celeborn, para dar ajuda e conselhos conforme necessário na Guerra nesta parte de Rhovanion.
str_npc23_backstory_b|Gosto de percorrer os caminhos escondidos da nossa bela floresta. Às vezes, ando silenciosamente por entre as árvores e observo os hábitos dos muitos animais da floresta. O canto de um pássaro raro, o ninho de um javali são tão belos para mim quanto o choque de armas e as grandes muralhas são para os Edain.
str_npc24_backstory_b|Ajudei a melhorar as defesas de Erebor e treinei alguns anões mais jovens, sob a direção do meu venerado pai Dwalin, como é nosso costume.
str_npc25_backstory_b|Tratei meu Rei Brand por constipação, um mal-estar comum que afeta homens em guerra. Uma leve infusão de absinto acalma tanto o intestino quanto a mente.
str_npc26_backstory_b|Então eu disse a mim mesmo: "Gulm, você quer acabar como carniça?" e respondi: "Não". ^Na batalha seguinte, recuei fingindo estar ferido. Então, sem ninguém olhando, caí sobre o meu sargento! Cortei-o quase ao meio, gharr! Depois, cortei a snaga do seu ajudante com maestria^^...Acontece que aquele maldito rastejante sobreviveu de alguma forma e começou a falar sobre tudo isso. Da próxima vez, vou me certificar de que a cabeça dele seja arrancada, gharr...
str_npc27_backstory_b|Eu sou um Cavaleiro Lobo de Isengard e um rastreador.
str_npc18_backstory_c|E aqui estou eu, amaldiçoado e cuspido, condenado à morte por ser mais poderoso que os cães que zombam de mim! Liberta-me, Grande. Liberta-me, fala por mim — e minha força é tua. Minha lâmina é tua. Minha vida é tua!
str_npc19_backstory_c|Naturalmente, o Chefe Daeglaf e os demais não querem me dar nenhuma chance de glória, pois se eu realizasse grandes feitos em batalha, isso daria asas à minha reivindicação. Os homens se reuniriam sob minha bandeira então! Sua fama o precede, Comandante. Se me permitir servir sob sua bandeira, posso realizar esses grandes feitos por você.
str_npc20_backstory_c|Ó Akallabêth, onde estás agora? Desvanecido, completamente desaparecido... Onde antes havia luz, a glória da nossa nação, que era grande acima de todas as outras, agora só resta a Sombra. Meu belo lar agora conhece o silêncio eterno do mar. Mas meu coração ainda está cheio de fogo, e feras sombrias correm soltas dentro dele. Conheço artes poderosas que você e sua espécie jamais imaginaram. Escuta-me, agora! Implorarás por minha ajuda, como deves, ou sairás daqui sorrateiro, como um verme? Escolhe rapidamente!
str_npc21_backstory_c|Escuta aqui, pequenininho! Se você for mesmo um chefe figurão, será que pode falar com o chefe de lá e pagar o que eu devo? Acho que eu poderia entrar na sua bandinha. Ver o mundo, comer umas ovelhas... (*Ela lambe suas presas impressionantes.*)
str_npc22_backstory_c|No entanto, se os inimigos de Lothlórien estiverem em fuga, eu poderia considerar me juntar a você por um tempo, {playername}. Sinto que nossos destinos nesta Guerra estão interligados.
str_npc23_backstory_c|Você não entenderia isso, eu acho, já que está preparado para a guerra. Mas você deve ter viajado muito e por muito tempo – já viu as outras grandes florestas? Pode me levar até lá?
str_npc24_backstory_c|Há uma calmaria na luta que não convém a um guerreiro anão com a minha ancestralidade e temperamento. Imagino que você veja muito mais ação em suas viagens e que sua causa seja amigável com os anões? Sei que um anão guerreiro aumentará muito suas chances de sobrevivência.
str_npc25_backstory_c|Ouvi dizer que há muita luta em outros lugares e que nossas terras estão, felizmente, poupadas por enquanto. Pelos arranhões em sua armadura, você deve ter estado em perigo muitas vezes. Talvez minhas humildes habilidades pudessem ser melhor aproveitadas com sua companhia, para o bem de todos.
str_npc26_backstory_c|Sou um Uruk-hai guerreiro e um berserker! O que há para saber sobre matar homens, eu sei. Eu estava a serviço da Mão Branca, mas agora a Mão provavelmente me jogaria nas fogueiras.^^Eu iria com você e caçaria homens no sul, enquanto os snagas de Isengard rangem os dentes.
str_npc27_backstory_c|Talvez você possa ser meu próximo mestre.
str_npc18_backstory_later|Tive a sorte, suponho, de o Grande Lorde Lurmsakun estar ocupado em outro lugar. Seus intendentes me deixaram aqui para apodrecer. Mas meu destino não é morrer como prisioneiro! Vieste me conceder a morte que me é de direito no campo de batalha?
str_npc19_backstory_later|Olá! Você retornou, como eu sabia que voltaria. Minhas mãos estão ociosas por causa dos meus chefes invejosos. Vamos falar, Comandante! Eu o seguiria e lutaria em suas fileiras para conquistar renome para mim.
str_npc20_backstory_later|Você ainda perturba meus sonhos! Não me dará paz? Meus olhos sonhadores enxergam fundo e longe. Aqui em Dol Guldur ainda tenho visões de suas obras. Digo isto: se você fosse sábio, teria pedido minha ajuda novamente aqui mesmo.
str_npc21_backstory_later|Olha o que o gato arrastou! Se saiu bem, então, não é? Se divertiu muito passeando por aí, sem estar acorrentado a uma maldita pedra?! Que legal! Que tal você ir falar com o chefe por mim? Agora, melhor do que nunca.
str_npc22_backstory_later|Já reconsiderou? O tempo para os Eldar está se esgotando.
str_npc23_backstory_later|Estou observando um ninho de aranhas gigantes há alguns dias. Criaturas feias, parecem à primeira vista, mas mantêm os intrusos afastados. Você veio me pedir para viajar com você?
str_npc24_backstory_later|Construir muralhas defensivas é digno de qualquer anão. Mas eu também preciso usar meu machado. Logo. Deixe-me ir com você.
str_npc25_backstory_later|Fiz novamente um chamado para o nosso Rei, desta vez para vomitar. Espero que a sua determinação em enfrentar o inimigo não esteja relacionada à sua condição. Você também sofre de constipação e vômito?'
str_npc26_backstory_later|O que você acha que eu faço? Gulm está sentado aqui, esperando que algum snaga o deixe no escuro. Leve-me com você — eu lhe servirei bem.
str_npc27_backstory_later|Já reconsiderou? Eu vou servir bem.
str_npc18_backstory_response_1|Se você for realmente tão feroz quanto parece, talvez possa lutar por mim. Depois de te alimentarmos um pouco, é claro.
str_npc19_backstory_response_1|Muito bem. Contanto que você consiga lutar na linha de frente, você pode ser útil, Terra Pardense.
str_npc20_backstory_response_1|Que jeito estranho de pedir para se juntar a mim, bruxa. Mas tudo bem, você pode vir.
str_npc21_backstory_response_1|É verdade que você é bem grande e parece que consegue se virar sozinho numa briga. Talvez eu precise de você.
str_npc22_backstory_response_1|Talvez seja presunçoso da minha parte perguntar, mas minha companhia poderia usar suas habilidades nas próximas batalhas.
str_npc23_backstory_response_1|Viajamos pelo mundo, mas para defender tudo o que é justo, lutamos contra o inimigo.
str_npc24_backstory_response_1|De fato, um guerreiro anão seria bem-vindo em minha companhia.
str_npc25_backstory_response_1|Podemos usar um curandeiro e um herbalista.
str_npc26_backstory_response_1|Acho que poderíamos dar um bom uso a um berserker.
str_npc27_backstory_response_1|Você fará.
str_npc18_backstory_response_2|Nossa! Um cão de caça assassino não é digno de ser meu companheiro.
str_npc19_backstory_response_2|Você fala de grandes feitos. Vá e faça alguns dos seus, antes de se aproximar de mim novamente!
str_npc20_backstory_response_2|Nossa! Imagino que seu latido seja muito pior do que sua mordida. Tenho trabalho a fazer!
str_npc21_backstory_response_2|Que azar, troll. Não posso me dar ao luxo de pechinchar por alguém como você.
str_npc22_backstory_response_2|Voltarei quando Lothlórien estiver em menos perigo.
str_npc23_backstory_response_2|Não, desculpe. Não podemos aceitar parasitas.
str_npc24_backstory_response_2|Não, desculpe. Nós nos damos bem sozinhos.
str_npc25_backstory_response_2|Não, desculpe. Só visitamos curandeiros quando precisamos deles.
str_npc26_backstory_response_2|Bah. Eu não confio em traidores.
str_npc27_backstory_response_2|Eu não preciso de você, escrava.
str_npc18_signup|Oh, afundarei meus dentes em carne novamente! Você verá minha verdadeira coragem em breve, assim que minhas mãos e pés estiverem livres e eu tiver comida na barriga!
str_npc19_signup|Sim, pode me chamar assim por enquanto, pois não tenho vergonha do meu sangue Terrapardense. Meu povo sofreu muito sob o domínio dos reis tiranos de Rohan, e sinto uma afinidade considerável com eles. Eu o ajudarei nesta guerra e em todos os seus esforços. Mas, em troca, Comandante, você deve me ajudar a reivindicar meu direito quando chegar a hora.
str_npc20_signup|Deixarei de lado sua arrogância por um tempo, mas saiba que um dia conversaremos. Talvez, até lá, nós dois estejamos diante do Senhor do Escuro, a quem eu conhecia por um nome bem diferente, e então veremos quem tem a atenção dele. Talvez então eu lhe ensine boas maneiras.
str_npc21_signup|Agora é que você está falando! Vai ver o chefe e me tira desse buraco.
str_npc22_signup|Entendo. Admito que já ouvi falar de você e de suas façanhas.
str_npc23_signup|Não gosto de violência e armas de guerra, mas sei como me defender.
str_npc24_signup|Sou habilidoso com machados, tanto de empunhar quanto de arremessar. Também posso manter suas contas baixas se você me deixar falar com os mercadores. E tenho um olho para encontrar os melhores itens de saque de inimigos caídos no campo de batalha.
str_npc25_signup|Sério? Pois bem, só preciso reunir minhas ervas e receitas.
str_npc26_signup|Um Uruk guerreiro vale mais do que todos os seus snagas. Um Uruk guerreiro nunca foge da batalha.
str_npc27_signup|Sério? Seria bom você me alistar.
str_npc18_signup_2|Minha mãe me disse uma vez: "Nasci para cortar muitos inimigos. Por você, matarei muitos moles e fracos do Oeste. Basta colocar uma boa lâmina em minhas mãos, e eu farei o resto!"
str_npc19_signup_2|Eu luto como meu povo, como lobos na noite — posso arremessar uma lança ou cravar uma lança no peito de um cavaleiro em investida. Membros eu corto com machado ou espada. Com você, falarei abertamente: não me importa se você presta mais serviço ao Olho ou à Mão Branca. Para mim, é tudo a mesma coisa, contanto que eu possa sentar em meu trono de direito no Salão Dourado.
str_npc20_signup_2|Mas, por enquanto, que minha sabedoria e ofício, adquiridos ao longo dos anos, sejam postos a seu serviço. Saiba disto: com a ajuda de Zigûrphel, você é como um dragão que recebeu asas no abismo de Utumno. Grandes coisas farei por você e por seu propósito, embora você não as compreenda!
str_npc21_signup_2|Estarei logo atrás de você, não se preocupe.
str_npc22_signup_2|Talvez, juntando-me à sua companhia e atacando com força onde não sou esperado, o Inimigo fique desequilibrado. Eu irei.
str_npc23_signup_2|Talvez eu possa te ensinar a se mover mais rápido e fazer menos barulho. Vamos lá.
str_npc24_signup_2|Se você conseguir manter as pessoas altas na linha, especialmente os elfos furtivos, terei prazer em me juntar a você.
str_npc25_signup_2|Devo avisá-lo, porém, que sou praticamente inútil em batalha. Mas tenho certeza de que você é capaz de manter uma mulher da minha idade em segurança.
str_npc26_signup_2|Mas você precisa decidir rápido, os guardas aqui estão ficando desconfiados.
str_npc27_signup_2|Você não vai se arrepender de me contratar.
str_npc18_signup_response_1|Gosto do seu espírito. Muito bem, mandarei uma mensagem a Lurmsakun em seu nome.
str_npc19_signup_response_1|Pois bem, 'Príncipe', pegue suas armas. Lute por mim, agora.
str_npc20_signup_response_1|Espero, para o seu bem, que suas palavras não sejam mera ostentação. Não me decepcione, Zigûrphel.
str_npc21_signup_response_1|Muito bem, veremos se você se mostra digno.
str_npc22_signup_response_1|Será uma honra ter a companhia de um senhor elfo.
str_npc23_signup_response_1|Muito bem. Espero que você não fuja do primeiro orc que virmos.
str_npc24_signup_response_1|Muito bem, Mestre Anão, você é bem-vindo para se juntar a nós.
str_npc25_signup_response_1|Você estará seguro conosco, eu prometo. Partiremos em breve.
str_npc26_signup_response_1|Muito bem. Faça o que eu mando e eu te alimentarei bem.
str_npc27_signup_response_1|Muito bem. Vamos lá.
str_npc18_signup_response_2|Você é feroz... talvez feroz demais. Um pouco mais de tempo na cela, por enquanto, pode lhe ensinar obediência.
str_npc19_signup_response_2|Você terá que ficar sentado nesses fardos de feno por mais um pouco, 'Príncipe'.
str_npc20_signup_response_2|Sua ostentação e insultos me irritam. Domine sua língua antes que falemos de novo!
str_npc21_signup_response_2|Não preciso de você no momento.
str_npc22_signup_response_2|Pensando bem, talvez precisemos ajudar Lothlórien nós mesmos.
str_npc23_signup_response_2|Desculpe, eu não posso imaginar você em um campo de batalha.
str_npc24_signup_response_2|Desculpe, eu gosto de elfos.
str_npc25_signup_response_2|Desculpe, todo mundo luta na minha companhia.
str_npc26_signup_response_2|Mudei de ideia. Quem estiver procurando por você pode vir atrás de mim em seguida.
str_npc27_signup_response_2|Mudei de ideia.
str_npc18_payment|Certamente, um comandante poderoso do seu nível só precisa dizer uma palavra e eles me libertarão. [custa {reg14} Influência com {s14}]
str_npc19_payment|Parece que Daeglaf, o Negro, pode procurar alguma desculpa para me manter aqui, Comandante. [custa {reg14} Influência com {s14}]
str_npc20_payment|Em vez disso, é você quem faria bem em não decepcionar a mim ou ao Mestre a quem ambos servimos. Você se saiu bem o suficiente na opinião dele? [custa {reg14} Influência com {s14}]
str_npc21_payment|Falando em "valor", essa minha pequena dívida pode não ser tão pequena assim, se é que você me entende. E o chefe pode tentar te dar uma surra, então cuidado! [custa {reg14} Influência com {s14}]
str_npc22_payment|Devemos partir em breve. O valor da minha vinda será diminuído se o Inimigo sentir minha presença antes de atacarmos. Mas Lothlórien também precisa de mim aqui. [custa {reg14} Influência com {s14}]
str_npc23_payment|Eu me juntaria a você, mas meu dever é aqui. [custa {reg14} Influência com {s14}]
str_npc24_payment|Eu me juntaria a você, mas temo que meu honrado pai Dwalin não entenderá por que deixei a cidade em um momento de necessidade. [custa {reg14} Influência com {s14}]
str_npc25_payment|Não posso abandonar meus deveres aqui, meu Rei ainda precisa de mim. Estou muito preocupado com a saúde dele. [custa {reg14} Influência com {s14}]
str_npc26_payment|Quero ir com você, mas os guardas do portão não me deixam.^Confie em mim, eu tentei. [custa {reg14} Influência com {s14}]
str_npc27_payment|Eu me juntaria a você, mas meu dever é aqui. [custa {reg14} Influência com {s14}]
str_npc18_payment_response|Não há dúvidas disso. Os subordinados de Lurmsakun não ousarão me recusar. [custa {reg14}/{reg15} Influência]
str_npc19_payment_response|O chefe Daeglaf terá que ceder diante do meu desejo, assim que eu o deixar claro. [custa {reg14}/{reg15} Influência]
str_npc20_payment_response|De fato, eu tenho. Vamos lá! Afinal, não é um snaga insignificante que você seguirá. [custa {reg14}/{reg15} Influência]
str_npc21_payment_response|Não importa o que ele tente, você vai embora comigo. [custa {reg14}/{reg15} Influência]
str_npc22_payment_response|Confie em mim, você será mais útil comigo. [custa {reg14}/{reg15} Influência]
str_npc23_payment_response|De agora em diante, seu dever é comigo. [custa {reg14}/{reg15} Influência]
str_npc24_payment_response|Mestre Dwalin entenderá que um anão capaz de lutar não deve ser mantido longe de nossos inimigos por muito tempo. [custa {reg14}/{reg15} Influência]
str_npc25_payment_response|O bem-estar do Rei é importante, mas você salvará mais vidas comigo. [custa {reg14}/{reg15} Influência]
str_npc26_payment_response|Ah, mas o guarda não ousará impedi-lo, se você estiver comigo. [custa {reg14}/{reg15} Influência]
str_npc27_payment_response|De agora em diante, seu dever é comigo. [custa {reg14}/{reg15} Influência]
str_npc18_morality_speech|Grande! Minha sede de sangue não foi saciada! Por que nós {s21}, como covardes? Deixe-me lutar com eles!
str_npc19_morality_speech|Comandante, detesto muito que nós {s21}. Um rei como eu deveria ser generoso, mas se as despensas estiverem vazias, não terei nada para dar, e nossos soldados nos abandonarão.
str_npc20_morality_speech|Eu diria que esperava mais de você, Comandante, mas isso seria mentira. Cuidado, para que seus modos egoístas não prejudiquem os nobres desígnios de seus superiores!
str_npc21_morality_speech|Escute aqui, 'chefe'. Uma companhia de ataque respeitada não pode simplesmente {s21} e deixar a barriga dos rapazes roncando! E a minha, olha que arma grande! Talvez eu vá dar uma mordidinha em um dos menores — um dedo, uma perna talvez...
str_npc22_morality_speech|Você precisa reconsiderar suas ações, comandante. {s21} não nos torna mais honrados que o Inimigo e diminui a confiança dos nossos amigos.
str_npc23_morality_speech|[Nenhum código moral primário]
str_npc24_morality_speech|Não fiquei satisfeito com sua decisão {s21}. Morrer em batalha é uma honra para qualquer anão sensato, mas lutar em uma companhia liderada por um covarde é uma vergonha. O que meus primos dirão se souberem disso?
str_npc25_morality_speech|Comandante, devo objetar. {s21} é duro com os homens e desnecessário. Faço o que posso para aliviar o sofrimento deles, mas, por favor, não cometa outro erro custoso.
str_npc26_morality_speech|Os guerreiros Uruk-hai não {s21}. Se o Mestre tiver pouca coragem, poderá ficar sem eles uma noite. Gulm falou.
str_npc27_morality_speech|[Nenhum código moral primário]
str_npc18_2ary_morality_speech|Eu me juntei a você não para {s21}, Grande, mas para me banhar no sangue de nossos inimigos! Pode usar sua astúcia por enquanto, mas me dê um bom massacre logo, eu imploro!
str_npc19_2ary_morality_speech|[Nenhum código moral secundário]
str_npc20_2ary_morality_speech|Ah, nosso poderoso Comandante. Grandes feitos você realizou, você diz? Imagino quantas outras batalhas suas terminaram assim, com você avançando imprudentemente para as garras de uma armadilha e fugindo com a mesma pressa.
str_npc21_2ary_morality_speech|Para onde foi toda essa comida, hein? Precisa de ajuda com a contagem de feijões?! Um chefe de verdade me traria uma perna de cordeiro suculenta, ou um anão gostoso. Coitado de mim, vou ficar com você.
str_npc22_2ary_morality_speech|[Nenhum código moral secundário]
str_npc23_2ary_morality_speech|[Nenhum código moral secundário]
str_npc24_2ary_morality_speech|[Nenhum código moral secundário]
str_npc25_2ary_morality_speech|[Nenhum código moral secundário]
str_npc26_2ary_morality_speech|[Nenhum código moral secundário]
str_npc27_2ary_morality_speech|[Nenhum código moral secundário]
str_npc18_personalityclash_speech|Grande, se você valoriza Varfang como guerreiro, imploro que o mantenha o mais longe possível de mim. Já o avisei que suas mãos não devem ir aonde eu não permitir, ou as cortarei e as darei de comer ao seu cavalo.
