
str_yes|Tak.
str_npc23_backstory_response_1|Przemierzamy ten świat wzdłuż i wszerz, lecz by bronić sprawiedliwości, walczymy z niesprawiedliwymi.
str_npc24_backstory_response_1|W rzeczy samej, krasnoludzki wojownik byłby mile widziany w naszej kompanii.
str_npc25_backstory_response_1|Możemy użyć medyka i zielarza.
str_npc26_backstory_response_1|Wydaję mi się, że przydałby się nam berserk.
str_npc27_backstory_response_1|Zrobisz to
str_npc18_backstory_response_2|Ech! Morderczy pies nie nadaje się do mojej kompanii.
str_npc19_backstory_response_2|Mówisz o wielkich uczynkach, lecz sam żadnych osiągnięć tego typu nie uczyniłeś. Idź, i nie wracaj do mnie dopóki tych uczynków nie zrobisz!
str_npc20_backstory_response_2|Pfff! Zgaduję, że twoja kora jest gorsza od ugryzienia. Mam robotę!
str_npc21_backstory_response_2|Wybacz moja Pani, nic nie mogę na to poradzić.
str_npc22_backstory_response_2|Wrócę kiedy w Lothlórien nie będzie tak niebezpiecznie.
str_npc23_backstory_response_2|Nie, przepraszam. Nie możemy brać fagasów.
str_npc24_backstory_response_2|Nie, przykro mi. Dobrze nam idzie nam samym.
str_npc25_backstory_response_2|Nie, przykro nam. Odwiedzamy uzdrowicieli tylko kiedy ich potrzebujemy.
str_npc26_backstory_response_2|Nah, nie ufam zdrajcą 
str_npc27_backstory_response_2|Nie potrzebuję cie, niewolniku.
str_npc18_signup|Ahh, gdybym znów zatopił swoje zęby w mięsie! Zobaczysz moją prawdziwą naturę juz niedługo, gdy moje ręce i nogi będą wolne a ja będę mieć jedzenie w swoim brzuchu!
str_npc19_signup|Tak, możesz mnie tak nazywać, gdyż nie wstydzę się swojej krwi Dunlendingów. Moi ludzie zostali wielce skrzywdzeni pod władzą tyranów Rohanu i ja nie czuję do nich żadnego pokrewieństwa. Pomogę ci w tej wojnie moimi wszystkimi siłami, ale w zamian, Dowódco, musisz pomóc mi zyskać tron gdy nadejdzie czas.
str_npc20_signup|Przymknę oko na twą arogancję na tą chwilę, ale wiedz, że kiedyś jeszcze o tym porozmawiamy. Być może wtedy, obaj będziemy stać przed Mrocznym Panem, którego niegdyś znałem pod zupełnie innym imieniem, i wtedy zobaczymy kogo wysłucha. Być może wtedy nauczę cie manier.
str_npc21_signup|Ależ tak! Z przyjemnością dołączę do twej drużyny dowódco!
str_npc22_signup|Rozumiem. Przyznam,że słyszałem o tobie i o twoich wyczynach.
str_npc23_signup|Nie lubię przemocy i wojennego oręża, ale wiem jak się obronić.
str_npc24_signup|Jestem zaznajomiony z toporem, zarówno w walce wręcz jak i w rzucaniu. Mogę też załatwić ci towar za niższą cenę jeśli pozwolisz mi porozmawiać z kupcami. I mam dobre oko jeśli chodzi o znajdywanie dobrego łupu wśród upadłych wrogów na polu bitwy.
str_npc25_signup|Doprawdy? W takim razie muszę tylko zebrać moje zioła i przepisy.
str_npc26_signup|Walczący Uruk jest wart więcej niż wy, snagi. Walczący Uruk nigdy nie ucieka z placu boju.
str_npc27_signup|Naprawdę ? Postąpił byś słusznie zatrudniając mnie.
str_npc18_signup_2|Moja matka rzekła mi raz, że urodziłem się, by gromić swoich wrogów. Dla ciebie jestem gotów zabić wszystkich goblinów na zachodzie. Jeno daj mi w ręce dobry oręż, a resztą zajmę się ja.
str_npc19_signup_2|Walczę, podobnie jak moi ludzie jak wilki w nocy - mogę rzucać włóczą. Mogę wbić się z piką prosto w szarżującą konnicę. Rąbać kończyny toporem lub mieczem. Powiem to wprost: nie obchodzi mnie czy służysz bardziej Oku, czy Białej Ręce. Wszystko mi jedno, dopóki mogę zasiadać na moim prawowitym tronie w Złotym Dworze.
str_npc20_signup_2|Ale na razie, niech ma wiedza i umiejętności nabyte przez lata, będą nagięte do twej woli. Wiedz jedno: z pomocą  Zigûrphel, jesteś jak smok który otrzymał swe skrzydła w jamie Utumno. Wielkie rzeczy będę czynił za ciebie i za twoją sprawę, mimo iż ich nie pojmujesz!
str_npc21_signup_2|Wiele razy polowałem używając łuku i rzucając włóczniami. Będę ścigał orka pod twoją komendą. I mam jakieś umiejętności w uzdrawianiu, jestem pewien, że się przydadzą.
str_npc22_signup_2|Być może, dzięki dołączeniu do twej kompanii i zjawieniu się tam gdzie się mnie nie spodziewają, wróg ucierpi najbardziej. Pójdę z tobą.
str_npc23_signup_2|Mogę nauczyć cię poruszać się szybciej oraz ciszej. Ruszajmy.
str_npc24_signup_2|Jeśli tylko potrafisz przypilnować swej drużyny, szczególnie tych podstępnych Elfów, z przyjemnością do ciebie dołączę, panie.
str_npc25_signup_2|Muszę cię jednak ostrzec, że na nic nie zdam ci się w walce. Niemniej z pewnością obronię niewiasty w mym wieku.
str_npc26_signup_2|Musisz się szybko zdecydować, strażnicy zaczynają być podejrzliwi.
str_npc27_signup_2|Nie pożałujesz zabrania mnie ze sobą.
str_npc18_signup_response_1|Podoba mi się twój duch walki. Dobrze więc, wyślę wieść do Lurmsakun w twoim imieniu.
str_npc19_signup_response_1|Dobrze, w takim razie, 'Księciu', przygotuj oręż. Walczysz teraz dla mnie.
str_npc20_signup_response_1|Mam nadzieję, dla twojego spokoju, że te słowa nie są rzucane na wiatr. Nie zawiedź mnie, Zigûrphel.
str_npc21_signup_response_1|Imponujące. Jesteśmy gotowi do drogi, na twój znak, droga pani.
str_npc22_signup_response_1|Będziemy zaszczyceni mając cie w kompanii Elficki Lordzie 
str_npc23_signup_response_1|Bardzo Dobrze. Mam tylko nadzieję że nie uciekniesz od pierwszego ujrzanego orka.
str_npc24_signup_response_1|Bardzo dobrze,Panie Krasnoludzie,możesz do nas dołaczyć.
str_npc25_signup_response_1|Będziesz bezpieczniejszy z nami, obiecuje ci. Niedługo wyruszamy.
str_npc26_signup_response_1|Bardzo dobrze. Rób, jak ci kazano,  a dobrze cię wyżywię.
str_npc27_signup_response_1|Doskonale. Ruszajmy.
str_npc18_signup_response_2|Jesteś zajadły... być może zbyt zajadły. Odrobina czasu w dybach może nauczy cię posłuszeństwa.
str_npc19_signup_response_2|Musisz siedzieć w tych belach siana trochę dłużej, 'Książe'.
str_npc20_signup_response_2|Chełpisz się i drażnisz me uszy. Ujarzmij swój język zanim znów porozmawiamy.
str_npc21_signup_response_2|Przepraszam, moja Pani, może następnym razem.
str_npc22_signup_response_2|Z drugiej strony, może jednak musimy pomóc Lothlórien.
str_npc23_signup_response_2|Przykro mi, ale nie wyobrażam sobie ciebie na polu bitwy.
str_npc24_signup_response_2|Wybacz, ale lubię Elfy.
str_npc25_signup_response_2|Wybacz, każdy walczy w mojej kompanii.
str_npc26_signup_response_2|Zmieniłem zdanie. Ktokolwiek szuka ciebie, może następnie przyjść po mnie.
str_npc27_signup_response_2|Zmieniłem zdanie.
str_npc18_payment|Zaprawdę, dowódca tak sławny jak ty wystarczy że powie słowo, i zostanę uwolniony. [koszt {reg14} Relacje z {s14}]
str_npc19_payment|Wygląda na to że Daeglaf Czarny może szukać wymówki aby mnie tu zatrzymać, Dowódco. [koszt {reg14} Relacje z {s14}]
str_npc20_payment|lepej nie rozczaruj mnie, i naszego Mistrza. Co Mistrz o tobie myśli? [costs {reg14} Wpływ na {s14}] 
; str_npc21_payment|I would join you, but who will care for the wounded if the city is attacked? [costs {reg14} Influence with {s14}]
; str_npc22_payment|We should be off soon. The value of my coming will be diminished if the Enemy senses my presence before we have struck. But Lothlórien also needs me here. [costs {reg14} Influence with {s14}]
; str_npc23_payment|I would join you, but my duty is here. [costs {reg14} Influence with {s14}]
; str_npc24_payment|I would join you, but I'm afraid my honorable father Dwalin will not understand why I left the town in a time of need. [costs {reg14} Influence with {s14}]
; str_npc25_payment|I cannot abandon my duties here, my King still needs me. I'm too concerned for his health. [costs {reg14} Influence with {s14}]
; str_npc26_payment|I want to leave with you, but the guards at the gate won't let me.^Trust me, I've tried. [costs {reg14} Influence with {s14}]
; str_npc27_payment|I would join you, but my duty is here. [costs {reg14} Influence with {s14}]
str_npc18_payment_response|Nie ma wątpliwości. Ludzie Lurmsakun nie śmią mi odmówić. [koszt {reg14}/{reg15} Relacje]
str_npc19_payment_response|Naczelnik Daeglaf będzie musiał ulec mojemu życzeniu, gdy tylko to wyjaśnię. [costs {reg14}/{reg15} Influence]
str_npc20_payment_response|Oczywiście. Ruszajmy więc! W końcu jakby na to nie patrzeć, nie będziesz podążał za pokornym snagiem. [costs {reg14}/{reg15} Influence]
; str_npc21_payment_response|It's a noble cause, but I'm sure a replacement can be found. [costs {reg14}/{reg15} Influence]
; str_npc22_payment_response|Trust me, you will be more useful with me. [costs {reg14}/{reg15} Influence]
; str_npc23_payment_response|From now on, your duty is with me. [costs {reg14}/{reg15} Influence]
; str_npc24_payment_response|Master Dwalin will understand that a battle-worthy dwarf should not be kept from our enemies for too long. [costs {reg14}/{reg15} Influence]
; str_npc25_payment_response|The King's well-being is important, but you will save more lives with me. [costs {reg14}/{reg15} Influence]
; str_npc26_payment_response|Oh, but the guard won't dare stop you, if you are with me. [costs {reg14}/{reg15} Influence]
; str_npc27_payment_response|From now on, your duty is with me. [costs {reg14}/{reg15} Influence]
str_npc18_morality_speech|Świetnie! Moje pragnienie krwi jest nieugaszone! Dlaczego my {s21} jak tchórze? Pozwól mi z nimi walczyć!
str_npc19_morality_speech|Dowódco, wielce nie podoba mi się że my {s21}. Król taki jak ja powinien zawsze być hojny, ale jeśli władcy są puści, nie mam nic do oddania, a nasi żołnierze nas opuszczą.
str_npc20_morality_speech|Rzekłbym, że spodziewałem się więcej po tobie, Dowódco, jednakże byłoby to kłamstwo. Uważaj, aby twoje samolubne sposoby nie zaszkodziły wzniosłym projektom lepszych od ciebie!
str_npc21_morality_speech|Nie ma co sobie zaprzątać głowy tym, co mówią żołnierze. Czasem {s21} to najlepsze rozwiązanie. W ten sposób uniknęliśmy wiele przelanej krwi i połamanych kości. Nasze ostrza przydadzą się bardziej jeślim żyw, aniżeli naszym truchłom w piachu. 
str_npc22_morality_speech|Przemyśl lepiej swe decyzje, dowódco. {s21} czyni nas równie niehonorowym co naszych wrogów i odbiera zaufanie, którym darzą cię sprzymierzeńcy.
str_npc23_morality_speech|[Brak pierwszorzędnego kodu moralnego]
str_npc24_morality_speech|Nie byłem zadowolony, że postanowiłeś {s21}. Polec w walce to zaszczyt dla każdego dobrze myślącego krasnoluda, ale walka u boku tchórza jest hańbą. Co powiedzą moi kuzyni, jeśli się o tym dowiedzą? 
str_npc25_morality_speech|Dowódco, muszę się sprzeciwić. {s21} jest drażniące dla mężczyzn i zbędne. Robię co mogę, aby złagodzić ich cierpienie, ale proszę, nie popełnij więcej tak kosztownego błędu.
str_npc26_morality_speech|Walczący Uruk-hai nie {s21}. Jeśli Pan ma mało odwagi, może znaleźć się bez nich pewnej nocy. Gulm przemówił.
str_npc27_morality_speech|[Brak pierwotnego kodu moralnego]
str_npc18_2ary_morality_speech|Nie dołączyłem do ciebie by {s21}, o Wielki, lecz by kąpać się w krwi naszych wrogów! Na razie możesz wykorzystać swój podstęp, lecz daj mi dobrą rzeź wkrótce, błagam cię!
str_npc19_2ary_morality_speech|[Brak drugorzędnego kodu moralnego]
str_npc20_2ary_morality_speech|Ah, nasz wielki wódz. Żes wielkie czyny pan popełnił? Tak sę sobie myślę  ile twoich  bitew skończyło się  tobą bezmyślnie szarżującym w pysk płuapki  I uciekającym z tym samym zapałem.
str_npc21_2ary_morality_speech|Proszę o wybaczenie, dowódco. Kobiety z mojej stacji zaakceptują śmierć, ale nie zhańbioną. {s21} przynosi wstyd mojego domowi i przodkom.
str_npc22_2ary_morality_speech|[Brak drugorzędnego kodu moralnego]
str_npc23_2ary_morality_speech|[Brak drugorzędnego kodu moralnego]
str_npc24_2ary_morality_speech|[Brak drugorzędnego kodu moralnego]
str_npc25_2ary_morality_speech|[Brak drugorzędnego kodu moralnego]
str_npc26_2ary_morality_speech|[Brak drugorzędnego kodu moralnego]
str_npc27_2ary_morality_speech|[Brak drugorzędnego kodu moralnego]
str_npc18_personalityclash_speech|O Wielki, jeśli cenisz Varfanga jako wojownika, błagam cię byś trzymał go jak najdalej ode mnie. Już go ostrzegłem że jego ręce nie mogą iść tam, gdzie nie pozwolę, albo je odetnę i nakarmię nimi jego konia.
str_npc19_personalityclash_speech|Dowódco, poważnie się zastanawiam nad tym, żebyś wstrzymał się od korzystania z usług podrzędnej kreatury takiej jak Ufthak. Oczywiście, orkowie są mięsem armatnim i tarczami na strzały dla naszych prawdziwych wojowników, jednakże wędruje po obozie rozdając rozkazy i ludziom, i orkom, jakby to on był tym z autorytetem. Mam nadzieję że nie będziesz za nim zbyt tęsknił jeśli go zabiję. A może po prostu odetnę mu czubek jego paskudnego nosa. 
; str_npc20_personalityclash_speech|The Southron Lykyada should learn manners, and be taught humility. Insolent is his tongue, and overproud his bearing! I care not that he is a captain among his men - a foolish lesser race they are, in any case, slow to recognise greatness or bow to their betters as they should! If he knew but a small part of what I could do to him...
str_npc21_personalityclash_speech|Wspominałam że Nienawidzę { s11 }?
str_npc22_personalityclash_speech|Wspominałam że Nienawidzę { s11 }?
str_npc23_personalityclash_speech|{playername} Widziałem tylko {s11} chodząc bezczelnie na gnieździe młodych ptaków. Jego niezdarność zniszczyło młode życie niewinnych stworzeń.
str_npc24_personalityclash_speech|\nPan {s11} dobrze radzi sobie w walce , ale zastanawiam się, czy on oślepia wroga przez blask we włosach ? Albo upadnają pod wrazeniem jego sławy i zarozumiałej postawy ?
str_npc25_personalityclash_speech|Dowódco , muszę złożyć skargę { s11 }. On nadal prześladowywuje mnie o co mu pewną napar o nazwie " zielona wróżka " . ?
str_npc26_personalityclash_speech|Wspominałam że Nienawidzę { s11 }?
str_npc27_personalityclash_speech|Wspominałam że Nienawidzę { s11 }?
; str_npc18_personalityclash_speech_b|Great One, I wish to ask, what is the blood price you have set on Varfang's head? If it happens that I kill or maim him, I would pay it to you as recompense. He was leering at me after that battle, licking his foul lips. If he looks at me that way again, I'll carve his eyeballs out and feed them to him.
; str_npc19_personalityclash_speech_b|As I expected, the cowardly orc calling himself Ufthak is of little worth in battle. He skulks behind the line, doing but little to aid his fellows. Your cause - and my fight for my throne - will not be helped overmuch by his kind, I think.
; str_npc20_personalityclash_speech_b|If Lykyada's hands were not of such use to us, Commander, I should remove them from his arms. You know that I am in the habit of walking among our fallen foes after a battle - there is great power in the fear and pain of the dying for one who has the art to use it, though none of you have the knowing of it. Yet he, that swarthy Southron, stalks around giving the gift of a swift death to those whose hurts are too deep for capture. That grain of mercy in his heart prevented me from basking in the death-glow of the fallen! How important is his precious honour to you, I wonder?
str_npc21_personalityclash_speech_b|Nienawidzę {s11}.
str_npc22_personalityclash_speech_b|Nienawidzę {s11}.
str_npc23_personalityclash_speech_b|\nJego krasnoludzkie sposoby mogą służyć mu dobrze pod ziemią, choć to nic dziwnego , że nie spadły brzydkie wałki . Może powinien mieć.
str_npc24_personalityclash_speech_b|\nChcielibyśmy zrobić lepiej z krasnoludzkiego bohatera , kogoś takiego jak Durin Nieśmiertelnie starych, i niech Prynce Elfy wokół swoich lasów.
str_npc25_personalityclash_speech_b|Wykonana jest z piołunu nasączone alkoholem i najwyraźniej faworyzowana  przez bardów i włóczęgów widząc rzeczy , których nie ma . Wątpię że zgodzisz się żeby twoi żołnierze ganiali za wiatrem na polu bitwy, mimo że może to być zabawne do oglądania.
str_npc26_personalityclash_speech_b|Nienawidzę {s11}.
str_npc27_personalityclash_speech_b|Nienawidzę {s11}.
; str_npc18_personalityclash2_speech|Gulm is not only a treacherous beast, Great One - he is proud of being one. He was telling us his story again around the campfire last night, and boasting of his foul deed. You would do well to watch that creature, Great One. If he could betray his commanders when serving the White Hand, what's to stop him from doing the same with you?
str_npc19_personalityclash2_speech|Nienawidzę {s11}.
; str_npc20_personalityclash2_speech|Every time I set eyes upon Fuldimir, a nameless rage within me rises. No, no, it is nothing he has done. But he and his people, the sea-dogs of Umbar, are most unworthy of their blood. They dare call themselves heirs of ancient Anadûnê - but of course, they say 'Númenor', not knowing any better. Why, I would suppose that barely a drop of the true blood is to be found in Fuldimir's veins! Perhaps, if you can spare him, I could find out for myself...
str_npc21_personalityclash2_speech|Wspominałam że Nienawidzę { s11 }?
str_npc22_personalityclash2_speech|Wspominałam że Nienawidzę { s11 }?
str_npc23_personalityclash2_speech|Wspominałam że Nienawidzę { s11 }?
str_npc24_personalityclash2_speech|Ładny mały świstek, eh kapitanie? Żeby tylko być nieco zrujnowany przez zachowanie tej elfki {s11}. 
str_npc25_personalityclash2_speech|Wspominałam że Nienawidzę { s11 }?
str_npc26_personalityclash2_speech|Wspominałam że Nienawidzę { s11 }?
str_npc27_personalityclash2_speech|Wspominałam że Nienawidzę { s11 }?
; str_npc18_personalityclash2_speech_b|That misshapen creature Gulm had better guard his neck, or I'll slice through it! I was about to slay a foe, but he stepped in front of me and made the kill that should have been mine. Then he had the gall to turn around and sneer at me! He and his kind had better remember that they were bred to serve us! Honourless curs.
str_npc19_personalityclash2_speech_b|Nienawidzę {s11}.
; str_npc20_personalityclash2_speech_b|He cannot possibly be one of us. No, not one like Fuldimir. No, our blood cannot have thinned so much, our line cannot have fallen so far! Do none of you mark how little he speaks of the true speech, how in appearance he is much more like unto those of Haradwaith than of my lost home? We had heroes among us - heroes, who fought with swiftness and strength to rival the Eldar! Fuldimir is slow, and clumsy, and... No, I feel the cold wind blowing out of the West. It chills me... it chills me!
str_npc21_personalityclash2_speech_b|Nienawidzę {s11}.
str_npc22_personalityclash2_speech_b|Nienawidzę {s11}.
str_npc23_personalityclash2_speech_b|Nienawidzę {s11}.
str_npc24_personalityclash2_speech_b|Widziałem, jak się chowa z tyłu, ledwie wypuszczając strzałę lub dwie w kierunku wroga. Mówię, pozwól jej odejść, aby mogła zająć się ptakami i pszczołami, abyśmy my mogli kontynuować krwawe dzieło zabijania wroga.
str_npc25_personalityclash2_speech_b|Nienawidzę {s11}.
str_npc26_personalityclash2_speech_b|Nienawidzę {s11}.
str_npc27_personalityclash2_speech_b|Nienawidzę {s11}.
; str_npc18_personalitymatch_speech|Great One, do you mark how deadly Lykyada is in battle? How swift his arrows, how sharp his blade! With your permission, Great One, I should like to spend more time training under his tutelage. He has much he could teach me that could make me more useful to you.
; str_npc19_personalitymatch_speech|The joy of battle sings in my blood! And in Varfang's too, I can see. The man is a terror to behold on the battlefield, laughing as he rides down the worthless foes who flee. These men from the East intrigue me, Commander. We could learn much of horsemanship from them, if the Rohirrim will not teach the Dunlendings after I come into my own.
; str_npc20_personalitymatch_speech|Behold Bolzog. Bolzog the Great! See how he scurries with his bow-legged gait, coming and going at my whim, doing everything I ask of him. Just as a proper little 'urku' should, I say. I quite like him, Commander. Bolzog! Bring me the unguent! Now!
str_npc21_personalitymatch_speech|Bitwa o wielkich czynach, dowódco, moje gratulacje z powodu zwycięstwa. Widziałem jak {s11} szybko i pewnie zaopiekował się rannymi i chorymi, nawet gdy ostatni z wrogów dostał to, na co zasłużył.
str_npc22_personalitymatch_speech|Czy wspominałem że lubię {s11}?
str_npc23_personalitymatch_speech|{playername}, tak samo jak nienawidzę bitew, nie mogę nie zauważyć, że mój Pan {s11} jedzie w pełnej okazałości i dźwiga brzydkie stworzenia jak jastrząb.
str_npc24_personalitymatch_speech|Krwawo i Zwycięsko, tak jak lubię. 
str_npc25_personalitymatch_speech|Kolejne zwycięstwo, dowódco, podziwiam twoją umiejętność oszczędzania życia naszych ludzi. Wojownik taki jak {s11} wydaje się bardzo użyteczny w twoich planach bitewnych.
str_npc26_personalitymatch_speech|Czy wspominałem że lubię {s11}?
str_npc27_personalitymatch_speech|Czy wspominałem że lubię {s11}?
str_npc18_personalitymatch_speech_b|Mistrzu, wojownicy jak Lykyada walczący w twojej armii tylko przyczyniają się do sławy twego imienia. Myślałem, że wszyscy ludzie z południa są słabi, prawie tacy sami jak ci z zachodu. Możliwe, że myliłem się. Jeśli jest pośród nich więcej takich jak on, koniec zachodu jest już bardzo blisko.
; str_npc19_personalitymatch_speech_b|Commander, Varfang and I were sharing a skin of wine around the campfires last night. Deep-counselled I deem him, for ever mindful is he of the deeds of his forebears, as one should be. I know not if, as he says, the spirits of our ancestors are with us. Indeed, I like not the thought. But a king must know the story of his blood, of mothers and fathers aforetimes. Varfang is one such who knows this.
; str_npc20_personalitymatch_speech_b|I have never met an 'urku' quite like Bolzog. Oh, I grant you he is unlovely to look upon, but in all my long years he is the first one I've ever encountered who can do more than simply sneak, skulk and slaughter. His gnarled hands are surprisingly deft. Yes, so surprisingly deft... It may be that he can learn more of the arts of bone and sinew than I had reckoned at first.
str_npc21_personalitymatch_speech_b|Zachowywanie życia to najszlachetniejszy czyn i czuję pokrewieństwo z taką życzliwą duszą, nawet jeśli nasze światy są daleko od siebie.
str_npc22_personalitymatch_speech_b|Lubię {s11}.
str_npc23_personalitymatch_speech_b|Zastanawiam się jak bardzo jest on stary. Może tuzin wieków starszy ode mnie? Nie ważne, i tak byś nie zrozumiał
str_npc24_personalitymatch_speech_b|{s11} i jej Dale-kinowie, nawet jeśli nie do końca zgodni ze standardami wojowników krasnoludów, okazali się niezłomnymi sojusznikami w tej wojnie. Dobry wybór dla przyjaciela i towarzysza wśród ludzi, jeśli mogę tak powiedzieć.
str_npc25_personalitymatch_speech_b|Mieszkańcy Dale mają głęboki szacunek dla odpornego, samotnego górskiego krasnoludzkiego ludu, jako przyjaciół i opiekunów, pomimo naszej różnej rasy i obyczajów.
str_npc26_personalitymatch_speech_b|Lubię {s11}.
str_npc27_personalitymatch_speech_b|Lubię {s11}.
str_npc18_retirement_speech|Chyba chciałbym się gdzieś osiąść, założyć rodzinę, potem zająć się haftowaniem albo innym gównem. Żegnaj.
; str_npc19_retirement_speech|Listen, strange men standing around claiming royal bastardy is no basis for a system of government.
str_npc20_retirement_speech|Może nie powinniśmy podążać za złością, wszyscy potrzebujemy tylko miłości. Dlaczego nie możemy po prostu żyć w dobrych stosunkach?
str_npc21_retirement_speech|Jestem już trochę zmęczony życiem wojownika , będę na emeryturze.
str_npc22_retirement_speech|Jestem już trochę zmęczony życiem wojownika , będę na emeryturze.
str_npc23_retirement_speech|Jestem już trochę zmęczony życiem wojownika , będę na emeryturze.
str_npc24_retirement_speech|Jestem już trochę zmęczony życiem wojownika , będę na emeryturze.
str_npc25_retirement_speech|Jestem już trochę zmęczony życiem wojownika , będę na emeryturze.
str_npc26_retirement_speech|Jestem już trochę zmęczony życiem wojownika , będę na emeryturze.
str_npc27_retirement_speech|Jestem już trochę zmęczony życiem wojownika , będę na emeryturze.
str_npc18_rehire_speech|Moje ostrze nadal pragnie krwi o Wspaniały. Pozwól mi z tobą wyruszyć ponownie!
str_npc19_rehire_speech|Dowódco, dobrze ciebie znowu widzieć. Proszę, pozwól mi znów dołączyć do twej armii. 
str_npc20_rehire_speech|Chodźmy więc, Kapitanie. Wojna sama się nie wygra!
str_npc21_rehire_speech|Witaj ponowie, Możemy kontynuować tam gdzie skończyliśmy ostatnim razem?
str_npc22_rehire_speech|Dobrze Cię widzieć, {playername}, Pozwól nam podróżować razem.
str_npc23_rehire_speech|Miło Cię widzieć, {playername}. Pójdźmy jeszcze raz tą samą drogą.
str_npc24_rehire_speech|Mój topór jest gotowy, {playername}. Powinienem znów do ciebie dołączyć?
str_npc25_rehire_speech|Miło Cię widzieć. Dołączyć do Ciebie raz jeszcze ?
str_npc26_rehire_speech|Gulm jest gotowy by zabić ponownie dla ciebie. Ruszamy?
str_npc27_rehire_speech|Mogę ci znowu służyć?
; str_npc18_home_intro|Ah, the Anduin. Great One, you will have heard of the great victories of the Wainriders many generations ago? They made an alliance with us Variags, and together our warriors crushed the pitiful armies of Gondor, under the king they called Ondoher. What a glorious slaughter our forefathers must have enjoyed!
; str_npc19_home_intro|Ah, Edoras. My rightful seat. Look up there, Commander, at the Golden Hall. Only a few generations ago, it was at the very doors of Meduseld that the last son of Helm Hammerhand was slain, and thereafter Wulf was King, for a time. Not the Wulf who is a Chief of Dunland now, of course - that one is a mere mongrel bearing the name of a greater creature.
; str_npc20_home_intro|Ah, the Lonely Mountain. The last bastion of Durin's Folk, is it not, in these latter days? It is pleasant to see it with my own eyes at last. Pleasant, yes... but not as pleasant as the memory of that Dwarf's dying moments, which I made longer with my arts. Hardy are the Dwarfs, indeed! Yet Aulë the Maker did them no favours in making them so capable of suffering.
str_npc21_home_intro|Zatrzymajmy się tu na chwilę, komandorze. Przed nami, między Anduinem i Limightem, znajduje się Pole Celebransa, gdzie Eorl the Young jeździł z pomocą naszych sprzymierzeńców Gondoru.
str_npc22_home_intro|Daro! To Angrenost i czarna wieża Orthanca. Wiele się zmieniło od czasu, gdy je ostatnio widziałem, a żadna na lepsze.
str_npc23_home_intro|Wybacz, {playername}. Ścieżki tutaj stały się bardziej poplątane i część z nich prowadzi do ślepych zaułków. Musieliśmy dotrzeć do Dol Guldur.
str_npc24_home_intro|Oy, kapitanie! To musi być stara droga do wschodniej bramy Khazad-dûm, albo Morii, jak wolisz. W oddali widać błyszczące jezioro Kheled-zâram, a przez chmury trzy wierzchołki znane z łaski tej części Gór Mglistych.
str_npc25_home_intro|Och, ciekawy widok! Słyszałem opowieści o tym miejscu, w którym mówi się, że solidni leśnicy żyją w harmonii ze zwierzętami i roślinami. Jak mniemali, nazywają ich pociechami.
str_npc26_home_intro|Cholera! To musi byc "hornburg", panie.
str_npc27_home_intro|Hej, spójrz!
; str_npc18_home_description|Our wise ones told us all about that war. If it hadn't been for the weakness of the Southerners, losing a battle they should have won, the Gondorians would never have won the Battle of the Camp. The chariots of the Wainriders were smashed, and many fierce heroes died in the swamps of the Dead Marshes.
; str_npc19_home_description|I would see our peoples united, as they have been in the past. No more will women of dun hair nurse sickly babies at their bosoms, while their fair-haired cousins feast on meat and swoon from wine in warm halls. No more will the black-haired hill man look with resentment upon the herds of horses owned by a crofter with hair of gold. As king, I will see justice done - but first, let the tyrants of Rohan pay their weregild.
; str_npc20_home_description|I remember him well - Thráin, son of Thrór. Foolhardy, vainglorious would-be scion of a broken line, claimant of a worthless throne! Great torment he endured at my hands. But no one withstands the will of Zigûrphel for long, Commander. No one. I took his Ring from him, in the dungeons of Dol Guldur, and sent it on to the Dark Tower for a great reward. High I rose then, in the Dark Lord's favour!
; str_npc21_home_description|'Where now the horse and the rider? where is the horn that was blowing?^Where is the helm and the hauberk and the bright hair flowing?...^They have passed like rain on the mountain, like a wind in the meadow;^The days have gone down in the West behind the hills into shadow...'
str_npc22_home_description|Raz zbudowane przez Królestwo Południowe, obecnie domem dla tego, którego nazywaliśmy Białym Czarodziejem, bez wątpienia knującego, jak zwiększyć jego moc kosztem innych.
str_npc23_home_description|Nigdy nie posunąłem się tak daleko, ale podsłuchałem, jak nasi harcerze z Greenwood mówią, że może tu być Nazgul. Czuję złą obecność, ale nie mogę jej nazwać. Jest on jednak potężny, więc bądźmy przygotowani.
str_npc24_home_description|Sądząc po spustoszeniu i wielu ścieżkach orków, obawiam się losu odważnego Balina i jego wyprawy. Wydaje się, że Moria spadła do cienia i powinniśmy stąpać ostrożnie.
str_npc25_home_description|Czasami podróżujący kupiec przybywa do Dale i oferuje najlepszy miód jakiego kiedykolwiek próbowałem. Z jakiegoś szalonego powodu mówi, że "został zrobiony przez niedźwiedzie" i wybucha śmiechem.
str_npc26_home_description|Jego przeklęte ściany są zbyt wysokie i zbyt twarde, by młot mógł się złamać. Sądzę, że gdybyśmy kiedykolwiek wygnali ludzi z ich steków Edoras, uciekną tutaj i skulą się za murami.
str_npc27_home_description|Czy znasz to miasto?
; str_npc18_home_description_2|It pleases me to be marching with you, Great One. The leaders of my people will want to have this land again, which was once theirs. They may take as much as they like from Gondor and the West. For my part, if I can spill the blood of more enemies on this soil, I will count myself happy.
