qstr_Received_{reg0}_dama|Otrzymano {reg0} obrażeń.
qstr_I_need_volunteers_wi|Potrzebuję ochotników do niebezpiecznej misji.
qstr_I_need_some_soldiers|Potrzebuję nowych żołnierzy, by zastąpili martwych.
qstr_Maybe_the_weaklings_|Może słabeusze z południa założyły pancerz na swoje zmiękczałe Trolle. Na pewno nie zrobiliśmy tego my - nasze Trolle są z Gundabadu!
qstr_Do_I_look_like_a_smi|Czy wyglądam ci na kowala? Pff. Pójdź z jakimś porozmawiać.
qstr_Excellent_job_{s23}!|Doskonała robota, {s23}! Życzę wszystkim naszym dowódcom równego poświęcenia.^
qstr_Nicely_done_{s23}.|Ładnie, {s23}.
qstr_Good_work_{s23}.|Dobra robota, {s23}.
qstr_The_more_you_capture|Im więcej złapiesz, tym lepiej, {s23}.
qstr_Caught_a_few_straggl|Pojmał{e/a}ś jakichś morderców, {s23}?
qstr_I_am_sorry_no_one_el|Przykro mi, ale nikt nie jest gotowy by wyruszyć.^Wspierają tutejszą obronę.
qstr_Tough_luck_but_we_do|A to pech, ale nikogo nie mamy. Wróć później.
qstr_There_are_brave_sold|Są odważni żołnierze gotowi zaryzykować swoje życie, ale w tych mrocznych czasach nie możemy pozowlić na osłabienie obrony.
qstr_We_have_some_spare_t|Mamy kilku, ale nie możemy sobie pozwolić na ich utratę dla takie{go/j} jak ty. Idź i zdobądź nieco chwały, a może zmienię zdanie.
qstr_There_are_brave_soldi|Są dzielni żołnierze pragnący chwały na polu bitwy.^^Myślę, że mogę im pozwolić iść z tobą.
qstr_There_are_spare_troo|Część żołnierzy nie miałaby nic przeciw opuszczeniu kilku kropel krwi.^^Mogę im pozwolić iść z tobą.
qstr_Strenghten_defences_|Wzmocnienie obrony {s21}? Oczywiście jest to mile widziane. Pamiętaj tylko, że możemy przyjąć jedynie naszych własnych ludzi.
qstr_Strenghten_defences_i|Wzmocnienie obrony {s21}? Cóż, tak długo jak nie sa kalekami, dlaczego nie. Upewnij się tylko, że przekazujesz naszych własnych żołnierzy, gdyż z ludzi z zewnątrz nie będziemy mieli żadnego pożytku.
qstr_Please_return_them_i|Proszę tylko byś zwrócił{/a} ich w jednym kawałku. Osobiście znam męstwo każdego z nich. Potrzebujemy tutaj każdej duszy.
qstr_Don_t_let_them_all_d|Nie pozwól by wszyscy padli w jednym miejsu. Z wyjątkiem tchórzy. Ustaw wszystkich w pierwszym szeregu,.
qstr_Thank_you_commander.|Dzięki, dowódco.^
qstr_^{s22}_is_grateful_t|^{s22} jest ci wdzięczny, {s23}, {s29}^
qstr_{s31}{reg28?Those:Th|{s31}{reg28?Those:That} odważny {reg28?soldiers:soldier} z pewnością pomoże nam obronić {s21}.{s32}^^[earned {reg14} Punkty Surowców{s14}]
qstr_{s31}{reg28?Those:Tha|{s31}{reg28?Those:That} pożyteczny {reg28?troops:troop} nam pomoże utrzymać {s21}.{s32}^^[earned {reg14} Punkty Surowców {s14}]
qstr_{s4}_^Oh_and_take_ba|{s4} ^Aha, i zabierz z powrotem tych żołnierzy, którzy nie są naszymi krewniakami.
qstr_You_have_reinforced_|Wzmocniłeś {s8} z oddziałami {reg55}.
qstr_I_don_t_need_them_an|Nie potrzebuję ich, więc ich zatrzymaj.
qstr_It_is_my_duty_to_pro|Moim obowiązkiem jest obrona naszych ludzi.
qstr_It_is_my_duty_to_prot|Moim obowiązkiem jest obrona naszych sojuszników.
qstr_I_am_{s4}_{s15}_of_{|Jestem {s4}, {s15} z {s6}
qstr_I_am_{s4}_a_commande|Jestem {s4}, dowódca {s6}
qstr_{s9}{reg5?_and_the_r|{s9}{reg5? i władca {s8}.:.
qstr__{s3}_gained_{reg78}| {s3} zdobył {reg78} doświadczenia.
qstr_{playername}_our_sco|{playername}, nasi zwiadowcy przynieśli mi wieści o twym triumfie. Obyś żył wiele lat w błogosławieństwie! Wraz z armiami {s7} odpartymi przez twoje zwycięstwo wroga ofensywa załamała się. Mamy nadzieję że niezgoda  zapanowała wśród ich wojsk i dowódców, a także że utrzymują się teraz w lęku przed twoją osobą! Wywalczyłeś nam co najmniej chwilę odpoczynku od zmęczenia tą wojną.
qstr_Well_{playername}_yo|Cóż, {playername}, wróciłeś, a na dodatek doniosłeś nam dobre wieści, a przynajmiej na to wygląda. Widzę teraz, że nie jesteś zwykłym niecierpliwym tchórzem. Ah, gdybym tylko mógł zobaczyć jak {s7} przed tobą upada! Nasi przeciwnicy na pewno są teraz zniechęceni, nie ma co do tego wątpliwości . Nie zdziwiłbym się, gdyby nie wiedzieli co teraz zrobić. Odetnij wężowi głowę i sprawa załatwiona, jak to mówią ludzie. Cóż, musze teraz poprowadzić swoich ludzi do prawdziwego zwycięstwa. Przekażę wieści o twoim wkładzie {playername} do twoich przełożonych, nie musisz się o to martwić.
qstr_Alas_that_I_could_no|Niestety nie mogłem położyć kresu {s7} z {s8}, lecz jeśli kiedyś jeszcze się spotkamy, niech lepiej uważają. 
qstr__I_should_rather_mak|To ja powinienem raczej złożyć raport o mojej wygranej nad {s7} z {s8} - chwałą jest moja, i tego nie zapomnicie!
qstr_Very_well_done_{play|Bardzo dobrze, {playername}! Pojmał{e/a}ś szpiega jak i jego informatora, na co zresztą liczyłem, i teraz ta para jest bezpiecznie zamknięta, oczekując na przesłuchanie. Będą musieli sporo wyjaśnić! W każdym razie jestem bardzo zadowolony z twego sukcesu, {playername}, i wyrazem mego uznania daję ci ten oto dowód przyjaźni.
qstr_Beautiful_work_{play|Wspaniale, {playername}! Pojmał{e/a}ś szpiega jak i jego informatora, jak mówił{e/a}ś, i teraz ta para jest bezpiecznie zamknięta w lochach, oczekując na przesłuchanie. Mój kat będzie dziś bardzo zajęty! W każdym razie jestem bardzo zadowolony z twego sukcesu, {playername}, i wyrazem mego uznania daję ci ten oto dowód przyjaźni.
qstr_Foiling_the_enemy_s_|Udaremnienie prób ataku wroga na tabory z uchodźcami osłabiło jego determinację ({s1} straciło {reg19} siły frakcji z powodu twojego zwycięstwa nad {reg18} rajdowcami).
qstr_The_slaughter_and_lo|Rzeź i splądrowanie taboru z uchodźcami wzmocniło wroga ({s1} zyskał 50 siły frakcji).
qstr_You_did_however_defe|Jednak pokonałeś {reg18} najeźdźców, osłabiając determinację wroga ({s1} stracił {reg19} siły frakcji).
qstr_The_slaughter_and_loo|Rzeź i splądrowanie pociągu z uchodźcami wzmocniło wroga ({s1} zyskał {reg20} siły frakcji).
qstr_Killing_the_refugees|Zabicie uciekinierów z {s1} i zniewolenie ocalałych zdemoralizowało ich lud ({s1} straciło {reg19} siły frakcji).
qstr_{reg20}_refugee_trai|Uciekły tabory z uchodźcami {reg20} i poprawiły morale wroga ({s1} zyskało {reg22} siły frakcji).
qstr_You_did_however_defea|Udało ci się jednak pokonać {reg18} taborów z uchodźcami, osłabiając determinację przeciwnika ({s1} straciło {reg19} siły frakcji).
qstr_My_lord_{s12}_is_saf|Mój panie, {s12} jest bezpieczny. Korsarze zostali pokonani.
qstr_My_lord_Esgaroth_is_|Mój panie, Esgaroth jest bezpieczne. Ludzie z Rhûn zostali pokonani.
qstr_The_surroundings_of_|Otoczenie {s12} pali się. Plądrowanie było naprawdę wspaniałe!
qstr_The_surroundings_of_E|Okolica Esgaroth paliła się. Plądrowanie było naprawdę wspaniałe!
qstr_This_is_welcome_news|To naprawdę dobra wiadomość, {playername}. Byliśmy źle przygotowani na tak odważną akcję ze strony Korsarzy. Ale dzięki tobie czarne żagle zostały wyparte, przynajmniej na jakiś czas, i możemy mieć przynajmniej nadzieję, że uderzyliśmy ich dzisiaj. Masz nasze podziękowania.
qstr__Good_work_{playerna|Dobra robota, {playername}! Okazali się bardziej sprytni niż im się przyznali, ja im to przyznam. Ale ci ludzie Wschodu nie walczą tak dobrze na swoich łodziach, jak na swoich koniach! Być może my również powinniśmy rozważyć uruchomienie własnej floty ... W każdym razie, dziękujemy wam, {playername}, w imieniu Esgaroth i wszystkich mieszkańców Dale.
qstr_Even_from_here_we_co|Nawet stąd mogliśmy zobaczyć płomienie i powąchać rozpacz naszych wrogów na wietrze! Świetnie się spisałeś, {playername}. Niech terror wbije się teraz w serce każdego mężczyzny, kobiety i dziecka w Gondorze, ponieważ wiedzą, że nawet ich najpotężniejsze warownie nie są poza naszym zasięgiem!
qstr_Even_from_here_we_cou|Nawet stąd mogliśmy zobaczyć płomienie i powąchać rozpacz naszych wrogów na wietrze! Świetnie się spisałeś, {playername}. Niechaj terror uderzy teraz w serce każdego mężczyzny, kobiety i dziecka w Dale, bo wiedzą, że nawet ich najpotężniejsze warownie nie są poza naszym zasięgiem!
qstr_My_lord_they_fell_up|Mój panie, padli na nas z wielką siłą. Nie mogliśmy odepchnąć Korsarzy.
qstr_My_lord_they_fell_upo|Mój panie, padli na nas z wielką siłą. Nie mogliśmy odeprzeć wojowników Rhûn.
qstr_The_raid_on_{s12}_fa|Rajd {s12} nie powiódł się, dzięki niekompetencji naszych sojuszników!
qstr_This_raid_was_ill_fa|Ten rajd był od początku niefortunny. Nigdy nie powinniśmy dostać się na te rozklekotane tratwy!
qstr_This_is_evil_news_yo|To przynosi złe wieści. Czarne żagle stają się coraz śmielsze, a Belfalas coraz bardziej leży w ich cieniu. Nie będę cię za to zbytnio winić, {playername}, za twoją porażkę, ale w istocie uderzył na dotkliwy, ciężki cios. Idź już. Nadzieja słabnie dla Gondoru i musimy walczyć, aby zachować to, co pozostało z jego życia.
qstr_This_is_evil_news_you|To przynosi złe wieści. Easterlingowie stają się coraz śmielsi, a Esgaroth płonie. Nie będę cię za to zbytnio winić, {playername}, za twoją porażkę, ale w istocie uderzył nas dotkliwy, ciężki cios. Idź już. Nadzieja wyczerpuje się dla naszego królestwa i musimy walczyć, aby utrzymać to, co pozostało z tego żywe.
qstr_Pah!_It_seems_you_we|Ba! Wygląda na to, że nie jesteś w stanie znaleźć swoich nóg, {playername}. Teraz siedzą, ci ludzie z Gondoru, wysoko w wieżach, próżni jak królowie, śmiejąc się, gdy płoną czarne żagle! Być może czas spędzony na wiosłach w kambuzie byłby odpowiednią karą dla twoich żołnierzy; szkoda, że ​​są pod twoim dowództwem, a nie moim. Oko nie będzie zadowolone. Zostaw mnie teraz.
qstr_Have_you_nothing_bet|Nie masz nic lepszego do zaoferowania niż słabe wymówki na swoją porażkę, {playername}? Być może nie jesteś tak silny, jak sądziliśmy. W przyszłości lepiej przysłuż się naszej sprawie, {playername}. Nie będzie litości dla słabych!
qstr_{playername}_we_have|{playername}, mamy Isengard na kolanach. Podjęli ostatnią walkę i chronią Sarumana w jego wieży. Jedź ze mną i spotkaj się z nimi!
qstr_Are_you_ready_to_mee|Jesteś gotowy, by się zmierzyć z ostatnim bastionem Isengardu?
qstr_I_am_ready_to_ride_w|Jestem gotów jechać z tobą na Isengard.
qstr_I_am_ready_to_ride_wi|Jestem gotów jeździć z tobą i je spełniać. Zakończmy to teraz.
qstr_I_am_not_ready_to_ri|Nie jestem jeszcze gotów jeździć z tobą. Potrzebuję więcej czasu.
qstr_You_do_not_have_enou|Masz zbyt mały oddział, żeby pomóc w tej walce. Zwiększ liczebność oddziału do 30 ludzi i dołącz do mnie.
qstr_Stay_close_we_will_t|Trzymajcie się blisko, zajmujemy pozycję blisko wroga. Kiedy wszyscy się zgromadzimy, uderzymy.
qstr_You_have_taken_too_l|Zajęło Ci to zbyt długo... Pojedziemy teraz, z Tobą lub bez Ciebie. Zbierzemy się nieopodal wroga i za 3 dni uderzymy.
qstr_Make_haste_{playerna|Spiesz się, {playername}. Nie chcemy ich odzyskać.
qstr_Your_mission_is_comp|Twoja misja została zakończona, {s9} chce abyś dalej podążał{/a} za jego armią, aż do następnych wskazówek.
qstr_{s13}_asked_you_to_g|{s13} poprosił cię o przyprowadzenie mu stada złożonego z {reg3} sztuk {s4} 
qstr_Moreover_should_you_|Ponadto, jeśli zostaniesz {s24}, zostaniesz przyjęty na moją Radę Wojenną, gdzie będziesz mógł podejmować decyzje, które wpłyną na przebieg naszej kampanii. W tej chwili, jako {s25}, po prostu podążaj za nami i trzymaj się blisko. Niedługo ruszymy.
qstr_For_the_moment_just_|W tej chwili po prostu podążaj za nami i trzymaj się blisko. Niedługo ruszymy.
qstr_{s9}_asked_you_to_sc|{s9} poprosił cię, byś ruszył{/a} na zwiad i zdał{/a} mu relację z wszystkiego, co uda ci się znaleźć. Miejsca, które masz spatrolować to: {s13}, {s14} i {s15}.
qstr_You_have_been_most_h|Twa pomoc okazała się nieoceniona, {playername}. Masz moje podziękowania.
qstr_You_are_a_good_serva|Jesteś dobr{ym/ą} sługą, {playername}. Trzymaj się.
qstr_Superb_work_{playern|Wspaniała robota, {playername}. Podziwiam twe nastawienie.
qstr_Your_efficiency_is_p|Twój zapał jest mi miły, {playername}. Nie ustawaj w wysiłkach a daleko zajdziesz.
qstr_It_was_an_honour_to_|To był dla mnie zaszczyt służyć.
qstr_Your_wish_is_my_comm|Twoje życzenie jest dla mnie rozkazem.
qstr_Sauron_in_Mordor_the|Sauron w Mordorze, Korsarze Umbar, Variagowie Khanda i Harad Tribesmen
qstr_Saruman_in_Isengard_|Saruman w Isengard i Wildmenowie z Dunland
qstr_Orcs_of_Moria_and_Do|Orki z Moria i Dol Guldur
qstr_Orcs_of_Gundabad_and|Orki z Gundabadu i Wojownicy z Rhun
qstr_Men_of_Gondor|Mężczyźni z Gondoru
qstr_Riders_of_Rohan|Rohańskich Jeźdźców
qstr_Elves_of_Imladris_an|Elfy z Imladris i Lothlorien
qstr_Men_of_Dale_Dwarves_|Ludzie z Dale, krasnoludy z Ereboru, krewni Beornów i elfy z Mirkwood
qstr_Ah_{playername}_it_i|Ach, {playername}, dobrze, że przybyłeś. Wojna jest u naszych drzwi i potrzebujemy zarówno żołnierzy, jak i kapitanów, którzy wypełnią swoje przysięgi ^^ Jesteśmy w stanie wojny z {s11}, ale musimy zebrać siły i osłabić wroga, zanim będziemy mogli ruszyć przeciwko jego silnym punktom i fortecom. Każda porażka naszych wrogów przybliży nas do zwycięstwa i wzmocni naszą determinację, więc ufam, że będziecie walczyć z naszym wrogiem przy każdej okazji, czy to jako zwykli zwiadowcy, czy jako zastępy wojenne. Nie śpieszcie się jednak do walki w pojedynkę, musicie walczyć u boku naszych dzielnych kapitanów i naszych sojuszników.
qstr_About_time_you_showe|Najwyższy czas, żebyś się pojawił, {playername}. Jesteśmy teraz w stanie wojny i nie będę tolerował żadnej niesubordynacji. Walczymy przeciwko {s11}, ale musimy zebrać siły i rozgromić wroga w polu, zanim ruszymy przeciwko jego fortecom. Każda porażka naszych wrogów wzmocni nasze wysiłki wojenne i przybliży ich do całkowitego zniszczenia. Ufam więc, że będziecie walczyć z wrogiem przy każdej okazji, czy to będzie zwykły zwiad, czy zastęp wojenny. Macie też wspierać naszych kapitanów i sojuszników, jeśli zobaczycie, że walczą. Nie zawiedźcie ich, bo się dowiem.
qstr_we_are_fighting_agai|walczymy z {s13}
qstr_we_are_not_fighting_|w tej chwili z nikim nie walczymy
qstr__{s14}_gained_{reg78| {s14} zdobył {reg78} doświadczenia.
qstr_Oh?_Let_me_see_that.|Ech? Pozwól, że rzucę okiem... Hę! Dobrze, że mi to przyniosł{e/a}ś, {playername}. Weź moją pieczęć w dowód że otrzymałem przesyłkę, i przekaż pozdrowienia dla {s9} gdy go następnym razem spotkasz.
qstr_Give_me_that!_Hrmph!|Daj mi to! Hrmph! Dobrze, że mi to przyniosł{e/a}ś, {playername}, przydajesz się czasami do czegoś. Powiedz {s9} by zatrudniał cię częściej.
qstr_What?_Let_me_see_tha|Co? Niech to obejrzę... Hmmm. Dobrze, że mi to przyniosł{e/a}ś, {playername}. A teraz odejdź.
qstr_Give_me_that!_Hrmph!_|Daj mi to! Hrmph! Jesteś dobrym sługą dla swego pana, {playername}, ale niedługo wszyscy będziecie martwi. Nie teraz oczywiście, więc przestań uciekać.
qstr_My_king|Mój król
qstr_Lord|Panie
qstr_my_king|mój król
qstr_lord|Lord
qstr_our|nasz
qstr_your|Twój
qstr_Moria_and_Gundabad|Moria i Gundabad
qstr_Moria|Moria
qstr_Gundabad|Gundabad
qstr_You_swear_an_oath_of|Poprzysiągłeś zemstę na {s3}. Musisz teraz w najbliższych dniach zabić jak najwięcej żołnierzy z Morii i Gundabadu. Doskonale zdajesz sobie sprawę, że twoi zwolennicy byli świadkami tej przysięgi i nie chcesz być znany jako łamacz przysięgi. Orgia upuszczania krwi musi się teraz rozpocząć!^.
qstr_The_search_for_the_L|Poszukiwania Zaginionych Włóczni doprowadziły cię do Dorwinionu, miejscu starożytnego północnego królestwa Króla Bladorthina. CIĄG DALSZY NASTĄPI
qstr__You_need_to_be_{s24|(Musisz mieć {s24} lub więcej).
qstr_You_are_not_worthy_o|Nie jesteś godny moich umiejętności. Udowodnij, że jesteś pierwszy i wznieś się ponad {s25}. {s2}
qstr_I_am_sorry._I_cannot|Przepraszam. Nie mogę zająć się Tobą jako {s25}, ponieważ są pilniejsze problemy. {s2}
qstr_Yes_I_am_and_I_can_h|Tak, jestem i mogę ci pomóc za pewną cenę.
qstr_You_heard_right_and_|Słyszałeś dobrze, i tak, mogę ci pomóc.
qstr__Costs_1000_Resource|(Koszt 1000 zasobów, 5 wpływów)
qstr_I_can_see_that._I_ll|Rozumiem. Każę moim ludziom stać na straży, podczas gdy ja zajmę się tobą. To zajmie trochę czasu. {s2}
qstr_Yes_I_see_that._I_ca|Tak widzę to. Mogę ci powiedzieć, że tak, ale zabierze mnie to z ważnych zadań. {s2}
qstr__Costs_1500_Resource|(Koszt 1500 zasobów, 10 wpływów)
qstr_I_ll_have_my_persona|Poproszę moich osobistych uzdrowicieli. Oni są najlepsi. Powiedz mi, kiedy ich tu chcesz. {s2}
qstr_I_ll_have_my_personal|Poproszę moich osobistych uzdrowicieli o twoich ludzi. Są najlepsi w tym, co robią. Daj mi znać, kiedy ich potrzebujesz. {s2}
qstr_I_ll_have_them_here_|Zaraz ich tu wezmę.
qstr_Let_us_begin._My_hea|Zacznijmy. Moi uzdrowiciele zajmą się tobą i twoimi ludźmi.
qstr_Alright!_This_is_goi|W porządku! To będzie bolało ... dużo.
qstr_Let_us_begin._It_may|Zacznijmy. To może trochę potrwać. Po prostu zrelaksuj się i zostaw resztę dla mnie.
qstr_Impressive..._You_di|Imponujące ... Nie wzdrygnąłeś się zbytnio. Wróć do swojego wpisu.
qstr_Rest_the_wounds_have|Reszta, zadbano o rany.
qstr_Your_party_must_be_a|Aby rozpocząć to zadanie, Twoja grupa musi mieć co najmniej 30 osób.
qstr_You_were_tasked_to_h|Dano ci zadanie wytropienia bandytów którzy niedawno sieli spustoszenie na Północy. Możesz zaatakować ich kryjówkę znajdującą się niedaleko Mrocznej Puszczy lub zatrzymać ich przy Domu Beorna
qstr_Mordor_gains_Faction|Siły Mordoru wzrosły gdy otrzymali nieznaną broń.
qstr_Beornings_gain_Facti|Beorningowie zyskują na sile ponieważ nowiny o twoim zwycięstwie się rozchodzą.
qstr_Beornings_lose_Facti|Siły Beorningów maleją, ponieważ zostali zaatakowani.
qstr__{s14}_gains_faction|{s14} zyskuje na sile dzięki temu że wiadomości o Pierścieniu Mocy się rozprzestrzeniają.
qstr_You_must_return_and_|Musisz wrócić i zameldować że pokonałeś przywódców Łowców Pierścienia i zdobyłeś magiczny pierścień
qstr_You_must_return_and_r|Musisz wrócić i zameldować że pokonałeś drużynę Łowców Pierścienia, lecz ich przywódcy mogli znaleźć to czego szukali.
qstr_Do_you_need_reinforc|Potrzebujesz wsparcia?
qstr_You_don_t_look_too_s|Nie wyglądasz na zbyt silnego, potrzebujesz żołnierzy?
qstr_^{s14}_is_grateful_t|^{s14} jest ci wdzięczny, {playername}, {s29}^
qstr_{s31}{reg28?Those:That|{s31}{reg28?Those:That} odważny {reg28?soldiers:soldier} z pewnością pomoże nam obronić nasze ziemie.{s32}^^[earned {reg14} Punkty Surowców {s14}]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?Ta:Te} {reg28?przydatna:przydatne} {reg28?jednostka:jednostki} {reg28?pomogą:pomoże}nam spowodować większy bajzel.{s32}^^[Otrzymano {reg14} Punktów {s14}]
qstr_{s4}_^Oh_and_take_bac|{s4} ^Aha, i zabierz z powrotem tych żołnierzy, którzy nie są naszymi krewniakami. Nie mam z nich pożytku.
qstr_It_is_my_duty_to_hel|Moim obowiązkiem jest pomoc naszym ludziom.
qstr_It_is_my_duty_to_help|Moim obowiązkiem jest pomoc naszym sprzymierzeńcom.
qstr_{s31}__Consumable._C|{s31} (Materiały eksploatacyjne mogą zostać odsprzedane)
qstr_{s31}__Can_be_reboug|{s31} (można się odrodzić)
qstr_I_wish_to_raze_an_en|Chcę zrównoważyć osadę wroga na ziemię.
qstr_I_wish_to_lead_our_m|Chciałbym poprowadzić naszych ludzi w ataku na wrogą osadę.
qstr_More_snaga_who_will_|Więcej snag którzy rzucą się na mury wroga? Słuchaj uważnie, a może pozwolę ci tego spróbować.
qstr_Indeed?_Few_men_are_|W rzeczy samej? Niewielu ludzi tak szybko zgłasza się na ochotnika, by zginąć na polach bitew. Musimy jeszcze wiele omówić, zanim pozwolę ci odejść.
qstr_Indeed?_That_is_no_s|W rzeczy samej? To nie jest małe przedsięwzięcie i są sprawy, które musimy omówić, zanim pozwolę ci odejść.
qstr_First_sieges_are_onl|Po pierwsze, oblężenia są tylko opcją dla najsilniejszych! Oto wszystko, co trzeba zrobić:
qstr_Here_is_all_that_nee|Oto wszystko, co trzeba zrobić:
qstr_Firstly_we_must_thin|Po pierwsze, musimy pomyśleć o przeszkodach w tym zadaniu:
qstr_You_need_sharp_weapo|Potrzebujesz ostrej broni, świeżego mięsa dla żołnierzy i wargów, drewna do podtrzymania ognia i chleba dla słabeuszy. Musisz też utrzymać to ścierwo w linii, lub wszyscy nawzajem się pozabijają zanim w ogóle dostaniecie się do murów. Jesteśmy zbyt zajęci własnymi sprawami by zajmować się tobą — przygotuj się by dostarczyć co potrzebne tej zgrai.^[requires {reg3} resources, {reg15} influence]
qstr_Steel_must_be_kept_s|Stal musi być ostra, ludzie i konie wyżywione, ogień podtrzymany, woda sprowadzana, rany opatrzone — ty i twoi ludzie nie macie dla nas pożytku jeżeli nie potraficie utrzymać swojej kampanii. Jesteśmy zbyt bardzo rozproszeni by dać wam co potrzebne, więc sami zapewnijcie sobie to co jest potrzebne do utrzymania oblężenia.^[requires {reg3} resources, {reg15} influence]
qstr_Steel_must_be_kept_sh|Stal musi być ostra, ludzie i konie wyżywione, ogień podtrzymany, woda sprowadzana, rany opatrzone — to bitwa mniej wspaniała, lecz nie mniej ważna niż ta którą będziecie toczyć na murach. Jesteśmy zbyt bardzo rozproszeni by dać wam co potrzebne, więc sami zapewnijcie sobie to czego potrzebujecie do utrzymania oblężenia.^[requires {reg3} resources, {reg15} influence]
qstr_Next_if_you_try_to_a|Następnie, jeśli spróbujesz zaatakować wrogą stolicę, zabije Cię jeśli jeszcze nie będziesz martwy.... Wkroczymy tam tylko wtedy, gdy Mistrz wyda taki rozkaz. Jedziesz tam, gdzie wróg jest słaby i może zostać pokonany.
qstr_Secondly_you_do_not_|Po drugie, nie masz pozwolenia na przewodzenie naszym ludziom przeciwko wrogiej stolicy. Miejsca te można pokonać tylko wtedy, gdy cała siła naszych sił stanie się zjednoczona. Masz uderzyć tylko tam, gdzie nasz wróg został wystarczająco osłabiony, aby zostać pokonanym.
qstr_Third_{s2}_is_on_its|Po trzecie, {s2} prowadzi własną kampanię. Będziemy z wami walczyć, jeśli będą dobre okazje, ale lepiej, żebyście byli wystarczająco silni, by wygrać sami, bo inaczej długo nie pociągniecie.
qstr_Furthermore_you_must|Ponadto musisz wiedzieć, że {s2} jest zajęte własną kampanią. Nasze sztandary podążą za tobą, jeśli okoliczności na to pozwolą, ale nie ufaj nadzieji - możesz zostać zmuszony do samodzielnego działania.
qstr_Last_remember_that_a|Na koniec pamiętaj, jako {s25}, Mistrz nie ma czasu na niepowodzenie. Ryzykujesz dużo dla {s2} kiedy walczysz -- przynieś nam klęskę, a będziesz żałował, że się kiedykolwiek narodziłeś.
qstr_Finally_remember_tha|Na koniec pamiętaj, że jako {s25} żyjesz i umierasz z powodu swoich sukcesów i porażek. Ryzykujesz bardzo wiele dla {s2}, kiedy maszerujesz do bitwy - zrujnuj to, a konsekwencje będą poważne.
qstr_Finally_remember_that|Na koniec pamiętaj, że jako {s25} możesz wygrać w chwale ciężko wywalczonego zwycięstwa  i nazwać je swoim, ale wszyscy, którzy mieszkają w {s2}, zapłacą za twoją porażkę. Niesiesz los {s2} ku bitwie - jeśli poniesiesz porażkę, konsekwencje będą poważne.
qstr_Still_think_you_can_|Nadal myślisz, że sobie z tym poradzisz?
qstr_Knowing_what_I_have_|Wiedząc, co ci powiedziałem, czy nadal uważasz się za zdolnego?
qstr_Knowing_what_I_have_t|Wiedząc, co ci powiedziałem, czy nadal chcesz kontynuować?
qstr_Give_me_the_banner_o|Daj mi sztandar Mistrza!
qstr_Yes_my_lord._Let_me_|Tak, mój panie. Pozwól mi zanieść nasz sztandar do bitwy.
qstr_The_people_of_{s3}_t|Mieszkańcy {s3} dziękują ci za podarunek, {playername}. W zamian za {s1}, wyślemy mieszkańcom {s4} w podarunku {s2}. Jeszcze raz ci dziękuję, {playername}
qstr_I_want_to_deliver_a_|Chcę wysłać podarki do wszystkich naszych sojuszników
qstr_delivering_a_gift|wysyłanie podarunku
qstr_I_want_to_bring_a_br| Chcę przynieść łapówke naszym sojusznikom.
qstr_delivering_a_bribe|dostarczanie łapówki
qstr_{s2}_[{reg14}_Resour|{s2} [{reg14} Punkty Zasobów]
qstr_Gift|Podarunek
qstr_You_have_requested_t|Zleciłeś dostawę podarunku {s1} do {s3} z {s2}. Ludzie {s3} z pewnością docenią ten gest.
qstr_Bribe|Łapówka
qstr_You_have_requested_to|Zleciłeś dostawę łapówki {s1} do {s3} z {s2}. Oby udało ci się coś dostać w zamian.
qstr_{reg3}_hours.|{reg3} godziny.
qstr_hour.|godzina.
qstr_Taking_{reg0}_inf._A|Rozmawianie {reg0} inf. Alt?={reg1}
qstr_You_spent_{reg0}_of_|Używasz {reg0} swych wpływów z {s1}, {reg1} zostało.
qstr_The_War_is_over_{pla|Wojna się skończyła, {playername}, nie słyszał{e/a}ś?
qstr_We_are_at_war_with_{|Naszym wrogiem w wojnie jest {s12}. Jednakże, głównie walczymy przeciw {s13}.
qstr_We_are_at_war_with_{s|Naszym wrogiem w wojnie jest {s12}. Jednakże, w tym momencie dochodzi tylko do niewielkich potyczek.
qstr_we_are_not_too_conce|nie jesteśmy nimi zainteresowani w tym momencie, gdyż walczymy teraz z innymi wrogami bliżej domu
qstr__under_your_orders|, pod twymi rozkazami
qstr_{playername}_you_may|{playername}, być może widziałeś armie {s7}. Ze wszystkich wrogich kapitanów, {s7} z {s8} wygrał największą sławę. Jego obecność na polu bitwy wystarczy by wzmocnić przeciwnika i osłabić naszych sojuszników. {playername}, Jeśli chcesz dokonać wielkiego czynu w tej wojnie, zniszcz armię {s7} w otwartej bitwie, na oczach wszystkich! Wtedy nasza siła zostanie rozpalona na nowo, a strach wypełni serca naszych wrogów.
qstr_Do_you_mark_how_our_|Czy widzisz jak nawet nasi najdzielniejsi wojownicy drżą na samo wspomnienie {s7} z {s8}? Wielki wojownik, tak, dobry dowódca. Nie możemy dopuścić by siał amok od tak! Wszędzie gdzie sie pokazuje, nasze szeregi cofają się, a nasi wrogowie zyskują odwagę. Tak być nie może. Rozkazuje ci, {playername} abyś pokonał żołnierzy {s7} w otwartej bitwie. Widok porażki {s7} w walce z tobą zmrozi krew w żyłach jego podwładnych, a naszym żołnierzom pokaże, że nasi wrogowie nie są niepokonani!
