qstr_Received_{reg0}_dama|Получено {reg0} урона.
qstr_Archers__{reg2}_|Стрелки ({reg2})
qstr_Cavalry__{reg3}_|Кавалерия ({reg3})
qstr_Given_by:_{s62}|Задание дал: {s62}
qstr_Given_on:_{s60}|Задание дано: {s60}
qstr_You_have_{reg0}_days|У вас есть {reg0} дней, чтобы выполнить это задание.
qstr_This_quest_has_been_|Это задание выполнено. {s59} ожидает Вас.
qstr_This_quest_has_been_s|Это задание успешно выполнено. {s59} ждет Вас для вручения награды.
qstr_This_quest_has_faile|Это задание провалено. {s59} ждет Ваших объяснений.
qstr_At_the_time_quest_wa|Во время начала задания:^{s1}
qstr_{s7}_and_{s8}|{s7} и {s8}
qstr_{s7}_{s8}|{s7}, {s8}
qstr_noone|никто
qstr_{s9}_and_{s10}|{s9} и {s10}
qstr_{s9}_{s10}|{s9}, {s10}
qstr_no_one|никто
qstr_{s11}_and_{s12}|{s11} и {s12}
qstr_{s11}_{s12}|{s11}, {s12}
qstr_{s5}_is_ruled_by_{s6|Державой {s5} управляет {s6}.^Она контролирует поселения: {s8}.^Её полководцы: {s10}.^{s5} воюет с державой {s12}.
qstr_{s5}_has_been_defeat|Держава {s5} потерпела поражение!
qstr_{s5}_has_a_strength_|Держава {s5} располагает армией численностью: {reg1}.
qstr_no_holdings|нет владений
qstr_{s57}_and_{s58}|{s57} и {s58}
qstr_{s57}_{s58}|{s57}, {s58}
qstr_{reg3?She:He}|{reg3?Она:Он}
qstr_{reg6?:{reg4?{s54}_i|{reg6?:{reg4?{s54} управляет поселением {s56}.^:{s54} служит правителю {s55} фракции {s56}.^}}{reg9?{reg3?Она:Он} является {reg3?госпожой:господином} поселения {s58}.:}{s59}{reg10?^{reg3?Она пала:Он пал} на поле боя!:}
qstr_The_last_time_you_sa|В последний раз, когда вы {reg1?её:его} видели, {s1}
qstr_The_last_time_you_he|В последний раз, когда вы о {reg1?ней:нём} слышали, {s1}
qstr_The_{s50}|{s50}
qstr_{s50}_belongs_to_{s1|{s50} принадлежит полководцу {s1} из фракции {s2}.^
qstr_Current_garrison_con|В настоящий момент гарнизон составляет {reg5} человек.^Запасов еды хватит на {reg6} дней.
qstr_Very_Poor|Очень бедный
qstr_Poor|Бедный
qstr_Average|Средний
qstr_Rich|Богатый
qstr_Very_Rich|Очень богатый
qstr_Strength|Сила
qstr_Agility|Ловкость
qstr_Intelligence|Интеллект
qstr_Charisma|Харизма
qstr_You_ve_gained_{s6}_f|Вы получили бонус к {s6} так как у Вас теперь есть {s7}
qstr_You_ve_lost_{s6}_fro|Вы потеряли бонус к {s6}, лишившись {s7}
qstr_{s50}_Caves|{s50}
qstr_{s50}_Mines|{s50}
qstr_{s50}_Woods|{s50}
qstr_{s4}_looks_upset.|{s4} выглядит расстроенно.
qstr_your_party|ваш отряд
qstr_{reg0?One_of_your_pr|{reg0?Один из ваших пленников, :}{s1} из {s3} сбежал!
qstr_You_brought_{reg3}_h|Вы доставили {reg3} голов скота полководцу {s1}.
qstr_Log_entry_{reg3}:_ty|Запись лога {reg3}: тип {reg4}
qstr_Center:_{s4}|Центр: {s4}
qstr_Troop:_{s4}|Воин: {s4}
qstr_Lord:_{s4}|Господин: {s4}
qstr_Ally_party_is_presen|Союзная группа присутствует
qstr_{s4}_is_present_at_e|{s4} присутствует здесь
qstr_Event_#{reg5}_type_{|Событие #{reg5}, тип {reg6}, время {reg8}: отношение королевства игрока к этой фракции = {reg7}
qstr_Event_#{reg5}_type_{r|Событие #{reg5}, тип {reg6}, время {reg8}: отношение королевства игрока к центральному объекту фракции = {reg7}
qstr_Event_#{reg5}_type_{re|Событие #{reg5}, тип {reg6}, время {reg8}: отношение королевства игрока к этой фракции = {reg7}
qstr_Event_#{reg5}_type_{reg|Событие #{reg5}, тип {reg6}, время {reg8}. Нет соответствующих королевству отношений
qstr_Event_#{reg5}_type_{reg6|Событие #{reg5}, тип {reg6}, время {reg8}. Игрок не имеет влияния 
qstr_Elapsed_hours:_{reg7|Прошло часов: {reg7}
qstr_Reputation_type:_{s1|Тип репутации: {s15}
qstr_Entries_up_to_#{reg5|Записи до #{reg5} пропущены
qstr_A_new_location_is_no|На карте открылась новая локация
qstr_New_trait_gained:_{s|Получен новый трейт: {s5}.
qstr_Gained_permanent_+1_|Получен постоянный бонус +1 к силе.
qstr_Gained_permanent_+1_t|Получен постоянный бонус +1 к ловкости.
qstr_Gained_permanent_+1_to|Получен постоянный бонус +1 к харизме.
qstr_Gained_permanent_+20|Получен постоянный бонус +20 к боевому мастерству.
qstr_Gained_permanent_+2_|Получен постоянный бонус +2 к силе.
qstr_Gained_permanent_+2_t|Получен постоянный бонус +2 к харизме.
qstr_Lost_permanent__1_to|Получен постоянный штраф -1 к харизме.
qstr_Gained_permanent_+1_to_|Получен постоянный бонус +1 к навыку железной кожы.
qstr_Gained_permanent_+5_|Получен постоянный бонус +5 к силе.
qstr_Lost_permanent__2_to|Получен постоянный штраф -2 к харизме.
qstr_Gained_permanent_+2_to|Получен постоянный бонус +2 к навыку железной кожы.
qstr_Gained_permanent_+10|Получен постоянный бонус +10 к боевому мастерству.
qstr_Gained_permanent_+1_to_T|Получен постоянный бонус +1 к тактике
qstr_You_have|{playername}
qstr_{s1}_has|{s1}
qstr_{s11}_suffered_a_ser|{s11} получил{/а} серьёзную рану.
qstr_The_leg_has_been_bad|Нога была серьёзно повреждена в битве.
qstr___2_athletics__1_rid|(-2 к навыку атлетики, -1 к навыку верховой езды, -2 к ловкости, -15 к мастерству рукопашного боя)
qstr_The_arm_has_been_bad|Рука была серьёзно повреждена в битве.
qstr___20_weapon_skill__2|(-20 к боевому мастерству, -2 к силе, -1 к навыку мощного удара)
qstr_The_head_has_suffere|Вы серьёзно ранены в голову.
qstr___1_intelligence_ski|(-1 к навыкам, основанным на интеллекте, -15 к мастерству дистанционного боя)
qstr_The_chest_has_suffer|Вы сломали несколько рёбер.
qstr___20_weapon_skill_|(-20 к боевому мастерству)
qstr_{s1}_has_been_killed|{s1} погиб.
qstr_You_were_killed.|Вас убили.
qstr_{s1}_recovered_from_|{s1} восстановил{/а} силы после серьёзной раны.
qstr_The_leg_wound_has_he|Вылечена раненная нога.
qstr__+2_athletics_+1_rid|(+2 к навыку атлетики, +1 к навыку верховой езды, +2 к ловкости, +15 к мастерству ближнего боя)
qstr_The_arm_wound_has_he|Вылечена раненная рука.
qstr__+20_weapon_skill_+2|(+20 к боевому мастерству, +2 к силе, +1 к навыку мощного удара)
qstr_The_head_wound_has_h|Вылечена раненная голова.
qstr__+1_intelligence_ski|(+1 к навыкам, основанным на интеллекте, +15 к мастерству дистанционного боя)
qstr_The_cracked_ribs_hav|Сломанные рёбра срослись.
qstr__+20_weapon_skill_|(+20 к боевому мастерству)
qstr_{s1}_has_had_his_hea|{s1} укрепил своё здоровье
qstr_News_has_arrived_tha|Стало известно, что {s1} из {s2} погиб в бою с превосходящими силами {s28}!
qstr_{s1}_s_Burial_Mound|Курган, где лежит {s1}
qstr_{s1}_s_Funeral_Pyre|Погребальный костёр, где лежит {s1}
qstr_{s1}_is_logged_as_de|{s1} считается мёртвым
qstr_You_have_been_discov|Вас обнаружили до того, как вы вскарабкались на стену.
qstr_The_enemy_is_coming_|Врагов всё больше, вы должны бежать!
qstr_Scout_this_area_alon|Обследуйте эту территорию в одиночку и встретьтесь со своими соратниками за её пределами!
qstr_Be_stealthy_but_elim|Соблюдайте скрытность, но быстро уничтожайте любые угрозы!
qstr_You_are_spotted_by_a|Вас обнаружил патруль!
qstr_Eliminate_them_befor|Перебейте их до того, как они поднимут тревогу!
qstr_You_have_reached_the|Вы добрались до подземелий!
qstr_Eliminate_the_guards|Перебейте стражу и освободите своих воинов!
qstr_{s1}_has_been_captur|Полководец {s1} взят в плен врагами.
qstr_Gondor_takes_a_capti|Гондор захватил полководца в плен
qstr_Rohan_takes_a_captiv|Рохан захватил полководца в плен
qstr_Mordor_takes_a_capti|Мордор захватил полководца в плен
qstr_Isengard_takes_a_cap|Изенгард захватил полководца в плен
qstr_You_were_grievously_|Вы были тяжело ранены в битве, и ваше тело сволокли в кучу вместе с убитыми. Улучив момент, вы умудрулись перебраться через стену, но, кажется, кто-то из врагов вас заметил. Вам лучше поторопиться.
qstr_You_were_grievously_w|Вы были тяжело ранены в битве. Ваши воины вынесли вас из схватки ценой огромных потерь.
qstr_You_were_grievously_wo|Вы были тяжело ранены в битве. Ваши воины вынесли вас из схватки ценой огромных потерь. К сожалению, кое-кого из ваших соратников схватили. Теперь их держит в плену {s2}.
qstr_You_were_grievously_wou|Вы были тяжело ранены в битве. Ваши воины вынесли вас из схватки, но колдун сумел сбежать.
qstr_You_were_grievously_woun|Вы были тяжело ранены в битве, и ваше тело сволокли в кучу вместе с убитыми. Улучив момент, вы смогли сбежать, но, к несчатью, колдун скрылся.
qstr_Some_of_your_compani|Некоторые ваши соратники страдают от старых ран.
qstr_Item_you_just_equipp|Предмет, которым вы сейчас экипировали вашего персонажа, не подходит представителям данной расы и будет сразу же перенесён обратно в ваш инвентарь.^^Убедитесь, что у вас есть месте в инвентаре, а не то предмет будет потерян.
qstr_Inappropriate_equipm|Недопустимое снаряжение
qstr_The_mount_you_just_e|Ездовое животное, которое вы сейчас себе подобрали, не подходит представителям данной расы. Если вы хотите ездить на этом животном, то будьте готовы к проблемам с его поведением в бою.
qstr_Inappropriate_mount|Недопустимое ездовое животное
qstr_{s24}:_Your_infantry|{s24}: Ваши пехотинцы чувствуют себя лучше!
qstr_{s24}:_Your_archers_|{s24}: Ваши стрелки чувствуют себя лучше!
qstr_{s24}:_Your_cavalry_|{s24}: Ваши всадники чувствуют себя лучше!
qstr_Ah_what_a_coincidenc|О, какое совпадение, что я повстречался с тобой, {playername}! Ты, наверное, не знаешь меня, но вот я о тебе наслышан. Я еду в дальние края, к {s4}. Но я только что приехал от {s3} и там говорили о тебе. {s3} рассчитывает на тебя в эти недобрые времена, и если ты хочешь самоустраниться и заняться своими делами, то лучше бы тебе изменить своё решение. {s2} ждёт твоей помощи.
qstr_Who_are_you?|Кто ты?
qstr_A_friend_of_{s3}_and|Друг {s3} из народа {s2}. Нужно спешить! Мордор послал своих самых ужасных слуг, и его тёмная воля стягивает их сюда. Время всего светлого в мире на исходе, если только мы не сделаем всё возможное для нашей борьбы!
qstr_What_should_I_do?|Дай мне совет, что я долж{ен/на} делать?
qstr_Find_{s3}_s_whereabo|Немедленно найдите местонахождение {s3} и поговорите с {reg3?ней: ним}. Удачи!
qstr_Good_to_see_the_Shad|Рад видеть, что Тень ещё не сокрушила тебя, {playername}.
qstr_You_are_the_one_they|Кажется, ты тот, кого называют Гэндальфом или Митрандиром.
qstr_You_are_the_one_they_|Ты тот, кого они называют Радагастом.
qstr_That_is_what_some_ca|Да, так меня некоторые называют. В своё время у меня были и другие имена, но если Тьме не будет дан отпор, то скоро некому будет меня называть.
qstr_What_do_you_mean?|Что ты имеешь в виду?
qstr_In_spite_of_their_va|Несмотря на своё доблестное сопротивление, {s3} не может сдержать натиск сила зла. Тамошний народ разрознен, и {s4} более не существует.
qstr_You_bring_dismal_new|Ты приносишь невесёлые вести, маг.
qstr_But_I_also_bring_a_m|Но я также приношу и слова надежды. {s5} всё ещё держится. Тамошние воины бесстрашны, а их полководцы непоколебимы.
qstr_Help_them_fight_the_|Помоги им выстоять против врага, приложи все силы. Никогда не сдавайся! Но будь осторож{ен/на}! В мире есть более древние и страшные создания, нежели орки.
qstr_Beware_{playername}_|Знай, {playername}, силы Тьмы поколеблены. Держава {s3} пала, равно как и её владыка {s4}.
qstr_What_do_you_want_of_|Что ты хочешь от меня, старик?
qstr_Just_know_that_a_Daw|Просто знай, что близится Рассвет. Это неизбежно. И если ты доживёшь до того момента, когда увидишь зарю, подумай, что ты тогда скажешь самому себе.
qstr_Well_met_{playername|Приятная встреча, {playername}, {s24}. Моя вера в тебя оказалась не беспочвенной. Силы Тени сломлены, и твои усилия сыграли в этом не последнюю роль!
qstr_Thank_you_Mithrandir|Благодарю тебя, Митрандир!
qstr_Thank_you_Radagast!|Спасибо, Радагаст!
qstr_The_wizard_Saruman_i|Сарумана более нет, а Барад-Дур рассеялся в пыль вместе со своим Тёмным Властелином! Все народы Средиземья освободились от угрозы, которая едва не поглотила всё то доброе и чистое, что есть в этом мире. Враг побеждён, и Король вернулся!
qstr_It_was_a_long_and_bl|Это была долгая и кровавая война, и многих наших друзей уже нет с нами.
qstr_There_is_much_to_reg|Да, у нас много поводов для сожаления и скорби, но ещё куда больше времени нам придётся потратить, чтобы перестраивать и восстанавливать. Но пока возликуем - вместе с теми нашими друзьями, кто остался подле нас - и восславим всё то, чего мы достигли в Последние дни Третьей эпохи.
qstr_Orcs_are_marching_ag|Орки идут к Хельмовой впадине.
qstr_Orcs_are_marching_aga|Орки идут на Эдорас.
qstr_Ah_{playername}_happ|Ах, {playername}, счастливый случай, что мы встретились так! Мрачные вести принес я из западного Рохана, и спешка здесь крайне необходима.
qstr_What_tidings_do_you_|Какие вести ты принес, Митрандир? Что я могу сделать?
qstr_Saruman_has_loosed_I|Саруман обрушил Изенгард на Рохан. {s1} Ради успеха моих замыслов доблестные рохиррим не должны пасть, {playername}! Опасность для них очень велика, но и опустошение Изенгарда сделало его уязвимым, ибо Саруман направил все свои силы против короля Теодена. Возможно, сейчас самое время двинуться в Нан-Курунир. Сейчас перед тобой, командир, стоит выбор, который ты должен сделать, ибо ни ты, ни я не можем быть везде и сразу!
qstr_Do_you_want_me_to_he|Вы хотите, чтобы я помог королю Теодену защитить город{s3} или поспешил в Изенгард, чтобы узнать, что я могу сделать?
qstr_Either_would_be_a_gr|И то, и другое было бы для меня большим благом. Ты должен сам решить, как поступить, {playername}, как и я. Скадуфакс сейчас понесет меня с быстрым поручением. Ты тоже должен действовать быстро! Поспешите!
qstr_Gandalf_asked_you_to|Гэндальф попросил вас либо помочь Теодену защититься{s3}, либо выяснить, что происходит в Изенгарде.
qstr_Ents|Энты
qstr_Hail_{playername}!_I|Приветствую тебя, {playername}! Надеюсь, вы не ранены? Во всяком случае, я рад, что вы помогли моему другу Фангорну, или, как вы его знаете, Древобороду. Энты очень могущественны, но, скорее всего, они шли на верную гибель. Возможно, ты спас их от большой опасности, командир, и я рад этому. Я бы не хотел, чтобы древнейшие из живых существ покинули этот мир... нет, не сейчас... нет, надеюсь, не раньше, чем они снова увидят энтов.
qstr_Missing_String|Отсутствующая строка
qstr_Well_thank_you_{play|Что ж, спасибо, {playername}, и прощайте. Мы можем встретиться снова, до убывания луны!
qstr_Hail_{playername}!_I_|Приветствую тебя, {playername}! Надеюсь, вы не ранены? Во всяком случае, похоже, вы направили свой клинок на верного врага. Ни один враг еще не брал Хорнбург, и, вероятно, никогда не возьмет - пока такие, как вы, защищают Хельмовы ворота, ручаюсь!
qstr_Your_deed_has_greatl|Ваш поступок очень помог моему проекту, даже лучше, чем я мог надеяться или планировать. Прощайте, {playername}, и спасибо вам. Мы можем встретиться снова до заката луны!
qstr_{Playername}_I_will_|{Playername}, сейчас я спрошу вас об одном. Вы считаетесь способным капитаном и послушным человеком; не одолели ли вас великие враги? Не задерживался ли ты слишком долго из осторожности или даже страха? Вот, теперь мы оказались в большей опасности, чем я мог предположить. Сила Рохана сломлена, ее люди рассеяны и лишены щитов: Хельмова Впадина пала. Деревья засохли безвременно, и ночь лежит над кузнечными кострами Изенгарда: энты Фангорнского леса мертвы или отброшены назад.
qstr_You_have_failed_me_{|Ты подвел меня, {playername} - или, возможно, это я подвел тебя. Возможно, в моем замысле был какой-то изъян, какая-то грубая ошибка, которую я не заметил... Ужас Мордора наступает. Оставь меня, {playername}. Возможно, мы еще встретимся... а возможно, и нет.
qstr_Bagginsssss..._Ssssh|Бэггинс-с-с-с-с... Ш-ш-ш-ш-шир...
qstr_I..._don_t_know!|Я... ничего не знаю!
qstr_It..._beckonsssssss.|Оно... манит к с-с-с-с-себе...
qstr_Treachery..._Unforgi|Измена... Нельзя простить...
qstr_But_I...|Но я...
qstr_Noone..._oppossssses|Никто... не с-с-с-сможет выс-с-ступить... против Барад-Дура... и ос-с-с-статьс-ся живым!
qstr_All..._must..._submi|Всякий... должен... покориться... и... стать слугой...
qstr_I_serve_the_Eye!|Я служу Оку!
qstr_I_shall_serve_the_Ey|Я буду служить Оку!
qstr_Go_to_{s1}_and_speak|Отправляйся в {s1} и поговори с {s9}.
qstr_The_Remnant_Forces_o|Уцелевшие силы из {s22} собрались чтобы присоединиться к {s15}!
qstr_The_strength_of_the_|Сила оставшихся союзных фракций {s15} возросла.
qstr_{s30}_reinforced_by_|Сила фракции {s30} увеличилась на {reg65}
qstr_{s1}_has_been_besieg|{s2} из державы {s3} осаждает {s1}. 
qstr_The_forces_of_{s2}_m|Войска державы {s2} двинулись в {s15} - на помощь союзникам!
qstr_Rohan_capital_moved_|Столица Рохана перенесена из Эдораса в Хорнбург!
qstr_Dale_capital_moved_f|Столица фракции Дейл перенесена в Эсгарот!
qstr_Gundabad_capital_mov|Столица фракции Гундабад перенесена в Гоблинабад!
qstr_You_have_breached_th|Вы проникли в Кольцо Изенгарда с помощью Древних. Во время битвы Изенгард был затоплен, но Ортанк все еще стоит неповрежденным среди хаоса. Вам следует исследовать последствия.
qstr_The_hosts_of_{s2}_re|Войска державы {s2} возвращаются на защиту своего дома!
qstr____Ruins_of_{s1}___| Руины поселения {s1} 
qstr_{s1}_has_joined_the_|{s1} присоединился к Руке
qstr_{s1}_has_joined_the_E|{s1} присоединился к Eye
qstr_ranks| в шеренги
qstr_shield_wall| в стену щитов
qstr_wedge| в клин
qstr_square| в каре
qstr_up| в линию
qstr___Infantry_forming_{|Пехота построилась{s1}.
qstr___Not_enough_infantr|Недостаточно пехоты, чтобы построиться{s1}, дан приказ удерживать позицию.
qstr___Cavalry_forming_{s|Конница построилась{s1}.
qstr___Not_enough_cavalry|Недостаточно конницы, чтобы построиться{s1}, дан приказ удерживать позицию.
qstr___Archers_forming_{s|Стрелки построились{s1}.
qstr___Not_enough_archers|Недостаточно стрелков, чтобы построиться{s1}, дан приказ удерживать позицию.
qstr___Infantry_formation|Построение пехоты отменено.
qstr___Cavalry_formation_|Построение конницы отменено.
qstr___Archer_formation_d|Построение стрелков отменено.
qstr_Division_{reg1}_{s2}|Подразделение {reg1} {s2} формирует {s1}.
qstr_Not_enough_troops_in|Недостаточно воинов в подразделении {reg1} {s2} чтобы сформировать {s1}.
qstr_Division_{reg1}_{s2}_|Подразделение {reg1} {s2} является подразделением {s3} и не может сформировать {s1}.
qstr_{s1}:_infantry_forma|{s1}: Построение пехоты отменено.
qstr_{s1}:_archer_formati|{s1}: построение лучников отменено.
qstr_{s1}:_skirmisher_for|{s1}: построение застрельщиков отменено.
qstr_{s1}:_cavalry_format|{s1}: построение конницы отменено.
qstr_{s1}:_formation_disa|{s1}: построение отменено.
qstr_Cavalry_formation_di|Построение конницы отменено
qstr_The_placement_of_{s1|Позиция подразделения {s1} {reg0} сохранена.
qstr_The_placement_of_{s1}|Позиция подразделения {s1} {reg0} - по умолчанию.
qstr_Your_party_s_tactica|От умения отряда "Тактика" зависит, как далеко вы можете размещать ваши отряды!
