qstr_Received_{reg0}_dama|{reg0} 피해 입음.
qstr_These_friend_of_elve|이 요정의 친구라는 놈들은 우리 칼에 쓰러질 것이다!
qstr_These_Elves_will_fal|이 요정들은 우리 칼에 쓰러질 것이다!
qstr_Raahh!_Draw_your_wea|으아아아! 무기를 뽑아라, {s16}의 벌레 놈들아! 오늘밤 {s15}의 내장으로 축제를 벌이자!
qstr_Rha!_{s14}More_{s15}|하! {s14} 더 많은 {s15} 몸뚱이가 우리 구부러진 무기에 뒤틀려 죽겠군!
qstr_Slaughter_these_puny|{s18}의 나약한 도둑놈들을 학살해라! 놈들의 집을 불태우고 놈들 가족들을 도륙내버릴 것이다.
qstr_Death_to_the_trespas|{s16}의 땅을 침입한 이들에게 죽음을!
qstr_CHARGE!_Let_s_clear_|돌격! {s17}의 {s18} {s19} 쓰레기들을 쓸어버리자!
qstr_{s14}Now_that_{s19}s|{s14} 이제 {s19}들은 곰 사람들의 분노를 맛보게 될 것이다!
qstr_Attack!|공격!
; qstr_You_are_attacked_by_|You are attacked by a group of bandits!
qstr_Holding|정지
qstr_Following|따라와
qstr_Charging|돌격
qstr_Advancing|전진
qstr_Falling_Back|후퇴
qstr_Standing_Closer|뭉쳐
qstr_Spreading_Out|흩어져
qstr_Standing|자리에 서
qstr_N/A|N/A
qstr_Free|Free
qstr_Any_Weapon|아무 무기
qstr_Blunt_Weapons|둔기
qstr_Infantry__{reg1}_|보병 ({reg1})
qstr_Archers__{reg2}_|궁병 ({reg2})
qstr_Cavalry__{reg3}_|기병 ({reg3})
qstr_Given_by:_{s62}|{s62}에 의해 주어짐
qstr_Given_on:_{s60}|{s60}에게 주어짐
qstr_You_have_{reg0}_days|임무를 완수하기까지 {reg0}일 남았습니다.
qstr_This_quest_has_been_|임무가 끝났습니다. {s59}에게 말을 걸어 완료하세요.
qstr_This_quest_has_been_s|임무를 성공적으로 완수했습니다. {s59}에게 말을 걸어 보상을 얻으세요.
qstr_This_quest_has_faile|임무를 실패했습니다. {s59}에게 돌아가 해명하세요.
qstr_At_the_time_quest_wa|퀘스트를 받은 시간:^{s1}
qstr_{s7}_and_{s8}|{s7} 과 {s8}
qstr_{s7}_{s8}|{s7}, {s8}
qstr_noone|아무도 하지 않다
qstr_{s9}_and_{s10}|{s9}와 {s10}
qstr_{s9}_{s10}|{s9}, {s10}
qstr_no_one|아무도 아니다
qstr_{s11}_and_{s12}|{s11}과 {s12}
qstr_{s11}_{s12}|{s11}, {s12}
qstr_{s5}_is_ruled_by_{s6|{s5}는 {s6}에 의해 다스려지고 있습니다.^ {s8}이 그 휘하에 있습니다.^ 지휘관은 {s10}입니다.^{s5}는 {s12}와 전쟁 중입니다.
qstr_{s5}_has_been_defeat|{s5}는 패배했습니다!
qstr_{s5}_has_a_strength_|{s5}는 총 {reg1} 명을 동원할 수 있는 힘을 갖고 있다.
qstr_no_holdings|없음
qstr_{s57}_and_{s58}|{s57}과 {s58}
qstr_{s57}_{s58}|{s57}, {s58}
qstr_{reg3?She:He}|{reg3?그녀:그}
qstr_{reg6?:{reg4?{s54}_i|{reg6?:{reg4?{s54}는 {s56}의 주인이다.^:{s54}는 {s56}의 {s55}를 섬긴다.^}}{reg9?{reg3?그녀:그}는 {s58}의 {reg3?여주인:군주}이다.:}{s59}{reg10?^{reg3?그녀:그}는 전장에서 사망했다!:}
qstr_The_last_time_you_sa|{reg1?그녀:그}를 마지막으로 본 것은, {s1}
qstr_The_last_time_you_he|{reg1?그녀:그}에 대해 마지막으로 들은 것은, {s1}
qstr_The_{s50}|{s50}
qstr_{s50}_belongs_to_{s1|{s50}은 {s2}의 {s1}의 것이다.^
qstr_Current_garrison_con|수비군은 {reg5} 명을 이끌고 있다.^ {reg6}일을 버틸 식량이 남아있다.
qstr_Very_Poor|매우 가난한
qstr_Poor|가난한
qstr_Average|보통의
qstr_Rich|부유한
qstr_Very_Rich|매우 부유한
qstr_Strength|힘
qstr_Agility|민첩
qstr_Intelligence|지능
qstr_Charisma|카리스마
qstr_You_ve_gained_{s6}_f|{s7}을 획득함으로 {s6}을 얻음
qstr_You_ve_lost_{s6}_fro|{s7}을 잃어버림으로 {s6}이 손실됨
qstr_{s50}_Caves|{s50} 동굴
qstr_{s50}_Mines|{s50} 광산
qstr_{s50}_Woods|{s50} 숲
qstr_{s4}_looks_upset.|{s4}의 기분이 안 좋아보인다.
qstr_your_party|당신 부대
qstr_{reg0?One_of_your_pr|{reg0?당신 포로 중 한 명, :} {s3}의 {s1}이 탈출했습니다!
qstr_You_brought_{reg3}_h|당신은 {reg3}의 소를 {s1}로 이송했다.
qstr_Log_entry_{reg3}:_ty|{reg3} 목록 출력: {reg4} 형식
qstr_Center:_{s4}|중앙: {s4}
qstr_Troop:_{s4}|부대: {s4}
qstr_Lord:_{s4}|군주: {s4}
qstr_Ally_party_is_presen|아군 부대 참석함
qstr_{s4}_is_present_at_e|{s4}가 행사에 참가 중
qstr_Event_#{reg5}_type_{|이벤트 #{reg5}, {reg6} 형식, {reg8} 시간: 플레이어 왕국과 부대의 관계 = {reg7}
qstr_Event_#{reg5}_type_{r|이벤트 #{reg5}, {reg6} 형식, {reg8} 시간: 플레이어 왕국과 팩션 수도의 관계 = {reg7}
qstr_Event_#{reg5}_type_{re|이벤트 #{reg5}, {reg6} 형식, {reg8} 시간: 플레이어 왕국과 팩션 목표의 관계 = {reg7}
qstr_Event_#{reg5}_type_{reg|이벤트 #{reg5}, {reg6} 형식, {reg8} 시간: 플레이어 왕국과 관계 없음
qstr_Event_#{reg5}_type_{reg6|이벤트 #{reg5}, {reg6} 형식, {reg8} 시간: 플레이어가 속해있지 않음
qstr_Elapsed_hours:_{reg7|경과한 시간: {reg7}
qstr_Reputation_type:_{s1|평판 종류: {s15}
qstr_Entries_up_to_#{reg5|#{reg5} 명단 생략
qstr_A_new_location_is_no|지도에서 새로운 장소에 갈 수 있게 되었다!
qstr_New_trait_gained:_{s|새로운 특성을 얻었습니다: {s5}
qstr_Gained_permanent_+1_|영구적으로 +1 힘을 얻었습니다.
qstr_Gained_permanent_+1_t|영구적으로 +1 민첩을 얻었습니다.
qstr_Gained_permanent_+1_to|영구적으로 +1 카리스마를 얻었습니다.
qstr_Gained_permanent_+20|영구적으로 +20 무기 숙련도를 얻었습니다.
qstr_Gained_permanent_+2_|영구적으로 +2 힘을 얻었습니다.
qstr_Gained_permanent_+2_t|영구적으로 +2 카리스마를 얻었습니다.
qstr_Lost_permanent__1_to|영구적으로 -1 카리스마를 잃었습니다.
qstr_Gained_permanent_+1_to_|영구적으로 강철피부에 +1을 얻습니다.
qstr_Gained_permanent_+5_|영구적으로 +5 힘을 얻었습니다.
qstr_Lost_permanent__2_to|영구적으로 -2 카리스마를 잃었습니다.
qstr_Gained_permanent_+2_to|영구적으로 강철피부에 +2를 얻습니다.
qstr_Gained_permanent_+10|영구적으로 +10 무기 숙련도를 얻었습니다.
qstr_Gained_permanent_+1_to_T|영구적으로 전술에 +1을 얻습니다.
qstr_You_have|당신은 가지고 있다
qstr_{s1}_has|{s1}이 가지고 있다
qstr_{s11}_suffered_a_ser|{s11}은 심각한 부상을 입었다.
qstr_The_leg_has_been_bad|전투에서 다리에 심각한 장애를 입었다.
qstr___2_athletics__1_rid|(운동능력 -2, 승마 -2, 민첩 -2, 근접 기술 -15)
qstr_The_arm_has_been_bad|전투에서 팔에 심각한 장애를 입었다.
qstr___20_weapon_skill__2|(-20 무기 숙련, -2 힘, -1 타격)
qstr_The_head_has_suffere|당신은 심한 타격을 입었다.
qstr___1_intelligence_ski|(-1 지능, -15 투척 무기)
qstr_The_chest_has_suffer|상자에 금이 많이 갔습니다.
qstr___20_weapon_skill_|(-20 무기 숙련)
qstr_{s1}_has_been_killed|{s1} 가 살해당했습니다.
qstr_You_were_killed.|당신은 죽었습니다.
qstr_{s1}_recovered_from_|{s1}이 심각한 부상으로부터 회복했다.
qstr_The_leg_wound_has_he|무릎 부상이 회복되었습니다.
qstr__+2_athletics_+1_rid|(운동능력 +2, 승마 +2, 민첩 +2, 근접 기술 +15)
qstr_The_arm_wound_has_he|팔 부상이 회복되었습니다.
qstr__+20_weapon_skill_+2|(+20 무기 숙련, +2 힘, +1 타격)
qstr_The_head_wound_has_h|머리 부상이 회복되었습니다.
qstr__+1_intelligence_ski|(+1 지능, +15 투척 무기)
qstr_The_cracked_ribs_hav|부러진 갈비뼈가 회복되었습니다.
qstr__+20_weapon_skill_|(+20 무기 숙련)
qstr_{s1}_has_had_his_hea|{s1}이 체력 보너스를 받았다.
qstr_News_has_arrived_tha|전령이 {s2}의 {s1}이 {s28}과의 전투에서 살해당했다 전해왔습니다!
qstr_{s1}_s_Burial_Mound|{s1}의 무덤
qstr_{s1}_s_Funeral_Pyre|{s1}의 화장 장례
qstr_{s1}_is_logged_as_de|{s1}은 죽은 것으로 기록되었다.
qstr_You_have_been_discov|당신은 벽을 기어오르다 발각되었다.
qstr_The_enemy_is_coming_|무장한 적이 당신 쪽으로 온다, 도망쳐야한다!
qstr_Scout_this_area_alon|이 지역은 혼자 정찰하고 당신 병사들을 저편에서 만나라!
qstr_Be_stealthy_but_elim|은밀하게 행동하되 모든 위협을 신속하게 제거하십시오!
qstr_You_are_spotted_by_a|순찰대에게 발각되었다!
qstr_Eliminate_them_befor|경보를 울리기 전에 그들을 제거하라!
qstr_You_have_reached_the|지하 감옥에 도착했다!
qstr_Eliminate_the_guards|경비들을 제거하고 대상을 구출하라!
qstr_{s1}_has_been_captur|{s1}이 적의 손에 사로잡혔다.
qstr_Gondor_takes_a_capti|곤도르가 포로를 잡았습니다.
qstr_Rohan_takes_a_captiv|로한이 포로를 잡았습니다.
qstr_Mordor_takes_a_capti|모르도르가 포로를 잡았습니다.
qstr_Isengard_takes_a_cap|아이센가드가 포로를 잡았습니다.
qstr_You_were_grievously_|당신은 중상을 입었고 당신 몸은 죽음으로 덮여있다. 벽을 신중하게 넘어 탈출했으나 적이 당신의 움직임을 보았을 수도 있다. 서두르는 것이 좋겠다.
qstr_You_were_grievously_w|당신은 전투에서 중상을 입었다. 당신의 부하들이 당신을 구출하는 데에 성공했지만 큰 댓가를 치루어야만 했다.
qstr_You_were_grievously_wo|당신은 전투에서 중상을 입었다. 당신의 부하들이 당신을 구출하는 데에 성공했지만 큰 댓가를 치루어야만 했다. 불행히도, 당신의 동료들이 붙잡혀 {s2}로 끌려갔다.
qstr_You_were_grievously_wou|당신은 전투에서 중상을 입었다. 당신의 부하들이 당신을 구출하기 위해 싸웠지만, 불행하게도 마술사는 도망쳐버렸다.
qstr_You_were_grievously_woun|당신은 중상을 입었고 당신 몸은 죽음으로 덮여있다. 때를 노려 탈출하는데 성공했으나, 불행히 마술사는 탈출해버렸다.
qstr_Some_of_your_compani|당신 동료 중 일부가 옛 상처로 고통 받고 있는 것 같다.
qstr_Item_you_just_equipp|당신 캐릭터의 종족에 맞지 않는 장비를 장착하셨습니다. 인벤토리로 되돌아갑니다^^인벤토리에 알맞은 공간이 있는지 확인해주세요, 아니면 소실됩니다.
qstr_Inappropriate_equipm|부적합한 장비
qstr_The_mount_you_just_e|당신 캐릭터의 종족에 맞지 않는 탈것을 탑승하셨습니다. 계속 진행할 경우, 전투에서 탈것의 행동과 관련된 문제나 버그가 발생할 수 있습니다.
qstr_Inappropriate_mount|부적합한 탈 것
qstr_{s24}:_Your_infantry|{s24}: 당신 보병들의 기분이 나아졌다!
qstr_{s24}:_Your_archers_|{s24}: 당신 궁병들의 기분이 나아졌다!
qstr_{s24}:_Your_cavalry_|{s24} 당신 기병들의 기분이 나아졌다!
qstr_Ah_what_a_coincidenc|아, 이런 우연이 있나, {playername}! 자네는 나를 모를 수도 있겠지만 나는 자네를 안다네. {s4}로 가던 중인데 {s3}에서 자네의 이름이 들리더군. {s3}은 이런 위험한 때에 자네에게 의지하고 있으며, 만약 자네가 쓸데없는 행동을 할 생각이라면, 생각을 바꾸어 자네의 최대 역량을 {s2}을 돕는데 맞춰 사용해주었으면 한다네.
qstr_Who_are_you?|당신은 누구지?
qstr_A_friend_of_{s3}_and|{s3}의 친구이자 {s2}의 백성이여. 서둘러야 한다네!! 모르도르가 온갖 사악한 것들을 끌어들이고 있고, 암흑의 힘은 그들을 끌어모으기 위해 사력을 다하고 있네. 이 세계의 모든 좋은 것들을 위한 시간이 점점 줄어들고 있으며, 우리 모든 힘을 다해 막아야하네!
qstr_What_should_I_do?|난 뭘 하면 될까?
qstr_Find_{s3}_s_whereabo|{s3}의 행방을 찾고 지금 당장{reg3?그녀:그}와 대화해보게. 행운을 비네!
qstr_Good_to_see_the_Shad|어둠의 손에 쓰러지지 않은 모습을 보니 좋군, {playername}.
qstr_You_are_the_one_they|당신이 간달프, 사람들이 미스란디르라 부르는 분이군요.
; qstr_You_are_the_one_they_|You are the one they call Radagast.
qstr_That_is_what_some_ca|그렇게 불리곤 하지. 세월에 따라 나는 다양한 이름으로 불렸으나, 어둠을 막아내지 못한다면 나를 그런 이름으로 불러줄 그 어떤 자도 남지 않게 될 걸세.
qstr_What_do_you_mean?|무슨 말을 하시는겁니까?
qstr_In_spite_of_their_va|그들의 용맹한 항전에도 불구하고, {s3}은 악의 힘 앞에 굴복했다. {s3}의 백성들은 산산이 흩어졌고 {s4}는 더이상 존재하지 않는다.
qstr_You_bring_dismal_new|암울한 소식이군요, 마법사여.
qstr_But_I_also_bring_a_m|희망의 소식 또한 가져왔다네. {s5}의 백성들은 여전히 굳건히 버티고 있네. 그들의 전사들은 두려움을 모르고 그들의 지도자 역시 건재하지.
qstr_Help_them_fight_the_|그들이 적과 최대한 싸울 수 있도록 돕게. 절대 머뭇거리지 말게! 한편으로는 조심하게! 세상에는 오르크보다 더 오래되고 사악한 존재들이 있으니까.
qstr_Beware_{playername}_|조심하게, {playername}. 어둠의 힘이 흔들리고 있네. {s3}이 그들의 지도자 {s4}와 함께 몰락했다네.
qstr_What_do_you_want_of_|나에게 무엇을 원하십니까, 나이든 이여?
qstr_Just_know_that_a_Daw|새벽이 오고 있다는 것만 알아두게. 피할 수 없는. 그리고 자네가 살아서 그걸 볼 수 있게 된다면, 스스로에게 어떤 말을 할 수 있을지를 생각해보게.
qstr_Well_met_{playername|반갑군, {s24} {playername}. 자네를 향한 내 믿음이 틀리지 않았군. 그림자의 세력은 붕괴했고 자네의 노력이 적지 않은 기여를 했어!
qstr_Thank_you_Mithrandir|감사합니다, 미스란디르!
; qstr_Thank_you_Radagast!|Thank you, Radagast!
qstr_The_wizard_Saruman_i|마법사 사루만은 사라졌고 바랏 두르는 암흑의 군주와 함께 산산이 흩어졌네! 중간계의 모든 자유민들은 이 세상의 선하고 순수한 모든 것의 위협으로부터 벗어났다네. 적들은 패배했고 왕께서 귀환하셨다!
qstr_It_was_a_long_and_bl|이 끔찍한 전쟁은 너무도 길었고 우리의 소중한 친구들은 더이상 우리와 함께 있지 않다.
qstr_There_is_much_to_reg|후회하고 애도할 것이 많으며, 앞으로 가까운 시일 내로 재건하고 고쳐야 할 것은 더더욱 많다네. 하지만 지금 당장은, 아직 우리 곁에 함께하는 친구들과 The Last Days Of The Third Age에서 이룬 것들을 축하하세나.
; qstr_Orcs_are_marching_ag|Orcs are marching against Helm's Deep.
; qstr_Orcs_are_marching_aga|Orcs are marching against Edoras.
; qstr_Ah_{playername}_happ|Ah, {playername}, happy chance that we come on each other in this fashion! Grim tidings I bring from Western Rohan, and haste is sore needed.
; qstr_What_tidings_do_you_|What tidings do you bring, Mithrandir? What can I do?
; qstr_Saruman_has_loosed_I|Saruman has loosed Isengard upon Rohan. {s1} For the success of my designs, the valiant Rohirrim must not fall, {playername}! The danger to them is very great, yet also the emptying of Isengard has left it vulnerable, for Saruman has despatched his full strength against Theoden King. This may be the time to move into Nan Curunir. A choice is now laid before you, Commander, a choice you must make, for neither you nor I may be everywhere at once!
; qstr_Do_you_want_me_to_he|Do you want me to help King Theoden defend {s3}, or hasten to Isengard and see what I can do?
; qstr_Either_would_be_a_gr|Either would be a great boon to me. You must decide your course on your own, {playername}, as shall I. Shadowfax shall bear me now on a swift errand. You must act quickly as well! Hasten now!
; qstr_Gandalf_asked_you_to|Gandalf asked you to either help Theoden defend {s3} or find out what is happening in Isengard.
qstr_Ents|엔트
; qstr_Hail_{playername}!_I|Hail, {playername}! I hope you are unhurt? At any rate, I am pleased you aided my friend Fangorn, or you may know him as Treebeard. The tree shepherds are very mighty, but it was likely that they marched to their doom. You have perhaps saved them from a great peril, Commander, and for that I am glad. I would not like to see the oldest of all living things pass from the world, no, not just yet… no, not before they see the Entwives again, I should hope.
; qstr_Missing_String|Missing String
; qstr_Well_thank_you_{play|Well, thank you, {playername}, and farewell. We may meet again, ere the waning of the moon!
; qstr_Hail_{playername}!_I_|Hail, {playername}! I hope you are unhurt? At any rate, you seem to have lain your blade to the right foe. No enemy has yet taken the Hornburg, and likely none ever shall – not while the likes of you defend Helm’s Gate, I’ll warrant!
; qstr_Your_deed_has_greatl|Your deed has greatly helped my design, better even than I could have hoped or planned. Farewell, {playername}, and thank you. We may meet again, ere the waning of the moon!
; qstr_{Playername}_I_will_|{Playername}, I will ask you a thing now. You are accounted an able captain, and a dutiful one; were you overmastered by great foes? Did you tarry overlong, for caution or even fear? Behold, we are now come into a greater peril than I could have foreseen. The strength of Rohan is broken, her people scattered and shieldless: Helm’s Deep has fallen. The trees are withered untimely, and night lies over the forge-fires of Isengard: the Ents of Fangorn Forest are dead or driven back.
; qstr_You_have_failed_me_{|You have failed me, {playername} – or perhaps it is I who have failed you. Perhaps there was some flaw in my design, some grave blunder I did not recognise… The terror of Mordor comes. Leave me now, {playername}. We may meet again… or perhaps not.
qstr_Bagginsssss..._Ssssh|배기이인스.... 샤아아아아이어...
qstr_I..._don_t_know!|나... 나는 몰라!
qstr_It..._beckonsssssss.|그것이... 손짓한다...
qstr_Treachery..._Unforgi|용서받지 못할... 반역...
qstr_But_I...|하지만 난...
qstr_Noone..._oppossssses|누구도오오... 바랏 두르에 대항하고... 살아남지... 못한다...!
qstr_All..._must..._submi|모두... 굴복하고... 섬기게... 될 것이다...
qstr_I_serve_the_Eye!|나는 눈을 섬긴다!
qstr_I_shall_serve_the_Ey|나는 눈을 섬길 것이다!
qstr_Go_to_{s1}_and_speak|{s1}으로 가서 {s9}과 대화하시오.
qstr_The_Remnant_Forces_o|{s22}의 잔존 병력들이 모여 {s15}를 보강했다!
qstr_The_strength_of_the_|{s15}의 남은 아군 세력의 군사력이 증가했다.
qstr_{s30}_reinforced_by_|{s30}은 {reg65}의 fac str에 의해 강화됨
qstr_{s1}_has_been_besieg|{s1}이 {s3}의 {s2}에 의해 포위당했다.
qstr_The_forces_of_{s2}_m|{s2}의 군대가 {s15}로 진군 중이다!
qstr_Rohan_capital_moved_|로한의 수도가 에도라스에서 나팔산성/혼버그로 이전되었습니다!
qstr_Dale_capital_moved_f|너른골의 수도가 너른골에서 에스가로스로 이전했습니다!
qstr_Gundabad_capital_mov|군다바드의 수도가 군다바드에서 고블린 도시로 이전되었습니다!
; qstr_You_have_breached_th|You have breached the Ring of Isengard with the help of the Tree Men. During the battle, Isengard was flooded, but Orthanc still stands unscathed in midst of the havoc. You should investigate the aftermath.
qstr_The_hosts_of_{s2}_re|{s2}의 주최자가 그들의 고향으로 퇴각합니다!
qstr____Ruins_of_{s1}___|   {s1}의 폐허   
; qstr_{s1}_has_joined_the_|{s1} has joined the Hand
; qstr_{s1}_has_joined_the_E|{s1} has joined the Eye
qstr_ranks|대열
qstr_shield_wall|방패 진형
qstr_wedge|쐐기 진형
qstr_square|사각 진형
qstr_up|up
qstr___Infantry_forming_{|  보병 {s1} 대형으로
qstr___Not_enough_infantr|  {s1} 대형을 이루기엔 보병의 수가 부족합니다. 변화 없음.
qstr___Cavalry_forming_{s|  기병 {s1} 대형으로
qstr___Not_enough_cavalry|  {s1} 대형을 이루기엔 기병의 수가 부족합니다. 변화 없음.
qstr___Archers_forming_{s|  궁병 {s1} 대형으로
qstr___Not_enough_archers| {s1} 대형을 이루기엔 궁병의 수가 부족합니다. 변화 없음.
qstr___Infantry_formation|  보병 진형 해체
qstr___Cavalry_formation_|  기병 진형 해체
qstr___Archer_formation_d|  궁병 진형 해체
qstr_Division_{reg1}_{s2}|Division {reg1} {s2} forming {s1}.
qstr_Not_enough_troops_in|{s1}을 형성하기에 {reg1} {s2} division에 충분한 병력이 없습니다.
qstr_Division_{reg1}_{s2}_|Division {reg1} {s2} is an {s3} division and cannot form {s1}.
qstr_{s1}:_infantry_forma|{s1}: 보병 진형 해체
qstr_{s1}:_archer_formati|{s1}: 궁병 진형 해체
qstr_{s1}:_skirmisher_for|{s1}: 척후병 진형 해체
qstr_{s1}:_cavalry_format|{s1}: 기병 진형 해체
qstr_{s1}:_formation_disa|{s1}: 대형 해체
qstr_Cavalry_formation_di|기병 진형 해체
qstr_The_placement_of_{s1|{s1}을 대체하는 division {reg0} 기억됨.
qstr_The_placement_of_{s1}|The placement of {s1} division {reg0} set to default.
qstr_Your_party_s_tactica|당신 부대의 전술 수치는 당신이 부대를 얼마나 멀리 배치할 수 있는가를 결정짓는다!
qstr_...and_attack_enemy_|...그리고 적의 {s1} division을 공격한다!
qstr_{s2}:_returning_afte|{s2}: returning after destroying enemy {s1} division.
qstr_infantry|보병
qstr_archer|궁병
qstr_cavalry|기병
qstr_polearm|폴암
qstr_skirmisher|척후병
qstr_mounted_archer|기마 궁수
qstr_support|support
qstr_bodyguard|경호원
qstr_undetermined_type_of|undetermined type of
qstr_{s1}_has_fled_the_ba|{s1}이 전투에서 도망쳤다!
; qstr_Your_side_is_at_{reg|Your side is at {reg1}% cohesion ({reg3}% recent events), the enemy at {reg2}%!
qstr_Morale_of_your_troop|당신 부대의 사기가 흔들린다!
qstr_Morale_of_your_enemi|당신 적들의 사기가 흔들린다!
qstr_Your_enemies_flee_in|당신의 적이 공포에 휩싸여 도망친다!
qstr_Many_of_your_enemies|당신의 적 대부분이 전투에서 도망쳤다.
qstr_Some_of_your_enemies|당신의 적 일부가 전투에서 도망쳤다.
qstr_A_few_of_your_enemie|당신의 적 극소수가 전투에서 도망쳤다.
qstr_Your_troops_flee_in_|당신 부대가 공포에 휩싸여 도망친다!
qstr_Many_of_your_troops_|당신의 부대 대부분이 전투에서 도망쳤다.
qstr_Some_of_your_troops_|당신의 부대 일부가 전투에서 도망쳤다.
qstr_A_few_of_your_troops|당신의 부대 극소수가 전투에서 도망쳤다.
qstr_Gained_permanent_+1_to_P|영구적으로 길찾기에 +1을 얻습니다.
qstr_Gained_permanent_+1_to_S|영구적으로 +1 탐지를 얻었습니다.
qstr_{s11}_recovered_from|{s11}이 심각한 부상으로부터 회복했다.
qstr_Volunteers|지원자
qstr_Reserves|예비군
qstr_have_taken_measure_o|당신 세력의 군사력을 유심히 측정해보니 더 대담하게 성장한 것 같습니다.
qstr_loses_Faction_Streng|보급망의 침범으로 인해 세력 군사력을 잃는다.
qstr_loses_Faction_Strengt|캠프 파괴로 인해 세력 군사력을 잃는다.
qstr_gains_Faction_Streng|당신이 거둔 승리가 퍼져 세력 군사력을 얻는다.
qstr_Something_wrong_not_|무언가 잘못되었다. 되돌리기에 충분한 병력이 없다.
qstr_Raiders|약탈자들
qstr_have_won_the_sea_bat|해전에서의 패배가 당신 부대의 사기를 꺾었다. 적은 이 승리를 이용하여 더 자주 공격할 수도 있다.
qstr_loses_Faction_Strength|파괴적 약탈로 인해 세력 군사력을 잃는다.
qstr_loses_Faction_Strength_|당신이 바다에서 거둔 성공으로 인해 세력 군사력을 잃는다.
qstr_You_spent_{reg67}_of|당신은 {s1}에 {reg67} 영향력을 사용했고, {reg66}이 남아있다.
qstr_{s2}_{reg3?was:is_ar|{s2}가 {s5} 근처에 {reg3?있었다:있다}
; qstr_Army_of_{s6}|Army of {s6}
; qstr_Host_of_{s6}|Host of {s6}
; qstr_The_host_of_Isengard|The host of Isengard has razed {s2}!
qstr_{s1}_{s0}|{s1}, {s0}
qstr_{s1}_and_{s0}|{s1} 그리고 {s0}
qstr_No_Troops_Left.|병력이 더이상 남지 않았다.
qstr_avoid_melee|melee 회피
qstr_stand_and_fight|맞서 싸우기
qstr_Everyone|모두
qstr_Shield___{reg31}_|방패 (-{reg31})
qstr_Power_Draw___{reg31}|당기는 힘 (-{reg31})
qstr_Riding___{reg31}_|승마 (-{reg31})
qstr_Horse_Archery___{reg|기마 궁술 (-{reg31})
qstr_Athletics___{reg31}_|운동능력 (-{reg31})
qstr_No_Skill_Penalty_Ass|할당된 기술 페널티 없음
qstr_Inventory|소지품
qstr_Show_stats|능력치 보이기
qstr_Show_item_details__|소지품 상세 확인  
qstr_Troop_detail|부대 상세
qstr_{s1}^|{s1}^
qstr_{s1}Level:_{reg1}^|{s1} 레벨: {reg1}^
qstr_{s1}Hit_Points:_{reg|{s1} 체력: {reg1}
qstr_{s1}Atributes:_^___S|{s1}Atributes: ^   Strength:^
qstr_{s2}^{reg1}^|{s2}^{reg1}^
qstr_{s1}___Agility:|{s1}   민첩:
qstr_{s2}{reg1}|{s2}{reg1}
qstr_{s1}Main_skills:_^|{s1} Main skills: ^
qstr_{s1}___Power_Strike:|{s1}   때리는 힘
qstr_{s2}{reg1}^|{s2}{reg1}^
qstr_{s1}___Athletics:^|{s1}   운동능력:^
qstr_{s1}___Riding:^|{s1}   승마:^
qstr_{s2}_^|{s2}-^
qstr_{s1}___Power_Throw:^|{s1}   당기는 힘:^
qstr_{s1}___Power_Draw:^^|{s1}   당기는 힘:^^
qstr_{s2}{reg1}^^|{s2}{reg1}^^
qstr_{s2}_^^|{s2}-^^
qstr_{s1}Weapons:^|{s1} 무기:^
qstr_{s1}___One_Handed:^|{s1}   한손 무기:^
qstr_{s1}___Two_Handed:^|{s1}   양손 무기:^
qstr_{s1}___Polearms:^|{s1}   폴암:^
qstr_{s1}___Archery:^|{s1}   궁술:^
qstr_{s1}___Crossbow:^|{s1}   석궁:^
qstr_{s1}___Throwing:^|{s1}   투척:^
qstr_{s1}___Slings:|{s1}   Slings:
qstr_{s2}_|{s2}-
qstr__Click_on_the_troop_|(클릭해 병력 교대)^^장비 ^(투구,갑옷,장갑,부츠 등)^을 눌러 그들을 표시합니다.
qstr_ready_bows_and_missi|활과 투척 무기 준비
qstr_ready_side_arms|보조무기 준비
qstr_ready_two_hander|양손 무기 준비
qstr_ready_polearms|폴암 준비
qstr_shields_up|방패 들기
qstr_doff_shields|방패를 내리다
qstr_Distance___{reg70}__|거리 - {reg70} - {s11} 부대 - {s12} 병력
qstr_A_golden_mist_from_L|로리엔의 금빛 안개가 전장을 감싼다. 당신과 당신 병력은 귀부인의 존재에 고양되었다.
qstr_A_golden_mist_from_Lr|로리엔의 금빛 안개가 전장을 감싼다. 마녀가 가까이에 있고, 당신과 당신 부대의 등골을 오싹하게 한다.
qstr_Dark_clouds_from_Mor|모르도르에서 피어난 흑구름이 전장을 뒤덮는다. 당신 궁수들은 적을 보는데 문제가 생겼고, 당신 병사들을 위협하는 악이 느껴진다.
qstr_Dark_clouds_from_Mord|모르도르에서 피어난 흑구름이 전장을 뒤덮는다. 암흑의 군주가 당신과 당신 병사들에게 힘을 주는 것이 느껴진다.
qstr_A_thunderstorm_from_|안개 산맥에서 온 뇌우가 전장을 무섭게 휩쓴다. 당신 병력들은 느려지고, 병사들 사이에서 미신을 믿는 이들은 공포에 빠졌다.
qstr_A_thunderstorm_from_t|안개 산맥에서 온 뇌우가 전장을 무섭게 휩쓴다. 이런 날씨라면 궁수들은 어려움을 겪는다.
qstr_A_poisonous_fog_from|돌 굴두르에서 뿜어져나오는 독 안개가 전쟁터에 남아있다. 당신과 당신의 병력들이 약해지는 것을 느낀다. 병사들 사이에 공포가 도사리고 있다.
