
str_yes|예
str_npc25_intro|너른골에 온 것을 환영합니다! 어떻게 도와드릴까요?
str_npc26_intro|쉿! 경비의 관심을 그렇게 끌다간, 네 목덜미를 잘라다가 와르그 먹이로 주겠어!
str_npc27_intro|너!
str_npc18_intro_response_1|죽음에 묶여서, 갇혀있는 노예에게, 내게 할 말이 있는가? 뭐라 말할 생각이지?
str_npc19_intro_response_1|고귀한 피를 말하는건가? 하! 자네는 자네 몸에 그것이 한방울이라도 흐른다고 어떻게 확신하나?
str_npc20_intro_response_1|여길 봐, 이건 무슨 의미지, 마녀? 너는 누구지?
str_npc21_intro_response_1|반갑습니다, 레이디. 실례가 되지 않는다면 그대의 이름을 알려주지 않겠습니까?
str_npc22_intro_response_1|요정 군주 만세! 만나서 정말 영광입니다.
str_npc23_intro_response_1|이게 실반 엘프들이 손님을 맞이하는 방식인가?
str_npc24_intro_response_1|{playername} 무엇이든 분부만 하세요. 두린의 후예께선 어떻게 지내십니까?
str_npc25_intro_response_1|반갑네. 나는 우리 부대에 합류할 지원자가 없는지 둘러보고 있었네.
str_npc26_intro_response_1|그딴 위협 집어치워, 우루크. 줘패버리기 전에.. 나는 밀고자가 아니야.
str_npc27_intro_response_1|당신은 누구지?
str_npc18_intro_response_2|죽기 위해 묶여있는 노예와 대화할 바엔 말을 아낄 것이다.
str_npc19_intro_response_2|건방진 놈. 저리 비켜.
str_npc20_intro_response_2|네 정신나간 헛소리에 장단 맞출 시간 없다, 마술사.
str_npc21_intro_response_2|실례지만, 다른 급한 일이 있어서요.
str_npc22_intro_response_2|실례지만, 이야기해야할 더 중요한 사람이 있는지라.
str_npc23_intro_response_2|이쪽이 할 말이오. 안녕히.
str_npc24_intro_response_2|신경쓰지 말게. 신선한 공기 좀 쐬어야겠군.
str_npc25_intro_response_2|신경쓰지 말게. 그냥 둘러보는 중이니까.
str_npc26_intro_response_2|그럼 가던 길이나 가시지. 아니면 내 칼이 따끔거리게 될테니까.
str_npc27_intro_response_2|[무시하고 떠난다]
str_npc18_backstory_a|나는 단순한 노예까 아니다! 난 앞장서는 전사이자, 대열 사이에 있을 내 정당한 자리를 박탈당한 자이다! 내가 여자라는 것을 알겠지만, 나는 다른 사람들보다 더 강하고 날렵하며, 셀 수 없을 정도로 많은 남자들과 싸워 이겼다. 구덩이 관리자 - 저주받을 놈! 그 놈이 날 시험했다, 세 명과 동시에 싸우라고 했어. 세 명!
str_npc19_backstory_a|확실히 작은 양이겠지만, 내 어미는 내 혈통에 대해 모두 말해주었다. 나는 펭겔 왕의 직계 후손인 하이드렉이다. 우리 족장들보다 로한과 던랜드의 왕좌에 더 가깝다! 내 머리카락은 검은 색이지만 어딘가 노란색 머리카락이 한 가닥씩 나오더군.
str_npc20_backstory_a|꿈 속에서, 나무를 보았다. 온통 백색인 나무 한 그루. 그리고 너, 너도 거기 있었다. 그 옆에 서있었다. 너는 너의 손을 그 줄기에 올려놓았고, 그 줄기는 뿌리까지 시들어버렸다. 하늘의 그림자가 길어지더니, 공기가 점점 무거워졌다. 그리고 그 때, 머나먼 동쪽에서 웃음소리가 들렸다.
str_npc21_backstory_a|나의 이름은 Gálmynë, 당신의 이름을 알아야만 했습니다, {playername}. 이유를 설명해드리죠.
str_npc22_backstory_a|당신은 필멸의 인간들에게는 잊혀진 내 전투에서의 활약에 대해 알고 있을지도 모르겠군요. 시간의 흐름 속에서 이 전쟁은 엘다르의 또다른 위협일 뿐이지만, 이게 마지막 전쟁이 될 겁니다.
str_npc23_backstory_a|무례를 용서하시죠, 이방인. 하지만 우리는 방문자들이 별로 없고, 오더라도 별 믿을만한 사람들이 아니라서요. 지난주에는 웬 난쟁이가 나타나서는... 어쨌든간에. 나의 이름은 르에바나. 어둠숲의 숲 엘프입니다.
str_npc24_backstory_a|물어봐줘서 고맙습니다. {playername}, 사실 동부인과 군다바드 오르크들의 급습으로 우리와 너른골은 손도 쓰지 못한 채 당하고 있소.
str_npc25_backstory_a|병영의 보급담당자와 대화를 나누면 용감한 자원자들을 찾을 수 있을 겁니다. 나로 말하자면 의무병으로서, 또 식물학자로서 보잘것없는 재주를 갖고 있죠.
str_npc26_backstory_a|만나서 반갑군! 다들 나를 글럼이라고 부르지. 내 부하 중 하나의 내장을 뒤집어놓았더니 놈들 부하들이 날 쫓기 시작했어.^ 쓸데없는 돼지새끼들이 날 노리고 있어! 한번은 밀짚머리 순찰대에게 습격당했었지... 부하 놈은 실성해서 '떨어져'라고 비명을 질러대며 도망처버렸다. 오직 글럼과 다른 몇몇 녀석들만 굳건히 서서 놈들의 기병 돌격을 부숴버렸지. 그러고나서 놈들의 밀짚머리를 정말 볏짚단처럼 늘어놓았어. (헤-헤-헤). 하지만 우리가 충분히 강하지 않았더라면, 우리 모두 벌레 먹이가 되었을거야!
str_npc27_backstory_a|나는 더가쉬다!
str_npc18_backstory_b|내가 승리했다! 놈들을 패배시켰어! 하지만... 그 중 한 명은 너무나 약해서 내가 놈을 쳤을 때 죽어버렸어. 그가 단순한 빚쟁이 중 하나였다면 그대로 끝났을 일이지만, 아니었어. 그는 럼사쿤 대왕의 수많은 사생아 중 하나였지.
str_npc19_backstory_b|글쎄, 로한이나 던랜드에서 내 주장을 받아들이는 이를 찾지는 않겠지만, 그럼에도 불구하고 그것은 사실이다. 나의 할머니는 야산에 사는 목동이었는데 어느날 아이센 둑에서 우연히 현 국왕 세오덴의 욕심많은 조부인 펭겔 왕과 만났다. 그는 그녀에게 홀딱 반했고, 내 어미가 그의 아이였다.
str_npc20_backstory_b|네가 누구 앞에 서있는 지 모르는가? 무지한 멍청이 같으니. 내가 고대 아칼라베스의 지구르펠이라는 것을 알아라 - 보아하니 이 이름에 대해 아무것도 모르는 모양이군! 또한 내가 우리의 집과 무기를 가라앉힌 발라들이 나와 내 동족들에게 부당하게 내린 예전의 잘못을 바로잡을 방법을 찾고 있다는 것을 알아라. 아, 아르파라존이시여, 위대하고 영광스러운이여! 당신의 통찰력이 이대로 누구도 기억 못하는 채로 남겨지는 것입니까? 아니, 지구르펠이 살아숨쉬며 그 분의 일을 행하는 한은 아닐 것이다!
str_npc21_backstory_b|나는 귀한 집안에서 태어났고, 어린 소녀시절부터 Éowyn 부인을 하녀로서 명예롭게 섬겨왔다. 나는 로한의 방패처녀가 되기 위해 내 형제들과 같이 훈련받았다. 우리 아버지가 그만큼 현명했단거지.
str_npc22_backstory_b|군주 엘론드께서 군주 켈레보른에게 나를 보내어, 로바니온과의 전쟁에 필요한 도움과 조언을 주라 하셨다.
str_npc23_backstory_b|나는 우리의 아름다운 숲 속에 숨겨진 길을 걷는 것을 좋아합니다. 가끔 나는 나무들 사이로 조용히 다니며 많은 숲 속 동물들의 습성을 관찰한다. 희귀한 새의 노래, 멧돼지의 보금자리는 무기가 부딪히는 소리나 에다인의 거대한 벽만큼이나 내게 아름답다.
str_npc24_backstory_b|나는 에레보르의 방어를 향상시켰고, 젊은 난쟁이족들을 나의 아버지이자 베테랑 병사인 드왈린의 지도 아래에 우리의 관습에 따라 훈련시켰다.
str_npc25_backstory_b|나는 브랜드 왕 아래에서 변비를 치료하곤 했어. 전쟁에 나가는 남자들의 고질병이거든 wormwood 로 만든 양조주 두 잔이면 편안해지지.
str_npc26_backstory_b|그래서 나는 나 자신에게 '어이 글럼, 여기서 고깃덩이 시체로 끝날 생각이야?' 나는 '아니오'라고 대답했다.^ 다음 전투에서 나는 다친 척 뒤로 넘어지고, 아무도 보지 않을 때 내 부하 놈을 덮쳤지! 거의 반으로 잘라버렸어, 그아아! 그리고 놈이 옆에 데리고 있던 노예를 깔끔하게 잘라냈지^^...그 피투성이 놈은 어찌저찌 살아남아서 거기서 일어난 일에 대해 다른 놈들에게 나불댔지. 다음에 만나면 놈의 머리통을 확실히 따주겠어, 그르르...
str_npc27_backstory_b|나는 아이센가드의 늑대 기수이자 추적자다.
str_npc18_backstory_c|그래서 나는 여기에, 저주받고 침뱉음 당해, 나를 조롱하는 개자식들보다 더 강하다는 이유로 죽어야만 한다! 날 풀어주어라, 위대한 이여. 날 풀어 다오. 나를 대변해다오 - 내 힘이 네 것이 될 것이다. 내 칼이 네 것이 될 것이다. 내 목숨이 네 것이 될 것이다!
str_npc19_backstory_c|물론 다에글라프 족장과 나머지 사람들은 내가 전투에서 공을 세웠다간 내 정당성에 날개를 달아주는 꼴이란 걸 알기 때문에 내게 영광을 얻을 기회를 주지 않으려 할 것이다. 그랬다면 병사들이 내 깃발 아래 몰려들었을텐데! 당신의 명성이 당신보다 앞선다, 사령관. 내가 당신의 깃발 아래에서 섬길 수 있게 해준다면, 너를 위해 대단한 일들을 해낼 수 있을 것이다.
str_npc20_backstory_c|오 아칼라베스, 지금 어디에 있는가? 흐려져, 흐려져 사라져버렸구나... 한때 빛이 있었던 곳, 무엇보다 위대했던 우리 민족의 영광, 이제는 그림자만이 남아있구나. 나의 아름다운 고향은 이제 바다의 영원한 고요함을 알게 되었다. 그러나 내 가슴은 여전히 불꽃으로 가득 차있고, 그 속에서 검은 짐승들이 마구 날뛰고 있다. 너와 네 종족이 상상조차 못한 강력한 기술을 안다. 내게 귀를 기울여라! 네게 필요해 마땅한 내 도움을 원하는가, 아니면 여기서 벌레처럼 어슬렁거리며 떠나겠는가? 서둘러 결정하라!
str_npc21_backstory_c|아무리 뛰어난 여성이라 해도 éoredas와 함께 말을 달릴 수 없겠지. 하지만 불가 옆에서 다른 전사들이 돌아오는 것을 하염없이 기다리는 게 내 운명이라 생각하진 않아. 나는 이 전쟁에서 위대한 것들을 이룰 기회가 사라질때까지 가만히 앉아있지 않을거야. 네 도움은 기꺼이 받아들이겠어. 전사여.
str_npc22_backstory_c|하지만 로스로리엔의 적들이 계속 돌아다니기만 한다면, 잠깐이라도 너와 합류하는 것을 고려해도 될 것 같은데, {playername}. 내 생각에 우리의 운명이 이 전쟁에서 서로 얽혀있는 것 같아.
str_npc23_backstory_c|이해하지 못하겠지. 내 생각에 넌 전쟁을 준비하는 것 같은데, 분명히 멀리 많은 장소를 여행하게 될거야.. 다른 위대한 숲들을 본 적 있어? 날 그곳으로 데려다 줄 수 있어?
str_npc24_backstory_c|조상의 기질을 가진 이 난쟁이 전사를 욕보이는 싸움이 소강상태에 접어들고 있다. 여행을 떠나면 더 많은 행동들을 보게 될 테고, 네 목적은 난쟁이들과 친해지게 되는 거겠지? 난쟁이가 자네의 생존 가능성을 크게 높여줄걸세.
str_npc25_backstory_c|내가 듣기로 다른 곳에서도 싸움이 벌어지고 있고, 우리의 고향은 잘 보호되고 있는 것 같아. 네 갑옷의 흔적으로 보건대 분명 많은 위기를 견뎌내왔겠지. 내 보잘것없는 기술들이 네 동료들에게 도움이 될 수 있을거야. 우리 모두를 위해서도.
str_npc26_backstory_c|나는 전투 우루크-하이이자 광전사다! 인간을 죽일 때 필요한 것들을 모두 알고 있지. 하얀 손을 섬기지만, 그 분이 나를 불구덩이로 던져넣었으니 아이센가드의 다른 스나가들이 이를 갈고 있을 동안에 남쪽 인간들이나 사냥하러 나가봐야겠군!
str_npc27_backstory_c|어쩌면 다음엔 네가 내 주인이 될지도 모르지.
str_npc18_backstory_later|내 생각에, 위대한 왕 럼사쿤이 다른 곳에서 바쁘다는 것이 행운이었을지 모른다. 그의 감독관이 나를 여기에 썩게 내버려두었다. 하지만 죄수로 죽는 것은 내 운명이 아니야! 전쟁터에서 얻을 내 정당한 죽음을 허가해주려고 온 건가?
str_npc19_backstory_later|어이 거기! 다시 돌아왔구나, 그럴 줄 알았어. 질투심 많은 족장들이 내 손을 놀게 놔두더군. 어디 말해보자고, 사령관! 나는 너를 따라가서 내 명성을 얻기 위해 네 부대와 함께 싸우겠어.
str_npc20_backstory_later|넌 아직도 내 꿈을 망치고 있어! 내게 일말의 평화도 주지 않을 셈인가? 내 꿈속의 눈은 깊고도 멀리 본다. 여기 돌 굴두르에서조차 나는 네가 무엇을 행하는지 다 볼 수 있어. 이렇게 말하지. 네가 현명하다면, 지금쯤 다시 나에게 도움을 청하는 것이 어떤가.
str_npc21_backstory_later|점점 많은 기수들이 처참한 시체로 돌아오는데, 나는 내가 할 수 있는 일을 해야만 해. 하지만 나는 아직 새 우리에 갇혀있는 느낌이야.
str_npc22_backstory_later|생각이 바뀌었어? 엘다르를 위한 시간이 점점 짧아지고 있어.
str_npc23_backstory_later|며칠간 거대 거미들이 둥지를 지키는 것을 관찰하고 있었어. 처음 볼 때는 못생긴 생물들이지만, 둥지 하나는 잘 지키는 놈들이지. 함께 여행을 떠나자고 요청하러 온거야?
str_npc24_backstory_later|방어벽을 쌓는 것도 난쟁이들에게 높은 가치이지만, 나는 내 도끼를 써야겠어. 금방 자네와 합류하겠네.
str_npc25_backstory_later|얼마 전에는 왕께서 부르셨는데, 심각한 구토 때문이었지. 그 분 증세가 적과 싸우는 데 악영향을 미치지 않았으면 좋겠는데. 혹시 너도 구토나 변비에 시달리고 있니?
str_npc26_backstory_later|내가 뭘 하고 있는것처럼 보이는데? 글럼이 어둠 속에서 웬 노예새끼가 숨어들어서 칼빵 놓기를 기다리고 있는 것처럼 보이냐? 나를 데려가 - 너를 잘 섬겨줄테니까.
str_npc27_backstory_later|생각이 바뀌었어? 너를 잘 따라준다니까.
str_npc18_backstory_response_1|네가 보기처럼 정말 흉포하다면, 아마 날 위해 싸울 수 있을 거야. 물론 우리가 너를 좀 먹여주고 나면, 물론.
str_npc19_backstory_response_1|아주 좋아. 전선에서 싸울 수 있기만 하다면, 넌 쓸모가 많겠군, 던랜딩.
str_npc20_backstory_response_1|같이 가자고 하는 말 치고는 괴상한 방법이군, 마녀. 뭐 좋다, 너는 함께 갈 것이다.
str_npc21_backstory_response_1|허락해준다면 기꺼이 로한 방패처녀의 도움을 받겠네.
str_npc22_backstory_response_1|이렇게 말하는 것이 주제넘을지도 모르겠지만, 다가올 전투에서 당신이 가진 기술들을 유용하게 쓸 수 있을 것 같은데.
str_npc23_backstory_response_1|우리는 세계를 여행하긴 하지만, 이 땅을 향유하는 모든 것들을 위해 전투하기 위함이다.
str_npc24_backstory_response_1|물론이지, 난쟁이족 전사가 우리 동료가 된다니 든든하겠는데.
str_npc25_backstory_response_1|우리에게 의사나 식물학자가 필요할수도 있겠어.
str_npc26_backstory_response_1|우리에게 광전사가 있다면 유용하게 쓸 수 있을거라 생각해.
str_npc27_backstory_response_1|그렇게 될거야.
str_npc18_backstory_response_2|하! 야만적인 구덩이 개 따위는 내 동료로 어울리지 않아.
str_npc19_backstory_response_2|위대한 업적에 대해 말하는 군. 나한테 다시 접근하기 전에 가서 네 일을 좀 해라!
str_npc20_backstory_response_2|하! 짖기는 잘 해도 무는 것보단 못한걸. 난 해야할 일이 있다!
str_npc21_backstory_response_2|유감스럽지만, 아가씨. 제가 해드릴수 있는게 없군요
str_npc22_backstory_response_2|로스로리엔이 더 안전해지면 그때 다시 오지.
str_npc23_backstory_response_2|아니, 미안하지만 우리는 얼쩡거리는 사람을 받지 않아.
str_npc24_backstory_response_2|아니, 유감스럽지만 우리끼리 잘 해낼 수 있을 것 같아.
str_npc25_backstory_response_2|아니, 유감스럽지만 우리는 의사를 필요할때만 초청해.
str_npc26_backstory_response_2|하. 나는 배신자 싫어해.
str_npc27_backstory_response_2|노예야, 너는 이제 더 이상 쓸모가 없다.
str_npc18_signup|아, 또 고기 때문에 애를 먹고 있다니! 내 진정한 기개를 보게 될거야. 내 손발이 자유로워지고, 내 뱃속에 음식이 들어간다면 말이지!
str_npc19_signup|그래, 나를 그렇게 불러도 돼. 난 내 던랜딩의 피가 부끄럽지 않으니까. 우리 민족은 로한의 폭군 왕 밑에서 큰 고통을 받았으며, 그들에게 동족애를 느끼고 있다. 나는 이 전쟁에서, 그리고 네가 하는 모든 일에서 너를 도울 것이다. 하지만 그 답례로, 사령관, 때가 되면 내 주장을 밀어붙이는 것을 도와줘야겠다.
str_npc20_signup|이번에는 네 오만함을 넘어가주겠지만, 언젠가 이 일로 말이 나올것이라는 것을 알아두어라. 아마 그때쯤이면, 우리 둘 다 한때 많은 다른 이름으로 불리던 암흑의 군주 앞에 서있을 것이고, 누구의 말에 귀를 기울이시는지 보자. 그때가 되면 너에게 예의라는 것을 가르쳐주마.
str_npc21_signup|제안을 기쁘게 받아들이지. 자네 부대가 날 환영하도록 허락하겠네, 사령관.
str_npc22_signup|알겠네. 자네와 자네의 명성에 대해 익히 들어왔지.
str_npc23_signup|나는 폭력이나 전쟁무기를 별로 좋아하지 않지만, 내 몸 하나는 건사할 수 있어.
str_npc24_signup|나는 도끼를 잘 다루고, 휘두르는 것과 던지는 것 둘 다 뛰어나지. 나와 상인들을 이어준다면 네 지출도 낮게 유지해줄 수 있어. 그리고 나는 전장에서 도망친 적들로부터 최고의 전리품을 얻을 수 있는 눈을 갖고 있지.
str_npc25_signup|정말? 그렇다면, 나는 그냥 약초나 조합식을 모으면 돼.
str_npc26_signup|전투 우루크는 어떤 노예보다도 더 가치있지. 전투 우루크는 전쟁에서 도마이는 법이 없으니.
str_npc27_signup|정말? 날 명단에 넣어두는 게 좋을거야.
str_npc18_signup_2|어머니는 내게 "나는 많은 병사를 자르기 위해 태어났다"고 말한 적이 있다. 너를 위해 서양의 부드러운 약자들을 많이 죽여주겠다. 좋은 칼만 내 손에 쥐어주면 나머지는 내가 알아서 하겠다!
str_npc19_signup_2|나는 내 동족들처럼, 밤의 늑대처럼 싸운다. 나는 창을 던지거나, 돌격하는 기병의 가슴에 파이크를 꽂아넣을 수도 있다. 팔다리를 도끼나 칼로 저며놓을수도 있다. 당신과 함께라면, 공개적으로 말하건대, 당신이 위대한 눈을 섬기든, 백색 손을 섬기든 나는 아무 상관 하지 않을 것이다. 내가 오로지 원하는 것은, 황금회랑에 자리한 내 정당한 왕좌에 앉는 것 뿐이다.
str_npc20_signup_2|하지만 지금은, 오랜 세월에 걸쳐 찾아낸 내 전승과 기술을 그대를 섬기는 데에 매이게 하소서. 이것을 아셔야합니다, 지구르펠의 도움이 있다면, 당신은 우툼노 구덩이의 드래곤에게 날개를 달아준 것과 같이 될 것이라는 것을. 비록 당신이 이해하지 못할지라도, 당신과 당신의 목적을 위해 위대한 일을 행할 것입니다!
str_npc21_signup_2|활과 창으로 사냥을 몇 번 나간 적이 있었어. 명령을 내려준다면 그걸로 오르크 놈들을 추적할 수 있겠지. 그리고 치유 기술도 있으니 분명 내가 필요할거야.
str_npc22_signup_2|내가 너의 부대에 합류하고나면 예상치 못한 곳에 공세를 퍼부어서 적들을 무너트릴 수 있을거야. 내 장담하지.
str_npc23_signup_2|아마 내가 너에게 더 빠르고 조용히 움직일 수 있는 법을 가르쳐줄 수 있을거야. 가자.
str_npc24_signup_2|만약 당신 부대의 키큰 사람들, 특히 교활한 엘프 같은 놈들을 줄 세울 수 있다면 나는 기꺼이 너와 합류할거야.
str_npc25_signup_2|미리 경고해두는데, 난 전투에 별 도움이 되지 않을거야. 하지만 너 정도면 내 또래 여자 쯤은 쉽게 지켜줄 수 있겠지.
str_npc26_signup_2|하지만 빨리 결정해야해. 여기 경비병들이 의심하기 시작했어.
str_npc27_signup_2|날 데려간 걸 후회하지 않을거야.
str_npc18_signup_response_1|네 정신이 마음에 든다. 아주 좋아, 너를 대신하여 럼사쿤에게 말해두지.
str_npc19_signup_response_1|좋아, 그럼, '왕자님', 무기를 들어라. 너는 이제부터 날 위해 싸운다.
str_npc20_signup_response_1|당신의 체면을 보아하니, 당신은 헛된 말을 할 것처럼 보이지는 않아 보여. 나를 실망시키지 마라. 지구르펠.
str_npc21_signup_response_1|인상깊군요. 우리는 떠날 준비가 되었습니다, 언제든지 말씀만하시죠, 아가씨.
str_npc22_signup_response_1|요정 군주와 동료가 되다니 영광입니다.
str_npc23_signup_response_1|아주 좋아. 네가 오르크를 보자마자 꽁지빠져라 도망치지 않기를 바라지.
str_npc24_signup_response_1|아주 좋아, 난쟁이 장인. 합류를 환영하네.
str_npc25_signup_response_1|우리와 함께 있는 동안은 안전할거요, 약속하지. 바로 떠나도록 하세.
str_npc26_signup_response_1|아주 좋아. 네가 말해준 그대로만 해. 잘 먹여줄테니.
str_npc27_signup_response_1|아주 좋아. 출발하자.
str_npc18_signup_response_2|너는 맹렬하다... 어쩌면 너무 맹렬할지도. 당분간은 좀 더 시간을 들여서 복종을 가르쳐야할 지도 모른다.
str_npc19_signup_response_2|이 건초더미 위에 좀 더 앉아 있어야 할 겁니다, '왕자님'.
str_npc20_signup_response_2|너의 허풍과 욕설이 귀에 거슬린다. 우리가 다시 대화하기 전에 혀를 길들이는 것이 좋겠다!
str_npc21_signup_response_2|사과드립니다, 아가씨. 이번에는 안될 것 같군요.
str_npc22_signup_response_2|다시 생각해보니, 우리 스스로로도 로스로리엔을 지킬 수 있겠는걸.
str_npc23_signup_response_2|미안하네만, 당신은 전투에 나가 싸울만한 재목으로는 보이지 않아서.
str_npc24_signup_response_2|유감이네, 엘프를 좋아하게 되었어.
str_npc25_signup_response_2|미안하네, 전투할 수 있는 자들은 모두 내 휘하에 있네.
str_npc26_signup_response_2|마음을 바꿨소. 이제부터 당신을 찾는 자들은 모두 내게 와서 물어보아야 할 거요.
str_npc27_signup_response_2|마음을 바꿨소.
str_npc18_payment|확실히, 너 정도 위상을 지닌 강력한 사령관은 말만 하면 돼, 그럼 그들이 날 풀어줄거야. [{s14}의 영향력 {reg14} 만큼 소모]
str_npc19_payment|흑색의 다에글라프 족장이 나를 이곳에 붙잡아둘 핑곗거리를 찾고 있는 것 같은데. [{s14}의 영향력 {reg14} 만큼 소모]
str_npc20_payment|대신, 너는 나나 우리 둘이 섬기는 주인을 실망시키지 않을 정도로 잘 해낼 것이다. 그의 평가 아래 훌륭히 수행해냈는가? [{s14}의 영향력 {reg14} 만큼 소모]
str_npc21_payment|당신을 따르겠습니다, 하지만 도시가 공격당하면 누가 이 부상병에게 신경이나 써 주겠습니까? [costs {reg14} Influence with {s14}]
str_npc22_payment|곧 따르겠습니다. 적들은 근처에 다가오기도 전에 제 존재를 눈치채고 꼬리를 내릴 겁니다. 하지만 로스로레인 또한 제가 있어야 할 곳입니다. [costs {reg14} Influence with {s14}]
str_npc23_payment|당신의 휘하에 들어가겠습니다. 하지만 제가 이곳에서 맡은 임무가 있습니다. [costs {reg14} Influence with {s14}]
str_npc24_payment|당신을 따르겠습니다. 하지만 제 영광스러운 아버지 드왈린께서 이러한 시기에 제가 왜 이 도시를 떠나려 하는지 이해해주시지 못할 것 같아 염려스럽습니다. [costs {reg14} Influence with {s14}]
str_npc25_payment|왕께서 저를 여전히 필요로 하시니 아직은 이 도시에서의 제 의무를 저버릴 수가 없습니다. 떠나기에는 폐하의 건강이 염려스럽습니다. [costs {reg14} Influence with {s14}]
str_npc26_payment|당신을 따라 나서고 싶습니다만, 성문을 지키는 보초병들이 그러게 두지 않을 겁니다.^말씀드리는데, 이미 시도해 봤다니까요. [costs {reg14} Influence with {s14}]
str_npc27_payment|당신의 휘하에 들어가겠습니다. 하지만 제가 이곳에서 맡은 임무가 있습니다. [costs {reg14} Influence with {s14}]
str_npc18_payment_response|의심의 여지 없이, 럼사쿤의 부하들은 감히 나를 거부하지 못 할거야. [{reg14}/{reg15} 영향력 소모]
str_npc19_payment_response|다에글라프 족장이 내 솔직한 부탁을 듣고 길을 내줬으면 좋겠는데. [{reg14}/{reg15} 영향력 소모]
str_npc20_payment_response|물론 그렇다네. 어서 와라! 네가 따르는 것은 천한 스나가 따위가 아니라는 것을 알게 될 거다. [{reg14}/{reg15} 영향력 소모]
str_npc21_payment_response|고귀한 일이지만, 대신할 사람은 분명히 있을겁니다. [{reg14}/{reg15} 영향력 소모]
str_npc22_payment_response|날 믿게. 여기보다 자네를 유용하게 써줄테니까. [{reg14}/{reg15} 영향력 소모]
str_npc23_payment_response|이제부터 자네의 의무는 나와 있는 것이네. [{reg14}/{reg15} 영향력 소모]
str_npc24_payment_response|드왈린께서도 전투의 영광을 지닌 난쟁이를 적들로부터 오래 떨어트려놓아서는 안된다는 점을 이해하실 것이네. [{reg14}/{reg15} 영향력 소모]
str_npc25_payment_response|폐하의 안전도 중요하지만, 나와 함께 가면 더 많은 사람들을 구할 수 있을 걸세. [{reg14}/{reg15} 영향력 소모]
str_npc26_payment_response|아, 경비는 자네를 막지 못할거야. 나와 함께 간다면 말이지. [{reg14}/{reg15} 영향력 소모]
str_npc27_payment_response|이제부터 자네의 의무는 나와 있는 것이네. [{reg14}/{reg15} 영향력 소모]
str_npc18_morality_speech|위대한 이여! 내 피의 갈망이 아직도 목말라한다! 우리는 왜 겁쟁이처럼, {s21}을 저질렀나? 날 다시 그들과 싸우게 해라!
str_npc19_morality_speech|사령관, 나는 우리가 {s21}을 한 것이 마음에 들지 않아. 나 같은 왕은 언제나 아낌없이 주어야하겠지만, 만약 식료품 창고가 텅텅 비어버린다면 나는 줄 것이 없고, 우리 군인들은 우릴 져버릴거야.
str_npc20_morality_speech|너에 대해 더 많은 것을 기대했는데, 사령관, 거짓말이 되어버리겠군. 조심해, 자신만을 챙기는 방식이 네 고결한 계획에 해를 끼치지 않도록 조심하는게 좋을거야!
str_npc21_morality_speech|병사들의 말에 귀담아듣지 마십시오. {s21}이야말로 때때로 현명한 결정이 될 수 있지요. 우리 모두 부러지지 않은 팔다리나 붙어있는 목숨에 감사해야하며, 운명이 우리에게 호의를 베풀 때 다른 날로 전투를 미룰 수 있어야합니다.
str_npc22_morality_speech|행동을 재고해주십시오, 사령관님. {s21}은 우리를 적들보다도 명예롭지 못하게 만들 뿐더러 우리 친구들의 사기를 떨어트립니다.
str_npc23_morality_speech|[No primary moral code]
str_npc24_morality_speech|{s21}을 결정한 것이 마음에 들지 않는군. 전사하는 것은 모든 생각 박힌 난쟁이들의 영광이지만, 겁쟁이가 이끄는 부대에서 살아남는 것은 치욕이다. 이 사실을 알게되면 내 동족들이 뭐라 할지 궁금하군.
str_npc25_morality_speech|사령관님, 당신에게 이의를 제기합니다. {s21}은 가혹하고 불필요한 일입니다. 그들의 고통을 덜어주기 위해 내가 할 수 있는 최선을 다할테지만, 두번다시 이런 값비싼 실수를 치르지 않았으면 합니다.
str_npc26_morality_speech|전투 우루크-하이는 {s21} 따위 하지 않는다. 내 주인의 심장이 콩알만하다면, 어느날 그 심장을 끄집어내버릴 것이다. 글럼의 이름을 걸고.
str_npc27_morality_speech|[No primary moral code]
str_npc18_2ary_morality_speech|위대한 이여, 나는 {s21} 따위를 하려고 합류한 것이 아니라, 적들의 피로 목욕하고자 가담한 것이다! 지금은 당신의 속임수를 쓸 수 있을지는 몰라도, 빨리 나에게 좋은 살육의 기회를 주어라, 부탁한다!
str_npc19_2ary_morality_speech|[No secondary moral code]
str_npc20_2ary_morality_speech|아, 우리의 참 위대하신 사령관. 그대가 이룬 위대한 업적들에 대해서 말해볼까? 함정의 아가리 속으로 방심한 채 뛰어들고, 전력으로 도망치곤 하는, 너희들의 전투가 그렇게 끝난 것이 몇이나 되는지 궁금하군.
str_npc21_2ary_morality_speech|어디 말해보시죠, 사령관님. 제가 살던 곳의 여성들은 죽는 한이 있을 지언정 불명예는 받아들일 수 없습니다. {s21}을 저지르다니 저희 조상과 가문에 대한 치욕입니다.
str_npc22_2ary_morality_speech|[No secondary moral code]
str_npc23_2ary_morality_speech|[No secondary moral code]
str_npc24_2ary_morality_speech|[No secondary moral code]
str_npc25_2ary_morality_speech|[No secondary moral code]
str_npc26_2ary_morality_speech|[No secondary moral code]
str_npc27_2ary_morality_speech|[No secondary moral code]
str_npc18_personalityclash_speech|위대한 이여, 발팽을 전사라 평가한다면, 나에게서 가능한 한 멀리 떨어져 있게 해주기를 부탁드립니다. 나는 이미 그에게 그의 손이 내가 허락하지 않는 부위에 닿게하지 말라고 경고했다. 그렇지 않으면, 그의 손을 잘라 말먹이로 줄 것이다.
