
str_yes|Áno.
str_npc24_backstory_a|Si pozorný, že sa na to pýtaš, {playername}. Zápasime s vpádmi Východniarov a Gundabadskými ohyzdmi, ale zatiaľ to nie je nič, s čím by sme si s našimi Dálskymi spojencami nedokázali poradiť.
str_npc25_backstory_a|Som si istý, že nejakých dobrovoľníkov nájdeš ak zájdeš za hajtmanom v kasárňach. Čo sa mňa týka, som len obyčajný bylinkár.
str_npc26_backstory_a|Dobre pre teba! Hovoria mi Gulm. Vykuchal som svojho veliteľa a jeho snagy po mne teraz idú.^To vypasené prasa to mohlo čakať! Raz nás prepadli tí čo majú hlavy jak slamu... a kvôli nemu nás porazily. ´Ústup´ škriekal a už sa za nim len prášilo. Len Gulm a pár ostatných ostali pevne stáť a zastavili útok jazdectva. Potom sme slamovlasých utĺkli (heh heh heh). Ale nebyť nás silákov, stalo by sa z nás žrádlo pre červy!
str_npc27_backstory_a|Som Durgash!
; str_npc18_backstory_b|I prevailed! I defeated them! But... one of them was so weak that he perished from the blows I dealt him. If he had been a simple bondsman, that would have been the end of it. But no. He was one of Great Lord Lurmsakun's many sons, by a lesser wife.
; str_npc19_backstory_b|Well, you will not find any of Rohan or Dunland who will accept my claim, but it is a true one nonetheless. My grand-dam was a herdswoman, living in the hills, and one day it chanced that old King Fengel, the greedy grasping grandfather of Theoden the Pretender, happened to see her on the banks of the Isen. He took a fancy to her, and my dam was his child.
; str_npc20_backstory_b|Do you not know before whom you stand? Ignorant fool. Know that I am Zigûrphel, of ancient Akallabêth - but like as not you know nothing of that name! Know, also, that I seek to redress the wrongs of long ago, the wrongs wrought upon me and my people by the spite of the Valar, they who sank our Great Armament and our home. Ah, Ar-Pharazôn, great and glorious! Shall your vision be unremembered evermore? No, not so long as Zigûrphel lives and has hands to do her work!
str_npc21_backstory_b|Narodila som sa do urodzenej rodiny a vykonávala som čestný úrad chyžnej Pani Éowyn už od detských čias. Naši otcovia boli natoľko prezieraví, že nám dovolili cvičiť sa v umení boja po boku našich bratov, aby sme sa stali štítonoškami Rohanu.
str_npc22_backstory_b|Pán Elrond ma posiela ako svojho veľvyslanca za Pánom Celebornom, aby mu poskytol radu potrebnú v čase Vojny v tejto časti Rhovanionu.
str_npc23_backstory_b|Rád kráčam skrytími chodníčkami v našom čarokrásnom lese. Niekedy ticho prechádzam pod stromami pozorujúc divokú zver hvozdu. Štebot vzácneho vtáka či pozorovanie ukladanie diviakov na odpočinok je pre mňa rovnakým potešením, ako rinčanie čepelí a pohľad na veľké steny pre Edainov.
str_npc24_backstory_b|Pomáhal som vylepšiť a vystužiť obranu Ereboru a vycvičil som tiež pár mladých trpasličích pobratimov pod dohľadom môjho cteného otca Dwalina, ako je naším obyčajom.
str_npc25_backstory_b|Vyliečil som Kráľa Branda zo zápchy, nevoľnosťou príznačnou pre mužov idúcich na vojnu. Stačí ľahký odvar z paliny a obe črevá sa uvoľnia, rovnako aj myseľ dôjde pokoja.
str_npc26_backstory_b|Takže som si povedal, ´Gulm, chceš sa stať zdochlinou?´ a odvetil som, ´Nie´.^Hneď v ďalšom boji som sa zvalil k zemi, akoby ma ranili. Potom, keď sa nik nedíval, skočil som po vodcovi! Rozťal som ho takmer na polovicu, gharr! Potom som čisto prebodol jeho sluhu snagu^^...Ukázalo sa, že ten krpatý podlizovač prežil a začal o tom jazyčiť. Nabudúce mu rovno useknem hlavu, gharr...
str_npc27_backstory_b|Som Vrrčí Jazdec a stopár z Isengardu.
; str_npc18_backstory_c|And so here I am, cursed at and spit upon, condemned to die for being mightier than the dogs who mock me! Free me, Great One. Free me, speak for me - and my strength is yours. My blade is yours. My life is yours!
; str_npc19_backstory_c|Naturally, Chief Daeglaf and the rest wish to give me no chance at all for glory, for if I were to perform great deeds in battle, it would lend wings to my claim. Men would flock to my banner then! Your fame runs before you, Commander. If you will allow me to serve under your banner, I can perform those great deeds for you.
; str_npc20_backstory_c|O Akallabêth, where are you now? Faded, all faded away... Where there once was light, the glory of our nation that was great above all others, now there is only the Shadow. My beautiful home now knows the eternal silence of the sea. But my heart is still full of fire, and dark beasts run wild within it. I know potent arts that you and your kind have never even imagined. Hearken unto me, now! Will you beg for my aid, as you should, or will you go from here skulking, like a worm? Choose swiftly!
str_npc21_backstory_c|Mal by si vedieť že ženy, akokoľvek skúsené, nesmú jazdiť s éoredmi. Ale stojím si za tým, že čakanie pri krbe na návrat vojakov nie je môj osud. Nebudem nečinne sedieť dokiaľ je v tejto Vojne stále čas na veľké činy a rada by som ich dosiahla po tvojom boku, bojovník.
str_npc22_backstory_c|Ale dokiaľ sú nepriatelia Lothlórienu na úprku môžem sa k tebe na chvíľu pridať, {playername}. Cítim, že naše osudy sú v tejto Vojne prepletené.
str_npc23_backstory_c|Vydiac ťa ustrojeného na vojnu si myslím, že by si to nepochopil. Ale musel si cestovať mnohými krajmi - povedz, videl si aj iné šíre hvozdy? Mohol by si ma k ním vziať?
str_npc24_backstory_c|Bojovanie v sebe nesie nápev pokoja, ktorý sa nehodí k trpasličiemu bojovníkovi môjho pôvodu a povahy. Domnievam sa, že na cestách si toho užijete omnoho viac a že tvoja vec je blízka záujmom trpaslíkov, že? Azda nemusím hovoriť, že bojovný trpaslík výrazne navýši vašu nádej na prežitie.
str_npc25_backstory_c|Dopočul som sa, že sa veľké boje odohrávajú inde a naše zeme sú od nich našťastie ušetrené. Súdiac podľa škrabancov na tvojom brnení usudzujem, že si sa často krát vrhol v ústrety smrteľnému nebezpečenstvu. Možno moje skromné schopnosti lepšie využiješ vo svojej družine pre vyššie dobre všetkých.
str_npc26_backstory_c|Som bojový Uruk-hai, berserk! Čo sa dá vedieť o kynožení ľudí, to viem. Slúžil som Bielej Ruke, ale tá by ma teraz najradšej uvrhla do pekelných dier.^^Radšej by som sa s tebou vybral loviť ľudí na juh, zatiaľ čo budú snagy škripotať zubami v Isengarde.
str_npc27_backstory_c|Možno by si mohol byť mojím novým vodcom.
; str_npc18_backstory_later|I have been fortunate, I suppose, that Great Lord Lurmsakun has been occupied elsewhere. His intendants have left me here to rot. But my destiny is not to die as a prisoner! Have you come to grant me my rightful death on the battlefield?
; str_npc19_backstory_later|Ho there! You have returned, as I knew you would. My hands are kept idle by my jealous chiefs. Let us speak, Commander! I would follow you, and fight in your ranks to win for myself renown.
; str_npc20_backstory_later|You trouble my dreams still! Will you give me no peace? My dreaming eye sees deep and far. Here in Dol Guldur I still have visions of your works. I say this: if you were wise, you would have asked for my aid again ere now.
str_npc21_backstory_later|Viacero jazdcov dorazí s početnými zraneniami na tele, snažím sa im poskytnúť tú najlepšiu starostlivosť. Ale stále sa cítim byť uviaznutý v kleci.
str_npc22_backstory_later|Už si sa rozmyslel? Čas Eldarov sa kráti.
str_npc23_backstory_later|Niekoľko dní som sledoval skrýšu obrovských pavúkov. Odporné tvory, ale aspoň držia votrelcov ďaleko. Prišiel si ma požiadať, či by som sa vybral na cesty s tebou?
str_npc24_backstory_later|Budovanie obrany zvládne každý trpaslík. Ale ja potrebujem nájsť prácičku i pre svoju sekeru. A to čo najskôr. Ber ma so sebou.
str_npc25_backstory_later|Znova som navštívil Kráľa, tentokrát pre zvracanie. Dúfam, že jeho pokus o zápas s nepriateľmi nedopadne rovnako, ako jeho zdravie. Netrpíš náhodou aj ty zápchou či zvracaním?
str_npc26_backstory_later|Čo si myslíš, že by som asi tak porába? Gulm tu sedí a čaká, než ho nejaká plíživá snaga zapíchne v tme do chrbta. Ber ma s sebou - poslúžim ti dobre.
str_npc27_backstory_later|Už si sa rozmyslel? Poslúžim dobre.
; str_npc18_backstory_response_1|If you are truly as ferocious as you look, perhaps you could fight for me. After we feed you up a bit, of course.
; str_npc19_backstory_response_1|Very well. As long as you can fight in the battle line, you can be of use, Dunlending.
; str_npc20_backstory_response_1|Strange way of asking to join me, witch. But very well, you may come along.
str_npc21_backstory_response_1|Uvítám pomoc Rohanskej štítonošky.
str_npc22_backstory_response_1|Bolo by trúfalé to odo mňa žiadať, ale určite by sa mi zišli tvoje schopnosti v nadchádzajúcich bojoch.
str_npc23_backstory_response_1|Cestujeme po svete aby sme uchránili všetko čisté. Prinášame nepriateľom boj.
str_npc24_backstory_response_1|Samozrejme, pre trpasličieho bojovníka mám vo svojej družine miesto.
str_npc25_backstory_response_1|Zišiel by sa nám liečiteľ a bylinkár.
str_npc26_backstory_response_1|Hádam si nechám berserka prekĺznuť pomedzi paprče.
str_npc27_backstory_response_1|Poslúžiš.
; str_npc18_backstory_response_2|Pah! A murderous pit dog is not fit to be a companion of mine.
; str_npc19_backstory_response_2|You talk of great deeds. Go and do some of your own, before you approach me again!
; str_npc20_backstory_response_2|Pah! I'm guessing your bark is far worse than your bite. I have work to do!
str_npc21_backstory_response_2|Prepáčte, moja Pani, ale nič s tým nezmôžem.
str_npc22_backstory_response_2|Vrátim sa, keď nebude Lothlórienu hroziť také nebezpečenstvo.
str_npc23_backstory_response_2|Nie. Nebereme so sebou pätolízačou.
str_npc24_backstory_response_2|Nie. Vedieme si celkom dobre.
str_npc25_backstory_response_2|Nie, je mi ľúto. Navštevujeme liečiteľov, len ak ich nám je treba.
str_npc26_backstory_response_2|Bah. Neverím zradcom.
str_npc27_backstory_response_2|Nepotrebujem ťa, otrok.
; str_npc18_signup|Oh, to sink my teeth into meat again! You'll see my true mettle soon enough, once my hands and feet are free, and I have food in my belly!
; str_npc19_signup|Yes, you may call me that for now, for I am not ashamed of my Dunlending blood. My people have suffered greatly under the tyrant kings of Rohan, and I feel no small kinship with them. I will aid you in this war, and in all your efforts. But in return, Commander, you must help me press my claim when the time comes.
; str_npc20_signup|I will overlook your haughtiness for a time, but know that someday we shall have words. Perhaps by then, we shall both be standing before the Dark Lord, whom I once knew by a much different name, and then we shall see who has his ear. Perhaps then I shall teach you manners.
str_npc21_signup|To je veľkorysá ponuka, môžeš ma privítať vo svojej družine, veliteľ.
str_npc22_signup|Chápem. Priznávam, že sa ku mne už dostali zvesti o tvojich činoch.
str_npc23_signup|Nenávidím násilie a nástroje vojny, ale viem ako sa brániť v zhone.
str_npc24_signup|Som skúsený so sekerou v boji na blízku ale aj v hádzaní. Taktiež ti môžem zaistiť nízke poplatky ak ma necháš sa porozprávať s obchodníkmi. A mám aj očko na hľadanie tej najlepšej koristi z padlých nepriateľov na bojisku.
str_npc25_signup|Vskutku? Dobre teda, iba si zhromaždím svoje bylinky a recepty.
str_npc26_signup|Bojujúci Uruk je cennejší ako všetky tvoje snagy. Bojujúci Uruk nikdy neuteká z boja.
str_npc27_signup|Vážne? Urobil by si dobre ak by si ma zapísal.
; str_npc18_signup_2|My mother once told me, I was born to hew many foemen. For you, I will slay many soft weaklings of the West. Only put a good blade into my hands, and I will do the rest!
; str_npc19_signup_2|I fight as my people do, like wolves in the night - I may fling a spear, or drive a pike into the chest of a charging horseman. Limbs I hew with axe or sword. With you, I will speak openly: I care not if you give more service to the Eye or the White Hand. It is all one to me, as long as I can sit my rightful throne in the Golden Hall.
; str_npc20_signup_2|But for now, let my lore and craft founded in long years be yoked to your service. Know this: with Zigûrphel's aid, you are as a dragon given its wings in the pit of Utumno. Great things I will do for you and your purpose, though you comprehend them not!
str_npc21_signup_2|Pravidelne som trénoval streľbu lukom a lovil som oštepom. A pod tvojim velením povediem lov i na ohyzdov. Tiež sa trochu vyznám v liečiteľstve, v dnešných časoch tak potrebnom.
str_npc22_signup_2|Možno ak sa pripojím k tvojej družine a nepriateľovi uštedríme nečakané a prudké útoky, jeho rozhodnosť zakolíše. Pôjdem.
str_npc23_signup_2|Možno ťa môžem naučiť pohybovať sa rýchlejšie a zároveň robiť menej hluku. Poďme.
str_npc24_signup_2|Ak dokážeš udržať tých hromtĺkov z tvojej družiny, aby načúvali tvojim rozkazom, hlavne tých záludných Elfov, veľmi rád sa pridám.
str_npc25_signup_2|Musím ťa však varovať, že je mi umenie boja cudzie. Verím však, že dokážeš udržať ženu môjho veku v bezpečí.
str_npc26_signup_2|Musíš sa rozhodnúť rýchlo, stráže začínajú byť podozrievavé.
str_npc27_signup_2|Nebudeš ľutovať, že si ma vzal so sebou.
; str_npc18_signup_response_1|I like your spirit. Very well, I will send word to Lurmsakun on your behalf.
; str_npc19_signup_response_1|Well, then, 'Prince', take up your weapons. You fight for me, now.
; str_npc20_signup_response_1|I hope, for your sake, that your words are not idle boasting. Do not disappoint me, Zigûrphel.
str_npc21_signup_response_1|Pôsobivé. Sme pripravení vyraziť kedykoľvek vám to príde vhod, moja Pani.
str_npc22_signup_response_1|Bolo by nám cťou byť v spoločnosti Elfského lorda.
str_npc23_signup_response_1|Tak dobre. Dúfam že neutečieš od prvého ohyzda, ktorého stretneme.
str_npc24_signup_response_1|Tak dobre, Majster Trpaslík, môžete sa pridať.
str_npc25_signup_response_1|S nami budete v bezpečí, sľubujem. Čoskoro odchádzame.
str_npc26_signup_response_1|Tak dobre. Ak budeš robiť ako hovorím, budeš aj dobre jesť.
str_npc27_signup_response_1|Veľmi dobre. Poďme.
; str_npc18_signup_response_2|Your are fierce... perhaps too fierce. A little more time in the stocks for now might teach you obedience.
; str_npc19_signup_response_2|You shall have to sit on these bales of hay for a little longer, 'Prince'.
; str_npc20_signup_response_2|Your brag and abuse grate upon my ears. Tame your tongue before we speak again!
str_npc21_signup_response_2|Ospravedlňujem sa, moja Paní, možno nabudúce.
str_npc22_signup_response_2|Avšak na druhú stranu by sme sa asi mali Lothlórienu snažiť pomôcť vlastnými silami.
str_npc23_signup_response_2|Prepáč, ale neviem si ťa predstaviť na bojisku.
str_npc24_signup_response_2|Prepáč, mám rád Elfov.
str_npc25_signup_response_2|Je mi to ľúto, všetci bojujú v mojej spoločnosti.
str_npc26_signup_response_2|Prehodnotil som svoje stanovisko. Ktokoľvek by ťa vyhľadával, môže rovno začať stopovať aj mňa.
str_npc27_signup_response_2|Rozmyslel som si to.
; str_npc18_payment|Surely, a mighty commander of your stature has only but to say the word, and they will release me. [costs {reg14} Influence with {s14}]
; str_npc19_payment|It seems Daeglaf the Black may seek some excuse to hold me here, Commander. [costs {reg14} Influence with {s14}]
; str_npc20_payment|Rather, it is you who would do well not to disappoint me or the Master we both serve. Have you done well enough in his estimation? [costs {reg14} Influence with {s14}]
str_npc21_payment|Pripojil by som sa k tebe, ale kto sa postará o zranených, ak bude mesto napadnuté? [stojí {reg14} vplyvu s {s14}]
str_npc22_payment|Čoskoro by sme mali vyraziť. Cena môjho úsilia príde vnivoč, ak Nepriateľ vycíti moju prítomnosť ešte predtým, než naň udrieme. Ale Lotlórien ma taktiež potrebuje. [stojí {reg14} vplyvu s {s14}]
str_npc23_payment|Pridal by som sa k tebe, ale povinnosť mi káže ostať tu. [stojí {reg14} vplyvu s {s14}]
str_npc24_payment|Pridám sa k tebe, ale obávam sa, že pre to nebude mať môj ctihodný otec Dwalin veľké pochopenie. [stojí {reg14} vplyvu s {s14}]
str_npc25_payment|Nemôžem tu zanechať všetky povinnosti, môj kráľ ma stále potrebuje. Trápi ma bezútešný stav jeho zdravia. [stojí {reg14} vplyvu s {s14}]
str_npc26_payment|Chcel by som s tebou odísť, ale stráže pri bráne ma nenechajú odísť.^Ver mi, už som to skúšala. [stojí {reg14} vplyvu s {s14}]
str_npc27_payment|Pridal by som sa k tebe, ale povinnosť mi káže ostať tu. [stojí {reg14} vplyvu s {s14}]
; str_npc18_payment_response|No doubt of that. Lurmsakun's subordinates will not dare refuse me. [costs {reg14}/{reg15} Influence]
; str_npc19_payment_response|Chief Daeglaf will have to give way before my wish, once I make it plain. [costs {reg14}/{reg15} Influence]
; str_npc20_payment_response|Indeed I have. Come now! It is not, after all, a lowly snaga you will follow. [costs {reg14}/{reg15} Influence]
str_npc21_payment_response|Je to šľachetný dôvod, ale som si istý, že sa tu nájde náhrada. [stojí {reg14}/{reg15} vplyvu]
str_npc22_payment_response|Ver mi, mne budeš omnoho užitočnejší. [stojí {reg14}/{reg15} vplyvu]
str_npc23_payment_response|Od teraz a navždy, tvoja povinnosť je pri mne. [stojí {reg14}/{reg15} vplyvu]
str_npc24_payment_response|Majster Dwalin určite pochopí, že bojaschopný trpaslík by nemal šetriť svojimi silami pred našimi nepriateľmi príliš dlho. [stojí {reg14}/{reg15} vplyvu]
str_npc25_payment_response|Kráľovo zdravie je dôležité, ale so mnou sa ti podarí zachrániť viac životov. [stojí {reg14}/{reg15} vplyvu]
str_npc26_payment_response|Oh, ale stráž sa ťa neodváži ani dotknúť, ak pôjdeš v mojom sprievode. [stojí {reg14}/{reg15} vplyvu]
str_npc27_payment_response|Od teraz a navždy, tvoja povinnosť je pri mne. [stojí {reg14}/{reg15} vplyvu]
; str_npc18_morality_speech|Great One! My thirst for blood is unslaked! Why do we {s21}, like cowards? Let me fight them!
; str_npc19_morality_speech|Commander, I mislike it greatly that we {s21}. A king like myself should ever be open-handed, but if the larders are empty I have nothing to give, and our soldiers will desert us.
; str_npc20_morality_speech|I would say I had expected better of you, Commander, but that would be a lie. Beware, lest your self-serving ways do harm to the lofty designs of your betters!
str_npc21_morality_speech|Nevšímaj si, čo hovoria ostatní vojaci, ale niekedy {s21} je tá najmúdrejšia voľba. A ja napríklad oceňujem všetky tie ušetrené zlomeniny, čoby šancu bojovať v iné dni, kedy sa od nás osud neodvráti.
str_npc22_morality_speech|Musíš zvážiť svoje rozhodnutia, veliteľ. {s21} znamená, že nie sme o nič lepší, než nepriateľ, a to podráža sebavedomie naše aj našich priateľov.
; str_npc23_morality_speech|[No primary moral code]
str_npc24_morality_speech|Nie som nadšený z toho, že si rozkázal {s21}. Padnúť v boji je poctou pre každého ozajstného trpaslíka, ale bojovať v družine vedenej zbabelcom je potupa. Čo by na to povedali moji bratranci, ak by s to dozvedeli?
str_npc25_morality_speech|Veliteľ, musím namietať. {s21} je pre našich mužov tvrdé a nežiadúce. Robím čo môžem, aby som uľahčil ich trápenia, ale prosím, nedopusť sa ďalšej zásadnej chyby.
str_npc26_morality_speech|Uruk-hai nepoznajú rozkaz {s21}. Pánko má zrejme strachom scvrknuté vnútornosti, asi ti od nich jednej noci uľahčím. Gulm prehovoril.
; str_npc27_morality_speech|[No primary moral code]
; str_npc18_2ary_morality_speech|I joined you not to {s21}, Great One, but to bathe in the blood of our foes! You may employ your guile for now, but give me a good slaughter soon, I beg you!
; str_npc19_2ary_morality_speech|[No secondary moral code]
; str_npc20_2ary_morality_speech|Ah, our mighty Commander. Great deeds you performed, you say? I wonder how many other of your battles ended this way, with you advancing recklessly into the jaws of a trap, and fleeing with as much haste.
str_npc21_2ary_morality_speech|No dovoľte, veliteľ. Ženy môjho postavenia rády príjmu smrť, ale rozhodne nie hanbu na bojovom poli. {s21} znamená potupu môjho rodu i predkov.
; str_npc22_2ary_morality_speech|[No secondary moral code]
; str_npc23_2ary_morality_speech|[No secondary moral code]
; str_npc24_2ary_morality_speech|[No secondary moral code]
; str_npc25_2ary_morality_speech|[No secondary moral code]
; str_npc26_2ary_morality_speech|[No secondary moral code]
; str_npc27_2ary_morality_speech|[No secondary moral code]
; str_npc18_personalityclash_speech|Great One, if you value Varfang as a warrior, I beg that you keep him as far away from me as possible. I have already warned him that his hands must not go where I will not let them, or I shall chop them off and feed them to his horse. 
; str_npc19_personalityclash_speech|Commander, I wonder greatly that you retain the services of a lowly creature like Ufthak. Of course, the orc-kind are scum and arrow-shields for our true warriors, but he stalks around the camp giving orders to man and orc alike, as if he were one with authority. I hope you do not miss him too greatly if I slay him. Or perhaps I will simply cleave off the end of his ugly nose.
; str_npc20_personalityclash_speech|The Southron Lykyada should learn manners, and be taught humility. Insolent is his tongue, and overproud his bearing! I care not that he is a captain among his men - a foolish lesser race they are, in any case, slow to recognise greatness or bow to their betters as they should! If he knew but a small part of what I could do to him...
str_npc21_personalityclash_speech|Spomenul som že nenávidím {s11}?
str_npc22_personalityclash_speech|Spomenul som že nenávidím {s11}?
str_npc23_personalityclash_speech|{playername}, práve som videl {s11}a, ako zadupal hniezdo mladých vtákov. Jeho nešikovnosť zmarila životy nevinných tvoroch.
str_npc24_personalityclash_speech|Pán {s11} si vedie v boji dobre, ale začínam mať podozrenie, že všetkých svojich nepriateľov zaslepuje ligotom svojich vlasov. Alebo žeby pred ním padali sami v úžase pred jeho slávou a panovačným vystupovaním?
str_npc25_personalityclash_speech|Veliteľ, musím vás uvedomiť o sťažnosti na {s11}a. Neustále sa vôkol mňa obšmieta a chce, aby som mu pripravil istý druh piva, ktorému hovorí 'zelená víla'.
str_npc26_personalityclash_speech|Spomenul som že nenávidím {s11}?
str_npc27_personalityclash_speech|Spomenul som že nenávidím {s11}?
; str_npc18_personalityclash_speech_b|Great One, I wish to ask, what is the blood price you have set on Varfang's head? If it happens that I kill or maim him, I would pay it to you as recompense. He was leering at me after that battle, licking his foul lips. If he looks at me that way again, I'll carve his eyeballs out and feed them to him.
; str_npc19_personalityclash_speech_b|As I expected, the cowardly orc calling himself Ufthak is of little worth in battle. He skulks behind the line, doing but little to aid his fellows. Your cause - and my fight for my throne - will not be helped overmuch by his kind, I think.
; str_npc20_personalityclash_speech_b|If Lykyada's hands were not of such use to us, Commander, I should remove them from his arms. You know that I am in the habit of walking among our fallen foes after a battle - there is great power in the fear and pain of the dying for one who has the art to use it, though none of you have the knowing of it. Yet he, that swarthy Southron, stalks around giving the gift of a swift death to those whose hurts are too deep for capture. That grain of mercy in his heart prevented me from basking in the death-glow of the fallen! How important is his precious honour to you, I wonder?
str_npc21_personalityclash_speech_b|Nenávidím {s11}.
str_npc22_personalityclash_speech_b|Nenávidím {s11}.
str_npc23_personalityclash_speech_b|Tie jeho trpasličie spôsoby mu zrejme slúžia pod zemou dobre, hoci je na podiv, že sa ešte neprepadol nejakou šachtou. Možno by mal.
str_npc24_personalityclash_speech_b|Vodilo by sa nám lepšie s trpasličím hrdinom, niekoho ako bol Durin Nesmrteľný za dávnych čias, a nechať elfov, nech si poskakujú lesmi.
str_npc25_personalityclash_speech_b|Je to vyrobené z paliny presiaknutej likérom a obľúbené medzi trubadúrmi a pocestnými, ktorí sa radi nechávajú obklopiť bludmi, aké nie sú skutočné. Nemyslím, že by sa ti páčilo sledovať svojich mužov na bojovom poli, ako sa oháňajú za vzduchom, i keď by to mohol byť ozaj zábavný výjav.
str_npc26_personalityclash_speech_b|Nenávidím {s11}.
str_npc27_personalityclash_speech_b|Nenávidím {s11}.
; str_npc18_personalityclash2_speech|Gulm is not only a treacherous beast, Great One - he is proud of being one. He was telling us his story again around the campfire last night, and boasting of his foul deed. You would do well to watch that creature, Great One. If he could betray his commanders when serving the White Hand, what's to stop him from doing the same with you?
; str_npc19_personalityclash2_speech|I hate {s11}
; str_npc20_personalityclash2_speech|Every time I set eyes upon Fuldimir, a nameless rage within me rises. No, no, it is nothing he has done. But he and his people, the sea-dogs of Umbar, are most unworthy of their blood. They dare call themselves heirs of ancient Anadûnê - but of course, they say 'Númenor', not knowing any better. Why, I would suppose that barely a drop of the true blood is to be found in Fuldimir's veins! Perhaps, if you can spare him, I could find out for myself...
str_npc21_personalityclash2_speech|Spomenul som že nenávidím {s11}?
str_npc22_personalityclash2_speech|Spomenul som že nenávidím {s11}?
str_npc23_personalityclash2_speech|Spomenul som že nenávidím {s11}?
str_npc24_personalityclash2_speech|Pekný kus šrotu, že, kapitán? I keď ho trochu znehodnotili čachre machre tej elfskej ženy menom {s11}.
str_npc25_personalityclash2_speech|Spomenul som že nenávidím {s11}?
str_npc26_personalityclash2_speech|Spomenul som že nenávidím {s11}?
str_npc27_personalityclash2_speech|Spomenul som že nenávidím {s11}?
; str_npc18_personalityclash2_speech_b|That misshapen creature Gulm had better guard his neck, or I'll slice through it! I was about to slay a foe, but he stepped in front of me and made the kill that should have been mine. Then he had the gall to turn around and sneer at me! He and his kind had better remember that they were bred to serve us! Honourless curs.
str_npc19_personalityclash2_speech_b|Nenávidím {s11}.
; str_npc20_personalityclash2_speech_b|He cannot possibly be one of us. No, not one like Fuldimir. No, our blood cannot have thinned so much, our line cannot have fallen so far! Do none of you mark how little he speaks of the true speech, how in appearance he is much more like unto those of Haradwaith than of my lost home? We had heroes among us - heroes, who fought with swiftness and strength to rival the Eldar! Fuldimir is slow, and clumsy, and... No, I feel the cold wind blowing out of the West. It chills me... it chills me!
str_npc21_personalityclash2_speech_b|Nenávidím {s11}.
str_npc22_personalityclash2_speech_b|Nenávidím {s11}.
str_npc23_personalityclash2_speech_b|Nenávidím {s11}.
str_npc24_personalityclash2_speech_b|Videl som ju, ako nás kryla z tylu; jeden či dva razy sa jej dokonca podarilo vystreliť smerom k nepriateľovi. Tvrdím, že by bolo lepšie nechať ju ísť, nech sa stará o vtáčky a včelstvo, a my zas pôjdeme a budeme bojovať s nepriateľmi, ako sme to robili doteraz.
str_npc25_personalityclash2_speech_b|Nenávidím {s11}.
str_npc26_personalityclash2_speech_b|Nenávidím {s11}.
str_npc27_personalityclash2_speech_b|Nenávidím {s11}.
; str_npc18_personalitymatch_speech|Great One, do you mark how deadly Lykyada is in battle? How swift his arrows, how sharp his blade! With your permission, Great One, I should like to spend more time training under his tutelage. He has much he could teach me that could make me more useful to you.
; str_npc19_personalitymatch_speech|The joy of battle sings in my blood! And in Varfang's too, I can see. The man is a terror to behold on the battlefield, laughing as he rides down the worthless foes who flee. These men from the East intrigue me, Commander. We could learn much of horsemanship from them, if the Rohirrim will not teach the Dunlendings after I come into my own.
; str_npc20_personalitymatch_speech|Behold Bolzog. Bolzog the Great! See how he scurries with his bow-legged gait, coming and going at my whim, doing everything I ask of him. Just as a proper little 'urku' should, I say. I quite like him, Commander. Bolzog! Bring me the unguent! Now!
str_npc21_personalitymatch_speech|Hrdinsky vybojovaná bitka, veliteľ, blahoželám k víťazstvu. Všimol som si, ako sa {s11} vysporiadal aj so zranenými a neduživými, aby aj posledný z nepriateľov dostal to, čo si zaslúžil.
str_npc22_personalitymatch_speech|Spomenul som že mám rád {s11}?
str_npc23_personalitymatch_speech|{playername}, aj keď neznášam pohľad na bojové pole, nemohol som si nevšimnúť ako hrdo a so všetkou nádherou môj pán {s11} vyrazil a doľahol na tie ohavné potvory dravo ako jastrab.
str_npc24_personalitymatch_speech|Krv a víťazstvo, presne, ako to mám rád! Utŕžil som však sečné zranenie, no {s11} mi ho dokázal schopne ošetriť.
str_npc25_personalitymatch_speech|Takže ste dosiahol ďalšie víťazstvo, veliteľ. Zvlášť oceňujem vaše šetrné manévre, akými ovládnete bojové pole bez toho, aby ste obetovali mnoho svojich mužov. A bojovníci ako {s11} sú vám v tom veľmi nápomocní.
str_npc26_personalitymatch_speech|Spomenul som že mám rád {s11}?
str_npc27_personalitymatch_speech|Spomenul som že mám rád {s11}?
; str_npc18_personalitymatch_speech_b|Great One, it speaks well of you that a warrior like Lykyada fights under your banner. I had thought all Southerners weak and decadent, not so different from the men of the West, but if they have more like him among their ranks, then the days of the West are indeed coming to an end.
; str_npc19_personalitymatch_speech_b|Commander, Varfang and I were sharing a skin of wine around the campfires last night. Deep-counselled I deem him, for ever mindful is he of the deeds of his forebears, as one should be. I know not if, as he says, the spirits of our ancestors are with us. Indeed, I like not the thought. But a king must know the story of his blood, of mothers and fathers aforetimes. Varfang is one such who knows this.
; str_npc20_personalitymatch_speech_b|I have never met an 'urku' quite like Bolzog. Oh, I grant you he is unlovely to look upon, but in all my long years he is the first one I've ever encountered who can do more than simply sneak, skulk and slaughter. His gnarled hands are surprisingly deft. Yes, so surprisingly deft... It may be that he can learn more of the arts of bone and sinew than I had reckoned at first.
str_npc21_personalitymatch_speech_b|Ušetrenie života je ten najcnostnejší čin, a s takou dušou sa cítim v príbuzenstve, aj ak sú naše kraje navzájom svetom vzdialené.
str_npc22_personalitymatch_speech_b|Mám rád {s11}.
