
str_yes|Sí.
str_npc21_backstory_response_2|Mala suerte, troll. No puedo permitirme regatear por alguien como tú.
str_npc22_backstory_response_2|Volveré cuando Lothlórien sea más seguro.
str_npc23_backstory_response_2|No, lo siento. No aceptamos parásitos.
str_npc24_backstory_response_2|No, lo siento. Nos va bien por nuestra cuenta.
str_npc25_backstory_response_2|No, lo siento. Sólo visitamos a los curanderos cuando los necesitamos.
str_npc26_backstory_response_2|Bah. No me fío de los traidores.
str_npc27_backstory_response_2|No te necesito, esclavo.
str_npc18_signup|¡Oh, volver a hundir mis dientes en un pedazo de carne! ¡Pronto verás de lo que estoy hecha, en cuanto mis manos y pies estén libres, y mi estómago lleno!
str_npc19_signup|Sí, puedes llamarme así por ahora, no creas que me avergüenzo de mi sangre dunlendina. Mi pueblo ha sufrido terriblemente bajo la tiranía de los reyes de Rohan, y me siento identificado con sus penurias. Te ayudaré en esta guerra, y en todas tus empresas. Pero a cambio, capitán, debes apoyarme en mi pretensión cuando llegue el momento.
str_npc20_signup|Pasaré por alto tu altanería por un tiempo, pero que sepas que algún día tú y yo tendremos unas palabras. Tal vez cuando llegue ese momento estemos los dos ante el Señor Oscuro, a quien yo conocí una vez por un nombre muy diferente, y entonces veremos a quién de los dos escucha. Puede que ese día te enseñe modales.
str_npc21_signup|¡Así se habla! Ve a ver al jefe y haz que me saquen de este agujero.
str_npc22_signup|Ya veo. Admito que he oído hablar de ti y de tus hazañas.
str_npc23_signup|Me disgustan la violencia y las armas de guerra, pero sé cómo defenderme si es necesario.
str_npc24_signup|Tengo habilidad con las hachas, tanto las de blandir como las de lanzar. También puedo reducir tus facturas si me dejas hablar con los mercaderes. Y también tengo buen ojo para encontrar las mejores piezas de botín en el campo de batalla.
str_npc25_signup|¿De verdad? De acuerdo entonces, sólo necesito recoger mis hierbas y mis recetas.
str_npc26_signup|Un guerrero Uruk vale más que todos tus snagas. Un guerrero Uruk nunca huye de una batalla.
str_npc27_signup|¿De verdad? Harías bien en reclutarme.
str_npc18_signup_2|Mi madre una vez me dijo que yo había nacido para hendir a mis enemigos. Por ti, mataré a muchos de esos débiles hombres del Oeste. ¡Solo pon en mis manos un arma afilada y yo me encargaré del resto!
str_npc19_signup_2|Lucho a la manera de mi pueblo, como lobos en la noche; puedo arrojar una lanza o hundir una pica en el pecho de un jinete a la carga. Puedo hendir miembros con hacha o espada. Contigo, hablaré libremente: no me importa si otorgas tus servicios al Ojo o a la Mano Blanca. A mí me da igual, siempre que al final pueda sentarme en mi legítimo trono en el Castillo de Oro.
str_npc20_signup_2|Pero por ahora, deja que mi sabiduría y mis artes, aprendidas a lo largo de muchos años, se pongan a tu servicio. Esto debes saber: con la ayuda de Zigûrphel, serás como un dragón que recibe sus alas en el foso de Utumno. ¡Haré grandes cosas por ti, aunque tú no las comprendas!
str_npc21_signup_2|Estaré justo detrás de ti, no te preocupes.
str_npc22_signup_2|Quizás pueda ayudar a debilitar al Enemigo uniéndome a tu compañía y golpeando duro allá donde no lo esperen. Iré contigo.
str_npc23_signup_2|Quizás pueda enseñarte a moverte más deprisa y a hacer menos ruido. Vayamos pues.
str_npc24_signup_2|Si puedes mantener a la gente grande de tu compañía a raya, sobre todo a esos traicioneros elfos, me uniré gustosamente a tu grupo.
str_npc25_signup_2|No obstante, debo advertirte que soy bastante inútil en batalla. Pero estoy segura de que puedes mantener a una mujer de mi edad a salvo del peligro.
str_npc26_signup_2|Pero debes decidirte rápido, los guardias están empezando a sospechar. 
str_npc27_signup_2|No te arrepentirás de llevarme contigo.
str_npc18_signup_response_1|Me gusta tu entusiasmo. Muy bien, intercederé en tu favor ante Lurmsakun.
str_npc19_signup_response_1|De acuerdo pues, «Príncipe», recoge tus armas. Ahora luchas para mí.
str_npc20_signup_response_1|Espero, por la cuenta que te trae, que tus palabras sean más que fanfarronadas vacías. No me decepciones, Zigûrphel.
str_npc21_signup_response_1|Me parece bien, a ver si vales la pena.
str_npc22_signup_response_1|Nos honra la compañía de un Señor de los Elfos.
str_npc23_signup_response_1|Muy bien. Espero que no huyas del primer orco que nos encontremos.
str_npc24_signup_response_1|Que así sea, maese enano. Bienvenido a nuestro grupo.
str_npc25_signup_response_1|Estarás a salvo con nosotros, lo prometo. Partiremos pronto.
str_npc26_signup_response_1|Muy bien. Haz lo que se te ordena y te alimentaré bien.
str_npc27_signup_response_1|Muy bien. Vamos.
str_npc18_signup_response_2|Veo que eres muy feroz... tal vez demasiado feroz. Puede que un poco más de tiempo en el cepo te enseñe obediencia.
str_npc19_signup_response_2|Por ahora tendrás que seguir sentado sobre estas balas de heno, «Príncipe».
str_npc20_signup_response_2|Tu jactancia y tus insultos ofenden mis oídos. ¡Controla tu lengua antes de volver a hablar conmigo!
str_npc21_signup_response_2|No te necesito en este momento.
str_npc22_signup_response_2|Pensándolo mejor, quizás necesitemos ayudar a Lothlórien por nuestra cuenta.
str_npc23_signup_response_2|Lo siento, pero simplemente no puedo imaginarte en un campo de batalla.
str_npc24_signup_response_2|Lo siento, resulta que me caen bien los elfos.
str_npc25_signup_response_2|Lo siento, pero en mi compañía todo el mundo lucha.
str_npc26_signup_response_2|He cambiado de opinión. Quienquiera que te esté buscando podría venir a por mí después.
str_npc27_signup_response_2|He cambiado de opinión.
str_npc18_payment|Sin duda, {un/una} capitán de tu calibre solo tiene que decir una palabra, y me liberarán. [cuesta {reg14} de Influencia con {s14}]
str_npc19_payment|Me temo que Daeglaf el Negro busque alguna excusa para retenerme aquí, capitán. [cuesta {reg14} de Influencia con {s14}]
str_npc20_payment|Al contrario, eres tú quien haría bien en no decepcionarme, o al Amo al que los dos servimos. ¿Acaso te has ganado su estima? [cuesta {reg14} de Influencia con {s14}]
str_npc21_payment|Hablando de 'valer', esa pequeña deuda mía puede que no sea tan pequeña, tú ya me entiendes. Y puede que el jefe intente engañarte, ¡así que ándate con ojo! [cuesta {reg14} de Influencia con {s14}]
str_npc22_payment|Deberíamos partir pronto. La utilidad de mi presencia se verá mermada si el Enemigo la detecta antes de que hayamos atacado. Pero Lothlórien también me necesita aquí.  [cuesta {reg14} de Influencia con {s14}]
str_npc23_payment|Me uniría a ti, pero mi deber está aquí, con los míos.  [cuesta {reg14} de Influencia con {s14}]
str_npc24_payment|Me uniría a ti, pero me temo que mi venerable padre Dwalin no entenderá que deje la ciudad en tiempos de necesidad. [cuesta {reg14} de Influencia con {s14}]
str_npc25_payment|Tengo obligaciones aquí, mi Rey todavía me necesita. Me preocupa su salud. [cuesta {reg14} de Influencia con {s14}]
str_npc26_payment|Me gustaría irme contigo, pero los guardias de la puerta no me dejarán marchar.^Créeme, lo he intentado. [cuesta {reg14} de Influencia con {s14}]
str_npc27_payment|Me uniría a ti, pero mi deber está aquí, con los míos.  [cuesta {reg14} de Influencia con {s14}]
str_npc18_payment_response|De eso no hay duda. Los subordinados de Lurmsakun's no se atreverán a contrariarme. [cuesta {reg14}/{reg15} de Influencia]
str_npc19_payment_response|El Jefe Daeglaf tendrá que ceder ante mis deseos, una vez que se los haya comunicado. [cuesta {reg14}/{reg15} de Influencia]
str_npc20_payment_response|Por supuesto que sí. ¡Vamos! Después de todo, no es un miserable snaga a quien vas a seguir. [cuesta {reg14}/{reg15} de Influencia]
str_npc21_payment_response|Intente lo que intente, tú te vienes conmigo. [cuesta {reg14}/{reg15} de Influencia]
str_npc22_payment_response|Confía en mí, serás de mayor utilidad conmigo. [cuesta {reg14}/{reg15} de Influencia]
str_npc23_payment_response|De ahora en adelante, tu deber está conmigo. [cuesta {reg14}/{reg15} de Influencia]
str_npc24_payment_response|El señor Dwalin entenderá que un buen guerrero enano no puede pasar demasiado tiempo alejado de nuestros enemigos. [cuesta {reg14}/{reg15} de Influencia]
str_npc25_payment_response|El bienestar del Rey es importante, pero salvarás más vidas si vienes conmigo. [cuesta {reg14}/{reg15} de Influencia]
str_npc26_payment_response|Oh, pero los guardias no se atreverán a detenerte, si vas conmigo. [cuesta {reg14}/{reg15} de Influencia]
str_npc27_payment_response|De ahora en adelante, tu deber está conmigo. [cuesta {reg14}/{reg15} de Influencia]
str_npc18_morality_speech|¡Gran {Guerrero/Guerrera}! ¡Mi sed de sangre no está saciada! ¿A qué viene {s21}, como cobardes? ¡Déjame enfrentarme a ellos!
str_npc19_morality_speech|Capitán, no me gusta nada {s21}. Un rey como yo debe ser generoso, pero si las despensas están vacías, no quedará nada para darles a nuestros soldados, y nos abandonarán.
str_npc20_morality_speech|Diría que esperaba más de ti, capitán, pero estaría mintiendo. ¡Ten cuidado, no sea que tus egoístas acciones perjudiquen los designios de aquellos que están por encima de ti!
str_npc21_morality_speech|Escucha, {jefe/jefa}. Una compañía de saqueadores digna de tal nombre no se rebaja a {s21} y dejar a los muchachos con los estómagos rugiendo.  ¡Y mira el mío, lo grande que es! Puede que vaya a pegar un bocado a uno de los pequeños; un dedo, una pierna quizás.. 
str_npc22_morality_speech|Debes reconsiderar tus acciones, capitán. Acciones como {s21} nos hacen tan poco honorables como el Enemigo y disminuyen la confianza que nuestros aliados tienen puesta en nosotros.
str_npc23_morality_speech|[No primary moral code]
str_npc24_morality_speech|No me gustó que decidieras {s21}. Caer en el campo de batalla es un honor a ojos de cualquier enano con sentido común, pero luchar en una compañía liderada por {un/una} cobarde es una desgracia. ¿Qué dirán mis primos de esto si se llegan a enterar?
str_npc25_morality_speech|Capitán, debo objetar: {s21} es duro para los soldados e innecesario. Hago lo que puedo por aliviar su sufrimiento, pero, por favor, no cometas otro costoso error.
str_npc26_morality_speech|Los guerreros Uruk-hai no consienten {s21}. Si {el Jefe/la Jefa} tiene pocas agallas, quizás se encuentre sin ellas una noche de estas. Gulm ha hablado.
str_npc27_morality_speech|[No primary moral code]
str_npc18_2ary_morality_speech|¡No me uní a ti para {s21}, Gran {Guerrero/Guerrera}, sino para bañarme en la sangre de nuestros enemigos! Puedes usar tu astucia de momento, pero dame pronto una buena escabechina, ¡te lo ruego!
str_npc19_2ary_morality_speech|[No secondary moral code]
str_npc20_2ary_morality_speech|Ah, {nuestro/nuestra} gran capitán. ¿Dices haber realizado grandes hazañas? Ya veo, me pregunto cuántas de tus otras batallas habrán acabado como esta, contigo avanzando imprudentemente hasta caer en una trampa, y huyendo con la misma celeridad.
str_npc21_2ary_morality_speech|¿Qué pasa con el rancho, eh? ¿Necesitas ayuda contando los garbanzos? {Un buen jefe/Una buena jefa} me traería una rica y jugosa pierna de cordero, o un sabroso enano. Pobre de mí, en lugar de eso, me tengo que conformar contigo.
str_npc22_2ary_morality_speech|[No secondary moral code]
str_npc23_2ary_morality_speech|[No secondary moral code]
str_npc24_2ary_morality_speech|[No secondary moral code]
str_npc25_2ary_morality_speech|[No secondary moral code]
str_npc26_2ary_morality_speech|[No secondary moral code]
str_npc27_2ary_morality_speech|[No secondary moral code]
str_npc18_personalityclash_speech|Gran {Guerrero/Guerrera}, si valoras a Varfang como guerrero, te ruego que lo mantengas tan alejado de mí como sea posible. Ya le he advertido que no ponga las manos donde no le dé permiso para ponerlas, o se las cortaré y se las daré de comer a su caballo 
str_npc19_personalityclash_speech|Capitán, me pregunto por qué mantienes a tu servicio a una criatura tan despreciable como Ufthak. Por supuesto, la escoria orca es útil como escudos para recibir flechas en lugar de nuestros verdaderos guerreros, pero él va por el campamento dando órdenes a orcos y hombres por igual, como si tuviera autoridad sobre nosotros. Espero que no lo eches mucho de menos, si lo mato. O, tal vez, solo le rebane la punta de su fea nariz.
str_npc20_personalityclash_speech|Ese sureño de Lykyada debería aprender modales, y recibir una lección de humildad. ¡Su lengua es insolente y sus maneras arrogantes! Me da igual que sea un capitán entre los suyos; son una raza inferior de necios, en cualquier caso, incapaces de reconocer la grandeza o de inclinarse ante sus superiores, como deberían hacer. Si supiera siquiera una pequeña parte de las cosas que podría hacerle...
str_npc21_personalityclash_speech|¡Caramba, {jefe/jefa}! Esa tal Zigolfa es una bruja chiflada, ¿no? Se ve a la legua que ha cocido más cuervos de la cuenta en ese caldero suyo, en concreto el cuervo que tuve que cargar sobre mi pobre espalda por orden de Su Señoría. Y que me aspen si no me mira por encima del hombro, como si no fuera más que el estiércol que se quita de los zapatos, ¡y eso que su cabeza no me llega ni al ombligo! Me dan ganas de arrearle una buena en toda la jeta. Pero no es la primera de su calaña con la que me he topado, ni de lejos. Con esta clase de gente hay que tener ojos hasta en el cogote, mucho cuidado.
str_npc22_personalityclash_speech|¿Había mencionado que odio a {s11}?
str_npc23_personalityclash_speech|{playername}, acabo de ver a {s11} pisar sin ninguna vergüenza un nido de tiernos pajaritos. Su torpeza ha destrozado las vidas de unas criaturas inocentes.
str_npc24_personalityclash_speech|El señor {s11} se las apaña bien en la batalla, pero me pregunto si su truco está en cegar al enemigo con el brillo de su pelo. ¿O quizás caen admirados por su fama y sus modales arrogantes?
str_npc25_personalityclash_speech|Capitán, tengo una queja contra {s11}. Me hostiga continuamente para que le prepare un brebaje llamado «el hada verde».
str_npc26_personalityclash_speech|¿Había mencionado que odio a {s11}?
str_npc27_personalityclash_speech|¿Había mencionado que odio a {s11}?
str_npc18_personalityclash_speech_b|Gran {Guerrero/Guerrera}, quería preguntarte, ¿qué precio de sangre pondrías por la cabeza de Varfang? Si sucediera que acabo matándolo o mutilándolo, te pagaré esa cantidad como compensación. Tras la última batalla, le sorprendí mirándome con lascivia, lamiéndose sus asquerosos labios. Si vuelve a mirarme de ese modo, le arrancaré los ojos y se los haré tragar.
str_npc19_personalityclash_speech_b|Como me imaginaba, ese cobarde orco que se hace llamar Ufthak es un inútil en la batalla. Se oculta tras las líneas, haciendo muy poco por apoyar a sus compañeros. No creo que tu causa, ni mi lucha por el trono, vayan a recibir mucha ayuda de criaturas como ésa
str_npc20_personalityclash_speech_b|Capitán, si las manos de Lykyada fueran menos hábiles en la batalla, se las  cortaría por su insolencia. Ya sabes que tengo por costumbre caminar entre los enemigos caídos después de la batalla; el miedo y el sufrimiento de los moribundos albergan un gran poder, para quien sabe servirse de él, aunque ninguno de vosotros lo valore. Pero ese Sureño cetrino, recorre el campo ofreciendo el regalo de una muerte rápida a aquéllos cuyas heridas son demasiado graves para hacerlos prisioneros. ¡La clemencia de su corazón me ha impedido contemplar el esplendor de tantas muertes lentas y dolorosas! Me pregunto qué valor tiene para ti su preciado honor.
str_npc21_personalityclash_speech_b|Odio a {s11}.
str_npc22_personalityclash_speech_b|Odio a {s11}.
str_npc23_personalityclash_speech_b|Sus modales enanos quizás le puedan servir bajo tierra, aunque es un milagro que no se haya caído por algún agujero. A lo mejor así nos libraríamos de él.
str_npc24_personalityclash_speech_b|Nos iría mejor con un héroe enano, como lo fue Durin el Inmortal en los tiempos antiguos, y que los elfos sigan retozando en sus bosques.
str_npc25_personalityclash_speech_b|Se hace con ajenjo bañado en licor y parece ser que es muy utilizado por trovadores y vagabundos para ver cosas que no están a la vista. Dudo que quieras que tus soldados persigan espejismos en el campo de batalla, por muy divertido que fuera el espectáculo.
str_npc26_personalityclash_speech_b|Odio a {s11}.
str_npc27_personalityclash_speech_b|Odio a {s11}.
str_npc18_personalityclash2_speech|Gulm no es solo una bestia traicionera, Gran {Guerrero/Guerrera}; además está orgulloso de serlo. Anoche volvió a contarnos su historia mientras descansábamos junto a la hoguera, presumiendo de su horrendo acto. Harías bien en vigilar a esa criatura, Gran {Guerrero/Guerrera}. Si fue capaz de traicionar a sus capitanes mientras servía a la Mano Blanca, ¿qué le impide hacerte lo mismo a ti?
str_npc19_personalityclash2_speech|Odio a {s11}.
str_npc20_personalityclash2_speech|Cada vez que mis ojos se posan sobre Fuldimir, una rabia sin nombre crece dentro de mí. No, no es nada que él haya hecho. Pero él y su pueblo, los lobos de mar de Umbar, son indignos de su propia sangre. Osan llamarse a sí mismos herederos de la antigua Anadûnê. Pero por supuesto, ellos, en su ignorancia, la llaman «Númenor». ¡No me extrañaría si apenas una gota de sangre verdadera corre por las venas de Fuldimir! Tal vez, si puedes prescindir de él, podría comprobarlo por mí misma...
str_npc21_personalityclash2_speech|He estado pensando una cosa, {jefe/jefa}: ¿cómo se mata a una bruja? Sin que me convierta en un montón de babosas, quiero decir. Esa vieja lechuza ha estado echándome su mal de ojo otra vez y llevo todo el día con la piel de gallina. ¡Por dentro!  No tengo problema aplastando cabezas y quebrando escudos en medio de una pelea, ¿pero lo que ella les hace a las cabezas que yo he aplastado cuando nadie mira? No me gusta jugar con la comida, así no. Esa me da escalofríos.
str_npc22_personalityclash2_speech|¿Había mencionado que odio a {s11}?
str_npc23_personalityclash2_speech|¿Había mencionado que odio a {s11}?
str_npc24_personalityclash2_speech|Una buena pelea, ¿eh, capitán? Aunque un poco ensombrecida por la conducta de esa mujer elfa, {s11}.
str_npc25_personalityclash2_speech|¿Había mencionado que odio a {s11}?
str_npc26_personalityclash2_speech|¿Había mencionado que odio a {s11}?
str_npc27_personalityclash2_speech|¿Había mencionado que odio a {s11}?
str_npc18_personalityclash2_speech_b|¡Más vale que esa criatura deforme, Gulm, vigile su cuello, o se lo rajaré de lado a lado! Estaba a punto de matar a un enemigo, pero él se puso en medio y le dio el golpe de gracia que debería haber sido mío. ¡Y aun tuvo el descaro de darse la vuelta y burlarse de mí! Los de su calaña deberían recordar que fueron engendrados para servirnos. ¡Perros sin honor!
str_npc19_personalityclash2_speech_b|Odio a {s11}.
str_npc20_personalityclash2_speech_b|No es posible que sea uno de los nuestros. No, no alguien como Fuldimir. ¡No, nuestra sangre no pude haberse envilecido tanto, ni nuestro linaje caído tan bajo! ¿Acaso ninguno reparáis en lo poco que conoce de la verdadera lengua, o cómo su apariencia es mucho más cercana a las gentes de Haradwaith que a las de mi patria perdida? Había héroes entre nosotros, ¡héroes que combatían con fuerza y gracia que rivalizaban con las de los Eldar! Fuldimir es lento y torpe, y... No, siento el viento helado que sopla del Oeste. Me congela... ¡Me congela hasta los huesos!
str_npc21_personalityclash2_speech_b|Odio a {s11}.
str_npc22_personalityclash2_speech_b|Odio a {s11}.
str_npc23_personalityclash2_speech_b|Odio a {s11}.
str_npc24_personalityclash2_speech_b|La vi escondida en la retaguardia, disparando apenas una o dos flechas en dirección al enemigo. Yo digo que dejemos que se vaya a ocuparse de los pájaros y las abejas, y que nos deje a nosotros la tarea de luchar contra el enemigo.
str_npc25_personalityclash2_speech_b|Odio a {s11}.
str_npc26_personalityclash2_speech_b|Odio a {s11}.
str_npc27_personalityclash2_speech_b|Odio a {s11}.
str_npc18_personalitymatch_speech|Gran {Guerrero/Guerrera}, ¿has visto a alguien tan mortífero como Lykyada en la batalla? ¡Qué veloces son sus flechas, qué afilada su hoja! Con tu permiso, Gran {Guerrero/Guerrera}, me gustaría pasar más tiempo entrenando bajo su tutela. Podría enseñarme muchas cosas, para que pueda servirte mejor.
str_npc19_personalitymatch_speech|¡La euforia de la batalla arde en mis venas! Y en las de Varfang también, por lo que he podido ver. Ese hombre es el terror del campo de batalla, digno de contemplar, riendo mientras arrolla a los miserables enemigos que huyen. Esos hombres del Este me intrigan, capitán. Podríamos aprender mucho de ellos sobre el arte de la equitación, si los Rohirrim no quieren enseñárselo a los Dunlendinos, una vez que ocupe mi lugar.
str_npc20_personalitymatch_speech|Mira a Bolzog. ¡Bolzog el Grande! Mira cómo corretea con sus andares patizambos, yendo y viniendo a mi voluntad, haciendo todo lo que le pido. Como debería hacer un buen «urku». La verdad es que me cae bien, capitán. ¡Bolzog! ¡Tráeme el ungüento! ¡Ahora!
str_npc21_personalitymatch_speech|¡Ja! ¡{Jefe/Jefa}! Anoche estuve observando un rato a ese pobre idiota de Ufthak. Es un canijo la mar de divertido, no te lo pierdas. Le hice cocinarme algo de esa carne que tenía tan bien guardada, y me la comí toda delante de sus narices. ¡Que me aspen si no lloró hasta que se le secaron los ojos! Deberías haber visto cómo moquea cuando lloriquea, ¡como un manantial de mocos! ¡Ja, ja! ¡Me alegro de tenerlo aquí!
str_npc22_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc23_personalitymatch_speech|{playername}, a pesar de que odio las guerras, no he podido dejar de admirar a mi Señor {s11} cabalgando en todo su esplendor y abalanzándose sobre las criaturas del Enemigo como un halcón.
str_npc24_personalitymatch_speech|¡Una sangrienta victoria, como a mí me gusta! Recibí, sin embargo, una herida que {s11} tuvo la amabilidad de vendar de inmediato.
str_npc25_personalitymatch_speech|Otra victoria en tu haber, capitán. Admiro tu habilidad para conservar las vidas de nuestros hombres. Guerreros como {s11} parecen muy útiles para tus planes de batalla.
str_npc26_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc27_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc18_personalitymatch_speech_b|Gran {Guerrero/Guerrera}, dice mucho de ti que tengas un guerrero como Lykyada luchando bajo tu estandarte. Pensaba que todos los Sureños eran débiles y decadentes, no tan diferentes de los hombres del Oeste, pero si tienen a más como él entre sus filas, entonces no hay duda de que los días del Oeste se acercan a su fin.
str_npc19_personalitymatch_speech_b|Capitán, anoche Varfang y yo estuvimos compartiendo un odre de vino junto al fuego. Le considero un hombre de buen consejo, pues siempre cuida de recordar las hazañas de sus antepasados, como debe ser. No sé si. como él dice, los espíritus de nuestros ancestros están con nosotros. A decir verdad, no me agrada pensarlo. Pero un rey debe conocer la historia de su sangre, de las madres y los padres de tiempos pasados. Varfang conoce el valor de esta sabiduría.
str_npc20_personalitymatch_speech_b|Nunca he conocido a un 'urku' como Bolzog. Oh, por supuesto, no es agradable a la vista, pero en todos mis años es el único que he conocido que es capaz de algo más que acechar, merodear y asesinar. Sus manos nudosas son sorprendentemente hábiles. Sí, sorprendentemente hábiles... Tal vez pueda llegar a aprender más de las artes de los huesos y los tendones de lo que pensé al principio.
str_npc21_personalitymatch_speech_b|Ese tontorrón de Ufthak sigue intentando escabullirse de mí, pero yo siempre le pillo, y siempre lo haré. Es casi como en los viejos tiempos, {jefe/jefa}. Cuando tenía a una banda de buenos muchachos a mi servicio. O antes incluso, al otro lado de las montañas, cuando tenía a mis chicos conmigo: Berto y Guille y Tom... ¡Ah, qué se le va a hacer! Lo pasado, pasado está... ¿Dónde se ha metido ahora ese pequeño canalla andrajoso, eh? ¡Ufthak! ¡Ven aquí, acechador de poca monta!
str_npc22_personalitymatch_speech_b|Me cae bien {s11}.
str_npc23_personalitymatch_speech_b|Me pregunto que edad tendrá él. ¿Quizás una docena de siglos más que yo? No importa, nunca lo comprenderías.
str_npc24_personalitymatch_speech_b|{s11} y sus compatriotas de Valle, aunque no se pueden comparar a los guerreros enanos, han probado ser aliados fiables en esta guerra. Se han portado como buenos amigos y compañeros, si se me permite decirlo.
str_npc25_personalitymatch_speech_b|La gente de Valle siente un gran aprecio por los robustos enanos de la Montaña Solitaria, como amigos y como protectores, a pesar de la diferencia de raza y de costumbres.
str_npc26_personalitymatch_speech_b|Me cae bien {s11}.
str_npc27_personalitymatch_speech_b|Me cae bien {s11}.
str_npc18_retirement_speech|Creo que me gustaría establecerme y formar una familia y, no sé, hacer bordados, o algo así. Adiós.
str_npc19_retirement_speech|Que a un hombre le dé por decir que es el bastardo de un rey no es base para un sistema de gobierno.
str_npc20_retirement_speech|Puede que la ira no sea el camino. Lo que necesitamos es amor. ¿Por qué no podemos llevarnos todos bien?
str_npc21_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc22_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc23_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc24_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc25_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc26_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc27_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc18_rehire_speech|Mi acero aun está sediento de sangre, Gran {Guerrero/Guerrera}. ¡Déjame ir contigo otra vez!
str_npc19_rehire_speech|Me alegra volver a verte, capitán. Con tu permiso, me gustaría volver a incorporarme a tu compañía.
str_npc20_rehire_speech|Partamos cuanto antes, capitán. ¡No ganaremos esta guerra si estamos ociosos!
str_npc21_rehire_speech|¿Cómo te ha ido todo este tiempo, {jefe/jefa}? ¿Debería recoger mis cosas y marcharme contigo otra vez?
str_npc22_rehire_speech|Qué alegría verte, {playername}. Viajemos juntos de nuevo.
str_npc23_rehire_speech|Me alegra verte de nuevo, {playername}. Juntemos de nuevo nuestros caminos.
str_npc24_rehire_speech|Mi hacha está lista y afilada, {playername}. ¿Quieres que me una a ti de nuevo?
str_npc25_rehire_speech|Dichosos los ojos que te ven. ¿Quieres que me una a ti de nuevo?
str_npc26_rehire_speech|Gulm está listo para matar por ti de nuevo. ¿Nos vamos?
str_npc27_rehire_speech|¿Puedo servirte de nuevo?
str_npc18_home_intro|Ah, el Anduin. Gran {Guerrero/Guerrera}, habrás oído hablar de las grandes victorias de los Aurigas hace muchas generaciones, ¿verdad? Formaron una alianza con nosotros, los Variags, y juntos, nuestros guerreros aplastaron a los penosos ejércitos de Gondor, matando al rey al que llamaban Ondoher. ¡Qué matanza tan gloriosa debieron de disfrutar nuestros antepasados!
str_npc19_home_intro|Ah, Edoras. Mi legítimo hogar. Mira a lo alto, capitán, al Castillo de Oro. Hace apenas unas pocas generaciones, a las mismas puertas de Meduseld, el último hijo de Helm Manomartillo fue muerto, y durante un tiempo Wulf fue Rey. No el mismo Wulf que ahora es uno de los jefes de las Tierras Briunas, claro, ése no es sino un chucho miserable que lleva el nombre de alguien más grandioso.
str_npc20_home_intro|Ah, la Montaña Solitaria. El último bastión del Pueblo de Durin, en estos días, ¿no es así? Es grato verla por fin con mis propios ojos. Grato, sí..., pero no tanto como el recuerdo de la muerte de aquel enano, una muerte lenta, gracias a mis artes. ¡En verdad los Enanos son resistentes! Pero flaco favor les hizo Aulë el Hacedor dándoles tanta capacidad para el sufrimiento.
str_npc21_home_intro|¡Oye, {jefe/jefa}! ¡Ese es un mal sitio! Dol Guldur, la guarida más oscura donde habitan las peores criaturas. Todos esos árboles alrededor y ni una ardilla jugosa, ni un sabroso pájaro en esas ramas. No hay que ser una bruja ni nada de eso para conocer el olor de los Oscuros, y este sitio apesta.
str_npc22_home_intro|Daro! Eso de allí es Angrenost, con la negra torre de Orthanc a la vista. Mucho ha cambiado desde la última vez que la vi, y no para mejor precisamente. 
str_npc23_home_intro|Disculpa, {playername}. Los caminos en estas tierras se vuelven más retorcidos y algunos de ellos llevan a callejones sin salida. Debemos de estar acercándonos a Dol Guldur.
str_npc24_home_intro|¡Eh, capitán! Este debe de ser el antiguo camino hacia la Puerta Este de Khazad-dûm, o Moria si lo prefieres. Puedes ver en la distancia las aguas brillantes del lago de Kheled-zâram, y, entre las nubes, los tres majestuosos picos que coronan esta zona de las Montañas Nubladas. 
str_npc25_home_intro|¡Oh, qué lugar más curioso! He oído historias sobre este sitio donde los robustos leñadores viven en armonía con los animales y las plantas, según cuentan. Beórnidas, creo que los llaman.
str_npc26_home_intro|¡Maldición! Eso de allí debe de ser la fortaleza de Cuernavilla, {jefe/jefa}.
str_npc27_home_intro|¡Eh, mira!
str_npc18_home_description|Nuestros sabios nos lo contaron todo acerca de aquella guerra. De no ser por la debilidad de los Sureños, que perdieron una batalla que deberían haber ganado, los Hombres de Gondor nunca habrían ganado la Batalla del Campamento. Los carros de los Aurigas fueron destruidos, y muchos valerosos héroes murieron en las tierras pantanosas de las Ciénagas de los Muertos.
