qstr_Received_{reg0}_dama|受到{reg0}傷害。
qstr_Ent_water_effect:_in|樹人之水的效果：身高增長！
qstr__+1_to_Strength__per|力量+1(永久)
qstr__+1_to_Charisma__per|魅力+1(永久)
qstr_The_dark_shadow_fina|黑暗的陰影終於襲來了，邪惡的大群人馬正邁向中土世界的自由之民。南方有魔多與剛鐸交戰，西方有艾辛格與洛汗交戰，而多爾哥多則是與精靈交戰...甚至在遙遠的北方的都有自己的戰爭。
qstr_The_War_has_started!|戰爭已經開始了！
qstr_The_forest_seems_pea|森林看起來很平靜。
qstr_There_is_a_sense_of_|空氣中瀰漫著危險的氣息。
qstr_You_have_a_feeling_y|你感覺你已經打擾這座森林已經夠久了。
qstr_Get_out_now!|現在，離開！
qstr_You_are_inside_Fango|你在法貢森林裡。{s11}
qstr_Your_party_witnessed|你的隊伍目睹了半獸人吃掉囚犯。
qstr_Your_party_s_morale_|你隊伍的士氣因仇恨而提升了。
qstr_Your_party_s_morale_h|你隊伍的士氣因恐懼而降低了。
qstr_{s27}:_Influence_wit|{s27}：對{s1}的影響力從{reg2}提升到{reg1}。
qstr_{s27}:_Influence_with|{s27}：對{s1}的影響力從{reg2}降低到{reg1}。
qstr_{s27}:_Party_morale_|{s27}：隊伍的士氣提升了。
qstr_{s27}:_Party_morale_d|{s27}：隊伍的士氣降低了。
qstr_You_have_failed_to_f|你未能履行為巴林一眾復仇的誓言！
qstr_You_have_failed_to_fu|你未能履行為{s1}之死所立的復仇之誓！
qstr_Your_troops_value_yo|你的部下重視你為完成誓言所做的努力，但也承認事情進展的太快了。因此，
qstr_{s22}You_have_fulfil|{s22}你已經履行了為巴林一眾復仇的誓言！
qstr_{s22}You_have_fulfill|{s22}你已經履行了對{s1}英勇死亡所立的複仇之誓！
qstr_Reinforcements|增援
qstr_Refugees_Escaped:_{r|已逃脫的難民：{reg10}---被殺掉的難民：{reg11}
qstr_Raider_Parties_Kille|已殺掉的掠奪者隊伍：{reg12}
qstr_One_of_the_target_ce|難民的目標據點之一已被摧毀。難民四散，無處可尋。
qstr_As_an_Orc_or_a_Dwarf|身為半獸人或矮人，你可以使用自訂鏡頭來提升你用TLD的較矮種族的遊戲體驗。查看遊戲概念以取得更多如何使用的資訊。
qstr_Custom_Camera|自訂鏡頭
qstr_{reg65?my_Lady:my_Lo|{reg65?女士:大人}
qstr_{reg65?My_Lady:My_Lo|{reg65?女士:大人}
qstr_{reg65?mistress:mast|{reg65?女主人:主人}
qstr_{reg65?Mistress:Mast|{reg65?女主人:主人}
qstr_{reg65?madame:sir}|{reg65?女士:先生}
qstr_{reg65?Madame:Sir}|{reg65?女士:先生}
qstr_How_do_magnets_work?|磁鐵是怎麼運作的？
qstr_Um..._by_enchanting_|恩...用魔法吸鐵？
qstr_Magnets_are_made_of_|磁鐵採自地底下，本身就是金屬做的。它們有磁力是因為金屬裡含有部份的地心引力。
qstr_i_wont_a_bonerlrord_|窩現在揪想要bonerlordㄉ版本！！森77！
qstr_Install_TLD_in_your_|把TLD安裝到Bannerlord的模組資料夾，在module.ini文件中加上指令：“compatible_with_wfas = 1”，然後你就可以在戰團和Warrider 0.202版裡面玩了。
qstr_Bannerlord_runs_on_a|Bannerlord使用不同的遊戲引擎。我們沒辦法把TLD像改到Warband那樣改到Bannerlord上。
qstr_dis_mod_takes_2_long|遮個模組花ㄌ豪長ㄉ時間才發行！爛！！森77！
qstr_Well_there_s_a_lot_o|嗯，因為有很多新的圖像和其它東西，我猜這很費時。
qstr_It_has_been_recently|最近已經正式發行了，你如果不知道網址，可以到lemonparty.org去下載。
qstr_i_wont_decapitated_e|窩ㄅ會在多人模式中殺死大象，ㄅ要！！森77！
qstr_I_don_t_think_there_|我不認為TLD會有多人模式，不過大象倒是不錯。
qstr_There_is_a_hidden_el|TLD裡有隱藏一個大象死鬥模式。但是你要先刪掉所有存檔，然後不保存玩100天。接著在角色畫面按Alt+F4。這很值得！
qstr_Y_NO_ChINESE??|妹有中文ㄇ？？
qstr_Just_to_troll_you_tr|只是想鬧你，鬧你！
qstr_Thanks_to_our_volunt|感謝我們的翻譯志願者，繁體和簡體中文的翻譯都能用了。但你必須照著我們Steam Workshop裡的指南才能使用它們。
qstr_Wai_no_plate_armour_|為啥遮個模組裡妹有板甲？？？
qstr_What_is_plate_armour|什麼是板甲？沒聽過。
qstr_Wai_no_female_trolls|為啥妹有母食人妖？ㄝ？ㄝ？尼素窩ㄉ婊ㄗ！
qstr_WHEN_U_REALSE_MOD?!!|尼們什ㄇ時候發行模組？！！？
qstr_But_we_did_release._|但我們已經出了。你就在裡面。然後你幹嘛大吼大叫？
qstr_YES!_ALSO_SOMETIMES_|素！窩有時揪這ㄇ大聲！
qstr_Wai_u_no_work_wiht_o|尼們揪ㄅ能和其他團隊合作弄一ㄍ超級魔戒ㄉ模組嗎？
qstr_Every_mod_team_works|每個模組團隊都有不同的規格，版本不同是沒辦法合作的。
qstr_Because_we_don_t_hav|因為我們沒什麼幽默感而大部分人對我們來說太歡樂了。
qstr_In_movies_trolls_are|電影裡ㄉ食人妖都又大又胖，尼為啥讓窩這ㄇ瘦？
qstr_We_interpreted_Tolki|我們是這樣解讀托爾金的文章的。
qstr_But_we_did_make_you_|但我們的確把你弄得和電影裡一樣蠢。這樣總行吧。
qstr_What_is_news?_Got_an|有什麼新聞嗎？有截圖嗎？
qstr_Well_just_look_aroun|看看你周圍，你要截圖做什麼？
qstr_Say_cheese!|說茄子！
qstr_Why_did_you_make_mod|你為什麼要讓安裝模組那麼複雜呢？
qstr_Well_if_you_are_here|嗯，如果你能在這裡跟我說話，代表你已經讀完那該死的手冊並成功了。
qstr_You_just_got_windyfl|你剛剛被風化了！
qstr_Merry|梅里
qstr_Pippin|皮聘
qstr_the_Citadel|堡壘
qstr_Minas_Tirith|米那斯提力斯
qstr_Steward_Denethor|攝政王迪耐瑟二世
qstr_the_Golden_Hall|金之大殿
qstr_Edoras|伊多拉斯
qstr_King_Theoden|希優頓王
qstr_Merry_asked_you_to_d|梅里要你送一封信，給他在米那斯提力斯的表親，皮聘。
qstr_Pippin_asked_you_to_|皮聘要你送一封信，給他在伊多拉斯的表親，梅里。
qstr_Tell_him_I_ve_grown_|告訴他我又長高了一吋！
qstr_Tell_Pip_he_smokes_t|告訴皮聘他抽太多菸了！
qstr_Tell_him_I_can_ride_|告訴他我現在可以騎成年的馬了！
qstr_Ask_him_if_he_has_an|問他還有沒有剩下任何煙斗草！
qstr_Tell_him_I_ll_be_the|告訴他我們再見時我會是比較高的那個的！
qstr_Ask_if_he_s_seen_Gan|問他有沒有見到甘道夫！
qstr_You_gained_250_exper|你獲得了250經驗值。
; qstr_Hrooom..._Hmmm...Who|Hrooom... Hmmm...Who are you?
; qstr_Hrooom..._Hmmm...Oh_|Hrooom... Hmmm...Oh, it's you again, {playername}.
qstr_Treebeard_wants_you_|樹鬍想要你找到并打敗在法貢森林伐木的半獸人。
qstr_Something_wrong_not_e|有點問題，沒有足夠的部隊組成斥候隊伍
qstr_my_home_town|我的故鄉
qstr_I_am_in_perfect_heal|我非常的健康。
qstr_I_am_suffering_from_|我正被{s1}折磨著。
qstr_I_am_suffering_from_{|我正被{s1}和{s2}折磨著。
qstr_I_am_suffering_from_{s|我正被{s1}、{s2}和{s3}折磨著。
qstr_I_am_suffering_from_{s1|我正被{s1}、{s2}、{s3}和{s4}折磨著。
qstr_I_don_t_have_any_ser|我沒有受到什麼嚴重的傷，謝謝你的關心。
qstr_Good_day_to_you.|日安。
qstr_Ah_it_s_you_again._G|啊，又是你。再見。
qstr_My_apologies_if_I_wa|抱歉，我之前有點沒禮貌。你能再說一遍你的故事嗎？
qstr_I_was_reconsidering_|我重新考慮了我們上次的對話。你能再說一遍你的故事嗎？
qstr_Zigrphel_gained_{reg|齊格爾菲爾獲得{reg78}經驗值。
qstr_Greetings_{s23}_{s24|你好，{s23}，{s24}。
qstr_Greetings_{s23}.|你好，{s23}。
qstr_So_you_are_{s23}._I_|所以，你就是{s23}吧。我聽說你為我們{s25}的朋友戰鬥，所以我想我應該把你當成友方吧。
qstr_I_need_volunteers_wi|我需要一些志願者跟我去參加危險的任務。
qstr_I_need_some_soldiers|我需要一些士兵來補充損失。
qstr_Maybe_the_weaklings_|也許南方的弱者會給他們皮膚軟嫩的食人妖配戴鎧甲。但我們不會-我們的食人妖是來自剛達巴的！
qstr_Do_I_look_like_a_smi|我看起來像個鍛治匠嗎？呸。去找一個來問吧。
qstr_Excellent_job_{s23}!|幹得漂亮， {s23}！真希望我方的所有指揮官都像你這麼盡責。^
qstr_Nicely_done_{s23}.|幹得很好，{s23}。
qstr_Good_work_{s23}.|幹的好，{s23}。
qstr_The_more_you_capture|你俘虜的越多越好，{s23}。
qstr_Caught_a_few_straggl|抓到了幾個掉隊的，{s23}？
qstr_I_am_sorry_no_one_el|抱歉，已經沒人可以準備離開了。^他們會在這裡守衛並效忠{s22}。
qstr_Tough_luck_but_we_do|你真不走運，我們一個都不剩了。晚點再來吧。
qstr_There_are_brave_sold|我們是有一些願意冒生命危險的勇敢士兵。但在這個黑暗的時代我無法承擔讓他們離開崗位。^^^[資源點不足]
qstr_We_have_some_spare_t|我們是有一些多餘的部隊，但我無法承擔讓他們跟你這種人一起去死。^^^[資源點不足]
qstr_There_are_brave_soldi|我們是有一些勇敢的士兵志願上前線。^^我想我能讓其中幾個跟你走。
qstr_There_are_spare_troo|這裡多餘的部隊應該不介意浴血。^^我可以讓其中幾個跟你走。
qstr_Strenghten_defences_|增強{s21}的防禦？當然歡迎。不過請記住我們只能接受自己的同胞。
qstr_Strenghten_defences_i|增強{s21}的防禦？好吧，只要他們不是殘障，為何不呢。但要確定你只把我們自己的部隊送過來，我們是不會用外人的。
qstr_Please_return_them_i|請讓他們活著回來。我深知他們每個人的英勇。而這裡我們需要每一個靈魂。
qstr_Don_t_let_them_all_d|別讓他們全死在一起。懦夫例外。讓那些站在前排，你應該懂吧。
qstr_Thank_you_commander.|謝謝你，指揮官。^
qstr_^{s22}_is_grateful_t|^{s22}由衷的感激你，{s23}，{s29}^
qstr_{s31}{reg28?Those:Th|{s31}{reg28?那群:那名}勇敢的{reg28?士兵們:士兵}必定能幫助我們防禦{s21}。{s32}^^[獲得{s14}的{reg14}資源點]
qstr_{s31}{reg28?Those:Tha|{s31}{reg28?那群:那名}有用的{reg28?部下們:部下}將幫我們守住{s21}。{s32}^^[獲得{s14}的{reg14}資源點]
qstr_{s4}_^Oh_and_take_ba|{s4}^噢，把你這些士兵帶回去吧，他們並不是我們的親屬。
qstr_You_have_reinforced_|你已經用{reg55}名部下增援了{s8}。
qstr_I_don_t_need_them_an|反正我不需要他們了，留著吧。
qstr_It_is_my_duty_to_pro|保護同胞是我的職責。
qstr_It_is_my_duty_to_prot|保護盟友是我的職責。
qstr_I_am_{s4}_{s15}_of_{|我是{s4}，{s6}的{s15}
qstr_I_am_{s4}_a_commande|我是{s4}，{s6}的一名指揮官
qstr_{s9}{reg5?_and_the_r|{s9}{reg5?和{s8}的統治者。：。
qstr__{s3}_gained_{reg78}|{s3}獲得{reg78}經驗值。
qstr_{playername}_our_sco|{playername}，我們的斥候帶來了你成功的報告。願你長壽且幸福！你的勝利擊退了{s7}的大軍，敵人大舉進攻的計畫已經告終了。希望他們的人會為了失敗而爭執，最好隊長們也是。而且，如果，他們現在對你感到恐懼那就更好了！ 最起碼，你贏得了讓我們能從衰弱中暫時休息的機會。
qstr_Well_{playername}_yo|嗯，{playername}，你回來了，而且似乎，帶來了好消息。我看的出你原先並不是在吹牛了-啊，如果我能親眼看見{s7}倒在你腳邊該有多好！毫無疑問，我們的對手現在沮喪至極。我想，大概也沒了戰意。俗話說，射人先射馬，擒賊先擒王。嗯，我現在要率領大軍去贏得真正的勝利了。別擔心，{playername}，你的貢獻，會被如實上報的。
qstr_Alas_that_I_could_no|可惜我沒能終結{s8}的{s7}，他們最好注意點，別讓我們再遇上彼此。
qstr__I_should_rather_mak|我該自己報告我戰勝{s8}的{s7}-你可別忘了，領頭的榮耀都是我的！
qstr_Very_well_done_{play|做得很好，{playername}！正如我所期望的，你抓住了間諜和他的接應，他們現在正好好關在一起，等著被質問。他們將有很多事得好好的解釋了。{playername}，我對你的任務成功感到很高興，這袋錢代表我對你的感謝。
qstr_Beautiful_work_{play|做得完美，{playername}！正如我告訴你的，你抓住了間諜和他的接應，他們現在正關在我的地牢裡，等著被質問。我的拷問人今晚有的忙了！無論如何，{playername}，我非常滿意你的成功。這袋錢代表我對你的感謝。
qstr_Foiling_the_enemy_s_|阻撓敵方攻擊難民的企圖削弱了他們的決心({s1}由於你戰勝{reg18}掠奪者而失去了{reg19}陣營力量)。
qstr_The_slaughter_and_lo|對難民的屠殺和搶劫使敵方更加強大({s1}獲得了50陣營力量)。
qstr_You_did_however_defe|然而，你確實，擊敗了{reg18}掠奪者，削弱了敵人的決心({s1}失去了{reg19}陣營力量)。
qstr_The_slaughter_and_loo|對難民的屠殺和搶劫使敵方更加強大({s1}獲得了{reg20}陣營力量)。
qstr_Killing_the_refugees|殺死{s1}的難民並奴役倖存者使他們的人民士氣低落({s1}失去了{reg19}陣營力量)。
qstr_{reg20}_refugee_trai|{reg20}難民逃脫並提高了敵人的士氣({s1}獲得了{reg22}陣營力量)。
qstr_You_did_however_defea|然而，你確實，擊敗了{reg18}難民，削弱了敵人的決心({s1}失去了{reg19}陣營力量)。
qstr_My_lord_{s12}_is_saf|大人，{s12}安全了。海盜已經被擊敗了。
qstr_My_lord_Esgaroth_is_|大人，長湖鎮安全了。盧恩人已經被擊敗了。
qstr_The_surroundings_of_|{s12}在熊熊燃燒。劫掠之景真是壯麗！
qstr_The_surroundings_of_E|長湖鎮在熊熊燃燒。劫掠之景真是壯麗！
qstr_This_is_welcome_news|這確實是個好消息，{playername}。 我們對海盜的大膽行動實在準備不足。但多虧了你，黑帆被趕走了，起碼短時間內吧，我們希望，至少，今天我們有打擊到他們。我們由衷的感謝你。
qstr__Good_work_{playerna|幹得好，{playername}！必須承認，他們表現得比我們所認知更加狡猾。但看來，這些東方人在船上的戰鬥不如騎在馬上更好！也許，我們應該考慮組建一支屬於我們自己的艦隊... 無論如何，我們代表長湖鎮和河谷鎮的所有同胞感謝你，{playername}。
qstr_Even_from_here_we_co|即使從這裡，我們也可以看到火焰和在風中聞到敵人的絕望！你做得很精彩，{playername}。讓恐怖烙印在剛鐸的每個男人、女人和孩子的心裡吧，他們將知道即使再強大的要塞也是擋不住我們的！
qstr_Even_from_here_we_cou|即使從這裡，我們也可以看到火焰和在風中聞到敵人的絕望！你做得很精彩，{playername}。讓恐怖烙印在河谷鎮的每個男人、女人和孩子的心裡吧，他們將知道即使再強大的要塞也是擋不住我們的！
qstr_My_lord_they_fell_up|大人，他們用的大軍襲擊了我們。我們無法擊退海盜。
qstr_My_lord_they_fell_upo|大人，他們的大軍襲擊了我們。我們無法擊退盧恩的戰士。
qstr_The_raid_on_{s12}_fa|感謝我們友方的無能，對{s12}的襲擊失敗了！
qstr_This_raid_was_ill_fa|這次襲擊從一開始就注定失敗。 我們真不該上那些破爛的木筏！
qstr_This_is_evil_news_yo|你帶來了的真是壞消息。黑帆越來越大膽，而現在整個貝爾法拉斯都在他們的陰影之下了。我不會，因為你的失敗而責怪你，{playername}，但我們的確遭受了一次沉重的打擊，真的很沉重。走吧。剛鐸的希望越來越渺茫，我們必須努力讓剩下的繼續存活下去。
qstr_This_is_evil_news_you|你帶來了的真是壞消息。東方人越來越大膽，而長湖鎮則在燃燒。我不會，因為你的失敗而責怪你，{playername}，但我們的確遭受了一次沉重的打擊，真的很沉重。走吧。我們王國的希望越來越渺茫，我們必須努力讓剩下的繼續存活下去。
qstr_Pah!_It_seems_you_we|呸！看來你不是能在海上混的料，{playername}。現在剛鐸人，坐著，高高在上，虛榮如王，笑著黑帆燃燒！也許在船上負責划槳對你的部下是適當的懲罰；他們被你指揮而不是我，還真是可憐。邪眼是不會高興的。滾吧。
qstr_Have_you_nothing_bet|你沒有什麼比為你的失敗找爛藉口更好說的嗎，{playername}？也許你沒有我們所認為的那麼強大。未來好好服從我們的計畫吧，{playername}。我們對弱者是沒有慈悲的！
qstr_{playername}_we_have|{playername}，我們幾乎打倒了艾辛格。他們發起了最後一搏來保護在塔裡的薩魯曼。跟我一起去會會他們吧！
qstr_Are_you_ready_to_mee|你準備好面對艾辛格的最後一搏了嗎？
qstr_I_am_ready_to_ride_w|我準備好和你一起去對付艾辛格了。
qstr_I_am_ready_to_ride_wi|我準備好和你一起去和會會他們了。讓我們了結這一切吧。
qstr_I_am_not_ready_to_ri|我還沒準備好和你一起走。我還需要一些時間。
qstr_You_do_not_have_enou|你沒有足夠的部下來支援這場戰鬥。快去徵招至少30人再來加入我！
qstr_Stay_close_we_will_t|別離太遠，我們將在敵人附近就位。當所有人就定位時，我們就會發起攻勢。
qstr_You_have_taken_too_l|你花太多時間了...無論你跟不跟，我們現在就要出發了。我們將在敵人附近就位，3天內，我們就會發起攻勢。
qstr_Make_haste_{playerna|動作快，{playername}。我們不想給他們喘息的機會。
qstr_Your_mission_is_comp|你已經完成了任務，{s9}想要你在接到進一步的通知前繼續跟隨他的軍隊。
qstr_{s13}_asked_you_to_g|{s13}要你去收集{reg3}單位的{s4}並將它們帶回給他。
qstr_Moreover_should_you_|此外，如果你成為{s24}，我將歡迎你加入我的戰爭議會，在那你可以做出影響我們戰役的決定。目前，作為{s25}，你只需跟著我們別離太遠。我們很快就會動身了。
qstr_For_the_moment_just_|目前，你只需跟著我們別離太遠。我們很快就會動身了。
qstr_{s9}_asked_you_to_sc|{s9}要你去偵察{s13}、{s14}和{s15}，然後回報。
qstr_You_have_been_most_h|你真是幫了大忙，{playername}。謝謝。
qstr_You_are_a_good_serva|你是個能幹的僕人，{playername}。繼續保持。
qstr_Superb_work_{playern|精湛的工作，{playername}。你的態度值得讚賞。
qstr_Your_efficiency_is_p|你的效率令人滿意，{playername}。堅持下去你就能步步高升。
qstr_It_was_an_honour_to_|我很樂意效勞。
qstr_Your_wish_is_my_comm|悉聽尊便。
qstr_Sauron_in_Mordor_the|魔多的索倫、昂巴的海盜、侃德的維瑞亞人和哈拉德的部落民
qstr_Saruman_in_Isengard_|艾辛格的薩魯曼和登蘭德的野人
qstr_Orcs_of_Moria_and_Do|摩瑞亞和多爾哥多的半獸人
qstr_Orcs_of_Gundabad_and|剛達巴山的半獸人和盧恩的戰士
qstr_Men_of_Gondor|剛鐸的人類
qstr_Riders_of_Rohan|洛汗的騎手 
qstr_Elves_of_Imladris_an|伊姆拉崔和羅斯洛立安的精靈
qstr_Men_of_Dale_Dwarves_|河谷鎮的人類，孤山的矮人，比翁的親屬和幽暗密林的精靈
qstr_Ah_{playername}_it_i|啊，{playername}，你來的正好。戰爭就在我們的門口而我們需要士兵和隊長們來履行他們的誓言。^^我們正在與{s11}交戰，但得先集中力量削弱敵方然後才能攻打他們的重地和要塞。每次擊敗敵方都會使我們更接近勝利和增強我們的決心，所以我相信你會抓住每個與我們的敵方戰鬥的機會，不論是一小隊斥候或一支大軍。但別單獨衝進戰場，你必須和己方勇敢的隊長們以及盟友一起戰鬥。
qstr_About_time_you_showe|是時候你該來了，{playername}。我們現在開戰了而我不會容忍任何違抗軍令的行為。我們正在與{s11}交戰，但得先集中力量削弱敵方然後才能攻打他們的重地和要塞。每次擊敗敵方都將增加我們戰爭的投入和使他們更接近徹底的毀滅。所以我相信你會抓住每個與我們的敵方戰鬥的機會，不論是一小隊斥候或一支大軍。此外，你得支援看到的己方隊長和盟友們。別讓他們失望否則我會知道的。
qstr_we_are_fighting_agai|我們正在與{s13}交戰
qstr_we_are_not_fighting_|我們目前沒有在與任何人交戰
qstr__{s14}_gained_{reg78|{s14}獲得{reg78}經驗值。
qstr_Oh?_Let_me_see_that.|哦？讓我看看…很好很好！感謝你把這個帶給我，{playername}。拿著我的印封作為我收到的證據，然後下次見到{s9}的時候代我向他問好。
qstr_Give_me_that!_Hrmph!|拿過來！哼！能把這個帶給我，代表你是個有用的僕人，做的好{playername}。告訴{s9}叫他多用用你。
qstr_What?_Let_me_see_tha|什麼？讓我看看…恩。把這個帶給我，做的好{playername}，你可以走了。
qstr_Give_me_that!_Hrmph!_|拿過來！哼！{playername}，你是個對你主人來說有用的僕人，但你們大概活不久吧。不過你的死期不是現在，所以滾吧。
qstr_My_king|吾王
qstr_Lord|大人
qstr_my_king|吾王
qstr_lord|大人
qstr_our|我們的
qstr_your|你的
qstr_Moria_and_Gundabad|摩瑞亞和剛達巴
qstr_Moria|摩瑞亞
qstr_Gundabad|剛達巴
qstr_You_swear_an_oath_of|你發了對{s3}的復仇之誓。你必須在未來的日子裡盡可能摧毀更多摩瑞亞和剛達巴的部隊。你確信你的追隨者都見證了你的誓言，而你也不希望被認為是背誓者。讓血祭開始吧！^。
qstr_The_search_for_the_L|尋找失落長槍的旅途帶著你來到了多溫尼安，古代布拉多辛王的北方王國所在地。未完待續
qstr__You_need_to_be_{s24|(你至少需要升到{s24}以上)。
qstr_You_are_not_worthy_o|你不配我效力。先證明自己，升到{s25}以上吧。{S2}
qstr_I_am_sorry._I_cannot|抱歉。我不能幫只是{s25}的你處理因為我還有更要緊的事要忙。{s2}
qstr_Yes_I_am_and_I_can_h|對，我是，我可以幫你但你得付錢。
qstr_You_heard_right_and_|你沒聽錯，是的，我可以幫助你。
qstr__Costs_1000_Resource|(花費1000資源，5影響力)
qstr_I_can_see_that._I_ll|我明白了。我會讓守衛在我處理你的事這段時間把風。這得花點時間。{s2}
qstr_Yes_I_see_that._I_ca|是的，我明白。我可以照顧你沒錯，但這會耽誤我重要的任務。{s2}
qstr__Costs_1500_Resource|(花費1500資源，10影響力)
qstr_I_ll_have_my_persona|我會讓我的私人治療師處理你的事，他們是頂尖的。告訴我你想要他們什麼時候過來。{s2}
qstr_I_ll_have_my_personal|我會讓我的私人治療師照顧你的人馬，他們是業界頂尖的。告訴我你什麼需要他們。{s2}
qstr_I_ll_have_them_here_|我馬上叫他們過來。
qstr_Let_us_begin._My_hea|讓我們開始吧，我的治療師會照顧你和你的人馬。
qstr_Alright!_This_is_goi|好吧！這將會痛...很痛。
qstr_Let_us_begin._It_may|讓我們開始吧。可能得花點時間。你只要放鬆然後剩下的就交給我吧。
qstr_Impressive..._You_di|還不錯…看來你不怎麼怕痛。回到你的崗位上吧。
qstr_Rest_the_wounds_have|休息吧，傷口已經處理好了。
qstr_Your_party_must_be_a|你的隊伍必須至少有30人才能開始這個任務
qstr_You_were_tasked_to_h|你被請求獵殺在北方造成嚴重破壞的盜賊，你可以選擇直接進攻他們位於幽暗密林附近的藏身處或在比翁之家周圍攔截他們。
qstr_Mordor_gains_Faction|魔多收到一件未知的武器後獲得陣營力量
qstr_Beornings_gain_Facti|比翁人由於你勝利的消息廣傳而獲得陣營力量。
qstr_Beornings_lose_Facti|比翁人由於被攻擊而失去了陣營力量。
qstr__{s14}_gains_faction|{s14}由於力量之戒的消息廣傳而獲得陣營力量。
qstr_You_must_return_and_|你必須馬上回報你打敗戒指獵人的首領並得到了一個魔法戒指的事。
qstr_You_must_return_and_r|你必須馬上回報你打敗戒指獵人的隊伍，但他們的首領很可能已經得到他們所尋之物的事。
qstr_Do_you_need_reinforc|你需要援軍嗎？
qstr_You_don_t_look_too_s|你看起來不夠強，你需要部下嗎？
qstr_^{s14}_is_grateful_t|^{s14}由衷的感激你，{playername}，{s29}^
qstr_{s31}{reg28?Those:That|{s31}{reg28?那群:那名}勇敢的{reg28?士兵們:士兵}必定能幫助我們防禦我們的土地。{s32}^^[獲得{s14}的{reg14}資源點]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?那群:那名}有用的{reg28?部下們:部下}必定能幫助我們毀滅更多東西。{s32}^^[獲得{s14}的{reg14}資源點]
qstr_{s4}_^Oh_and_take_bac|{s4} ^噢，把這些不是我們親屬的士兵帶回去吧，他們對我來說沒有用處。
qstr_It_is_my_duty_to_hel|幫助同胞是我的職責。
qstr_It_is_my_duty_to_help|幫助盟友是我的職責。
qstr_{s31}__Consumable._C|{s31}(消耗品。可以再買)
qstr_{s31}__Can_be_reboug|{s31}(可以再買)
qstr_I_wish_to_raze_an_en|我想把敵方的一個聚落夷為平地。
qstr_I_wish_to_lead_our_m|我想帶領我們的人馬進攻敵方的聚落。
qstr_More_snaga_who_will_|把更多奴隸丟向敵方的城牆？好好聽著搞不好我能讓你試試。
qstr_Indeed?_Few_men_are_|確實？很少人這麼快就自願衝到城垛上去死。在我允許你走之前我們還有很多事要討論
qstr_Indeed?_That_is_no_s|確實？這不是一件小事而在我允許你走之前我們還有很多事要討論。
qstr_First_sieges_are_onl|首先，圍城是強者才能選擇的！以下是所有需要做的事情：
qstr_Here_is_all_that_nee|以下是所有需要做的事情：
qstr_Firstly_we_must_thin|首先，我們必須考慮到這項任務會遇到的阻礙：
qstr_You_need_sharp_weapo|你需要鋒利的武器，新鮮的肉給你的部下和座狼，作為燃料的木頭，使弱者跟上的酒。你還必須把你的渣滓管好否則他們在你到牆邊之前就會開始自相殘殺。我們太忙著內鬥沒辦法照顧彼此—準備好提供讓蛆蟲們移動所需的物資。^[需要{reg3}資源，{reg15}影響力]
qstr_Steel_must_be_kept_s|武器必須保持鋒利，人馬必須被餵飽，篝火必須保持燃燒，水必須足夠，傷口必須得到照料—如果你不能維持戰役你和你的人馬將對我們毫無用處。我們的戰線已經拉的太開所以沒辦法提供你的需求，你必須準備好提供保持軍隊圍城所需的資源。^[需要{reg3}資源，{reg15}影響力]
qstr_Steel_must_be_kept_sh|武器必須保持鋒利，人馬必須被餵飽，篝火必須保持燃燒，水必須足夠，傷口必須得到照料—雖然沒那麼光彩但其重要性毫不遜於在壁壘上廝殺。我們的戰線已經拉的太開所以沒辦法提供你的需求，你必須準備好提供保持軍隊圍城所需的資源。^[需要{reg3}資源，{reg15}影響力]
qstr_Next_if_you_try_to_a|接著，如果你試圖攻擊敵人的首都，而還沒死的話我會把你打一頓的..我們只會朝主人命令之處進軍。你要去找能擊潰的軟弱敵人。
qstr_Secondly_you_do_not_|第二，你無權領導我們的同胞攻打敵人的首都。這些地方只有在我們全軍的力量團結起來後才能克服。你只能對被削弱到可以擊潰的敵人發起攻勢。
qstr_Third_{s2}_is_on_its|第三，{s2}有自己的戰役。如果你的目標看起來不錯我們會和你戰鬥的，但你最好有足夠的力量自己獲勝，否則你活不久的。
qstr_Furthermore_you_must|此外，你必須知道{s2}正忙於自己的戰役。如果情況允許我們的旗幟會跟著你進入戰鬥，但別抱太多希望—你很可能不得不獨自奮戰。
qstr_Last_remember_that_a|最後，記住身為{s25}，主人沒空管我們的失敗。{s2}為你的戰鬥承擔很多風險—為我們帶來失敗的話我們會確保你感到生不如死的。
qstr_Finally_remember_tha|最後，記住身為{s25}，你的成功和失敗會決定你的生死。{s2}為你的進軍承擔很多風險—為它帶來毀滅的話你將承擔嚴重的後果。
qstr_Finally_remember_that|最後，記住身為{s25}，你可以好好享受得來不易的勝利並稱之為自己的榮耀但如果失敗則所有生活在{s2}的人都得付出代價。你可是背負著{s2}的命運在戰鬥—為它帶來毀滅的話你將承擔嚴重的後果。
qstr_Still_think_you_can_|你還認為你應付的來嗎？
qstr_Knowing_what_I_have_|了解我告訴你的這些後，你還認為自己能勝任嗎？
qstr_Knowing_what_I_have_t|了解我告訴你的這些後，你還希望繼續嗎？
qstr_Give_me_the_banner_o|給我主人的旗幟吧！
qstr_Yes_my_lord._Let_me_|是的，大人。讓我把我們的旗幟帶到戰場上吧。
qstr_The_people_of_{s3}_t|{s3}的人民感謝你的禮物，{playername}。作為{s1}的交換，我們會把{s2}送給{s4}的人民。讓我再次感謝你，{playername}。
qstr_I_want_to_deliver_a_|我想送一份禮物給我們的盟友。
