
str_yes|是。
str_npc23_backstory_later|我已經觀察一個巨型蜘蛛的巢好幾天了。醜陋的生物，是我對牠們的第一印象，但現在看來牠們會把入侵者拒於門外。你是來要我跟你一起旅行的嗎？
str_npc24_backstory_later|建造防禦工事是任何矮人都能做的。但我也想用用我的斧頭。讓我跟著你吧。
str_npc25_backstory_later|吾王又再次召見我了，這次是因為嘔吐。我希望他的身體狀況不是被戰事所影響的。你也有便祕或嘔吐的困擾嗎？
str_npc26_backstory_later|你以為我在做什麼？葛魯姆正在等著某偷偷摸摸的奴隸把他弄死呢。把我帶走吧-我會好好服從你的。
str_npc27_backstory_later|你重新考慮過了嗎？我會好好服從你的。
str_npc18_backstory_response_1|如果妳真的這麼勇猛，也許妳可以為我而戰。當然，在我們餵飽妳之後。
str_npc19_backstory_response_1|很好。只要你能在戰線中戰鬥，你就有所用處，登蘭德人。
str_npc20_backstory_response_1|妳請求加入我的方式真奇怪，女巫。但好吧，妳可以一起來。
str_npc21_backstory_response_1|確實妳看起來很大隻也似乎懂得如何打架。對我應該是有點用處的。
str_npc22_backstory_response_1|請原諒我冒昧的請求，但我們一眾在接下來的戰鬥中會很需要你的才能。
str_npc23_backstory_response_1|我們會在中土世界旅行，是為了守護一切美好的東西，並把戰鬥帶給我們的敵人。
str_npc24_backstory_response_1|的確，我們一眾很歡迎矮人戰士的加入。
str_npc25_backstory_response_1|我們的確需要一名治療師和藥師。
str_npc26_backstory_response_1|我想我們用的上一名狂戰士。
str_npc27_backstory_response_1|你會的。
str_npc18_backstory_response_2|呸！一隻兇殘的鬥犬不適合做我的同伴。
str_npc19_backstory_response_2|你說大事。在你再次靠近我之前，先自己去做一些吧！
str_npc20_backstory_response_2|呸！我看妳比起咬更會吠。我還有工作要做！
str_npc21_backstory_response_2|真不走運啊，食人妖。我可沒辦法為妳這種的殺價。
str_npc22_backstory_response_2|等羅斯洛立安脫離險境後我會再回來的。
str_npc23_backstory_response_2|不，抱歉。我們不能帶著拖油瓶。
str_npc24_backstory_response_2|不，抱歉。我們自己來就夠了。
str_npc25_backstory_response_2|不，抱歉。我們只有在需要時才會拜訪治療師。
str_npc26_backstory_response_2|呸！我不會相信叛徒的。
str_npc27_backstory_response_2|我不需要你，奴隸。
str_npc18_signup|噢，還能再吃到肉啊！一旦我的手腳自由，肚子裡有食物，你就可以見識到我真正的氣概了！
str_npc19_signup|是的，你現在可以這樣叫我，因為我並不為我的登蘭德之血感到羞恥。我的同胞在洛汗國王的暴政下備受煎熬，讓我覺得自己與他們之間沒有一點親屬關係。我將在這場戰爭中幫助你。指揮官，但是作為回報，你必須在時機成熟時宣揚我的繼承權。
str_npc20_signup|我會暫時忽略你的傲慢，但要知道總有一天我們會再次談話。也許那時，我們都會站在黑暗之主面前，我以前認識他時名字還跟現在差很多呢，讓我們看看他會聽誰的話。也許那時我會教教你該有的禮貌。
str_npc21_signup|尼很懂嘛！去看老大會不會讓窩離開這鬼地方吧。
str_npc22_signup|我明白了。我得承認我有聽過你的名聲與功績。
str_npc23_signup|我不喜歡戰爭中的暴力和武器，但我至少還知道該怎麼保護好自己。
str_npc24_signup|我專精使用斧頭，用來揮砍或投擲的都可以。如果你讓我和商人交涉的話我也懂如何殺價。我還有一雙知道該怎麼在敵人身上發現戰利品的慧眼。
str_npc25_signup|真的嗎？那，我只需要一點時間來打包我的藥草和配方就好了。
str_npc26_signup|我比你所有的奴隸加起來都有價值。戰鬥強獸人永不撤退。
str_npc27_signup|真的嗎？我的加入會助益良多的。
str_npc18_signup_2|我的母親曾告訴過我，我生來就是要砍殺敵人的。為了你，我會殺死許多西方的弱者。只要給我一把好的刀刃，剩下的就交給我吧！
str_npc19_signup_2|我和我的同胞一起戰鬥，就像夜晚的狼一樣。我會投擲長槍，或者把長矛刺進衝鋒騎兵的胸膛。我會斧頭或劍砍掉人的四肢。對你，我就講白了：我不在乎你為邪眼或白掌服務。只要我能在金之大殿中坐在我應得的王位上，對我來說就是一切。
str_npc20_signup_2|但就目前而言，讓我用傳說和多年的工藝為你服務吧。要知道：有了我齊格爾菲爾援助你，你就會像一條在烏頓深坑中得到翅膀的龍。我會為你和你的目的做出大事，即使你現在不會明白的！
str_npc21_signup_2|別擔心，窩會跟著尼的。
str_npc22_signup_2|或許加入你們一眾並在料想不到之處給予打擊，可以破壞敵人的平衡。我會跟著你的。
str_npc23_signup_2|也許我可以教你怎麼移動的更快速並發出更少噪音。我們走吧。
str_npc24_signup_2|如果你能管好隊伍中的高個子們，尤其是那些鬼鬼祟祟的精靈，我會很高興加入你的。
str_npc25_signup_2|不過我必須先警告你，我在戰場上沒什麼用處。不過我相信你能保護好我這種年紀的女人對吧。
str_npc26_signup_2|你最好快點決定，這裡的守衛起疑了。
str_npc27_signup_2|你不會後悔帶上我的。
str_npc18_signup_response_1|我喜歡妳的精神。 很好，我會派人向魯薩昆替妳說情的。
str_npc19_signup_response_1|好吧，那麼，'王子'，拿起你的武器。現在，你為我而戰。
str_npc20_signup_response_1|為了妳著想，我希望，妳的言語不是空談。別讓我失望，齊格爾菲爾。
str_npc21_signup_response_1|很好，讓我們看看妳能不能證明自己的價值。
str_npc22_signup_response_1|能讓精靈領主加入是我們的榮幸。
str_npc23_signup_response_1|好吧。我希望妳不會一見到半獸人就逃跑。
str_npc24_signup_response_1|好吧，矮人先生，歡迎你加入我們。
str_npc25_signup_response_1|我保證，妳跟我們在一起會很安全的。我們很快就會出發了。
str_npc26_signup_response_1|好吧。遵守命令，你就能吃香喝辣。
str_npc27_signup_response_1|好吧。我們走。
str_npc18_signup_response_2|妳很兇猛...也許太兇猛了。再多關一段時間應該能教教妳何謂順從。
str_npc19_signup_response_2|看來你還得在乾草捆上再坐一會了，'王子'。
str_npc20_signup_response_2|妳的吹牛和惡言讓感到我刺耳。我們再次交談前先管管妳的舌頭吧！
str_npc21_signup_response_2|我現在用不著妳。
str_npc22_signup_response_2|仔細想想，或許我們自己就夠幫助羅斯洛立安了。
str_npc23_signup_response_2|抱歉，我根本無法想像妳在戰場上的樣子。
str_npc24_signup_response_2|抱歉，我還蠻喜歡精靈的。
str_npc25_signup_response_2|我很抱歉，我們一眾裡的每個人都得上戰場。
str_npc26_signup_response_2|我改變主意了。正在找你的人可能會來找我。
str_npc27_signup_response_2|我改變主意了。
str_npc18_payment|當然，像你這樣強大的指揮官只要開口，他們就會釋放我吧。[花費對{s14}的{reg14}影響力]
str_npc19_payment|看來黑酋長代格拉夫可能會找個藉口把我扣留在這裡，指揮官。[花費對{s14}的{reg14}影響力]
str_npc20_payment|相反的，你最好不要讓我或我們共同服務的主人失望。他對你的評價夠好了嗎？[花費對{s14}的{reg14}影響力]
str_npc21_payment|說到’價值’，窩欠的那點債可能不只那麼一點，尼懂吧。老闆可能會想好好的榨尼一筆，要小心啊！[花費對{s14}的{reg14}影響力]
str_npc22_payment|我們會很快就一同踏上旅途的。雖然在出擊前被敵人得知我的存在意外程度就會降低。但羅斯洛立安也還需要我。[花費{s14}的{reg14}影響力]
str_npc23_payment|我很想加入你，但我的職位在此。[花費{s14}的{reg14}影響力]
str_npc24_payment|我很想加入你，但在需要人手的時刻離開這裡是不會被我尊貴的父親德瓦林理解的。[花費{s14}的{reg14}影響力]
str_npc25_payment|我還是不能放棄我的職責，吾王仍需要我。而且我也很擔心他的健康。[花費{s14}的{reg14}影響力]
str_npc26_payment|我很想跟你走，但大門的守衛是不會放行的。^相信我，我試過了。[花費{s14}的{reg14}影響力]
str_npc27_payment|我很想加入你，但我的職位在此。[花費{s14}的{reg14}影響力]
str_npc18_payment_response|當然。魯薩昆的屬下怎麼敢拒絕我。 [花費{reg14}/{reg15}影響力]
str_npc19_payment_response|一旦我說清楚，黑酋長代格拉夫將不得不在我的願望前放行。 [花費{reg14}/{reg15}影響力]
str_npc20_payment_response|我確實有。來吧！畢竟，妳跟隨的，不是一個卑賤的奴隸。[花費{reg14}/{reg15}影響力]
str_npc21_payment_response|不管他想耍什麼花招，妳都得跟我走。[花費{reg14}/{reg15}影響力]
str_npc22_payment_response|相信我，你加入我會比較好。[花費{reg14}/{reg15}影響力]
str_npc23_payment_response|從今以後，妳的職責就是跟著我。[花費{reg14}/{reg15}影響力]
str_npc24_payment_response|德瓦林先生會理解一個適合戰鬥的矮人不該和敵人分開太久的。[花費{reg14}/{reg15}影響力]
str_npc25_payment_response|國王的健康是很重要，但跟著我妳能拯救更多的生命。[花費{reg14}/{reg15}影響力]
str_npc26_payment_response|哦，但跟我在一起的話，守衛是不會敢阻攔你的。[花費{reg14}/{reg15}影響力]
str_npc27_payment_response|從今以後，你的職責就是跟著我。[花費{reg14}/{reg15}影響力]
str_npc18_morality_speech|大人！我對血液的渴望沒有被滿足！為何我們要{s21}，像懦夫一樣？讓我跟他們戰鬥吧！
str_npc19_morality_speech|指揮官，我非常不喜歡我們{s21}。像我這樣的一個王應該要是大方的，但是如果食物庫是空的我將沒東西可給，士兵將會拋棄我們。
str_npc20_morality_speech|指揮官，我應該說自己對你的期望更高，但那會是個謊言。當心，不然你的自私行為會壞了上人們崇高的計劃！
str_npc21_morality_speech|聽好了，首領。受尊敬的掠奪隊不能就{s21}並讓弟兄們餓著肚子！窩的也是，聽它叫的多大聲！看來窩得先去啃哪個小傢伙了-一根手指，還是一條腿呢...
str_npc22_morality_speech|你必須重新考慮你的行為，指揮官。 {s21}會使我們跟敵人沒兩樣還會失去我們友方的信心。
str_npc23_morality_speech|[無首要道德規範]
str_npc24_morality_speech|我對你作出{s21}的決定感到不高興。戰死是任何腦袋正常的矮人心中的榮耀，而被懦夫帶領則是恥辱。要是我的表親們知道這件事他們會怎麼說我呢？
str_npc25_morality_speech|指揮官，我必須提出反對，{s21}對任何人來說都是嚴酷且不必要的。我會盡我所能減少他們的痛苦，但請別再犯這麼嚴重的錯誤了。
str_npc26_morality_speech|戰鬥強獸人永不{s21}。如果主人只剩一點膽子…或許某天早上就一點也不剩了喔。葛魯姆說過了喔。
str_npc27_morality_speech|[無首要道德規範]
str_npc18_2ary_morality_speech|大人，我加入你才不是為了{s21}，而是為了沐浴在敵人的鮮血之中！你可以使用你的詭計，但請早日讓我好好的殺戮吧，求求你了！
str_npc19_2ary_morality_speech|[無次要道德規範]
str_npc20_2ary_morality_speech|啊，我們偉大的指揮官。你說，你做了大事？我想知道你們還有多少戰鬥是這樣結束的，你不顧同伴的安危衝進了一個陷阱，然後又倉促的逃走。
str_npc21_2ary_morality_speech|吃的東西都哪去了，啊？需要幫忙數豆子嗎？！一個正當的首領會給窩一根肥美的羊腿，或好吃的矮人。窩真可憐，只能跟著尼。
str_npc22_2ary_morality_speech|[無次要道德規範]
str_npc23_2ary_morality_speech|[無次要道德規範]
str_npc24_2ary_morality_speech|[無次要道德規範]
str_npc25_2ary_morality_speech|[無次要道德規範]
str_npc26_2ary_morality_speech|[無次要道德規範]
str_npc27_2ary_morality_speech|[無次要道德規範]
str_npc18_personalityclash_speech|大人，如果你認為瓦爾凡有當一個戰士的價值，我求求你盡量讓他遠離我。我已經警告過他如果他再把手放在我身上，我就會把它們砍掉餵給馬吃。
str_npc19_personalityclash_speech|指揮官，我很想知道你究竟為何還留著像烏弗塔克這樣的低等生物。當然，半獸人渣滓是我們這種真正戰士的擋箭牌，但他在營地裡四處遊蕩向人們和半獸人發出命令，就好像他有權威一樣。如果我把他殺掉希望你不會太想念他。或許我該把他那難看的鼻子切掉。
str_npc20_personalityclash_speech|那個南方人萊克亞達應該學會禮貌，學會謙遜，他的舌頭無禮，他的舉止也太傲慢了，我不管他是不是同胞中的一名隊長-怎麼說，他們都是個愚蠢的低等種族，他們對於偉大的認知很慢，也不懂得向上人鞠躬！如果他知道我能對他做的事中的一小部分...
str_npc21_personalityclash_speech|天啊，首領，那個臭老太婆是不是有點瘋了啊，對不對？尼能看得出她用那口釜煮了太多隻烏鴉了，就連窩帶來的那隻也被她的命令拿走了。而且她每次都用鼻孔看窩好像窩是地上的屎一樣，她甚至還沒窩的肚臍高呢！真是，搞的窩好想讓她的臉嘗嘗窩的拳頭。說起來窩看過這種類型的人，是的窩有。有她這種人在身旁，尼應該多留心注意背後，不會錯的。
str_npc22_personalityclash_speech|我提過我討厭{s11}嗎？
str_npc23_personalityclash_speech|{playername}，我剛剛看到{s11}踩過了一個滿是雛鳥的鳥巢。他的笨拙摧毀了那些無辜的生命。
str_npc24_personalityclash_speech|{s11}大人在戰鬥中表現得很好，但我不知道他是不是用頭髮閃瞎他的敵人？或是讓他們為他的名聲和高貴舉止折服？
str_npc25_personalityclash_speech|指揮官，我必須投訴{s11}。他不停地糾纏要我釀造某種名為'綠色妖精'的酒給他。
str_npc26_personalityclash_speech|我提過我討厭{s11}嗎？
str_npc27_personalityclash_speech|我提過我討厭{s11}嗎？
str_npc18_personalityclash_speech_b|大人，我想問一下，瓦爾凡的身價對你來說是多少？如果我殺了他或使他殘廢，我會付錢給你作為補償。剛剛戰鬥之後他一直斜眼看我，舔著他那骯髒的嘴唇。如果他再那樣看著我，我就把他的眼球挖出來餵給他。
str_npc19_personalityclash_speech_b|正如我所料，那自稱烏弗塔克的懦弱半獸人在戰場上沒什麼價值。 他躲在隊伍後面，很少幫助他的同伴。我認為，他實在幫不上忙-無論是你的大業-或我的王位繼承之戰都是。
str_npc20_personalityclash_speech_b|指揮官，如果萊克亞達的雙手對我們沒有用處，我應該將它們從他身上摘下來。你知道我習慣於在戰鬥結束後在倒下的敵人周圍散步-臨死之前的恐懼和痛苦對於法術很有幫助，儘管你們都不懂吧。 然而他，那個黝黑的南方人，悄悄地給正在被恐懼和痛苦折磨中的人解脫。他內心的那點慈悲無法讓我沐浴在人們死前的哀號！我想知道，他的寶貴榮譽對你究竟有多重要？
str_npc21_personalityclash_speech_b|窩討厭{s11}。
str_npc22_personalityclash_speech_b|我討厭{s11}。
str_npc23_personalityclash_speech_b|他的矮人之道可能會讓他在地底下活得更好，不過他至今還沒掉進任何醜陋的豎井中顯然是個奇蹟。也許他該試試。
str_npc24_personalityclash_speech_b|我覺得隊伍中要是有一位矮人英雄就好了，就像不死之都靈那樣的人，讓精靈在他們自己的樹林裡走來走去就夠了。
str_npc25_personalityclash_speech_b|它是由浸在酒中的苦艾製成並受到吟遊詩人和流浪漢的青睞因為他們可以用這個看見幻覺。我不覺得你會讓士兵在戰場上追逐空氣，就算看起來會很有趣。
str_npc26_personalityclash_speech_b|我討厭{s11}。
str_npc27_personalityclash_speech_b|我討厭{s11}。
str_npc18_personalityclash2_speech|大人，葛魯姆不僅是一隻奸詐的野獸-他還為此感到自豪。他昨晚又在營火邊說他的故事，吹噓他的惡行。大人，你最好注意一下那東西。 如果他能在為白掌服務時背叛他的指揮官，有什麼能阻止他對你做同樣的事情呢？
str_npc19_personalityclash2_speech|我討厭 {s11}
str_npc20_personalityclash2_speech|每當我見到弗達米爾，無名的怒火就會從我心中升起。不，不，不是他做了什麼。但他和他的同胞，昂巴的海狗們，對不起他們流著的血脈。他們竟敢說自己是古代西方人的繼承者-當然，他們說的是'努曼諾爾'，根本就不懂嘛。我想，弗達米爾的血管裡根本連一滴正統的血都沒有！或許，如果你能把他交給我，我可以自己找看看...
str_npc21_personalityclash2_speech|窩在想啊，首領-要怎樣才能殺死女巫呢？窩是說，不會被變成蛞蝓的那種殺法。那隻老蝙蝠又用邪惡的眼神看窩搞的窩整天雞皮疙瘩。連體內也是！窩很喜歡在打架時打爛腦袋或打破盾牌，但她在沒人注意的時候，對著窩沒打爛的那些腦袋做的事？！窩可不會玩食物，至少不會那樣玩。那人，真讓窩毛骨悚然。
str_npc22_personalityclash2_speech|我提過我討厭{s11}嗎？
str_npc23_personalityclash2_speech|我提過我討厭{s11}嗎？
str_npc24_personalityclash2_speech|打的不錯，是吧隊長？要是沒有那個精靈女人{s11}的那些行為就更好了。
str_npc25_personalityclash2_speech|我提過我討厭{s11}嗎？
str_npc26_personalityclash2_speech|我提過我討厭{s11}嗎？
str_npc27_personalityclash2_speech|我提過我討厭{s11}嗎？
str_npc18_personalityclash2_speech_b|葛魯姆那個畸形的東西最好護著他的脖子，不然我就要割開它了！我正要斬殺敵人時，他竟然跑到我面前撿了尾刀。然後他還膽敢轉身過來對我冷笑！他和他的同胞最好記住自己就是生來為我們服務的！無恥的雜種狗。
str_npc19_personalityclash2_speech_b|我討厭{s11}。
str_npc20_personalityclash2_speech_b|他不可能是我們中的一員。不，像弗達米爾那樣絕對不可能。不，我們的血脈不可能變得這麼稀薄，我們的血統不可能衰弱成這樣！難道你們都沒注意到他講不出幾句我們真正的語言嗎，看不出他的樣貌比起我失落家園的人更像是來自哈拉德威治嗎？我們曾有過英雄-以速度和力量跟星辰之子抗衡的，英雄啊！弗達米爾又慢，又笨拙，還...不，我能感到西方吹來的冷風。令我發寒...令我發寒啊！
str_npc21_personalityclash2_speech_b|窩討厭{s11}。
str_npc22_personalityclash2_speech_b|我討厭{s11}。
str_npc23_personalityclash2_speech_b|我討厭{s11}。
str_npc24_personalityclash2_speech_b|我看到她躲在後方，只往敵人大概的方向上了放一兩箭。我說我們應該讓她去照顧鳥兒和蜜蜂，這樣我們就可以繼續斬殺敵人的血腥工作了。
str_npc25_personalityclash2_speech_b|我討厭{s11}。
str_npc26_personalityclash2_speech_b|我討厭{s11}。
str_npc27_personalityclash2_speech_b|我討厭{s11}。
str_npc18_personalitymatch_speech|大人，你有注意到萊克亞達在戰鬥中有多致命嗎？他的箭多麼迅速，他的刀刃多麼鋒利！大人，如果你能允許，我想花更多時間在他的指導下訓練。他有很多東西能教我讓我對你更有用處。
str_npc19_personalitymatch_speech|戰鬥的喜樂在我的血液中歡唱！瓦爾凡的也是，我看的出來。那人在戰場上令人生畏，邊笑邊撞倒逃跑的沒用敵人們。這些來自東方的人讓我很感興趣，指揮官。如果我坐上王位後洛汗人不教登蘭德人的話，我們能從他們身上學到很多馬術的精隨。
str_npc20_personalitymatch_speech|瞧瞧博扎格吧，博扎格真棒啊！看看他如何以那弓形的腿行走，隨著我的意思跑來跑去，做著我要他做的事情。我說，這正是一個小小'半獸人'正當的姿態。指揮官，我還蠻喜歡他的。博扎格！把藥膏拿給我！現在！
str_npc21_personalitymatch_speech|哈！首領！昨晚，對，窩有看到烏弗塔克那個可憐的小伙子。他是個有趣的傢伙，說真的！窩叫他把一些他私藏的肉拿出來煮，對了，然後窩把它們吃了，就在他面前！天啊他就哭出來了！尼真該看看他邊哭邊流鼻水的樣子，流個不停啊！哈！尼把他帶著真是對了！
str_npc22_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc23_personalitymatch_speech|{playername}，我再怎麼討厭戰鬥，也沒辦法不注意到{s11}大人像光一樣衝出去然後像雄鷹一樣降臨在醜陋生物身上的樣子。
str_npc24_personalitymatch_speech|血腥的勝利，正如我所喜歡的！然而，我確實受了點小傷，不過{s11}已經好好幫我包紮過了。
str_npc25_personalitymatch_speech|又是一場勝利，指揮官，我很讚賞你讓我們的士兵活下來的能力。而像{s11}那樣的戰士也把你的戰術發揮得淋漓盡致。
str_npc26_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc27_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc18_personalitymatch_speech_b|大人，讓萊克亞達這樣的戰士在你的旗幟下戰鬥真是個正確的決定。我原以為南方人都是軟弱頹廢的，跟西方人差不多，但如果他們之中有更多像他這種人，那西方的好日子就所剩無幾了。
str_npc19_personalitymatch_speech_b|指揮官，瓦爾凡和我昨晚圍著營火分享了一袋酒。我好好的諮詢了他，因為他記得先人的事蹟，每人都該如此。我不確定是否，如他所說，我們祖先的靈魂與我們同在。確實，我不喜歡這種想法。但一個王必須知道他血統的故事，無論是父母或更早的先祖。瓦爾凡是個懂這點的人。
str_npc20_personalitymatch_speech_b|我從來沒見過像博扎格這樣的'半獸人'。噢，我承認他長的不好看，但多年下來他是我遇到第一個除了單單潛行、躲藏和殺戮之外還能做其他事的。他粗糙的雙手出奇的靈巧。是的，真的出奇靈巧... 或許他比我原先認為的能學到更多關於筋骨的技藝。
str_npc21_personalitymatch_speech_b|那個傻呼呼的烏弗塔克一直想溜走，但窩都會把他抓回來，對的窩會。感覺就好像以前那些好日子呢，首領。當窩還有一團小子服侍窩的那時。或更以前在山裡，窩那些孩子還在時--伯特、比爾和湯姆...好吧 。那些日子都過去了。咦，那個小雜碎跑哪去了？烏弗塔克！過來，你這偷雞摸狗的！
str_npc22_personalitymatch_speech_b|我喜歡{s11}。
str_npc23_personalitymatch_speech_b|我在想他年齡有多大。或許比我老上好幾打個世紀？算了吧，你不會懂的。
str_npc24_personalitymatch_speech_b|{s11}和她的河谷鎮親屬，哪怕不到矮人戰士的標準，也是這場戰爭中我們最堅定的盟友。要我說，他們是人類中朋友和同伴的最好選擇。
str_npc25_personalitymatch_speech_b|河谷鎮人都深深尊敬著堅強的孤山矮人，儘管有著不同的種族和風俗他們仍是我們的朋友和保護者。
str_npc26_personalitymatch_speech_b|我喜歡{s11}。
str_npc27_personalitymatch_speech_b|我喜歡{s11}。
str_npc18_retirement_speech|我認為我想安定下來建立家庭，我不知道，去做刺繡或其它事吧。再見。
str_npc19_retirement_speech|聽著，怪人到處聲稱自己是王家的私生子並不是政府體制的基礎。
str_npc20_retirement_speech|也許憤怒不是對的。 我們所需要的是愛。 為什麼我們不能好好相處？
str_npc21_retirement_speech|窩厭倦了戰士的生活，窩要退休。
str_npc22_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc23_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc24_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc25_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc26_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc27_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc18_rehire_speech|我的刀刃仍渴望血液，大人，讓我再次和你一起走吧！
str_npc19_rehire_speech|很高興再次見到你，指揮官。請允許我重新加入你們一眾。
str_npc20_rehire_speech|我們走吧，指揮官。懶散是打不贏這場戰爭的！
str_npc21_rehire_speech|最近尼過的如何啊，首領？窩該打包再跟尼走嗎？
str_npc22_rehire_speech|很高興見到你，{playername}。讓我們再次一起旅行吧。
str_npc23_rehire_speech|很高興見到你，{playername}。讓我們一同踏上旅途吧。
str_npc24_rehire_speech|我的斧頭已經準備好了，{playername}。要我重新加入你嗎？
str_npc25_rehire_speech|看見你真好。我該再次加入你嗎？
str_npc26_rehire_speech|葛魯姆準備好再次為你殺敵了。要走了嗎？
str_npc27_rehire_speech|我能再次為你服務嗎？
str_npc18_home_intro|啊，安都因河。大人，你有聽過數個世代之前戰車民大勝利的事蹟嗎？他們跟維瑞亞人結盟，並一起摧毀了，剛鐸在奧德赫爾王領導下可憐的軍隊。我們的祖先一定好好的享受了這光榮的屠殺。
str_npc19_home_intro|啊，伊多拉斯。我應得的王位。看那邊，指揮官，那座金之大殿。在幾個世代之前，就是在美杜塞爾德門口聖盔鎚手的最後一子被斬殺了，在那之後沃夫就成王了，有段時間都是如此。當然，不是現在登蘭德的沃夫酋長-那個只是一個有著偉大生物名字的雜碎。
str_npc20_home_intro|啊，孤山，近來，都靈一族最後的堡壘，不是嗎？終於親眼看見它讓我感到愉悅。愉悅，是的...但還是比不上看見瀕死矮人的回憶，被我用法術延長的死亡啊。確實，矮人很勤勞！但創造者奥力並沒有讓他們變得更能忍受痛苦呢。
str_npc21_home_intro|喂，首領！那個地方很糟糕啊！多爾哥多，黑暗到不行的壞東西的巢穴。周圍都是樹但連一隻肥美的松鼠都沒有，枝頭上一隻好吃的鳥也沒有。不用是女巫都能感到黑暗的氣息，那就是黑暗的樣子啊。
str_npc22_home_intro|等等！前面那是安格林諾斯特和奧桑克的黑塔。自從我上次見到它們以來已經發生了很大的變化，而且不是往好的方面。
str_npc23_home_intro|不好意思，{playername}。這裡的路變得更加扭曲而有些還是死路。我們一定很接近多爾哥多了。
str_npc24_home_intro|噢，隊長！這裡一定是前往凱薩督姆，或是摩瑞亞東門的老徑。在這裡你可以看到遠方的鏡影湖，而且，穿過雲彩，那三座山峰則讓這部分的迷霧山脈富有魅力。
str_npc25_home_intro|噢，真是個神奇的景象！我曾在故事裡聽說這裡生活著一群和動植物和諧相處的健壯山林人。我記得，他們應該叫做比翁人。
str_npc26_home_intro|天殺的！那一定就是號角堡了，主人。
str_npc27_home_intro|嘿，看！
str_npc18_home_description|我們的智者跟我們說了關於那場戰爭的一切。如果不是南方人的軟弱，打輸了他們本該贏的戰鬥，剛鐸人絕對打不贏那場營地之戰。戰車民的戰車被搗毀，許多勇猛的英雄都死在了死亡沼澤裡。
str_npc19_home_description|我將讓我們的同胞們團結起來，如同過去的那般。再也不會有暗褐頭髮的女人用她們的胸部哺育病弱的嬰兒，而她們金髮的表親卻在溫暖的大殿中大吃大喝了。再也不會有黑髮住在丘陵上的男人帶著怨恨的目光望著金發牧者擁有的馬群了。作為王，我將伸張正義-但首先，要讓洛汗的暴君付出代價。
str_npc20_home_description|我記的很清楚-索恩，索爾之子。蠻幹、虛榮的血脈繼任者，毫無價值王位的繼承人！他在我手中遭到凌遲。但沒人能在我齊格爾菲爾下撐很久呢，指揮官。沒有人呢。在多爾哥多的地牢裡，我拿走了他的戒指，送到黑邪塔並得到獎賞。在黑暗之主的恩惠下，我得到了地位！
str_npc21_home_description|窩整輩子都沒跟巫術走近過，現在才開始那就太糟糕了。
str_npc22_home_description|曾經由南方王國所建造，現在則是人稱白袍巫師的家，他正在謀劃著什麼，毫無疑問，通過犧牲他人來進一步增強他的力量。
str_npc23_home_description|我從未冒險走到這麼遠的地方，但我聽我們的綠森斥候說過這裡可能有戒靈。我能感受到邪惡的存在，但我不知道那究竟是什麼。只確定，那很強大，所以讓我們做好準備吧。
str_npc24_home_description|從這裡的荒涼，和許多半獸人足跡來看，恐怕勇敢的巴林和他遠征的結局不怎麼理想。看來摩瑞亞已經落入了陰影之中所以我們應該小心點。
str_npc25_home_description|偶爾，旅行商人會來到河谷鎮的市場並販售我這輩子嚐過最棒的蜂蜜。不知為何，他都會說這種蜂蜜是熊做的然後大笑。
str_npc26_home_description|它該死的城牆又高又硬我的錘子根本打不破。如果我們把人類從他們伊多拉斯的豬圈中趕出來的話，他們肯定會跑到這裡躲在牆裡的。
str_npc27_home_description|你知道那座城鎮嗎？
str_npc18_home_description_2|大人，能跟你一起行軍我很高興。我們的領導者一直想收復這片土地，這片曾屬於他們的土地。他們要從剛鐸和西方那裡拿走多少都好。對我來說，只要能讓我把更多敵人的血撒在這片土地上，我就很滿足了。
str_npc19_home_description_2|在漫長的戰爭結束後，你會為我說話吧，對吧，指揮官？無論是哪個力量統治著-邪眼或白掌？你會支持我的主張，把伊多拉斯和全洛汗封作我的領地，讓我作為家園嗎？
str_npc20_home_description_2|我們，將摧毀維拉在中土世界的作品，當然這些矮人是其中的一大部分。是的，摧毀創造者做出的東西真是十分美妙。我們會用腳碾碎矮人們，粉碎低等人類最後的王國，並在精靈像鬼魂般消逝在迷霧中時放聲大笑。到那時我將站在被遺忘的洞穴前，在維林諾，再次召喚吾王！
str_npc21_home_description_2|窩整輩子都沒跟巫術走近過，現在才開始那就太糟糕了。
str_npc22_home_description_2|讓我們銘記在心即使是最偉大的，即使是埃斯塔力中的一員，都可能被腐蝕和墮落。追求力量者必被力量所毀，讓我們別在這裡逗留太久吧。
str_npc23_home_description_2|我能感覺到牆後的邪惡大軍正準備出發…去美妙的羅斯洛立安？去河谷鎮？去我的綠森的家鄉？我不知道，但請盡你的一切努力阻止他們吧。
str_npc24_home_description_2|如果戰爭運將帶給我們一大支軍隊的話，我們應該冒險進入礦坑並取回他們那筆巨大的財富。
