qstr_Received_{reg0}_dama|{reg0}のダメージを受けました。
qstr_{playername}_you_nee|{playername}よ、 おぬしは私やまわりの者たちに、自らの価値を証明しなければならん。 {s6}{s7}の兵を{reg22}名、殺してくれ！
qstr_{s9}_wants_you_to_per|{s9}の要請により、 {reg22}名の{s6}の兵を、 みずからの手で殺す事となった。
qstr_{s9}_wants_you_and_y|{s9}の要請により、 {reg22}名の{s6}の兵を、 自分と部下たちの手で殺す事となった。
qstr_{playername}_we_have|{playername}よ、 いよいよアイゼンガルドを追い詰めたぞ。 やつらは塔にこもるサルマンを守るため、 最後の抵抗を始めた。さあ共に戦おう！
qstr_{playername}_we_have_|{playername}よ、 恐ろしい報せを受け取った。 リューンの蛮人どもは、 我々が考えていたよりも悪知恵が働くらしい。 やつらは、たての湖を渡って直接エスガロスに上陸するため、 我々の斥候の目をかいぐぐって小舟やいかだを建造していたらしい！^^市街地に上陸されるまえに、やつらの船を捕捉しなければならない。 兵を率いてできるだけ急いで現地へ行き、 あの野蛮人どもを湖の反対側へ追い払ってくれ！
qstr_If_you_seek_pillage_|{playername}よ、 もし略奪して荒らしまわる機会を探しているのなら、 これはまたとない好機であろう。^^これより海賊船が{s7}より出航する。 目的地は、熟して摘み取られるのを待っている{s6}だ！ 作戦に参加して、戦利品にありつくがよい！
qstr_The_soft_weaklings_o|{playername}よ、 ひ弱なエスガロスの連中など、 我々の機敏な騎兵と獰猛な戦士の相手ではない。 これはやつらも自覚しておるだろう。 あの湖の民は我々との間に湖があるため、 自分たちは安全であると考えておる。 だが、間もなくその考えは間違っていたと思い知るであろう！^^我々は戦士たちを乗せて湖を渡るのにじゅうぶんな、 小舟といかだを用意した。これは予想できまい！^^もしこの襲撃作戦におぬしも加わろうと考えるなら、 我々の野営本陣へ行き、野営の責任者にその旨を伝えるがよい。
qstr_{s9}_asked_you_to_he|{s9}の要請により、海賊の襲撃から {s3}を守ることとなった。 現地へ急行して現場責任者に会い、 現地の守備隊と合流しよう。
qstr_{s9}_asked_you_to_hel|{s9}の要請により、 予想だにしなかったリューンの水上からの襲撃から 、 エスガロスを守ることとなった。 湖の町へ急行して現場責任者に会い、 現地の守備隊と合流しよう。
qstr_{s9}_offered_you_an_|{s9}の要請により、 {s3}への 海軍襲撃作戦に参加することとなった。 {s4}へ行って責任者に会い、 作戦に合流しよう。
qstr_{s9}_offered_you_an_o|{s9}の要請により、 エスガロスへの 水上襲撃作戦に参加することとなった。 {s4}へ行って責任者に会い、 作戦に合流しよう。
qstr_We_will_go_as_swiftl|大急ぎで駆け付けましょう。間に合う事をお祈りください。
qstr_We_shall_plunder_the|やつらの港を荒らしまわり、やつらの財産を分捕ってくれよう！
qstr_We_shall_plunder_the_|湖の町を荒らしまわり、やつらの財産を分捕ってくれよう！
qstr_I_m_sorry_but_we_can|残念ながら、今は救援におもむく事はできません。
qstr_Bah!_Far_more_glory_|勘弁していただきたい！つまらない海賊行為につきあうより、よそで手柄をたてたほうがずっとマシです。
qstr_This_raid_does_not_i|この作戦には興味をそそられません。手柄はよそでたてようと思います。
qstr_{s9}_asked_you_to_de|{s1}付近の偵察野営を破壊するよう、 {s9}より命令を受けた。
qstr_Your_party_must_be_at|このクエストには少なくとも10名以上からなるパーティが必要です
qstr_{s9}_asked_you_to_def|{s1}付近の村を襲撃から守るよう、 {s9}より命令を受けた。
qstr_{s9}_asked_you_to_ra|{s1}付近の村を襲撃するよう、 {s9}より命令を受けた。
qstr_These_soldiers_may_w|この兵士たちは私の作戦の 成功のカギになってくれるはずだ、 {playername}。 兵を鍛え上げるおぬしの手腕は信頼している。 おぬしには感謝と敬意を表したい。
qstr_I_wish_you_had_train|{playername}よ、できる事ならおぬしに全員の面倒をみてもらいたいくらいだ。 だがこの困難な時世では贅沢な事は言えぬ。 ありがたく頂戴するとしよう。
qstr_Good_work_in_shaping|{playername}、よくぞ新兵どもを鍛え上げてくれたな。 おぬしは非常に役に立つ。今回の連中は長持ちするといいが、 まあ駄目だったらまたおぬしに頼むとしよう。
qstr_Is_that_all_you_coul|何事だ、{playername}よ。 これで終わりなのか？ これでは昨日の損失の穴埋めにもならぬ。その者たちをこちらへ寄こせ！
qstr_Well_the_soldiers_ar|ご覧の通り、兵士たちは準備万端です、閣下。 彼らはお役に立つでしょう。
qstr_Well_you_may_do_as_y|どうぞお好きなように。 また必要があれば、 再び私とコンパニオンたちが腕をふるいましょう。
qstr_{s9}_asked_you_to_br|{s9}の命令により、 軍事利用のために 凶暴なトロルを捕獲することになった。
qstr_{s9}_asked_you_to_fi|{s9}より、 ファンゴルンの森を調査し、 結果を報告するよう依頼された。
qstr_{s9}_asked_you_to_fin|{s9}より、 かつてドワーフがブラードルシン王のために鍛えたと伝わる 伝説の槍を探すよう、 頼まれた。 はなれ山の深部を探索するには、 {s5}に許可を得なければならない。
qstr_{s9}_has_asked_you_t|{s9}より、 闇の森にいるドル・グルドゥアの妖術師を倒すよう、 依頼された。
qstr_{s9}_asked_you_to_ta|{s9}より、 {s13}へ手紙を届けるよう、 頼まれた。 仕事を引き受けた時点では、 {s13}は{s4}にいた。
qstr_{s9}_asked_you_to_tak|{s9}より、 {s15}の{s13}へ手紙を届けるよう、 頼まれた。 仕事を引き受けた時点では、 {s13}は{s4}にいた
qstr_{s11}_asked_you_to_e|{s11}より、 {s14}まで伝令を護衛するよう、 頼まれた。
qstr_Lend_your_experience|経験豊富な軍医の{s3}を{s1}に貸す。
qstr_No_commander_should_|{playername}よ、 指揮官としてはこのような事は話しづらいのだが、 先日我が部隊を閲兵していたところ、 なんと剣の握り方も知らぬ者がいるではないか。 彼らには勇気の意味を実際に示してやる必要がある。 {playername}よ、おぬしは名の知れた戦士だ。 私の代わりに兵を鍛えてやってくれないか？ 引き受けてくれれば非常に有り難い。
qstr_No_commander_should_h|{playername}よ、 指揮官としてはこのような事は話しづらいのだが、 先日我が部隊を閲兵していたところ、 何名かを不適格者として処刑するはめになった。 彼らには根性を叩き込んでくれる骨のある者が必要だ。 根性の足りない者は殺してしまうような者がな。 {playername}よ、おぬしは名の知れた戦士だ。 私の代わりに兵を鍛えてやってくれないか？ 引き受けてくれれば決して後悔はさせないぞ。
qstr_{s9}_asked_you_to_rai|{s9}に{s14}を{reg1}名育て上げ、 彼に引き渡すよう頼まれた。
qstr_{s9}_asked_you_to_hu|{s9}より、 {s4}という名のおたずね者を捕らえるよう依頼された。 おたずね者は現在、 {s3}に潜んでいるとされている。
qstr_{s9}_asked_you_to_defe|{s9}の要請により、 {s3}へ向かう、 みっつの難民の一行を護衛する事となった。
qstr_{s9}_asked_you_to_hun|{s9}の要請により、 {s3}へ向かう、 みっつの難民の一行を襲撃する事となった。
qstr_{s9}_asked_you_to_ca|{s9}より、 みっつのグループに分かれて逃亡中の奴隷どもを、 生きたまま{s4}へ連れ戻すよう、頼まれた。 すべてのグループは{s3}を目指して移動しているらしい。
qstr_{s11}_asked_you_to_f|{s11}より、 {s12}を離れる予定の間者を追跡するよう、 依頼された。 追跡に気付かれてしまうと、 あやしまれて予定を切り上げられてしまう可能性があるため、 注意を要する。 間者が連絡係と落ち合ったら、 彼らを捕獲して、 {s11}の許に連行しよう。
qstr_{s11}_asked_you_to_c|{s11}より、 敵の指揮官を捕獲し、 尋問のために{s11}の許へ連行するよう依頼された。
qstr_{s9}_asked_you_to_le|{s9}に、 コンパニオンの{s3}を一週間貸す約束をした。
qstr_{s9}_has_requested_y|{s9}より、 彼の許へ敵の捕虜を{reg1}名連れてくるよう、 頼まれた。
qstr_We_have_reports_that|友軍の偵察隊のいくつかが奇襲を受け、 壊滅したとの報告を受けた。 敵の捕虜となった生き残りがいるに違いない。 彼らは殺されるか、 牢獄に繋がれるか、 もしくはもっとひどい目に遭うかもしれない。 これは我が軍の士気に悪影響を与えてしまうのだ。 おぬしには味方の捕虜を{reg1}名救出し、 兵士たちの士気を高めてもらいたい。
qstr_We_have_reports_that_|我々の偵察隊のいくつかが奇襲を受け、 壊滅したとの報告を受けた。 どうせ敵の捕虜となった臆病者どもがいるに違いない。 やつらは消耗品だが、 牢獄で無駄死にさせるのは浪費と言えるだろう。  おぬしには味方の捕虜を{reg1}名救出し、 連中を戦列に復帰させて欲しい。
qstr_{s9}_has_asked_you_to|{s9}より、 {reg1}名の捕虜救出を依頼された。
qstr_We_have_reports_that_a|敵部隊が{s13}に 集結している可能性があるとの報告を受けた。 敵勢の規模がわからない以上、 これは当然の事ながら私にとって重大な懸念だ。 おぬしには充分な距離まで{s13}に接近し、 出来る限りの情報収集をしてもらいたい。
qstr_My_spies_tell_me_of_|間者からの報告によると、 {s13}に大規模な戦士の一団が集結しているらしい。 やつらなど我が軍の敵ではないが、 敵勢の数くらいは把握しておかねばならん。 おぬしには充分な距離まで{s13}に接近し、 できるかぎりの情報を収集してもらいたい。
qstr_{s9}_asked_you_to_sco|{s9}より、 {s13}一帯を偵察するよう依頼された。
qstr_We_have_reports_of_s|{s13}付近で敵勢がなんらかの活動を しているとの報告を受けた。 我々の偵察隊は、 具体的に何が行われているのかを 確認できる位置まで接近できないようだ。 おぬしには偵察隊を編成し、 {s13}に充分接近した位置から その偵察隊を放ってもらいたい。 数名の兵をおぬしの部隊に加わるように手配しておくが、 彼らだけで任務に当たらせてはならぬぞ。
qstr_My_spies_tell_me_the|{s13}付近で敵勢がなんらかの活動を しているとの報告を間者から受けた。 腰抜けの偵察隊どもは、 それ以上の情報が得られる位置まで接近できないようだ。 おぬしには独自に偵察隊を編成し、 {s13}に充分接近した位置に その偵察隊を放ってもらいたい。 偵察隊がすぐに逃げ出さないように、念を押すのだ！ 数名の兵をおぬしの部隊に加わるよう手配してやろう。 好きに使うがよい。
qstr_{s9}_asked_you_to_di|{s13}付近に偵察隊を放つよう、 {s9}に頼まれた。^少なくとも1名の{s14}を含む {reg1}名の{s15}の兵を用意し、 {s13}にじゅうぶんな距離まで接近してから {s14}に指示を出して偵察隊を放とう。
qstr_We_need_to_take_the_|{playername}、 戦いはこちらから仕掛けなくてはならない。 現時点で考えられるのは、 敵の偵察隊と連絡網を叩くことだ。 おぬしには{s13}を{reg1}部隊、 潰してもらいたい。 これで我が軍が主導権を奪い返すことができる。
qstr_We_need_to_grind_dow|{playername}、 我々は役立たずの敵勢を 粉々にすり潰してやらねばならん。 やつらの偵察隊や補給隊どもが 我々の目と鼻の先をうろうろしておるのは気にさわる。 おぬしには{s13}を{reg1}部隊潰し、 やつらに恐怖というものを教えてやってもらいたい。
qstr_{s9}_asked_you_to_el|{s9}より、 {s13}を{reg1}部隊壊滅させるよう、 依頼された。
qstr_{s9}_asked_you_to_fr|{s9}より、 {s13}郊外で暴れるトロルの脅威から、 町を開放するよう頼まれた。
qstr_{reg1}_{s16}_joined_|あなたのパーティに{reg1}名の{s16}が加わりました。
; qstr_Wait_{playername}._I|Wait, {playername}. I don't say this often, but you are an exceptionally reliable servant.
; qstr_Halt_{playername}._I|Halt, {playername}. I once thought you little more than a snaga, but you are proving to be a useful servant.
; qstr_Take_these_warriors_|Take these warriors, that your horde might continue to serve me.
; qstr_One_last_thing_{play|One last thing, {playername}. In a land filled with backstabbers and rivals, you have always been a true ally.
; qstr_Wait_{playername}._W|Wait, {playername}. When we met I sensed in you a rival, but I see now I was mistaken.
; qstr_Take_these_warriors_a|Take these warriors, and use them to strike down our foes.
; qstr_Before_you_leave_{pl|Before you leave, {playername}, know that you have always been a good friend to me.
; qstr_Wait_{playername}._I_|Wait, {playername}. I don't know you half as well as I should like, but thus far you have been a good friend.
; qstr_Allow_me_to_repay_yo|Allow me to repay you by giving you some troops.
; qstr_Wait_{playername}._C|Wait, {playername}. Capable servants like you and your warriors deserve the best equipment.
; qstr_Halt_{playername}._It|Halt, {playername}. It's shameful to have my servants using such inferior equipment.
; qstr_Take_this_{s22}_and_|Take this {s22} and let it aid your rampage.
; qstr_Before_you_go_{playe|Before you go, {playername}. Great warriors like you and your companions deserve only the best weapons, armor, and mounts.
; qstr_Wait_{playername}._Y|Wait, {playername}. Your army has done well, but I think you'd do better with superior equipment.
; qstr_Take_this_{s22}._I_h|Take this {s22}. I have no need of it.
; qstr_Just_a_moment_{playe|Just a moment, {playername}. Heroes like you and your companions are worthy of the finest weapons, armor, and horses.
; qstr_Wait_{playername}._Yo|Wait, {playername}. You have been an able commander in the war effort. I think it's time you had some better equipment.
; qstr_Accept_this_{s22}_ma|Accept this {s22}, may it aid you and your companions.
qstr_the_Dwarves_so_that_|ドワーフの間で使われている通貨だから、 もしエレボールかくろがね連山の近くを通ることがあるなら、 名高いドワーフの武器を手に入れるといい
qstr_Gondor_so_that_if_yo|ゴンドールで使われている通貨だから、 もし領内を通ることがあるなら、 彼らの有名な防具を手に入れるといい
qstr_Rohan_so_that_if_you|ローハンで使われている通貨だから、 もし領内を通ることがあるなら、 彼らの名高い馬を手に入れるといい
qstr_Dale_so_that_if_you_|谷間の国で使われている通貨だから、 もし領内を通ることがあるなら、 彼らの有名な弓を手に入れるといい
qstr_Without_my_help_you_|私の助けがなかったら、おまえたちは皆殺しにされて 燃やされていただろう！^^私はアイゼンガルドのサルマンの呼びかけに応えてここまで来たのだ。 邪魔をする者には容赦せぬぞ！
qstr_Without_my_help_you_w|私の助けがなかったら、おまえたちは皆殺しにされて 燃やされていただろう！^^私は近いうちに全世界の支配者となられるであろう、 モルドールのあるじの呼びかけに応えてここまで来たのだ。
qstr__*snort*_There_is_on|*鼻を鳴らす* 全世界の支配者はただひとりだ、愚か者め。いづれお前も、 ルグブルズのしもべとなるだろう。この弱虫め！
qstr_*snort*_Another_one_|*鼻を鳴らす* 新しい矢よけ用の肉の壁か！失せろ、この弱虫め。 お前などに用はない。
qstr_Go_to_Moria_and_get_|モリアへ行って、かっこいいワーグを手に入れるといいぜ。 それでなかったら、スナガをいくらか雇ってもいいな！
qstr_Go_to_Isengard_and_g|アイゼンガルドへ行って、何か買うといいぜ。ひょっとすると、 戦闘ウルク＝ハイを配下にできるかも知れないな！
qstr_Go_up_north_to_Gunda|北のグンダバドへ行くといいぜ。あいつらは醜い上に頭も悪いが、 いい毛皮を持っているんだ。
qstr_Get_some_snagas_of_y|俺の部下みたいなスナガをいくらか雇うといいぜ。あんたはそのうち いっぱしの軍団を指揮するようになるかも知れないな！
qstr_Our_friends_and_alli|俺たちの仲間や友軍は、あんたの名前を知る事になるだろう。間違い ないね！あんたに新しい馬だとか、新しい剣だとかをくれるかも知れない。 弱っちいやつになんか誰も興味はないが、強いのは別だ。ヘヘ！強いのは 味方にいて欲しいだろ？戦利品でリューンの連中から活きのいい馬でも 買うといいぜ。食べてもいいし、乗るのにもいい。あんたの好きにするが いいさ、へへ！
qstr_Trade_some_of_those_|戦利品でリューンの連中から活きのいい馬でも買うといいぜ。食べても いいし、乗るのにもいい。あんたの好きにするがいいさ、へへ！
qstr_That_is_not_a_smart_|リューンの戦士を目の前にして言う事ではないな・・・次に会ったらおまえは殺すとしよう。
qstr_They_will_all_know_m|すべての者は我が名を知り・・・それを恐怖する事になるだろう。
qstr_Suilad_mellon!_It_is|スイラド、メロン! 我々の領域で隠された谷の住人と出会うのはめずらしい。 あなたをここへ導いてくれた星々に感謝するとしよう。 もちろんあなたにも。 レ・ハンノン！
qstr_Suilad_mellon!_It_is_|スイラド、メロン! 森の王国の民が我々の助けに駆け付けるとは、 めずらしい事もあるものだ。 レ・ハンノン！
qstr_Suilad_mellon!_That_|スイラド、メロン! つまりその、ありがとう、我が友よ！^^我が生命はゴブリンのサーベルか怒れる熊によって終わるのかと 覚悟をした。 なんと、優しい星々は、 あなたを助けとして使わせた。
qstr_Alas_it_is_not_a_ple|残念ながら、 エルロンド卿にお仕えする我々がこの土地までやってきたのは、 心の躍る目的があるわけでも、 散歩をするためでもない・・・
qstr_You_wouldn_t_have_ne|君たちが国境の警備をしっかりしておれば、 我々の助けなど必要なかったはずだ！
qstr__*growl*_I_know_your|*うなる* エルフめ、おまえたちが感謝しているのか、 我らをからかっているのかくらいは分かるぞ・・・
qstr_Istan_quete_ya_merin|イスタン・ケテ・ヤ・メリン、アル・ラ・ハンユヴァティエン。 我の測り難さは、我があるじの手によるもの。 誰にでも理解ができるというわけではない。
qstr_Alae!_Our_green_wood|アレ！ 我々の緑森は厳重に警備され、 頑丈な門がそびえ立ち、 スランドゥイルの館を守っている。 我々を見習うとよい。
qstr__say_nothing_|(黙っている)
qstr_Alas_it_is_not_a_plea|残念ながら、 エルロンド卿にお仕えする我々がこの土地までやってきたのは、 心の躍る目的があるわけでも、 散歩をするためでもない。^^闇の中をうごめく古代の悪が、 いまや日の光の下へと這い出てきたのだ。 呼びかけに応じた山々の賢者たちは、 裂け谷の軍団となって北方を守るための戦いを目指して進軍している。
qstr_You_wouldn_t_have_nee|君たちが国境の警備をしっかりしておれば、 我々の助けなど必要なかったはずだ！^^森に住む妖術師の伝説など、 知恵のない愚か者には何の意味もないのだぞ。 特に、我々がたったいま始末した醜いオークどもにとってはな。
qstr_*growl*_I_know_your_|*うなる* エルフめ、おまえたちが感謝しているのか、 我らをからかっているのかくらいは分かるぞ・・・^^ 星など何の関係もない。 私は良からぬ者がいるのを察知し、 後を追跡してきたのだ。おまえがいなくとも、 私はあやつらを殺すつもりであった。
qstr_Keep_your_secrets_th|友よ、我々に隠したい事があるのなら、そのまま秘密としておくと良い。 だが、あなたの仲間の来訪は黄金の森がささやいてくれるのだ。^^ガラドリエル夫人にはもうとうにご存じであろうが、 我々はエルロンド卿がやって来る事をお方さまに報告しなければならない。 そしてあなたの事も、我らの民すべてに知らせよう。^^レ・マエソール・ヴェレグ・ア・ゴルヌイ！ あなたの勇気と善行は歌う黄金の谷間に知られる事となり、 あなたが我らの土地を訪れれば歓迎されるだろう。
qstr_We_walk_under_the_su|我々は洞窟の中に住むことを好まない。太陽と星の下を歩くのだ。 だが、あなたの悪気のない助言は聞いておこう。^^あなたの知恵と勇敢なる善行はよく知られることとなり、 あなたが我々の領域に足を踏み入れれば、いつでも歓迎を受けるだろう。
qstr_*he_sighs_and_smiles|*ため息をつき、微笑を浮かべる* ^^いいだろう。たとえあなたが語彙の限られた地域の育ちだとしても、 我々の共通の目的のためならば、喜んで協力しよう。
qstr_For_some_months_we_h|我々はここ数か月、汚らわしいオークどもが増殖し、 この森を傷つけているのを監視していたのだ。^^ガラドリエル夫人にはもうとうにご存じであろうが、 我々はエルロンド卿がやって来る事をお方さまに報告しなければならない。 そしてあなたの事も、我らの民すべてに知らせよう。^^レ・マエソール・ヴェレグ・ア・ゴルヌイ！ あなたの勇気と善行は歌う黄金の谷間に知られる事となり、 あなたが我らの土地を訪れれば歓迎されるだろう。
qstr_Calm_yourself_friend|友よ、興奮しないでほしい。 ペディン・イ・フィス・イン・アニロン、アー・ニン・ウ＝チェニアソグ。^^あなたの事は、我らの民すべてに知らせよう。 あなたの勇気と善行は知られる事となり、 あなたが黄金の谷間の日の光を浴びに我らを訪れれば、 いつでも歓迎されるだろう。
qstr_Stars_sail_through_t|星々は天空の海を渡り、人々は大地を歩み行く。 ふたつの道が交わらないと、誰に言えよう？あなたの事は、 我らの民すべてに知らせよう。 あなたの勇気と善行は知られる事となり、 もしあなたが星を追って黄金の谷間に足を踏み入れれば、 歓待を受けるだろう。
qstr__RESOURCE_POINT_TUTO|(リソースポイントについて)^^ローリエンで使用されるリソースポイントはロスローリエンで稼ぐことの^できるもので、あなたの所属する勢力で稼いだものとは別です。^^詳しくはレポート画面を参照してください。
qstr__RESOURCE_POINT_TUTOR|(リソースポイントについて)^^アンドゥインの谷間で使用されるリソースポイントは^アンドゥインの谷間で稼ぐことのできるもので、あなたが^ロスローリエンで稼いだものとは別です。^^詳しくはレポート画面を参照してください。
qstr_I_have_long_wished_t|私はかねがね、森の王国を訪れてみたいと考えていた・・・
qstr_What_form_shall_the_|ローリエンからの歓待とは、一体どのようなものなのか・・・
qstr_Our_bees_make_honey_|我々のみつばちからははちみつと蝋が、牛からは乳、バターそしてチーズがもたらされる・・・
qstr_I_have_long_wished_to|私はかねがね、森の王国を訪れてあなたたちの歌を聴き、 レンバスを食べてみたいと考えていたのだ！^^我らの川のせせらぐ渓谷を思い起こしたくて金色の発泡葡萄酒、 古い大きな本、それに誇り高き古代の旗を持ってきたのだが、 ラウレリンドレナンでは一体、 どのようなここにしかない不思議と出会えるのか、興味があるのだ。
qstr_What_form_shall_the_f|ローリエンからの歓待とは、一体どのようなものなのか？^^朝が来ると木の葉に変わる、金だろうか？ 我が兵には色も風味もない飲み物と、食べた気のしない、 つまらないパンでも出されるのだろうか？^^真っ赤な葡萄酒、新鮮な鹿の肉、武器庫いっぱいの、 よく手入れされた槍と矢！これが私の考える歓待だ。
qstr_Our_bees_make_honey_a|我々のみつばちからははちみつと蝋が、牛からは乳、 バターそしてチーズがもたらされる。^^パンを焼けば、領内を通りがかるドワーフを相手に、 鋭い斧とそれを交換することができる。^^あと強い両の手があったら、他に何が必要だと言うんだ？
qstr_If_fate_wills_it_I_s|もし運命が望むのなら、私はふたたびあなたの土地を訪れて、 すべての秘密を見て回ろう。
qstr_If_I_ever_have_need_|万が一、私にローリエンの助けが必要となったときには、 助けを乞うとしよう。どんな助けを期待するべきなのかは分からないがね。
qstr__nod_and_say_nothing|(黙ってうなずく)
qstr_Oh_there_are_many_an|ええ、それはもうたくさんありますよ！ ローリエンの友にはぜひそれらを見てほしい！^^我々がふたたび共に戦う事があれば、もしくは、 あなたがお方さまや指揮官たちのために働く事があれば、 我が民はあなたの親切に対しての感謝を惜しみません。きらびやかな武器、 頑丈な鎖かたびらの鎧、白い羽のついた矢、 それにあなたの部隊に供給する食料など、 あなたが必要とするものを用意しましょう。^^もしかしたら、将来あなたはローリエンの運命に影響を与えるような、 高い地位をローリエンで与えられるようになるのかも知れない。
qstr_The_joys_of_the_Gold|黄金の谷間の美しさは、それはもうたくさんありますよ！ ローリエンの真の友にはぜひそれらを見てほしい！^^我々がふたたび共に戦う事があれば、もしくは、 あなたがお方さまや指揮官たちのために働く事があれば、 我が民はあなたの親切に対しての感謝を惜しみません。きらびやかな武器、 頑丈な鎖かたびらの鎧、精度の高い矢、 それにあなたの部隊に供給する滋養分の多い食料など、 あなたが必要とするものを用意しましょう。^^もしかしたら、将来あなたはローリエンの運命に影響を与えるような、 高い地位をローリエンで与えられるようになるのかも知れない。
qstr_Our_Golden_Valley_gi|我々の黄金の谷間はたくさんの美しさを持っています。 それらを楽しもうというローリエンの友は、歓迎しましょう。^^我々がふたたび共に戦う事があれば、もしくは、 あなたがお方さまや指揮官たちのために働く事があれば、 故郷を離れて我々のために尽くすあなたに対して、感謝の気持ちと、 必要とされるものの提供を惜しまないでしょう。
qstr_I_shall_keep_that_in|覚えておこう。^^ハーンターニエル、アーヴァ・マーリー！
qstr_That_may_be_so_some_|そうかも知れない。道はいつもまっすぐとは限らないものだ。^^ボア・イ・ウィーン！
qstr_I_seldom_wander_far_|私が故郷から遠く離れる事はほとんどない。 急いでこの場所を離れるといい。 まだこの辺りをゴブリンがうろついているかも知れない。
qstr_What_do_you_want?|何か用か？
; qstr_Greetings._What_can_|Greetings. What can I do for you?
qstr_Who_are_you?_A_mere_|なんだおまえは？ただの{s25}だと？ おまえなどに構っているヒマはない！去れ！ {s2}
qstr_What?_You_come_to_me|なんですって？私が何者なのかご存じないのに、ここへ来たのですか？ 自分のまわりをご覧になってください。^^血のりがあるでしょう？泣き声が聞こえませんか？ 彼らの苦痛が感じられませんか？これが私の仕事ですよ！ 私は破壊と修復でもって、彼らを改良するのです！ あなたが故障と痛みに苦しんで私のところへ来れば、 私はあなたを改良してさしあげますよ！
qstr_I_am_a_healer._Come_|私は治療師です。あなた自身か部下の誰かが重傷を負ってしまったら、 私に診せてください。私にできる限りの治療を施しましょう。
; qstr_You_have_found_the_loca|You have found the local healer
qstr__Costs_500_Resource_|(リソースポイントを500、影響力ポイントを5消費します)
qstr_Ha!_I_can_see_that!_|ああ！なるほど、それはそうでしょう・・・あなたの血液とは別に、 治療費は頂きますよ！ {s2}
qstr_Yes_I_see_that._We_c|なるほど、確かにそうだろう。治療することはできるが、 いろいろと材料が必要になる。 {s2}
qstr__Costs_1000_Resource_|(リソースポイントを1000、影響力ポイントを10消費します)
qstr_I_ll_have_my_worms_d|では私の部下どもに診せよう。あやつらは特に優れているわけではないが、 たまにいい仕事をする。おぬしの準備ができたら言ってくれ。 {s2}
qstr_I_ll_have_my_assista|では私の助手たちに診せましょう。彼らはまだ未熟ですが、 大目にみてやって頂きたい。あなたの準備ができたら言ってください。 {s2}
qstr_Alright!_Worms!_Get_|では始めよう！こら長虫ども！ここへ来てこの仕事を片付けろ！
qstr_Let_us_begin._My_ass|では始めましょう。私の助手たちにすべておまかせ下さい。
qstr_All_done!_Ha!_You_di|さあこれで完了だ！あまり叫び声を挙げなかったのは感心した！ さあ私は忙しい。去るがいい。
qstr_We_ve_done_what_We_c|我々にできる事はやりました。あとは休養をとってください。
qstr_Boss_the_lads_are_hu|大将、みんな腹ぺこだぜ！目一杯働かされてるのに、 ぜんぜん食わせてもらってないぞ！
qstr_Master_the_lads_are_|ご主人さま、みんな腹ぺこだぜ！こんなすきっ腹で戦えるかよ！
qstr_Yes!_With_proper_fed|やった！腹一杯食べさせてくれれば、いままでの倍は働くぜ！
qstr_As_you_command_maste|仰せの通りに、ご主人さま。ヘヘ。おい野郎ども、肉だぞ！
qstr_Your_Orcs_&_Uruks_at|あなたの部下のオークとウルクが仲間を{reg1}名食べました！
qstr_Yes_master!_As_you_c|もちろんです、ご主人さま！仰せの通りに、ご主人さま！
qstr_Harr_harr_harr!_You_|ハァハァハァ！あんたなんか怖くないぜ！ 次はあんたを食ってやるからな！
qstr_One_{s6}_left_the_pa|{s6}が一名、パーティを去りました。
qstr_I_understand._I_will|わかりました。もうしばらくは、ここにいる事にします。
qstr_I_have_played_my_rol|私は自分に与えられた役割を、長い年月、演じてきました。 人間の寿命の、数倍もの長い間です。この戦争は人間たちの戦いです。 私は西方へ去る事に決めました。 他にも数名が私の後を追うかもしれません。
qstr_{reg1}_Veteran_Elves|{reg1}名のベテランエルフがあなたのパーティを去る決意をしました。
qstr_What_an_amazing_feat|なんとも見事な武器さばき！
qstr_Well_done!|上出来と言えますな！
qstr_Nice_legwork.|足さばきは達者のようで。
qstr_Heh.|フン。
qstr_Good_moves_but_you_m|なかなかすじがよろしいが、 さらなる稽古に励む必要がありますな。
qstr_More_than_half_of_th|対戦相手の半数以上は倒しましたな。 悪くない。
qstr_You_ll_need_to_try_h|あなたなら、もっともっと出来るはずですよ。
qstr_Well..._better_here_|まあ・・・ やっと訓練が終わって、やれやれ、 という感じでしょうかね？
qstr_We_ve_been_sent_by_{|{s3}殿の命を受け、 このたびの戦の戦力となるため参上した。
qstr_{s3}_has_sent_us_to_|{s3}殿の命を受け、 {s4}襲撃の船に乗るため参上した。
qstr_Excellent_{playernam|素晴らしいぞ、{playername}！ 私の要望した以上の貢献をしてくれたそうだな！ 賞賛に値する働きだ。^^さあ、これは私の期待を大きく上回ってくれた事に対する特別報酬だ、 受け取ってくれ。^^この調子ならば、 この戦争における我々の勝利は近いだろう。
qstr_Excellent_{playername|素晴らしいぞ、{playername}。 これで彼らを大いに助ける事になる。 この調子ならば、 この戦争における我々の勝利は近いだろう。
qstr_Reinforcing_{s1}_has|{s1}が増強された事によって、{s2}の士気が高まりました({s2}の勢力ポイントが{reg50}上がりました)。
qstr_The_watchmen_in_the_|拠点が襲撃を受ける頻度が、 劇的に減ったという報告を斥候から受けました。 これもあなたのおかげです。 感謝します、{playername}殿。
qstr_Our_guards_have_seen|衛兵からの報告によると、あのクズどもは尻尾をまいて逃げて^いったそうです。あなたのおかげで、この一帯の支配者が誰なのか、^あの害虫どもも思い知った事でしょう。
