str_yes|Sim.
; str_dwarf_rumor_10|A flagon of ale, a roast pig, a girl with a thick beard and I'm happy!
; str_dwarf_rumor_11|Well, Brian, I'm opening a mine! What? Ugh? Well, Brian, I'm opening a mine!
; str_dwarf_rumor_12|We, Dwarves always build more than one entry into our mines. And then there's the secret ones too.
; str_dwarf_rumor_13|Strange are the ways of men.
; str_dwarf_rumor_14|Unwearied then were Durin's folk beneath the mountains music woke: The harpers harped, the minstrels sang, and at the gates the trumpets rang.
; str_dwarf_rumor_15|*humms quietly* Kill the Men! Kill the Elves! Save the gold for ourselves!
; str_mordor_rumor_begin|Lugbúrz commands!
; str_mordor_rumor_2|Nazgûl will defeat the world of men!
; str_mordor_rumor_3|Why aren't you working, glob! The Eye is watching!
; str_mordor_rumor_4|Soon, darkness comes! Durb-burz!
; str_mordor_rumor_5|Hungry! Where is food?
; str_mordor_rumor_6|We will feast on men of the White city!
; str_mordor_rumor_7|Master trains Olog-hai for war!
; str_mordor_rumor_8|Warg bit my finger. And it really hurts! Warg-filth!
; str_mordor_rumor_9|Don't trust Saruman-glob!
; str_mordor_rumor_10|Mountain orcs are weak! We are strong! We will eat tribal snagas!
; str_mordor_rumor_11|Uruk glob ishi krimp shar-kûk.
; str_mordor_rumor_12|Nazgûl ronk ishi gimb olog-hosh sha uruk-bag. Ha ha ha!
; str_mordor_rumor_13|Snaga stole my meat, pushdug!
; str_mordor_rumor_14|Gu kibum kelkum-ishi, burzum-ishi. Akha-gum-ishi ashi gurum.
; str_mordor_rumor_15|Isengard uruk-hai u bagronk sha pushdug Saruman-glob bubhosh skai!
; str_mordor_rumor_16|If it insults you - kill it. If it fights you - kill it. If it looks at you - kill it. If it's dead - eat it.
; str_mordor_rumor_17|Saruman's uruk-hai say they don't mind the sun. Bûbhosh skai!
; str_mordor_rumor_18|All dead, all rotten. Elves and Men and Orcs. In the Dead Marshes!
; str_mordor_rumor_19|Come not between the Nazgûl and his prey!
; str_mordor_rumor_20|Isengarders? The muck-rakers of a dirty little wizard! It's orc-flesh they eat, I'll warrant.
; str_mordor_rumor_21|Mirkwood is in our hands already, but the elves don't know it yet.
; str_mordor_rumor_22|Crank up yer spotting if you don't want to get ambushed in Ithilien. Those damn greenhoods...
; str_mordor_rumor_23|Where there's a whip there's a way.
; str_isengard_rumor_begin|Sharkû commands!
; str_isengard_rumor_2|Horse-men are food! Bubhosh!
; str_isengard_rumor_3|Horse-men will get a pike surprise! Ha ha ha!
; str_isengard_rumor_4|Saruman has many tricks! Strong steel and fire-stone!
; str_isengard_rumor_5|Wild-men stink! But Sharkû is wise. He knows how to use them.
; str_isengard_rumor_6|Moria-scum breed olog-hai! Big! Skai!
; str_isengard_rumor_7|Wise master make uruk-hai strong!
; str_isengard_rumor_8|Warg is faster than horse! Warg eats horse!
; str_isengard_rumor_9|Uruk-hai will trample the horse-men!
; str_isengard_rumor_10|Grind! Grind! Grind!
; str_isengard_rumor_11|Uruk glob ishi krimp shar-kûk.
; str_isengard_rumor_12|Burn forest! Make weapons! Kill horse-men!
; str_isengard_rumor_13|Keep away from the berserker before he starts chopping us up!
; str_isengard_rumor_14|I saw a berserker get speared through by a horse-man lance. He pulled the manling off his horse by the lance through his guts.
; str_isengard_rumor_15|I don't trust those little mountain orc swines. Isengarders will win this war, with or without them.
; str_isengard_rumor_16|By the White Hand! What's the use of sending mountain-maggots to fight for us, only half-trained! Cursed goblins and orcs of the North!
; str_isengard_rumor_17|I'd tickle some prisoners with my knife. Sometimes you need to make those miserable rats squeak!
; str_isengard_rumor_18|There's only one thing the maggots and rats of Lugbúrz can do: they can see like gimlets in the dark.
; str_isengard_rumor_19|We're cutting down the forest, but many orcs that go in, never come out.
; str_isengard_rumor_20|Where there's a whip there's a way.
; str_rhun_rumor_begin|Ride like the wind of the steppes!
; str_rhun_rumor_2|The Dwarves are greedy and vile. And Dale-men help them exploit and cheat us.
; str_rhun_rumor_3|Three wizards came to our lands a while ago. I wonder what they are up to.
; str_rhun_rumor_4|Our lands are vast and sparsely populated. But we know how to survive there.
; str_rhun_rumor_5|We used to trade with Elves and Dwarves our wine and pipe-weed from the fertile lands. But they cheat and lie!
; str_rhun_rumor_6|Our cousins from Khand prefer to fight on foot, but we know being on a horse is better.
; str_rhun_rumor_7|We have defeated Gondor legions before, and we will do it again!
; str_rhun_rumor_8|We fight to the death! Never retreat, never turn and run! Not a step backwards!
; str_rhun_rumor_9|A red dawn has risen in the east. A red dusk awaits the west!
; str_rhun_rumor_10|Elven women? Nah. Too fragile!
; str_rhun_rumor_11|Each of my sons has already brought me a head of an enemy. And my daughter the testicles of one. Ha ha ha!
; str_rhun_rumor_12|Orcs are filthy beasts with no skill or courage. They have no place on the field of battle.
; str_rhun_rumor_13|What's best in life? To crush your enemies, see them driven before you, and to hear the lamentation of their women.
; str_dunland_rumor_begin|We won't rest until we are avenged and the strawheads are on their knees!
; str_dunland_rumor_2|Rohirrim bastards are friendly with their horses at night! Ha ha ha!
; str_dunland_rumor_3|Strawheads will cough out our land! Together with their blood! Gah!
; str_dunland_rumor_4|Death to the Forgoil! Death to the Strawheads! Death to the robbers from the North!
; str_dunland_rumor_5|They call it Rohan now, but it's our ancestral land! We will avenge our forfathers and chase off the dirty land-thieves.
; str_dunland_rumor_6|Don't let the Forgoil catch you, or they will torture and burn you alive!
; str_dunland_rumor_7|We are the bloodlust of the wolf and the strength of the boar!
; str_dunland_rumor_8|Forgoil think we are savage and stupid. Let's see what they think after their horsemen meet our pikemen.
; str_dunland_rumor_9|Isengard's crows will peck out Strawheads' eyes, Dunland's wolves will bite their throats.
; str_dunland_rumor_10|I caught and killed a wolf with my bare hands. I will snap a horse-man's neck like a twig! Grrr!
; str_dunland_rumor_11|Our chief found an old bronze sword in a barrow. He bent it and threw it in the marsh. Spirits of the hills will be on our side for sure. It is the old way.
; str_dunland_rumor_12|My forefathers fought with Freca and later Wulf against the bloodied Forgoil. We remember their courage.
; str_beorn_rumor_begin|The woods are vast and all manner of creatures live inside.
; str_beorn_rumor_2|Wild bees make the best honey!
; str_beorn_rumor_3|Elves of the woods are elusive, but kind. Dwarves from the mountains are loud and cheerful. Men of Dale are hardworking.
; str_beorn_rumor_4|We see many strange beasts passing through our lands.
; str_beorn_rumor_5|I sleep all night, and I work all day!
; str_beorn_rumor_6|Evil is creeping from the mountains yonder.
; str_beorn_rumor_7|The great forest is not as it used to be anymore!
; str_beorn_rumor_8|The strength of the axe is not in the blade, but in the haft.
; str_beorn_rumor_9|We slept through the last winter. What? Yes, you need to eat a lot in the autumn to last through winter like this.
; str_beorn_rumor_10|Men of Rohan are our kin, bears are our blood, goblins are our prey!
; str_beorn_rumor_11|Turn into bears? Of course we don't. Who told you that? Ha ha ha!
; str_beorn_rumor_12|Beorn was a great man. No, not a man, a giant!
; str_beorn_rumor_13|*GROWLS*   Do you have any honey?
; str_beorn_rumor_14|Don't wander off alone in the mountains! Bears and wolves stay away from larger groups of men. But hunger, or as some say - shadow spirits, may drive them close enough to attack you.
; str_lorien_rumor_begin|O Lórien! The Winter comes, the bare and leafless Day; The leaves are falling in the stream, the River flows away. 
; str_lorien_rumor_2|Speak no evil of the Lady Galadriel! There is in her and in this land, no evil, unless a man bring it hither himself. Then let him beware!
; str_lorien_rumor_3|The world is indeed full of peril, and in it there are many dark places; but still there is much that is fair, and though in all lands love is now mingled with grief, it grows perhaps the greater.
; str_lorien_rumor_4|Good and ill have not changed since yesteryear; nor are they one thing among Elves and Dwarves, and another among Men. It is a man's part to discern them, as much in the Golden Wood as in his own house.
; str_lorien_rumor_5|Often does hatred hurt itself!
; str_lorien_rumor_6|Ancient magic protects Lothlórien, so powerful the Darkness does not yet dare challenge it.
; str_lorien_rumor_7|Nathlo i nathal! You are safe within the golden woods. Posto vae - rest now, eat and drink. If you must leave then, carry with you a memory of how Lorien once was.
; str_lorien_rumor_8|It is said that the sea calls to everyone, sooner or later. I too shall hear the gulls one day, leave Laurelindórenan for good. I Harthon an lend and. 
; str_lorien_rumor_9|Av-'osto - do not be afraid! More than our grey cloaks protect us from the enemy here.
; str_imladris_rumor_begin|May the blessing of Elves and Men and all Free Folk go with you.
; str_imladris_rumor_2|May the stars shine upon your faces!
; str_imladris_rumor_3|He that breaks a thing to find out what it is has left the path of wisdom.
; str_imladris_rumor_4|We must take a hard road, a road unforeseen. There lies our hope, if hope it be.
; str_imladris_rumor_5|Despair is only for those who see the end beyond all doubt. We do not.
; str_imladris_rumor_6|Even after the coldest winter flowers do spring. And after the longest night, comes a new dawn.
; str_imladris_rumor_7|So many had gathered when last I rode to war. The light of the drawing of our swords was like a fire in a field of reeds. So few have left Imladris now. 
; str_imladris_rumor_8|Áva rucë! The Eldar have taken arms to fight the enemy alongside brave Edain once more.  Perhaps for the last time, who knows? We sing of war, of fire and the end of the Night.
; str_imladris_rumor_9|I see the men from the East ride under the Dark Lord's banner and it is as though I watched their ancestors again - waves of horsemen shattering upon the gleaming shieldwall of the Last Alliance. If only the memory of Edain was as long as ours.
; str_woodelf_rumor_begin|An Elven-maid there was of old, /A shining star by day: /Her mantle white was hemmed with gold, /Her shoes of silver-grey.
; str_woodelf_rumor_2|Time does not tarry ever, but change and growth is not in all things and places alike. For the Elves the world moves, and it moves both very swift and very slow. Swift, because they themselves change little, and all else fleets by: it is a grief to them. Slow, because they do not count the running years, not for themselves.
; str_woodelf_rumor_3|Darkness and evil creep over these once beautiful woods. Unless they are stopped, they will smother all hope, all light.
; str_woodelf_rumor_4|Quick and nimble, quiet and precise, we can yet keep the Darkness at bay. But how much longer?
; str_woodelf_rumor_5|Shhh, no dhínen! There may be orcs lurking around. We must be on guard!
; str_woodelf_rumor_6|*stares at you, obviously annoyed by your presence*
; str_woodelf_rumor_7|Oduleg hi am man theled? We need to know your purpose here. Sorcerer's spies are everywhere.
; str_woodelf_rumor_8|Edain of Dale make intricate toys these days! They've learnt much from the Naugrim.
; str_woodelf_rumor_9|The shadow of Dol Guldur is spreading. Dark creatures have been seen in the woods, our outposts attacked, hunters disappear and are never seen again. Our patrols now number at least 35 soldiers, we have grown that fearful!
; str_dale_rumor_begin|First there was the dragon, now this...
; str_dale_rumor_2|As if the orcs coming from the north weren't bad enough, now the hordes from the east are upon us!
; str_dale_rumor_3|Ever since the defeat of the dragon, we know how to look for the enemy's weak spot.
; str_dale_rumor_4|Easterlings will never make it past us and our dwarven allies.
; str_dale_rumor_5|Have you ever seen the sun rise over the Long lake? The colours used to make my heart sing. But now all I see is a red dawn. A bad omen.
; str_dale_rumor_6|Dwarves are a bit too attached to treasures. We still don't know what to think of Thorin Oakenshield.
; str_dale_rumor_7|The men of Rohan are our cousins and our own language is very similar to theirs.
; str_dale_rumor_8|Esgaroth got its name from an Elven word for reeds, because of its reed banks. Did you know that?
; str_dale_rumor_9|The dragon was a sort of a monster noone wants to see ever again.
; str_dale_rumor_10|Our prosperity comes from trade with the Dwarves and the Elves. But it's hard to bargain with Dwarves. Very little profit there.
; str_harad_rumor_begin|The Black Snake will strike swift and deadly.
; str_harad_rumor_2|By the Serpent! Our beasts will trample Gondorians into the dirt.
; str_harad_rumor_3|Odum vermajál otí verthaba av daranaja-e-jatánus!
; str_harad_rumor_4|There is much gold and gems in Gondor. And even more in the lands beyond.
; str_harad_rumor_5|We will catch many western weaklings and sacrifice them to the Serpent God.
; str_harad_rumor_6|Corsairs have their uses, they sail well, but are rowdy and unclean in appearance and sneaky in behaviour.
; str_harad_rumor_7|I'd never set foot on a ship. Corsairs can have all the seas as far as I am concerned.
; str_harad_rumor_8|Warriors of Khand are fierce and fearless, but their strategy is too simple.
; str_harad_rumor_9|I'm counting on good loot in the West. We were promised it. Then I can return home and run my carpet shop in peace.
; str_harad_rumor_10|Keep away from the Mumakil. They are ill-tempered beasts and will squash you in an instant.
; str_harad_rumor_11|In Harad we have deserts and jungles, mountains and sea. Our peoples are as diverse as our lands and as numerous as the grains of sand.
; str_harad_rumor_12|Many knights from Harondor prefer sabres over straight blades. They're quite good for cutting down running peasants, but you need a spear or a good sword to penetrate strong armour.
; str_harad_rumor_13|My blood brother signed up with the Karka - he's a scout now. Riders of 'The Fang' lead a dangerous life, but it is good experience for young hot-headed boys.
; str_harad_rumor_14|Don't ever pick a fight with the Lion brotherhood! Their reputation is well earned.
; str_harad_rumor_15|I wish we had more weapons made of black iron. Many still have to manage with bronze, some even with wooden clubs and javelins of black glass, running into battle naked.
; str_gunda_rumor_begin|Take warm lands from men we come!
; str_gunda_rumor_2|Sharkû promised warm caves.
; str_gunda_rumor_3|Enough hiding in the cold mountains! Now we march into warm lands of men.
; str_gunda_rumor_4|We saw a slimy skulker in our mountain tunnels, but could never catch him. He just disappeared when we got close.
; str_gunda_rumor_5|The Isengarders think they're something special because the old man is equipping them.
; str_gunda_rumor_6|We will burn the villages of men to keep us warm.
; str_gunda_rumor_7|Manlings will feel the frostbite we will bring to them. And afterwards the fire. Ha ha ha!
; str_gunda_rumor_8|Azog and Bolg almost defeated dwarves, elves and manlings last time. But bird-monsters and bear-men saved them. *spit*
; str_gunda_rumor_9|Dwarf-flesh is tough and stringy. Man-flesh is better.
; str_gunda_rumor_10|Bear-men came from the woods and ate Boldush. Bad luck for Boldush! Ha ha ha!
; str_gunda_rumor_11|Some moved to Moria, much room there. But also Ghâsh in the deep. Best stay away!
; str_moria_rumor_begin|When you hear drums - run and hide!
; str_moria_rumor_2|Ghâsh is in the deep!
; str_moria_rumor_3|Doom! Doom! Doom! Drums of the deep.
; str_moria_rumor_4|Moria is big, but no dwarves hide in it anymore.
; str_moria_rumor_5|Dwarves dug too deep. All the better for us. Ha ha ha!
; str_moria_rumor_6|Many tunnels in Moria. We don't go to all.
; str_moria_rumor_7|Some manlings and dwarves sneaked past our sentries in the mines a while ago. We doubled the watch since.
; str_moria_rumor_8|Dwarves will never set foot here again! Ever!
; str_moria_rumor_9|When we gather enough troops, we will go and burn down woods of elves.
; str_moria_rumor_10|Not much food in Moria. We're hungry. Must catch men and elves!
; str_moria_rumor_11|Some go to the forest in the south. None come out.
; str_umbar_rumor_begin|All the seas will belong to the black sails!
; str_umbar_rumor_2|There's no Gondor ships left to sink, now we go plunder inland.
; str_umbar_rumor_3|Umbar is our fate! And it will be Gondor's too.
; str_umbar_rumor_4|Gondorians can't sail! They've got land-legs.
; str_umbar_rumor_5|We've killed Gondorian kings in the past. Now they don't even have a king for us to kill.
; str_umbar_rumor_6|The sneaky Gondorians burned our fleet years ago. Now it's Gondor that'll burn.
; str_umbar_rumor_7|Nothing the sea can throw at us frightens a corsair. But we heard some disturbing rumours about abominations on land.
; str_umbar_rumor_8|We will spill over Gondor like a giant wave and reclaim our long lost lands.
; str_umbar_rumor_9|Haradrim don't drink rum. Did you know that? We like some, to steady the harpoon hand.
; str_umbar_rumor_10|I saw some Variags of Khand fighting. I wouldn't want to be facing them in battle. It is a good thing they are on our side.
; str_khand_rumor_begin|A fight is a fight, no matter how bloody. But retreat is the greatest shame!
; str_khand_rumor_2|Our swords once drawn, must have blood!
; str_khand_rumor_3|The ground trembles under our heavy cataphract cavalry, but our enemies tremble at the mere mention of us!
; str_khand_rumor_4|This time we left the Wainriders behind, our attack will catch the enemies off guard.
; str_khand_rumor_5|We are the Variags of Khand, the fiercest warriors anywhere!
; str_khand_rumor_6|Rhun warriors are fierce too, but they fight on horseback, we rather maul our enemies on foot.
; str_khand_rumor_7|We have fought Gondorians in the past, this time we will finish them for good!
; str_khand_rumor_8|The West is weak and decadent. They have no warrior spirit. They will fall to our swords and axes.
; str_khand_rumor_9|We do not fight for gold or slaves, we fight for honour and glory!
; str_khand_rumor_10|The men of the West are arrogant, they do not know what might they are facing!
; str_khand_rumor_11|We trade with Rhun, Mordor and Harad. And sometimes we fight them too. It is the way of our people.
; str_khand_rumor_12|Have you made your warrior mask yet? You'll need one soon! If the enemy can't see your face, his spirit won't be able to find you.
; str_good_rumor_begin|From the ashes a fire shall be woken, A light from the shadows shall spring; Renewed shall be blade that was broken, The crownless again shall be king.
; str_good_rumor_2|Orcs fight better at night but are weaker by day.
; str_good_rumor_3|Urukhai are a different breed of orc that doesn't fear sunlight!
; str_good_rumor_4|Always after a defeat and a respite, the Shadow takes another shape and grows again.
; str_good_rumor_5|The Dead Marshes... a land defiled, diseased beyond all healing.
; str_good_rumor_6|The Shadow that bred can only mock, it cannot make: not real new things of its own. I don't think it gave life to the orcs, it only ruined them and twisted them.
; str_good_rumor_7|Greenwood it used to be called and full of elves it was. Greatest of the forests of the Northern world. But now it's Mirkwood. Crawling with all manner of evil creatures.
; str_good_rumor_8|The Argonath, The Pillars of the Kings, great guardians of the old northern border of Gondor.
; str_good_rumor_9|Amon Hen is the westernmost of the three peaks at the southern end of Nen Hithoel.
; str_neutral_rumor_begin|Tomorrow everything could change...
; str_neutral_rumor_2|Dead Marshes... a place defiled and diseased.
; str_neutral_rumor_3|The land used to be much different once.
; str_neutral_rumor_4|Stay clear of Fangorn forest.
; str_evil_rumor_begin|Orcs fight better at night, men fight better by day.
; str_evil_rumor_2|Fight horseman with pike, footman with arrow and archer with shield!
; str_evil_rumor_3|Large statues of weaklings on the big river will not stand much longer.
; str_legendary_rumor_begin|Legend says that trees meet to talk in Fangorn.
; str_legendary_rumor_amonhen|They say there is a special place on the Anduin, somewhere where the big statues stand.
; str_legendary_rumor_deadmarshes|It is rumoured all dead seems alive in the middle of Dead Marshes.
; str_legendary_rumor_mirkwood|Creatures other than orcs crawl around Mirkwood.
; str_legendary_rumor_fangorn|Fangorn is a forest best avoided. Unusual things happen there.
; str_last_rumor|I haven't heard anything interesting lately.
; str_ent_rumor_begin|Do not be hasty now...
; str_ent_rumor_2|Learn now the lore of Living Creatures! First name the four, the free peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses.
; str_ent_rumor_3|The Old Entish is a lovely language, but it takes a very long time to say anything in it, because we do not say anything in it, unless it is worth taking a long time to say, and to listen to.
; str_gondor_rank_0|Commoner of Gondor
; str_gondor_rank_1|Soldier of Gondor
; str_gondor_rank_2|Sergeant of Gondor
str_gondor_rank_3|Cavaleiro de Gondor
; str_gondor_rank_4|Tower Guard of Gondor
; str_gondor_rank_5|Citadel Knight of Gondor
; str_gondor_rank_6|Steward's Guard of Gondor
str_gondor_rank_7|Capitão de Gondor
; str_gondor_rank_8|Champion of Gondor
; str_gondor_rank_9|Hero of Gondor
; str_dwarf_rank_0|Dwarven Greenbeard
; str_dwarf_rank_1|Dwarven Miner
; str_dwarf_rank_2|Dwarven Warrior
; str_dwarf_rank_3|Dwarven Longbeard
; str_dwarf_rank_4|Dwarven Axe
; str_dwarf_rank_5|Dwarven Master Axe
; str_dwarf_rank_6|Dwarven Greybeard
; str_dwarf_rank_7|Dwarven Captain
; str_dwarf_rank_8|Dwarven Chief
; str_dwarf_rank_9|Hero of the Halls
; str_rohan_rank_0|Ceorl, Commoner of Rohan
; str_rohan_rank_1|Thain, Servant of Rohan
; str_rohan_rank_2|Léod, Freeman of Rohan
; str_rohan_rank_3|Rohir, Rider of Rohan
; str_rohan_rank_4|Scyldbora, Shieldbearer of Rohan
; str_rohan_rank_5|Swéordbora, Swordbearer of Rohan
; str_rohan_rank_6|Frumgar, First Spear of Rohan
; str_rohan_rank_7|Bealdoraed, Master Adviser of Rohan
; str_rohan_rank_8|Eorl, Nobleman of Rohan
; str_rohan_rank_9|Haleth, Hero of Rohan
; str_mordor_rank_0|Worm
; str_mordor_rank_1|Snaga
; str_mordor_rank_2|Backstabber of Gorgoroth
; str_mordor_rank_3|Sentry of Cirith Ungol
; str_mordor_rank_4|Slavedriver of Udûn
; str_mordor_rank_5|Despoiler of Durthang
; str_mordor_rank_6|Watchman of Morannon
; str_mordor_rank_7|Captain of Minas Morgul
; str_mordor_rank_8|Commander of Barad-dûr
; str_mordor_rank_9|Scourge of Mankind
; str_isengard_rank_0|Rat
; str_isengard_rank_1|Snaga
; str_isengard_rank_2|Crankturner
; str_isengard_rank_3|Treeburner
; str_isengard_rank_4|Wargfeeder
; str_isengard_rank_5|Ironsmelter
; str_isengard_rank_6|Forgemaster
; str_isengard_rank_7|Captain of Orthanc
; str_isengard_rank_8|Commander of Legions
; str_isengard_rank_9|White Right Hand of the Wizard
; str_lorien_rank_0|Sador, Faithful to Lorien
; str_lorien_rank_1|Tauron, Forester of Lorien
; str_lorien_rank_2|Mifaron, Grey Hunter of Lorien
; str_lorien_rank_3|Thindirith, Grey Guard of Lorien
; str_lorien_rank_4|Thangyl, Shieldbearer of Lorien
; str_lorien_rank_5|Maglagyl, Swordbearer of Lorien
; str_lorien_rank_6|Tiribrannon, Warden of Lorien
; str_lorien_rank_7|Glaurchir, Grandmaster of Lorien
; str_lorien_rank_8|Galadhîr, Radiant Lord of Lorien
; str_lorien_rank_9|Thalion, Hero of Lorien
; str_imladris_rank_0|Háno, Brother of Imladris
; str_imladris_rank_1|Macar, Warrior of Imladris
; str_imladris_rank_2|Sindacollo, Grey Cloak of Imladris
; str_imladris_rank_3|Luinëcollo, Blue Cloak of Imladris
; str_imladris_rank_4|Turmacolindo, Shieldbearer of Imladris
; str_imladris_rank_5|Langocolindo, Swordbearer of Imladris
; str_imladris_rank_6|Aráto, Champion of Imladris
; str_imladris_rank_7|Hesto, Captain of Imladris
; str_imladris_rank_8|Runando, Redeemer of Imladris
; str_imladris_rank_9|Callo, Hero of Imladris
; str_woodelf_rank_0|Sador, Faithful to Greenwood
; str_woodelf_rank_1|Tauron, Forester of Greenwood
; str_woodelf_rank_2|Hirfaron, Master Hunter of Greenwood
; str_woodelf_rank_3|Calendirith, Green Guard of Greenwood
; str_woodelf_rank_4|Thangyl, Shieldbearer of Greenwood
; str_woodelf_rank_5|Maglagyl, Swordbearer of Greenwood
; str_woodelf_rank_6|Tiribrannon, Warden of Greenwood
; str_woodelf_rank_7|Pengherdir, Bowmaster of Greenwood
; str_woodelf_rank_8|Armagor, Royal Swordsman of Greenwood
; str_woodelf_rank_9|Thalion, Hero of Greenwood
; str_dale_rank_0|Commoner of Dale
; str_dale_rank_1|Freeman of Dale
; str_dale_rank_2|Soldier of Dale
; str_dale_rank_3|Boatman of Dale
; str_dale_rank_4|Shieldbearer of Dale
; str_dale_rank_5|Swordbearer of Dale
; str_dale_rank_6|Barding, Archer of Dale
; str_dale_rank_7|Captain of Dale
; str_dale_rank_8|Lake Master of Dale
; str_dale_rank_9|Hero of Dale
; str_harad_rank_0|Initiate of the Tribe
; str_harad_rank_1|Adult of the Tribe
; str_harad_rank_2|Warrior of the Tribe
; str_harad_rank_3|Lionslayer
; str_harad_rank_4|Snakecharmer
; str_harad_rank_5|Mumakil Handler
; str_harad_rank_6|Black Snake Guard
; str_harad_rank_7|Captain of Harondor
; str_harad_rank_8|General of the Great Desert
; str_harad_rank_9|The Golden Serpent
; str_rhun_rank_0|Plainsman of Rhun
; str_rhun_rank_1|Serf of Rhun
; str_rhun_rank_2|Warrior of Rhun
; str_rhun_rank_3|Bull Warrior of Rhun
; str_rhun_rank_4|Shieldbearer of Rhun
; str_rhun_rank_5|Swordbearer of Rhun
; str_rhun_rank_6|Horsemaster of Rhun
; str_rhun_rank_7|Warlord of Rhun
; str_rhun_rank_8|Chief of the Steppe Clans
; str_rhun_rank_9|Khamûl's Right Hand
; str_khand_rank_0|Plainsman of Khand
; str_khand_rank_1|Serf of Khand
str_khand_rank_2|Guerreiro de Khand
; str_khand_rank_3|Hawk Warrior of Khand
; str_khand_rank_4|Shieldbearer of Khand
; str_khand_rank_5|Swordbearer of Khand
; str_khand_rank_6|Horsemaster of Khand
; str_khand_rank_7|Warlord of the Variags
; str_khand_rank_8|Chief of the Variag Clans
; str_khand_rank_9|Legendary Conqueror
; str_umbar_rank_0|Landlubber
; str_umbar_rank_1|Deck Hand
; str_umbar_rank_2|Sailor
; str_umbar_rank_3|Harpooner
; str_umbar_rank_4|Throatcutter
; str_umbar_rank_5|Plunderer
; str_umbar_rank_6|Sailmaster
; str_umbar_rank_7|Captain of Umbar
; str_umbar_rank_8|Commander of the Fleet
; str_umbar_rank_9|Grand Admiral of the Seas
; str_moria_rank_0|Maggot
; str_moria_rank_1|Snaga
; str_moria_rank_2|Tunnel Rat
; str_moria_rank_3|Cave Forager
; str_moria_rank_4|Plunderer of the Mines
; str_moria_rank_5|Despoiler of the Halls
; str_moria_rank_6|Dwarfbane
; str_moria_rank_7|Goblin Warlord
; str_moria_rank_8|Goblin Chief
; str_moria_rank_9|Terror from the Deep
; str_guldur_rank_0|Worm
; str_guldur_rank_1|Snaga
; str_guldur_rank_2|Backstabber of Gorgoroth
; str_guldur_rank_3|Sentry of Cirith Ungol
; str_guldur_rank_4|Slavedriver of Udûn
; str_guldur_rank_5|Despoiler of Durthang
; str_guldur_rank_6|Watchman of Morannon
; str_guldur_rank_7|Captain of Minas Morgul
; str_guldur_rank_8|Commander of Barad-dûr
; str_guldur_rank_9|Scourge of Mankind
; str_gundabad_rank_0|Turd
; str_gundabad_rank_1|Snaga
; str_gundabad_rank_2|Tunnel Rat
; str_gundabad_rank_3|Cave Forager
; str_gundabad_rank_4|Plunderer of the Hills
; str_gundabad_rank_5|Despoiler of the Mountains
; str_gundabad_rank_6|Dwarfbane
; str_gundabad_rank_7|Wargrider Warlord
; str_gundabad_rank_8|Great Goblin
; str_gundabad_rank_9|Pillager of the North
; str_dunland_rank_0|Pup
; str_dunland_rank_1|Dog
; str_dunland_rank_2|Wardog
str_dunland_rank_3|Lobo
; str_dunland_rank_4|Strong Wolf
; str_dunland_rank_5|Dire Wolf
; str_dunland_rank_6|Great Wolf
; str_dunland_rank_7|Wolfpack Leader
; str_dunland_rank_8|Chief of the Clans
; str_dunland_rank_9|Freca's Avenger
; str_beorn_rank_0|Forest Cub
; str_beorn_rank_1|Forest Tracker
; str_beorn_rank_2|Forest Hunter
; str_beorn_rank_3|Forest Ranger
; str_beorn_rank_4|Forest Shieldbearer
; str_beorn_rank_5|Forest Axebearer
; str_beorn_rank_6|Forest Bear
; str_beorn_rank_7|Forest Great Bear
; str_beorn_rank_8|Forest Giant
; str_beorn_rank_9|Hero of the Forests
; str_tld_introduction|TLD Introduction - you should go to Edoras.
; str_tld_erebor_dungeon|The smell of death surrounds this place. I'd better be careful.
; str_tld_spear_hit|Ouch!
; str_fullname_region_unknown|an unnamed region, somewhere in Middle Earth
; str_fullname_region_pelennor|Pelennor Fields, the plains around Minas Tirith, capital of the Realm of Gondor
; str_fullname_region_subfac_pelargir|the Fiefdom of Lebennin, part of the Realm of Gondor
; str_fullname_region_subfac_dol_amroth|Belfalas, the costal region in the South of Gondor
; str_fullname_region_subfac_ethring|Ringló Vale, a valley of the Realm of Gondor
; str_fullname_region_subfac_lossarnach|the Fiefdom of Lossarnach, also known as the Vale of Flowers, part of the Realm of Gondor
; str_fullname_region_subfac_pinnath_gelin|the Green Hills of Pinnath Gelin, a region in the Realm of Gondor
; str_fullname_region_subfac_blackroot|the Fiefdom of Lamedon, part of the Realm of Gondor
; str_fullname_region_n_ithilien|North Ithilien, easternmost province of the Realm of Gondor
; str_fullname_region_c_ithilien|Emyn Arnen, a range of hills in the central regions of Ithilien, across the Great River from Minas Tirith
; str_fullname_region_s_ithilien|South Ithilien, easternmost province of the Realm of Gondor
; str_fullname_region_druadan_forest|Drúadan Forest, the Gondor Forest of the Drúedain
; str_fullname_region_firien_wood|Firien wood, the Whispering Wood, a Gondor forest of oaks
; str_fullname_region_anorien|Anórien, the Sun-land, a valley between the White Mountains and the Anduin river
; str_fullname_region_rohan0|the Folde, the heart of Rohan
; str_fullname_region_rohan1|the Eastemnet, a part of Rohan, the Riddermark
; str_fullname_region_rohan2|the Westemnet, a part of Rohan, the Riddermark
