qstr_Gate_is_breached!|Portão está quebrado!
qstr_We_have_reports_that_|Temos relatos de que várias de nossas patrulhas foram emboscadas e derrotadas. Alguns dos covardes ainda podem viver, capturados pelo inimigo. Por mais que sejam dispensáveis, é um desperdício deixá-los morrer em algum buraco na prisão. Eu quero que você resgate {reg1} prisioneiros, e os faça lutar por nós novamente.
; qstr_{s9}_has_asked_you_to|{s9} has asked you to rescue {reg1} prisoners.
qstr_We_have_reports_that_a|Temos relatos de que um host inimigo pode estar se reunindo em {s13}. Claramente, isso é de grande preocupação para mim, já que não sei quantas tropas o inimigo tem e se meus soldados estarão prontos para enfrentá-los no campo de batalha. Eu quero que você chegue perto o suficiente para {s13}, e descubra o máximo que puder.
qstr_My_spies_tell_me_of_|Meus espiões me falam de um grande grupo de guerreiros reunidos em {s13}. Eles não devem ser páreo para nós e nossos servos, mas não faria mal saber quantos deles estão lá. Eu quero que você chegue perto o suficiente para {s13}, e descubra o máximo que puder.
qstr_{s9}_asked_you_to_sco|{s9} pediu para um reconhecimento {s13}.
qstr_We_have_reports_of_s|Temos relatos de alguma atividade inimiga perto de {s13}. Nossos batedores até agora não conseguiram chegar perto o suficiente e explorar a área em busca de idas e vindas inimigas. Eu quero que você monte uma festa de reconhecimento, chegue perto o suficiente para {s13}, e despache os batedores.
qstr_My_spies_tell_me_the|Meus espiões me dizem que o inimigo está fazendo algo em {s13}. Nossos batedores covardes até agora não conseguiram chegar perto o suficiente e nos dizer qualquer coisa de importação. Quero que você recrute sua própria equipe de escoteiros, aproxime-se o suficiente de {s13} e deixe-os lá. Certifique-se de que eles não se vejam e fujam!
qstr_{s9}_asked_you_to_di|{s9} pediu para você despachar uma equipe de escoteiros perto de {s13}.^Obtenha 7 soldados de {s15}, dos quais pelo menos 1 é {s14}, aproxime-se de {s13} e fale com {s14} para despachar festa.
qstr_We_need_to_take_the_|Precisamos levar a batalha para o inimigo, {playername}. Neste momento, podemos fazer isso atacando suas patrulhas e comunicações. Eu quero que você elimine {reg1} {s13} festas, que nos ajudariam a recuperar a iniciativa.
qstr_We_need_to_grind_dow|Precisamos esmagar nossos inimigos sem valor, {playername}. Suas patrulhas e trens de suprimentos estão ficando muito ousados ​​para o meu gosto. Eu quero que você elimine {reg1} {s13} festas, para que elas aprendam a temer o que está por vir.
qstr_{s9}_asked_you_to_el|{s9} pediu-lhe para eliminar {reg1} {s13} partes.
qstr_{s9}_asked_you_to_fr|{s9} pediu-lhe para libertar {s13} da ameaça de um Troll que grassa na sua periferia .
qstr_the_Dwarves_so_that_|os Anões, de modo que, se você passar por Erebor ou pelas Colinas de Ferro, você pode tentar se armar com o armamento dos Anões fabulosos.
qstr_Gondor_so_that_if_yo|Gondor, para que se você passar por suas terras, você pode tentar comprar algumas de suas armaduras conhecidas
qstr_Rohan_so_that_if_you|Rohan, de modo que se você passar por suas terras, você pode tentar comprar alguns de seus cavalos fabulosos
qstr_Dale_so_that_if_you_|Dale, para que, se você passar por suas terras, você possa tentar comprar alguns de seus conhecidos arcos.
; qstr_Without_my_help_you_|Without my help you would all lie dead and burnt!^^ I come to answer the call of Saruman, of Isengard. Cross me at your peril!
; qstr_Without_my_help_you_w|Without my help you would all lie dead and burnt!^^ I come to answer the call of the Lord of Mordor, who will soon be Lord of all the World.
; qstr__*snort*_There_is_on| *snort* There is only one Lord of all the world, scum. Soon or late, you will answer to Lugbúrz, weakling!
; qstr_*snort*_Another_one_|*snort* Another one for the meat-shield, to eat arrows! Be off, weakling. We have no use for you.
; qstr_Go_to_Moria_and_get_|Go to Moria, and get a nice warg for yourself - or some snagas of your own, if you like!
; qstr_Go_to_Isengard_and_g|Go to Isengard, and get something for yourself - maybe some of the fighting Uruk-Hai will follow you!
; qstr_Go_up_north_to_Gunda|Go up north, to Gundabad - dumb and ugly, they are, but they have good furs.
; qstr_Get_some_snagas_of_y|Get some snagas of your own, like these fellows here who follow me. Maybe you'll have a war party of your own soon enough!
; qstr_Our_friends_and_alli|Our friends and allies will hear of you, don't doubt it! Might be they'd be willing to give you a new mount, or a new blade. No one has time for the weak, but if you're strong, ha, we help those who help us, see? Trade some of those spoils for a good horse, maybe, with those Men of Rhûn - for riding or eating, your choice, har!
; qstr_Trade_some_of_those_|Trade some of those spoils for a good horse, maybe, with those Men of Rhûn - for riding or eating, your choice, har!
qstr_That_is_not_a_smart_|Isso não é uma coisa inteligente de se dizer na frente de um Rhun Warrior ... Da próxima vez que eu te ver, eu vou te matar.
qstr_They_will_all_know_m|Todos eles saberão meu nome ... Eles saberão temer
qstr_Suilad_mellon!_It_is|Suilad, mellon! Não é comum encontrarmos gente do Vale Escondido em nosso reino. Damos graças às estrelas que te levam a nossa ajuda, e também a você - le hannon!
qstr_Suilad_mellon!_It_is_|Suilad, mellon! É raro que um de nossos parentes da floresta nos ajude - le hannon!
qstr_Suilad_mellon!_That_|Suilad, mellon! Isso é - obrigado, amigo!^^No começo eu não tinha certeza se um sabre de duende, ou um urso furioso seria nossa desgraça. Infelizmente, as estrelas foram gentis em mandar você para o nosso auxílio.
qstr_Alas_it_is_not_a_ple|Infelizmente, não é um propósito agradável ou meramente errante que eu e os outros sirvamos o senhor Elrond nessas terras ...
qstr_You_wouldn_t_have_ne|Você não precisaria de nossa ajuda se mantivesse suas fronteiras fechadas!
qstr__*growl*_I_know_your|(*grunhido* Eu conheço sua língua, elfo, bem o suficiente para saber se você zomba de mim ou se você dá graças ...
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Profundamente são os projetos do meu mestre, não para todos verem e entenderem.
qstr_Alae!_Our_green_wood|Alae! Nossas florestas verdes são fortemente patrulhadas, nossos portões grossos estão firmes, os corredores do rei Thranduil são seguros. Seria sensato seguir o nosso exemplo.
; qstr__say_nothing_|(say nothing)
qstr_Alas_it_is_not_a_plea|Infelizmente, não é um propósito agradável ou meramente errante que eu e os outros sirvamos o senhor Elrond a essas terras. ^^ Um mal antigo agitado nos lugares escuros e agora enxames na luz. Sábios através das montanhas responderam ao chamado e os anfitriões de Imladris marcham para a batalha, para lutar pelo norte.
; qstr_You_wouldn_t_have_nee|You wouldn't have need of our aid if you kept your borders shut! ^^Tales of the Forest Witch only scare away witless fools - not so the orc filth we just slew.
qstr_*growl*_I_know_your_|*grunhido* Eu conheço sua língua, elfo, bem o suficiente para saber se você zomba de mim ou se você dá graças.^^As estrelas não tinham nada a ver com isso-eu senti a sujeira e segui um rastro. Eu teria matado eles se você estivesse em perigo ou não.
qstr_Keep_your_secrets_th|Mantenha seus segredos, amigo, mas os Golden Woods sussurram da chegada de seus parentes.^^Vamos informar a nossa senhora Galadriel da vinda do Lorde Elrond, embora eu suspeite que ela já saiba disso. E falaremos de você também para todo o nosso povo.^^Le maethor veleg a gornui! Seu valor e ações serão conhecidos e suas necessidades serão satisfeitas sempre que você visitar nosso Vale do Ouro Cantante.
; qstr_We_walk_under_the_su|We walk under the sun and the stars, to dwell in caves is not our desire. Still, your undoubtedly well meant counsel is well received. ^^Your wisdom and brave deeds shall be known, your needs met whenever you wander into our domain.
qstr_*he_sighs_and_smiles|*ele suspira e sorri levemente*^^Muito bem. Para o nosso propósito comum, estamos felizes em compartilhar tudo, mesmo que as palavras sejam escassas de onde você vem.
qstr_For_some_months_we_h|Durante alguns meses, vimos a imundície orc se multiplicando e manchando nossa floresta.^^Vamos informar a nossa senhora Galadriel da vinda do Lorde Elrond, embora eu suspeite que ela já saiba disso. E falaremos de você também para todo o nosso povo.^^Le maethor veleg a gornui! Seu valor e ações serão conhecidos e suas necessidades serão satisfeitas sempre que você visitar nosso Vale do Ouro Cantante.
qstr_Calm_yourself_friend|Acalme-se amigo. Pedin i phith in aniron, um nin u-cheniathog.^^Falaremos de você para todo o nosso povo. Seu valor e suas ações serão conhecidos, suas necessidades serão satisfeitas sempre que você vier se aquecer à luz do nosso Vale Dourado.
qstr_Stars_sail_through_t|Estrelas navegam pelos mares celestiais, os homens pisam a terra. Verdadeiramente, quem pode dizer se seus caminhos se seguem? Nós falaremos de você para todo nosso povo. Suas ações serão conhecidas e suas necessidades satisfeitas, você deveria perseguir uma estrela para o Vale Dourado.
; qstr__RESOURCE_POINT_TUTO|(RESOURCE POINT TUTORIAL)^^ Resource Points which you can use to purchase from the people of Lorien are not the ones you earned in your own faction, but the ones you will earn in Lothlorien. ^^See REPORTS for more information.
qstr__RESOURCE_POINT_TUTOR|(TUTORIAL DE PONTOS DE RECURSO)^^ Pontos de Recurso que você pode usar para comprar do povo de Beorn não são aqueles que você ganhou em Lothlorien, mas aqueles que você conseguirá de Beorn. ^^Veja RELATÓRIOS para mais informações
; qstr_I_have_long_wished_t|I have long wished to visit the woodland folk...
; qstr_What_form_shall_the_|What form shall the favour of Lorien take...
; qstr_Our_bees_make_honey_|Our bees make honey and wax, our herds give milk, butter and cheese...
qstr_I_have_long_wished_to|Há muito tempo eu queria visitar o povo da floresta, provar seus lembas e ouvir suas músicas!^^Trouxemos vinhos dourados cintilantes, tomos empoeirados e orgulhosos banners antigos para nos lembrar do nosso vale cantante, mas estou curioso para saber que maravilhas únicas podem ser encontradas em Laurelindorenan.
qstr_What_form_shall_the_f|Que forma o favor de Lorien tomará?^^O ouro que se transforma em folhas vem de manhã? Clara bebida sem gosto e pão de fadas empoeirado para minhas tropas?^^Vinho vermelho-sangue, veado recém-caçado, arsenais cheios de lanças afiadas e flechas afiadas! Essa é a hospitalidade que eu prefiro.
qstr_Our_bees_make_honey_a|Nossas abelhas fazem mel e cera, nossos rebanhos dão leite, manteiga e queijo.^^Pão que fazemos a nós mesmos, um machado afiado com o qual eu posso trocar com anões.^^O que mais eu precisaria, o que mais que um par? de mãos fortes?
qstr_If_fate_wills_it_I_s|Se o destino quiser, eu andarei em suas terras novamente e conheço todos os seus segredos.
qstr_If_I_ever_have_need_|Se eu precisar do tipo de ajuda que Lorien pode oferecer, eu vou buscá-lo. Qualquer que seja o uso, pode ser.
; qstr__nod_and_say_nothing|(nod and say nothing)
; qstr_Oh_there_are_many_an|Oh, there are many and any friend of Lorien is welcome to these gifts! ^^Should we stand shoulder to shoulder on the field of battle again, or should you do the bidding of our Lady and her lords, our people will reward your kindness with all you would require - bright weapons, hard corselets of mail, white-feathered arrows and provisions for your troops. ^^Who knows, in time you might become a great {lord/lady} of Lorien yourself, one who could offer counsel to others, or ask favours of them.
; qstr_The_joys_of_the_Gold|The joys of the Golden Valley are many and a true friend of Lorien is welcome to them. ^^Should we stand shoulder to shoulder on the field of battle again, or should you do the bidding of our Lady and her lords, our people will reward your effort with all you would require - bright weapons, hard corselets of mail, deadly arrows and nourishing food for your troops.^^Who knows, in time you might become a great {lord/lady} of Lorien yourself, one who would share wisdom with others, or ask favours of them.
; qstr_Our_Golden_Valley_gi|Our Golden Valley gives goods aplenty and a friend to Lorien is welcome to them. ^^Should we stand shoulder to shoulder on the field of battle again, or should you aid the designs of our Lady and her lords, our people will reward your effort with all you would require while far away from home.
; qstr_I_shall_keep_that_in|I shall keep that in mind.^^ Hantanyel, áva márië!
; qstr_That_may_be_so_some_|That may be so, some paths of the world run crooked.^^ Boe i 'waen!
; qstr_I_seldom_wander_far_|I seldom wander far away from home. Be off now, as fast as you can. There may be more goblins prowling around.
; qstr_Who_are_you?_A_mere_|Who are you? A mere {s25}? I do not have time for the likes of you! Leave me be! {s2}
qstr_What_do_you_want?|O que você quer?
; qstr_Greetings_{playernam|Greetings, {playername}. What can I do for you?
; qstr_What?_You_come_to_me|What? You come to me and you do not know what I do? Take a look around you.^^ Do you see the blood? Do you hear the crying? Do you feel their pain? That is what I do! I break things to make them better again! If you come to me, broken and in pain, I can make you better!
; qstr_I_am_a_healer._Come_|I am a healer. Come to me when you or your companions are seriously wounded, and I will mend your injuries to the best of my ability.
; qstr__Costs_500_Resource_|(Costs 500 Resource, 5 Influence)
; qstr_Ha!_I_can_see_that!_|Ha! I can see that! I can do that, yes.. Aside from your blood, this is not for free! {s2}
; qstr_Yes_I_see_that._We_c|Yes, I see that. We can do tend to you yes, but I'll need to send for some ingredients. {s2}
; qstr__Costs_1000_Resource_|(Costs 1000 Resource, 10 Influence)
; qstr_I_ll_have_my_worms_d|I'll have my worms deal with you. They are not the best, but sometimes, they get the job done. Tell me when you want them here. {s2}
; qstr_I_ll_have_my_assista|I'll have my assistants tend to your men. They are still learning, so please bear with them. Let me know when you need them. {s2}
; qstr_Alright!_Worms!_Get_|Alright! Worms! Get over hear and deal with this!
; qstr_Let_us_begin._My_ass|Let us begin. My assistants will take care of you and your men.
; qstr_All_done!_Ha!_You_di|All done! Ha! You didn't scream much, impressive! Now go, leave me be.
; qstr_We_ve_done_what_We_c|We've done what We can. Now you and your men need some rest.
; qstr_Boss_the_lads_are_hu|Boss, the lads are hungry! We're doing all the hard work and still we're starving!
; qstr_Master_the_lads_are_|Master, the lads are hungry! We can't do all this fighting on empty stomachs!
; qstr_Yes!_With_proper_fed|Yes! With proper fed bellies, we'll serve you twice as well!
; qstr_As_you_command_maste|As you command, master, heh heh. Meat's back on the menu, boys!
; qstr_Your_Orcs_&_Uruks_at|Your Orcs & Uruks ate {reg1} men!
; qstr_Yes_master!_As_you_c|Yes master! As you command, master!
; qstr_Harr_harr_harr!_You_|Harr harr harr! You don't frighten ME! Next time it's YOU that we eat!
; qstr_One_{s6}_left_the_pa|One {s6} left the party.
; qstr_I_understand._I_will|I understand. I will stay with you. For a while.
; qstr_I_have_played_my_rol|I have played my role for many long years, for many lifetimes of mortal men. This war is for Mankind to fight. I will leave for the West and some may decide to follow me.
; qstr_{reg1}_Veteran_Elves|{reg1} Veteran Elves decided to leave your party.
; qstr_You_chose_well_{sir/|You chose well, {sir/madam}. My lads know how to keep their word and earn their pay.
; qstr_Well_done_{sir/madam|Well done, {sir/madam}. Keep the money and wine coming our way, and there's no foe in Calradia you need fear.
; qstr_We_are_at_your_servi|We are at your service, {sir/madam}. Point us in the direction of those who need hurting, and we'll do the rest.
; qstr_You_will_not_be_diss|You will not be dissapointed {sir/madam}. You will not find better warriors in all Calradia.
; qstr_What_an_amazing_feat|What an amazing feat of arms!
; qstr_Well_done!|Well done!
; qstr_Nice_legwork.|Nice legwork.
; qstr_Heh.|Heh.
; qstr_Good_moves_but_you_m|Good moves, but you may still need some work to do.
; qstr_More_than_half_of_th|More than half of the opponents, not bad.
; qstr_You_ll_need_to_try_h|You'll need to try harder than that.
; qstr_Well..._better_here_|Well... better here than in combat, eh?
; qstr_We_ve_been_sent_by_L|We've been sent by Lord {s3}. We have come to join our strength to yours.
; qstr_Lord_{s3}_has_sent_u|Lord {s3} has sent us, to join the fleet attacking {s4}.
; qstr_Excellent_{playernam|Excellent, {playername}! I heard that you gave them more than what I requested. That is great work.^^ Here, take this as an extra reward for exceeding our expectations. ^^ We need to win this war as soon as possible.
; qstr_Excellent_{playername|Excellent, {playername}. That will surely help them out. We need to win this war as soon as possible.
; qstr_Reinforcing_{s1}_has|Reinforcing {s1} has strengthen {s2}. ({s2} has gained {reg50} faction strength).
; qstr_The_watchmen_in_the_|The watchmen in the city have reported a remarkable decrease in ambushes. You have done your job well. Thank you, {playername}.
; qstr_Our_guards_have_seen|Our guards have seen the vermin run away with their tails tucked between their legs. You have done well in showing these pests that we control this area.
; qstr_It_was_nothing._I_wi|It was nothing. I will keep watch should they resurface.
; qstr_Slaying_these_maggot|Slaying these maggots was nothing. I'll keep watch should they become bold again.
; qstr_town|town
; qstr_village|village
; qstr_The_{s9}_of_{s13}_ha|The {s9} of {s13} has asked you to deal with tribal orcs in the surrounding countryside.
; qstr_{s9}_of_{s3}_asked_y|{s9} of {s3} asked you to deliver {reg5} units of {s6} to the {s10} in {s4} in {reg6} days.
; qstr_The_{s9}_of_{s4}_ask|The {s9} of {s4} asked you to reinforce {s3} with at least {reg5} troops within {reg6} days. Speak to {s3}'s barracks master. The quality of the troop you provide does not matter.
; qstr_You_have_reinforced_{|You have reinforced {s3} with 0 troops.
; qstr_Thank_you_for_offeri|Thank you for offering to help, {playername}.^^The caravans going to and fro the city have been attacked multiple times by {s6}. They are getting bolder with every ambush, and are moving closer and closer to the city.
; qstr_Good_of_you_to_ask_{|Good of you to ask, {playername}.^^There are {s6} moving about the area, thinking that they are in charge. No one is doing anything so they are getting bolder and are taking what is rightfully ours.
; qstr_The_people_have_aske|The people have asked for help in slaying at least {reg22} {s6}, in hopes that this will keep them away for some time.^^Would you be able to do this?
; qstr_I_want_you_to_slay_a|I want you to slay at least {reg22} {s6}, to show those weaklings that they are inconsequential.^^What do you say?
; qstr_We_will_get_rid_of_t|We will get rid of these pests.
; qstr_{s9}_wants_you_to_sl|{s9} wants you to slay {reg22} {s6} in battles.
; qstr_The_{s9}_of_{s3}_ask|The {s9} of {s3} asked you to bring him {reg5} units of food in {reg6} days.
; qstr_The_{s9}_of_{s3}_aske|The {s9} of {s3} asked you to bring him {reg5} units of {s6} in {reg0} days.
qstr_Escort_the_supply_tr|Escoltar o comboio de abastecimento para {s8}.
qstr_The_{s9}_of_{s4}_aske|O s9 {} de {s4} pediu para caçar os goblins problemáticos nos arredores da cidade.
; qstr_The_{s9}_of_{s14}_ha|The {s9} of {s14} has asked you to deal with a group of goblins making trouble in {s14}. They only come out at night, and only attack lone people on the streets.
; qstr_refugees|refugees
; qstr_slaves|slaves
; qstr_{s1}_Refugees|{s1} Refugees
; qstr_{s1}_Slaves|{s1} Slaves
; qstr_The_{s11}_of_{s10}_a|The {s11} of {s10} asked you to escort some {s12} to {s13}.
; qstr__Guards_slaughter_hi| Guards, slaughter him!
; qstr_Slaughter_him_for_fr|Slaughter him for fresh human meat!
; qstr_This_is_{s5}_Command|This is {s5}, Commander.
; qstr_{s6}_This_place_and_|{s6} This place and the surrounding lands belong to you of course, my {lord/lady}.
; qstr_{s6}_This_place_and_t|{s6} This place and the surrounding lands belong to {s7} of {s8}.
; qstr_{s3}_and_{s5}|{s3} and {s5}
; qstr_{s3}_{s5}|{s3}, {s5}
; qstr_{reg20?We_mostly_pro|{reg20?We mostly produce {s5} here:We don't produce much here these days}. If you would like to learn more, you can speak with our {reg4?guildmaster:village elder}. He is nearby, right over there.
; qstr_Hey_scum!_I_can_fix_|Hey scum! I can fix that jaw of yours.
; qstr_Watch_where_you_re_g|Watch where you're going, maggot!
; qstr_I_don_t_like_your_fa|I don't like your face! I think it needs some fixing.
qstr_What_are_you_looking|O que tu tá olhando? HEIN?
qstr_the_white_hand|a mão branca
; qstr_the_lidless_eye|the lidless eye
; qstr_I_have_some_of_your_|I have some of your people with me. I'll let them join you, to help your cause.
; qstr_Some_of_your_stinky_|Some of your stinky kin are with me. I'm sure they'd rather go with you.
; qstr_{s4}_It_is_always_go|{s4} It is always good to see one of our own.
qstr_a_nearby_town|um vilarejo próximo
qstr_that_town_over_there|aquela vila bem ali
; qstr_{s4}^We_are_from_{s1|{s4}^We are from {s11}, scouting in the direction of {s12}.
; qstr_{s4}^We_are_{reg1?fo|{s4}^We are {reg1?foraging:raiding} around {s11}.
; qstr_{s4}^We_are_patrolli|{s4}^We are patrolling around {s11}.
; qstr_{s4}^We_are_carrying|{s4}^We are carrying supplies from {s11} to {s12}.
; qstr_{s4}^We_are_escortin|{s4}^We are escorting prisoners to {s12}.
qstr_Greetings_do_you_nee|Saudações, você precisa de reforços?
; qstr_I_will_need_your_hel|I will need your help, please follow me. [Costs {reg1}/{reg2} influence]
; qstr_You_and_your_men_mus|You and your men must follow me. [Costs {reg1}/{reg2} influence]
; qstr_It_looks_like_you_ha|It looks like you have too many followers already.
; qstr_Why_do_you_need_us?_|Why do you need us? You have all you need following you already!
; qstr_We_will_follow_you_t|We will follow you, though we cannot wander too far.
; qstr_If_there_is_killing_|If there is killing, we will follow. But we cannot go too far, or we will get in trouble.
; qstr_We_cannot_leave_our_|We cannot leave our post to follow you for now. [Not enough influence points (Requires {reg1})]
; qstr_Who_are_you_to_comma|Who are you to command us? [Not enough influence points (Requires {reg1})]
; qstr_Then_let_us_go._Stay|Then let us go. Stay close. I will need you soon.
; qstr_There_will_be_blood_|There will be blood, that is for sure. Stay close, or miss out.
qstr_Goodbye_friends.|Adeus, amigos.
qstr_See_you_later_if_you|Te vejo depois se você não morrer.
; qstr__^Oh_and_take_back_t| ^Oh, and take back those who are not our people.
; qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Those:That} brave {reg28?soldiers:soldier} will surely help us defend our lands.{s32} {s23}^^[earned {reg14} Resource Points of {s14}]
; qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Those:That} useful {reg28?troops:troop} will help us wreak more havoc.{s32}^{s23}^^[earned {reg14} Resource Points of {s14}]
qstr_Good_luck_in_your_tr|Boa sorte em suas viagens.
qstr_Try_not_getting_your|Tente não cair morto.
