qstr_Gate_is_breached!|大门被攻破！
; qstr__RESOURCE_POINT_TUTO|(RESOURCE POINT TUTORIAL)^^ Resource Points which you can use to purchase from the people of Lorien are not the ones you earned in your own faction, but the ones you will earn in Lothlorien. ^^See REPORTS for more information.
qstr__RESOURCE_POINT_TUTOR|(资源点教程 )^^你可以用来向比翁的人购买东西的资源点不是你在罗斯洛立安赚取的资源点， 而是你在比翁赚取的资源点。 ^^有关详细信息， 请参阅REPORTS。
; qstr_I_have_long_wished_t|I have long wished to visit the woodland folk...
; qstr_What_form_shall_the_|What form shall the favour of Lorien take...
; qstr_Our_bees_make_honey_|Our bees make honey and wax, our herds give milk, butter and cheese...
; qstr_I_have_long_wished_to|I have long wished to visit the woodland folk, taste your lembas and hear your songs! ^^We brought sparkling golden wines, dusty tomes and proud ancient banners to remind us of our stream-singing valley, but I’m curious what unique wonders are to be found in Laurelindorenan.
; qstr_What_form_shall_the_f|What form shall the favour of Lorien take? ^^Gold that turns into leaves come morning? Clear tasteless drink and dusty fairy-bread for my troops? ^^Blood-red wine, freshly hunted deer, armouries filled with sharp spears and keen arrows! That is hospitality I prefer.
; qstr_Our_bees_make_honey_a|Our bees make honey and wax, our herds give milk, butter and cheese.^^ Bread we make ourselves, a sharp axe I can trade for with dwarves when they pass through.^^ What else would I need, what more than a pair of strong hands?
; qstr_If_fate_wills_it_I_s|If fate wills it, I shall walk your lands again, and know all their secrets.
; qstr_If_I_ever_have_need_|If I ever have need for the kind of help Lorien can offer, I shall come for it. Whatever use it may be.
; qstr__nod_and_say_nothing|(nod and say nothing)
; qstr_Oh_there_are_many_an|Oh, there are many and any friend of Lorien is welcome to these gifts! ^^Should we stand shoulder to shoulder on the field of battle again, or should you do the bidding of our Lady and her lords, our people will reward your kindness with all you would require - bright weapons, hard corselets of mail, white-feathered arrows and provisions for your troops. ^^Who knows, in time you might become a great {lord/lady} of Lorien yourself, one who could offer counsel to others, or ask favours of them.
; qstr_The_joys_of_the_Gold|The joys of the Golden Valley are many and a true friend of Lorien is welcome to them. ^^Should we stand shoulder to shoulder on the field of battle again, or should you do the bidding of our Lady and her lords, our people will reward your effort with all you would require - bright weapons, hard corselets of mail, deadly arrows and nourishing food for your troops.^^Who knows, in time you might become a great {lord/lady} of Lorien yourself, one who would share wisdom with others, or ask favours of them.
; qstr_Our_Golden_Valley_gi|Our Golden Valley gives goods aplenty and a friend to Lorien is welcome to them. ^^Should we stand shoulder to shoulder on the field of battle again, or should you aid the designs of our Lady and her lords, our people will reward your effort with all you would require while far away from home.
; qstr_I_shall_keep_that_in|I shall keep that in mind.^^ Hantanyel, áva márië!
; qstr_That_may_be_so_some_|That may be so, some paths of the world run crooked.^^ Boe i 'waen!
; qstr_I_seldom_wander_far_|I seldom wander far away from home. Be off now, as fast as you can. There may be more goblins prowling around.
; qstr_Who_are_you?_A_mere_|Who are you? A mere {s25}? I do not have time for the likes of you! Leave me be! {s2}
qstr_What_do_you_want?|你想幹什麼?
; qstr_Greetings_{playernam|Greetings, {playername}. What can I do for you?
; qstr_What?_You_come_to_me|What? You come to me and you do not know what I do? Take a look around you.^^ Do you see the blood? Do you hear the crying? Do you feel their pain? That is what I do! I break things to make them better again! If you come to me, broken and in pain, I can make you better!
; qstr_I_am_a_healer._Come_|I am a healer. Come to me when you or your companions are seriously wounded, and I will mend your injuries to the best of my ability.
; qstr__Costs_500_Resource_|(Costs 500 Resource, 5 Influence)
; qstr_Ha!_I_can_see_that!_|Ha! I can see that! I can do that, yes.. Aside from your blood, this is not for free! {s2}
; qstr_Yes_I_see_that._We_c|Yes, I see that. We can do tend to you yes, but I'll need to send for some ingredients. {s2}
; qstr__Costs_1000_Resource_|(Costs 1000 Resource, 10 Influence)
; qstr_I_ll_have_my_worms_d|I'll have my worms deal with you. They are not the best, but sometimes, they get the job done. Tell me when you want them here. {s2}
; qstr_I_ll_have_my_assista|I'll have my assistants tend to your men. They are still learning, so please bear with them. Let me know when you need them. {s2}
; qstr_Alright!_Worms!_Get_|Alright! Worms! Get over hear and deal with this!
; qstr_Let_us_begin._My_ass|Let us begin. My assistants will take care of you and your men.
; qstr_All_done!_Ha!_You_di|All done! Ha! You didn't scream much, impressive! Now go, leave me be.
; qstr_We_ve_done_what_We_c|We've done what We can. Now you and your men need some rest.
; qstr_Boss_the_lads_are_hu|Boss, the lads are hungry! We're doing all the hard work and still we're starving!
; qstr_Master_the_lads_are_|Master, the lads are hungry! We can't do all this fighting on empty stomachs!
; qstr_Yes!_With_proper_fed|Yes! With proper fed bellies, we'll serve you twice as well!
; qstr_As_you_command_maste|As you command, master, heh heh. Meat's back on the menu, boys!
; qstr_Your_Orcs_&_Uruks_at|Your Orcs & Uruks ate {reg1} men!
; qstr_Yes_master!_As_you_c|Yes master! As you command, master!
; qstr_Harr_harr_harr!_You_|Harr harr harr! You don't frighten ME! Next time it's YOU that we eat!
; qstr_One_{s6}_left_the_pa|One {s6} left the party.
; qstr_I_understand._I_will|I understand. I will stay with you. For a while.
; qstr_I_have_played_my_rol|I have played my role for many long years, for many lifetimes of mortal men. This war is for Mankind to fight. I will leave for the West and some may decide to follow me.
; qstr_{reg1}_Veteran_Elves|{reg1} Veteran Elves decided to leave your party.
; qstr_You_chose_well_{sir/|You chose well, {sir/madam}. My lads know how to keep their word and earn their pay.
; qstr_Well_done_{sir/madam|Well done, {sir/madam}. Keep the money and wine coming our way, and there's no foe in Calradia you need fear.
; qstr_We_are_at_your_servi|We are at your service, {sir/madam}. Point us in the direction of those who need hurting, and we'll do the rest.
; qstr_You_will_not_be_diss|You will not be dissapointed {sir/madam}. You will not find better warriors in all Calradia.
qstr_What_an_amazing_feat|多么华丽的武器！
qstr_Well_done!|做得好！
qstr_Nice_legwork.|跑腿工作做得不错。
qstr_Heh.|嗨
qstr_Good_moves_but_you_m|好的举动，但你可能仍需要一些工作来做。
qstr_More_than_half_of_th|超过一半的对手，不错。
qstr_You_ll_need_to_try_h|你需要更努力尝试。
qstr_Well..._better_here_|好吧...在这里好过在战场，对吧？
; qstr_We_ve_been_sent_by_L|We've been sent by Lord {s3}. We have come to join our strength to yours.
; qstr_Lord_{s3}_has_sent_u|Lord {s3} has sent us, to join the fleet attacking {s4}.
; qstr_Excellent_{playernam|Excellent, {playername}! I heard that you gave them more than what I requested. That is great work.^^ Here, take this as an extra reward for exceeding our expectations. ^^ We need to win this war as soon as possible.
; qstr_Excellent_{playername|Excellent, {playername}. That will surely help them out. We need to win this war as soon as possible.
; qstr_Reinforcing_{s1}_has|Reinforcing {s1} has strengthen {s2}. ({s2} has gained {reg50} faction strength).
; qstr_The_watchmen_in_the_|The watchmen in the city have reported a remarkable decrease in ambushes. You have done your job well. Thank you, {playername}.
; qstr_Our_guards_have_seen|Our guards have seen the vermin run away with their tails tucked between their legs. You have done well in showing these pests that we control this area.
; qstr_It_was_nothing._I_wi|It was nothing. I will keep watch should they resurface.
; qstr_Slaying_these_maggot|Slaying these maggots was nothing. I'll keep watch should they become bold again.
qstr_town|城鎮
qstr_village|村莊
qstr_The_{s9}_of_{s13}_ha|{s9} {s13}要求您在周围乡村处理部落兽人。
qstr_{s9}_of_{s3}_asked_y|{s3}的{s9}请你在{reg6}天内带{reg5}单位的{s6}给{s4}的{s10}。
; qstr_The_{s9}_of_{s4}_ask|The {s9} of {s4} asked you to reinforce {s3} with at least {reg5} troops within {reg6} days. Speak to {s3}'s barracks master. The quality of the troop you provide does not matter.
; qstr_You_have_reinforced_{|You have reinforced {s3} with 0 troops.
; qstr_Thank_you_for_offeri|Thank you for offering to help, {playername}.^^The caravans going to and fro the city have been attacked multiple times by {s6}. They are getting bolder with every ambush, and are moving closer and closer to the city.
; qstr_Good_of_you_to_ask_{|Good of you to ask, {playername}.^^There are {s6} moving about the area, thinking that they are in charge. No one is doing anything so they are getting bolder and are taking what is rightfully ours.
; qstr_The_people_have_aske|The people have asked for help in slaying at least {reg22} {s6}, in hopes that this will keep them away for some time.^^Would you be able to do this?
; qstr_I_want_you_to_slay_a|I want you to slay at least {reg22} {s6}, to show those weaklings that they are inconsequential.^^What do you say?
; qstr_We_will_get_rid_of_t|We will get rid of these pests.
; qstr_{s9}_wants_you_to_sl|{s9} wants you to slay {reg22} {s6} in battles.
qstr_The_{s9}_of_{s3}_ask|{s3}的{s9}让您在{reg6}天之内给他带去{reg5}单位的食物。
qstr_The_{s9}_of_{s3}_aske|{s3}的{s9}让您在{reg0}天之内带给他{reg5}单位的{s6}。
qstr_Escort_the_supply_tr|護送補給隊到{s8}
qstr_The_{s9}_of_{s4}_aske| {s4}的{s9}的要你去獵殺棘手的哥布林（Goblins）在鎮附近
qstr_The_{s9}_of_{s14}_ha|{s14}的{s9}请您去处理一队在{s14}的妖精。他们只在晚上出来，并且只攻击落单的人们。
qstr_refugees|难民们
qstr_slaves|奴隸
qstr_{s1}_Refugees|{s1} 難民
qstr_{s1}_Slaves|{s1} 奴隸
qstr_The_{s11}_of_{s10}_a|{s10}的{s11}请您护送一些{s12}到{s13}。
qstr__Guards_slaughter_hi|侍衛，殺了他
qstr_Slaughter_him_for_fr|殺了他來做新鮮的人肉
qstr_This_is_{s5}_Command|這是 {s5},指揮官
qstr_{s6}_This_place_and_|{s6}这里和周围的土地当然是您的，我的{大人/女士}。
qstr_{s6}_This_place_and_t|{s6}这里和周边的土地属于{s8}国的{s7}
qstr_{s3}_and_{s5}|{s3} 和 {s5}
qstr_{s3}_{s5}|{s3}, {s5}
qstr_{reg20?We_mostly_pro|{reg20?我们这里主要是出产{s5}:这些天我们这里几乎什么都没有出产}。如果你想了解更多的情况，你可以去问我们的{reg4?镇长:村长}。他就在附近，看，就在那边。
qstr_Hey_scum!_I_can_fix_|你好啊渣滓！我要修理修理你的下巴！
qstr_Watch_where_you_re_g|看看你要去哪,你个蛆虫！
qstr_I_don_t_like_your_fa|你的脸让我恶心！我想它需要整个容
qstr_What_are_you_looking|你在看什么？什么？！
qstr_the_white_hand|白手
qstr_the_lidless_eye|魔眼
qstr_I_have_some_of_your_|我有些你的人，我会让他们去帮你
qstr_Some_of_your_stinky_|你这帮臭烘烘的亲戚和我在一起。我肯定他们更愿意跟你一起去。
qstr_{s4}_It_is_always_go|{s4}我总是很乐意看到我们的同志。
qstr_a_nearby_town|在小鎮附近
qstr_that_town_over_there|小鎮在那邊
qstr_{s4}^We_are_from_{s1|{s4}^我们都是来自{s11},正往{s12}方向侦察。
qstr_{s4}^We_are_{reg1?fo|{s4}^我们在{s11}附近{reg1?劫掠:袭击}。
qstr_{s4}^We_are_patrolli|{s4}^我们在{s11}周围巡逻。
qstr_{s4}^We_are_carrying|{s4}^我们从{s11}运送补给到{s12}。
qstr_{s4}^We_are_escortin|{s4}^我们正在押送囚犯去{s12}。
qstr_Greetings_do_you_nee|你好，你需要支援嗎？
; qstr_I_will_need_your_hel|I will need your help, please follow me. [Costs {reg1}/{reg2} influence]
; qstr_You_and_your_men_mus|You and your men must follow me. [Costs {reg1}/{reg2} influence]
; qstr_It_looks_like_you_ha|It looks like you have too many followers already.
; qstr_Why_do_you_need_us?_|Why do you need us? You have all you need following you already!
; qstr_We_will_follow_you_t|We will follow you, though we cannot wander too far.
; qstr_If_there_is_killing_|If there is killing, we will follow. But we cannot go too far, or we will get in trouble.
; qstr_We_cannot_leave_our_|We cannot leave our post to follow you for now. [Not enough influence points (Requires {reg1})]
; qstr_Who_are_you_to_comma|Who are you to command us? [Not enough influence points (Requires {reg1})]
; qstr_Then_let_us_go._Stay|Then let us go. Stay close. I will need you soon.
; qstr_There_will_be_blood_|There will be blood, that is for sure. Stay close, or miss out.
qstr_Goodbye_friends.|再見，朋友。
qstr_See_you_later_if_you|再見，如果你沒有被殺了的話。
qstr__^Oh_and_take_back_t|^呃，麻烦请带走那些不是我们民族的人。
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Those:That}勇敢的{reg28?soldiers:soldier}一定会帮助我们保卫我们的家园。{s32}{s23}^^[获得{reg14}{s14}资源点]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Those:That}有用的{reg28?troops:troop}一定会帮我们带来更多的毁灭。{s32}^{s23}^^[获得{reg14}{s14}资源点]
qstr_Good_luck_in_your_tr|旅途愉快。
qstr_Try_not_getting_your|試著不要讓你自己被殺了。
