
str_yes|Evet.
str_persuasion_summary_very_bad|{s50} ı ikna etmek için elinden geleni yaptın, her denemende tam olacak derken bir şekilde kendini ele verdin. Konuşmanın sonucunda olarak tek bir tutarlı nokta yoktu. Tek yaptıgın sonunda bindigin dalı kesmek oldu. Sonuç olarak {s50} etkilenmişe benzemiyor.
str_persuasion_summary_bad|{S50} 'yi ikna etmeye çalıştın, ancak {reg51?o:o} en başından beri sana karşı üstünlük saglıyordu. En iyi argümanların bile kendi kulaklarına boş geliyordu. {S50}, aynı şekilde, ne söylemen gerektigine dair bir görüş oluşturamadı
str_persuasion_summary_average|Anlaşılan {s50} keskin zekasıyla yetenekli bir konuşmacı, ortaya koydugun her argümanı {reg51?o:o} bir şekilde etkisiz hale getirdi. Konuşmanın sonunda kimse bir şey kazanıp kaybetmedi.
str_persuasion_summary_good|Hızlı düşünme ve akıcı konuşmanla durumu çok iyi açıkladın, bazı konularda {s50} ile aynı görüşte olabildiniz. Fakat {reg51?Onun:Onun} bazı noktalarda hala şüpheleri var.
str_persuasion_summary_very_good|Dinleyenlerin kulaklarına şiir gibi gelen tutkulu bir konuşma yaptın. Sanki bütün dünya  konuşmayı daha iyi dinleyebilmek için sessizleşti. İlham verici sözlerin {s50} i derin duygulara daldırdı. {reg51?she:he} yardım konusunda istekli görünüyor.
str_name_1|Adanedhel
str_name_2|Ondoher
str_name_3|Aerandir
str_name_4|Agarwaen
str_name_5|Ailinel
str_name_6|Aldarion
str_name_7|Almarian
str_name_8|Amandil
str_name_9|Amlaith
str_name_10|Anardil
str_name_11|Anborn
str_name_12|Andróg
str_name_13|Angbor
str_name_14|Arador
str_name_15|Araglas
str_name_16|Arahael
str_name_17|Arantar
str_name_18|Arassuil
str_name_19|Alcarin
str_name_20|Belegund
str_name_21|Bereg
str_name_22|Bergil
str_name_23|Borthand
str_name_24|Ceorl
str_name_25|Ciryon
str_name_26|Damrod
str_name_27|Derufin
str_name_28|Dorlas
str_name_29|Duilin
str_name_30|Duinhir
str_name_31|Egalmoth
str_name_32|Emeldir
str_name_33|Eradan
str_name_34|Erellont
str_name_35|Erendis
str_name_36|Falathar
str_name_37|Fengel
str_name_38|Forweg
str_name_39|Frumgar
str_name_40|Fuinur
str_name_41|Galdor
str_name_42|Gethron
str_name_43|Gorlim
str_name_44|Grithnir
str_name_45|Gundor
str_name_46|Hador
str_name_47|Haldar
str_name_48|Hallacar
str_name_49|Hathol
str_name_50|Herion
str_name_51|Hild
str_name_52|Hunthor
str_name_53|Imlach
str_name_54|Loreth
str_name_55|Ivorwen
str_name_56|Labadal
str_name_57|Larnach
str_name_58|Magor
str_name_59|Mairen
str_name_60|Malach
str_name_61|Malantur
str_name_62|Malvegil
str_name_63|Mardil
str_name_64|Meneldur
str_name_65|Minalcar
str_name_66|Minohtar
str_name_67|Ondoher
str_name_68|Orleg
str_name_69|Orodreth
str_name_70|Ostoher
str_name_71|Pelendur
str_name_72|Ragnor
str_name_73|Sador
str_name_74|Súrion
str_name_75|Thorongil
str_name_76|Turambar
str_name_77|Ulfast
str_name_78|Ulwarth
str_name_79|Valacar
str_name_80|Wulf
str_name_elf_1|Merlkir
str_name_elf_2|Romanoir
str_name_elf_3|Aegnor
str_name_elf_4|Amdír
str_name_elf_5|Amras
str_name_elf_6|Annael
str_name_elf_7|Aredhel
str_name_elf_8|Arminas
str_name_elf_9|Caranthir
str_name_elf_10|Curufin
str_name_elf_11|Daeron
str_name_elf_12|Eluchíl
str_name_elf_13|Edrahil
str_name_elf_14|Eluréd
str_name_elf_15|Erestor
str_name_elf_16|Faelivrin
str_name_elf_17|Finrod
str_name_elf_18|Felagund
str_name_elf_19|Galathil
str_name_elf_20|Galdor
str_name_elf_21|Gelmir
str_name_elf_22|Gildor
str_name_elf_23|Guilin
str_name_elf_24|Ithilbor
str_name_elf_25|Lindir
str_name_elf_26|Lómion
str_name_elf_27|Maedhros
str_name_elf_28|Maeglin
str_name_elf_29|Malgalad
str_name_elf_30|Nellas
str_name_elf_31|Nerdanel
str_name_elf_32|Nerwen
str_name_elf_33|Nimloth
str_name_elf_34|Orodreth
str_name_elf_35|Oropher
str_name_elf_36|Orophin
str_name_elf_37|Saeros
str_name_dwarf_1|Assistnik
str_name_dwarf_2|Vader
str_name_dwarf_3|Azaghâl
str_name_dwarf_4|Bifur
str_name_dwarf_5|Bofur
str_name_dwarf_6|Bombur
str_name_dwarf_7|Borin
str_name_dwarf_8|Dori
str_name_dwarf_9|Dwalin
str_name_dwarf_10|Farin
str_name_dwarf_11|Frár
str_name_dwarf_12|Frerin
str_name_dwarf_13|Frór
str_name_dwarf_14|Gamil
str_name_dwarf_15|Gróin
str_name_dwarf_16|Grór
str_name_dwarf_17|Ibun
str_name_dwarf_18|Khîm
str_name_dwarf_19|Lóni
str_name_dwarf_20|Mîm
str_name_dwarf_21|Nár
str_name_dwarf_22|Narvi
str_name_dwarf_23|Nori
str_name_dwarf_24|Óin
str_name_dwarf_25|Ori
str_name_dwarf_26|Telchar
str_name_dwarf_27|Marco
str_name_dwarf_28|Octo
str_name_orc_1|Triglav
str_name_orc_2|Adgulg
str_name_orc_3|Aghed
str_name_orc_4|Aguk
str_name_orc_5|Alog
str_name_orc_6|Azhug
str_name_orc_7|Bagdud
str_name_orc_8|Bargulg
str_name_orc_9|Bog
str_name_orc_10|Borug
str_name_orc_11|Bulgan
str_name_orc_12|Bumhug
str_name_orc_13|Carguk
str_name_orc_14|Dalthu
str_name_orc_15|Derthag
str_name_orc_16|Dregu
str_name_orc_17|Dugarod
str_name_orc_18|Ertguth
str_name_orc_19|Fandagh
str_name_orc_20|Farghed
str_name_orc_21|Fozhug
str_name_orc_22|Furbog
str_name_orc_23|Gholug
str_name_orc_24|Gnalurg
str_name_orc_25|Grug
str_name_orc_26|Haguk
str_name_orc_27|Hoknuk
str_name_orc_28|Igmut
str_name_orc_29|Jolagh
str_name_orc_30|Jukha
str_name_orc_31|Karguk
str_name_orc_32|Klog
str_name_orc_33|Krothu
str_name_orc_34|Kulgha
str_name_orc_35|Margulg
str_name_orc_36|Mazhug
str_name_orc_37|Naghat
str_name_orc_38|Nugbu
str_name_orc_39|Nurbag
str_name_orc_40|Oggha
str_name_orc_41|Olodagh
str_name_orc_42|Omogulg
str_name_orc_43|Opoguk
str_name_orc_44|Orgoth
str_name_orc_45|Perthag
str_name_orc_46|Pofhug
str_name_orc_47|Prutha
str_name_orc_48|Raguk
str_name_orc_49|Romarod
str_name_orc_50|Rugbu
str_name_orc_51|Sargulg
str_name_orc_52|Slog
str_name_orc_53|Suhgan
str_name_orc_54|Surgha
str_name_orc_55|Torug
str_name_orc_56|Turbag
str_name_orc_57|Urghat
str_name_orc_58|Varguk
str_name_orc_59|Zlog
str_name_orc_60|Zunuguk
str_surname_1|Tarnost'dan {s50}
str_surname_2|Lossarnach'dan {s50}
str_surname_3|Erech'den {s50}
str_surname_4|Edhellond'dan {s50}
str_surname_5|Pelargir'den {s50}
str_surname_6|Linhir'den {s50}
str_surname_7|Ethring'den {s50}
str_surname_8|Aldburg'dan {s50}
str_surname_9|Isengard'dan {s50}
str_surname_10|Westfold'dan {s50}
str_surname_11|Erebor'dan {s50}
str_surname_12|Eastfold'dan {s50}
str_surname_13|Morannon'dan {s50}
str_surname_14|Cirith Ungol'dan {s50}
str_surname_15|Osgiliath'dan {s50}
str_surname_16|Moria'dan {s50}
str_surname_17|Dale'dan {s50}
str_surname_18|Esgaroth'dan {s50}
str_surname_19|Dol Guldur'dan {s50} 
str_surname_20|Gundabad'dan {s50}
str_surname_21|Long'dan {s50}
str_surname_22|Gaunt'dan {s50}
str_surname_23|Nazgûl {s50}
str_surname_24|Serçe {s50}
str_surname_25|Lanetli {s50}
str_surname_26|Yara izli {s50}
str_surname_27|Adil {s50}
str_surname_28|Gaddar {s50}
str_surname_29|Kızıl {s50}
str_surname_30|Kara {s50}
str_surname_31|Uzun {s50}
str_surname_32|Yıldız gözlü {s50}
str_surname_33|Korkusuz {s50}
str_surname_34|Agaçısıran {s50}
str_surname_35|Kurnaz {s50}
str_surname_36|Korkak {s50}
str_surname_37|Parlak {s50}
str_surname_38|Atik {s50}
str_surname_39|Ozan {s50}
str_surname_40|Kel {s50}
str_surname_41|Hiddetli {s50}
str_number_of_troops_killed_reg1|Öldürülen birlik sayısı: {reg1}
str_number_of_troops_wounded_reg1|Yaralı birlik sayısı: {reg1}
str_number_of_own_troops_killed_reg1|Müttefik birliklerin ölü sayısı: {reg1}
str_number_of_own_troops_wounded_reg1|Müttefik birliklerin yaralıları: {reg1}
str_retreat|Geri çekilin!
str_siege_continues|Savaş devam ediyor...
str_casualty_display|Kayıpların: {s10}^Düşman Kayıpları: {s11}{s12}
str_casualty_display_hp|Şu kadar darbe puanına yaralandın: {reg1}
str_quest_log_updated|Görev defteri güncellendi...
str_banner_selection_text|Sancak taşıma hakkını kazandın.Sancagın mevkini gösterecek ve sana saygınlık kazandıracak.Hangi sancagı seçmek istiyorsun?
str_loot_village|suçsuz köylülere saldır.
str_steal_from_villagers|Fakir Köylülerden Çal
str_rob_caravan|Bir Tüccar Karavanı Soy.
str_sell_slavery|insanları köle tüccarına sat
str_men_hungry|Yiyecek hiç bir şeyin kalmadı
str_men_unpaid|adama parasını veremem
str_excessive_casualties|Askerlerinden bir kaçını feda et.
str_surrender|Düşmana Karşı Teslim Ol
str_flee_battle|Savaştan Kaç
str_pay_bandits|Kaba Haydutlara Ödeme Yap
str_fail_quest|Onur sözü üzerine üstlendigin bir görevde başarısız oldun.
str_squander_money|Bize Güvenilerek Verilen Parayı İsraf Et.
str_murder_merchant|Kendimizi soguk kanlı bir cinayete dahil ettik.
str_round_up_serfs|Bir kaç asil adına köleleri toplayın
str_battle_fate_1|Savaş sırasında birbirimizden ayrı düştük.
str_battle_fate_2|Yaralandım ve ölüme terk edildim.
str_battle_fate_3|Düşman tarafından duygusuzca bayıltıldım.
str_battle_fate_4|Fidye için alıkonuldum.
str_battle_fate_5|Esir alınmıştım, fakat daha sonra kaçmayı başardım.
str_npc_morale_report|Ben {s6} seçilmiş yoldaşınız, {s7} liderlik şekliniz, ve {s8} eyaletlerinizin genel durumu
str_happy|hakkında mutluyum
str_content|iletişim kur
str_concerned|endişe et
str_not_happy|bununla ilgili herkes mutlu degil
str_miserable|Dehteşe düştüm
str_morale_reg1|Moral: {reg1} 
str_bar_enthusiastic|İstekli
str_bar_content|İçerik
str_bar_weary|Yorgun
str_bar_disgruntled|Hoşnutsuz
str_bar_miserable|Sefil
str_here_plus_space|Burada 
str_npc1_intro|Selamlar savaşçı,  Henneth Annûn e hoş geldin.
str_npc2_intro|Selamlar ziyaretçi! Burada ne işin oldugunu sorabilir miyim ?
str_npc3_intro|Hey! Gürültüyü keser misin lütfen, gezgin.
str_npc4_intro|Meduseld'e Hoş geldin, Savaşçı!
str_npc5_intro|Merhaba {playername}. Mae govannen!
str_npc6_intro|Beni yalnız bırak, yabancı, Seninle konuşmak istemiyorum.
str_npc7_intro|Kili, Dwalin oglu, hizmetinizdeyim!
str_npc8_intro|Dale'e hoşgeldin, gezgin! Sana nasıl yardımcı olabilirim?
str_npc9_intro|Şşt! Muhafızlara dalarsan mideni kesip warg'lara yem ederim!
str_npc10_intro|Sen!
str_npc11_intro|Ar! Sen buralardan degilsin degil mi? Bunu koklayabiliyorum, ve eger Patronların karşısında durman dersen senin gözlerini sıkarak patlatırım.
str_npc12_intro|Oh! Burada saklanıp ne yapıyorsun?
str_npc13_intro|Orada dur!  Seni Şef'in çadırına getirende nedir?
str_npc14_intro|Sende bacakları denizde çok az zaman geçirmiş birinin yürüyüşü var yabancı.
str_npc15_intro|Göz'e övgülerimi iletirim, ah Savaşçı!
str_npc16_intro|Dogu topraklarındaki çadırlar arasında yürüyen bir yabancıyı görmek sık başıma gelen bir şey degil. Seni buraya ne getirdi? Şimdi konuş ve çabuk ol.
str_npc17_intro|Hey, buradaki ormanları sever misin?
str_npc1_intro_response_1|Selamlar, Usta izci. Güney Rangers'ı nasıl buldun?
str_npc2_intro_response_1|Benim işlerim Gondor'un işleridir, ve sen kimsin?
str_npc3_intro_response_1|Ve sana da iyi günler, yanlış bir şey mi vardı?
str_npc4_intro_response_1|Selamlar, hanımefendi. Kiminle konuşma şerefine nail oluyorum?
str_npc5_intro_response_1|Elf-lorduna selam! Sizinle tanışmak bir onurdur.
str_npc6_intro_response_1|Silvan Elfleri misafirlerini böyle mi selamlarlar?
str_npc7_intro_response_1|{playername} hizmetinizdedir. Durin'in sayısı ne kadar?
str_npc8_intro_response_1|Selamlar. Merak ediyordumda bizim yolculugumuza katılmak isteyen paralı askerler var mı diye. 
str_npc9_intro_response_1|Tehditlerini geri al Uruk, yoksa canın yanabilir. - Ben hain degilim.
str_npc10_intro_response_1|Sen kimsin?
str_npc11_intro_response_1|Sen kimsin?
str_npc12_intro_response_1|Sen kimsin?
str_npc13_intro_response_1|Sen kimsin?
str_npc14_intro_response_1|Sen kimsin?
str_npc15_intro_response_1|Göz'e övgülerimi iletirim, Snaga. Senin hikayen nedir?
str_npc16_intro_response_1|Sen kimsin?
str_npc17_intro_response_1|Kuyutorman büyüleyici bir yer. Siz kimsiniz? Orman hakkında bir şey biliyor musunuz?
str_npc1_intro_response_2|Boş ver,korkarım magaralar konuşma yapmak için iyi bir yer degil.
str_npc2_intro_response_2|Boş ver, bekçilerle konuşacak vaktim yok.
str_npc3_intro_response_2|Boş ver,ben başka bir yerde 'curcuna' çıkartırım,
str_npc4_intro_response_2|Aferdersiniz,başka bir yerde acil meselelerim var.
str_npc5_intro_response_2|Aferdersiniz,konuşmam gereken daha az önemli insanlar var..
str_npc6_intro_response_2|Duygularımız karşılıklı,hoça kal.
str_npc7_intro_response_2|Boş ver,biraz taze havaya ihtiyacım var.
str_npc8_intro_response_2|Boş ver,biz sadece etrafı geziyoruz.
str_npc9_intro_response_2|O zaman yolumda olmalıyım,yoksa kılıç tutan elim kaşınmaya başlayacak.
str_npc10_intro_response_2|[aldırma ve ayrıl]
str_npc11_intro_response_2|Kendi işine bak,kurtçuk!
str_npc12_intro_response_2|Kendi işine bak,kurtçuk!
str_npc13_intro_response_2|Kendi işine bak!
str_npc14_intro_response_2|Kendi işine bak!
str_npc15_intro_response_2|Hmmf. O küçük pençelerini kendine sakla,Snaga
str_npc16_intro_response_2|Kendi işine bak!
str_npc17_intro_response_2|Evet ,orman güzel, fakat şimdi gitmem gerek
str_npc1_backstory_a|Zor zamanlarda geldin dostum. Ithilien düşman gözcü ve yagmacılarıyla kaynıyor ve bazıları büyük ork ordularının harekette oldugunu söylüyor.Bu igrenç yaratıkların büyük nehirden geçmemesi için ben ve yönettigim korucular çogunlukla başarıya ulaştık.Kaptanım Faramir cesur o yüzden gölgenin üzerimize düşeceginden korkmuyorum.
str_npc2_backstory_a|Ah, beni düşünmeniz çok zarif dogrusu. Kısa zaman önce onun yönetiminin güvenligini saglamak üzere atandım. Gurur verici bir görev,  tabi çok olaylı degilse...
str_npc3_backstory_a|Eh, Migferim gittikçe küçülüyor ve basdıgım yer sanki huysuz bir ata binmişim gibi titriyor.Ah, keşke dün akşam o kadar içmeseydim - Normalde bu kadar içki kafamı biraz güzel yapar, yani bira kesin Ork mayasıyla yapılmış.
str_npc4_backstory_a|Benim adım Gálmynë. Bildigin gibi işimi yapıyorum,{playername}. Bırak da sebebini anlatayım.
str_npc5_backstory_a|Ölümlü adamlardan, geçmişteki unutulmuş savaşlardaki işlerim hakkında hikayeler duymuş olabilirsin.Bu savaş şimdiye kadar Eldar'ın tehlikeye düştügü ikinci fakat son savaş olacak.
str_npc6_backstory_a|Küstahlıgımı mazur gör, yabancı, ama buraya fazla ziyaretçi ugramaz ve gelenler de çok güvenilir görünmüyor. Sadece bir hafta önce, bir cüce görünmüştü... Neyse boşver. Ben Silvan elflerinden Luebanna.
str_npc7_backstory_a|Sormanız çok nazik {playername}.Doguluların ve Gundabad orklarının akınlarıyla savaşıyoruz, ama şu ana dek Daleli müttefiklerimizin ve bizlerin halledemedigi bir şey yok.
str_npc8_backstory_a|Eminim ki barakalardaki subayla konuşursan, saglam gönüllüler bulabilirsin. Bana gelince, ben sadece bir şifacı ve mütevazi yeteneklere sahip bir bitki uzmanıyım.
str_npc9_backstory_a|Aferin! Bana Gulm derler. Çavuşumu geberttim ve şimdi o snagalar benim için ava çıktı. ^Bir keresinde degersiz bir domuz yavrusu beni avlamaya gelmişti! Bir samanlık devriyesi tarafından tuzaga düşürüldük... ve o kaybetti. "Geri çekilin" diye ciyaklıyor, sonra kaçmaya başlıyordu. Sadece Gulm ve birkaç kişi sıkı durdu ve atlı hücumunu kırdı. Daha sonra sarı saçlıları parçaladık (heh heh heh). Ama eger bizim gibi güçlü adamlar olmasaydı, hepsi solucan yemegi olurdu!
str_npc10_backstory_a|Ben Durgash'ım
str_npc11_backstory_a|Nar! İyi bir iz sürücü oldugum söylenemez. Beni önceki grubumdan attılar. Bu yüzden kellelerini kaybedecekler ben sana diyeyim, Lanet herifler! Önce rasgele nişan aldıgımı söylediler, sonra da burnumun berbat koku aldıgını Garn! Eger çok yakında kendime bir grup bulamazsam yakında sonum Kara Kuyular olacak eger duyduklarım dogruysa. Bazı kodamanların beni o kuyulara sokamadan önce derilerinin yüzüldügüne emin olmalıyım!
str_npc12_backstory_a|Buradakilerin emirbaşı ve yönetimindeki kişi benim.Ben Gorbag ve Urukların buraların gerçek patronu oldugunu çabuk ögrensen iyi olur.Büyük patronlar hata yapar, hatta en büyükleri bile ve her zaman zavallı Uruklar hataları düzeltir ve küçük bir teşekkürü hakederler.Onlar bize bildiklerini söylemezler bile, söylerler mi? Hiç de bile.Grr!  
str_npc13_backstory_a|BEN? Ben güney kumlarından gelen, soguk ve karanlık gece rüzgarları ile kuzeye uçan bir kum tanesiyim. Ben Lykyada, Haradwaith'in Yılan Efendisi. Altın Yılan Lordu, Kara Yılan Kabilesinin cezası ve Karanlık Lord'un iradesine hizmet eden  müttefik.
str_npc14_backstory_a|Ben Fuldimir, Umbar'ın güney diyarının,Harondor'un güneyinin ve Belfalas Koyu'nun ogluyum.Oralar benim ve halkımın kalplerinin yuvasıdır.Bizler denizlerin ve yelkenlerin efendileri ve korsanlarıyız,Belfalas Koyu'nun soyu için bizler suları evcilleştirdik.
str_npc15_backstory_a|Ben Yetenek Bahşedilmiş Bolzog,Kemiklerin Dizicisi,Kesiklerin Yaklaştırıcısı ve İyileştirme Şamanıyım.Eger "Göz" için savaşa gidersen, şüphesiz ki küçük arkadaşlarından bir ya da birkaçı, soluk-yüzlü ormancılar ve at-seviciler tarafından birazcık "kesilebilir."Şimdi -nar-nar-nar! Orkların yerini doldurmak kolaydır! Oh, Büyük Lider, peki bir Warg'ın yerini doldurabilir misin? Ya da bir devin? Ya da bir magara trolünün? Shi-shi! Hayır! Bana yani Büyük Bolzog'a ihtiyacın var!
