qstr_Received_{reg0}_dama|Obdrženo {reg0} poškození.
qstr_{playername}_we_have|{playername}, Železný pas je na kolenou. Připravili poslední obranu a chrání Sarumana v jeho věži. Vyjeď se mnou proti nim!
qstr_Are_you_ready_to_mee|Jsi připravený na poslední državu Železného pasu?
qstr_I_am_ready_to_ride_w|Jsem připraven s tebou vyrazit proti Železnému pasu.
qstr_I_am_ready_to_ride_wi|Jsem připraven s tebou vyrazit proti nim. Pojďme to skoncovat.
qstr_I_am_not_ready_to_ri|Ještě nejsem připravený s tebou vyrazit. Potřebuji více času.
qstr_You_do_not_have_enou|Nemáš dostatek mužů aby jsi pomohl v této bitvě. Přiveď alespoň 30 mužů a přidej se ke mně co nejdříve!
qstr_Stay_close_we_will_t|Drž se poblíž, zaujmeme pozice nedaleko nepřátel. Když budeme všichni shromážděni, zaútočíme.
qstr_You_have_taken_too_l|Trvalo ti to příliš dlouho... Vyrazíme, s tebou nebo bez tebe. Shromáždíme se blízko nepřítele a za 3 dny udeříme.
qstr_Make_haste_{playerna|Pospěš si, {playername}. Nechceme aby se stihli zotavit.
qstr_Your_mission_is_comp|Tvá mise je splněna, {s9} chce aby jsi pokračoval v následování jeho armády do odvolání.
qstr_{s13}_asked_you_to_g|{s13} tě požádal aby jsi shromáždil {reg3} jednotek typu {s4} a dovedl je zpátky k němu.
qstr_Moreover_should_you_|Pokud staneš {s24}, budeš vítán na mé válečné radě, kde můžeš činit rozhodnutí, která ovlivní průběh naší kampaně. Momentálně jako {s25} mne následuj a zůstaň blízko. Brzy budeme na pochodu.
qstr_For_the_moment_just_|Pro teď nás následuj a drž se blízko. Brzy budeme na pochodu.
qstr_{s9}_asked_you_to_sc|{s9} tě požádal aby jsi vyšpehoval {s13}, {s14} a {s15}, pak se hlas zpátky.
qstr_You_have_been_most_h|Byl jsi nám velmi nápomocen, {playername}. Mnohokrát díky.
qstr_You_are_a_good_serva|Jsi dobrý služebník, {playername}. Jen tak dál.
qstr_Superb_work_{playern|Skvělá práce, {playername}. Oceňuji tvůj přístup.
qstr_Your_efficiency_is_p|Tvá efektivita je potěšující, {playername}. Pokračuj takto i nadále a dostaneš se daleko.
qstr_It_was_an_honour_to_|Bylo mi ctí sloužit.
qstr_Your_wish_is_my_comm|Tvé přání je mým rozkazem.
qstr_Sauron_in_Mordor_the|Sauronovým Mordorem, korzáry z Umbaru, Variagy z Khandu a Haradskými kmeny
qstr_Saruman_in_Isengard_|Sarumanovým Železným pasem a divochy z Vysočiny
qstr_Orcs_of_Moria_and_Do|skřety z Morie a Dol Gulduru
qstr_Orcs_of_Gundabad_and|skřety z Gundabadu a válečníky z Rhunu
qstr_Men_of_Gondor|lidmi z Gondoru
qstr_Riders_of_Rohan|Rohanskými jezdci
qstr_Elves_of_Imladris_an|Elfy z Roklinky a Lothlorienu
qstr_Men_of_Dale_Dwarves_|Lidé z Dolu, trpaslíci z Osamělé hory, Meddědovci a Elfové z Temného hvozdu
qstr_Ah_{playername}_it_i|Ah, {playername}, dobře že jsi přišel. Válka je na prahu a my potřebujeme aby vojáci a kapitáni dostáli své přísaze.^^Jsme ve válce s {s11}, ale potřebujeme posbírat veškerou naši sílu abychom oslabili nepřítele než můžeme začít postupovat proti jejich opěrným bodům a pevnostem. Každé vítězství nad nepřítelem nás přivede blíže k vítězství a posílí naše odhodlání, poroto věřím že budeš bojovat proti nepříteli při každé příležitosti ať už proti zvědům nebo válečným skupinám. Přesto nespěchej do bitvy sám, měl bz vyhledat pomoc našich statečných kapitánů a spojenců.
qstr_About_time_you_showe|Už bylo na čase aby ses ukázal, {playername}. Jsme teď ve válce a já nebudu tolerovat žádnou neposlušnost. Bojujeme proti {s11}, potřebujeme shromáždit veškerou naši sílu a udeřit na nepřítele na bojišti než se vydáme proti jejich pevnostem. Každé vítězství posílí naše válečné tažení a přiblíží naše nepřátelé k naprostému zničení. Poroto věřím že budeš bojovat proti nepříteli při každé příležitosti ať už proti zvědům nebo válečným skupinám. Taky očekávám že budeš podporovat naše kapitány a spojence, když uvidíš že bojují. Pokud je zklameš, tak se do dozvím.
qstr_we_are_fighting_agai|bojujeme proti {s13}
qstr_we_are_not_fighting_|v tuto chvíli nebojujeme
qstr__{s14}_gained_{reg78| {s14} získal {reg78} zkušeností.
qstr_Oh?_Let_me_see_that.|Oh? Ukaž mi to... Ale, ale, ale! Udělal jsi dobře že jsi mi to přinesl, {playername}. Vem si mou pečeť jako důkaz doručení a pozdravuj {s9}, až ho zase uvidíš.
qstr_Give_me_that!_Hrmph!|Dej mi to! Hrmph! Dobře že jsi mi to přinesl, {playername}, jsi užitečný služebník. Řekni {s9}, aby tě zaměstnával častěji.
qstr_What?_Let_me_see_tha|Cože? Nech mně se podívat... Hmmm. Dobře, že jsi mi to přinesl, {playername}. Teď se ztrať.
qstr_Give_me_that!_Hrmph!_|Dej mi to! Hrmph! Jsi užitečný služebník svého pána, {playername}, ale zanedlouho budete všichni mrtví. Ale ne teď, teď padejte.
qstr_My_king|Můj král
qstr_Lord|Pán
qstr_my_king|můj králi
qstr_lord|lord
qstr_our|náš
qstr_your|váš
qstr_Moria_and_Gundabad|Morie a Gundabad
qstr_Moria|Morie
qstr_Gundabad|Gundabad
qstr_You_swear_an_oath_of|Přísahal jsi pomstu proti {s3}. V nejbližších dnech musíš zabít tolik vojáků z Morie a Gundabadu, kolik jen můžeš. Jsi si dobře vědomi, že tví společníci byli svědky této přísahy a nechceš se stát známým jako křivopřísažníkem. Krveprolití může začít!^.
qstr_The_search_for_the_L|Pátrání po Ztraceném kopí tě zavedlo do Dorwinionu, do sídla starověkého severního království krále Bladorthina. POKRAČOVAT
qstr__You_need_to_be_{s24|(Musíš mít hodnost {s24} nebo vyšší).
qstr_You_are_not_worthy_o|Nejsi hodný mých schopností. Nejdříve prokaž své schopnosti a dostaň se nad hodnost {s25}. {s2}
qstr_I_am_sorry._I_cannot|Omlouvám se. Nemůžu tě přijmout s hodností {s25}, když jsou zde naléhavější záležitosti. {s2}
qstr_Yes_I_am_and_I_can_h|Ano jsem a mohu ti pomoci za jistou cenu.
qstr_You_heard_right_and_|Slyšel jsi správně a ano,mohu ti pomoci.
qstr__Costs_1000_Resource|(Stojí 1000 Resource, 5 bodů vlivu)
qstr_I_can_see_that._I_ll|Chápu. Budu mít své může na hlídce, zatím co budeme jednat. Zabere to nějaký čas. {s2}
qstr_Yes_I_see_that._I_ca|Ano to vidím. Můžu ti pomoci ano, ale to mne zdrží od důležitých úkolů. {s2}
qstr__Costs_1500_Resource|(Stojí 1500 Resource, 10 bodů vlivu)
qstr_I_ll_have_my_persona|Mí osobní léčitelé se o tebe postarají. Jsou nejlepší. Řekni až je tady budeš chtít. {s2}
qstr_I_ll_have_my_personal|Mí nejlepší léčitelé se postarají o tvé muže. V tom co dělají jsou nejlepší. Dej mí vědět až je budeš potřebovat. {s2}
qstr_I_ll_have_them_here_|Brzy je tu budu mít.
qstr_Let_us_begin._My_hea|Začněme. Mí léčitelé se o tebe a tvé muže postarají.
qstr_Alright!_This_is_goi|Dobře! Tohle bude bolet... hodně.
qstr_Let_us_begin._It_may|Začneme. Tohle bude chvíli trvat. Uvolni se a zbytek nech na mně.
qstr_Impressive..._You_di|Působivé... Moc jsi se necukal. Teď zpátky na místa.
qstr_Rest_the_wounds_have|Odpočiň si, o tvé rány bylo postaráno.
qstr_Your_party_must_be_a|Tvá skupina musí mít alespoň 30 členů, aby jsi mohl začít tento úkol.
qstr_You_were_tasked_to_h|Dostal jsi za úkol ulovit bandity, kteří nedávno způsobili spoušť na severu. Můžeš na ně zaútočit v jejich úkrytu blízko Temného hvozdu nebo je zachytit blízko Meddědova domu.
qstr_Mordor_gains_Faction|Mordor zvýšil svou sílu frakce, tím že získal neznámou zbraň
qstr_Beornings_gain_Facti|Meddědovci zvýšili svou sílu frakce, když se rozšířily zprávy o tvém vítězství.
qstr_Beornings_lose_Facti|Meddědovci ztrácí sílu frakce, protože byli napadeni.
qstr__{s14}_gains_faction| {s14} získává sílu frakce, když se rozšířily zprávy o Prstenu moci.
qstr_You_must_return_and_|Musíš se vrátit a nahlásit, že jsi porazil vůdce Lovců prstenu a získal magický prsten.
qstr_You_must_return_and_r|Musíš se vrátit a nahlásit, že jsi porazil skupinu Lovců prstenu, ale jejich vůdci možná získali to co hledali.
qstr_Do_you_need_reinforc|Potřebuješ posily?
qstr_You_don_t_look_too_s|Nevypadáš tak silně, potřebuješ vojáky?
qstr_^{s14}_is_grateful_t|^{s14} je ti vděčný, {playername}, {s29}^
qstr_{s31}{reg28?Those:That|{s31}{reg28?Tito odvážní:Tento odvážný} {reg28?vojáci nám určitě pomohou:voják nám určitě pomůže} bránit naše země.{s32}^^[získáno {reg14} Resource Pointů s {s14}]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?Tihle užiteční:Tenhle užitečný} {reg28?vojáci nám pomůžou:voják nám pomůže} způsobit vetší spoušť.{s32}^^[získáno {reg14} Resource Pointů s {s14}]
qstr_{s4}_^Oh_and_take_bac|{s4} ^Jo, a vem si zpátky ty vojáky, kteří nejsou našeho druhu, nemám pro ně žádné využití.
qstr_It_is_my_duty_to_hel|Mou povinností je pomáhat našim lidem. 
qstr_It_is_my_duty_to_help|Mou povinností je pomáhat našim spojencům.
qstr_{s31}__Consumable._C|{s31} (Spotřební. Může být koupeno znovu)
qstr_{s31}__Can_be_reboug|{s31} Může být koupeno znovu)
qstr_I_wish_to_raze_an_en|Chci srovnat se zemí nepřátelské stavení.
qstr_I_wish_to_lead_our_m|Chci vést naše muže při útoku na nepřátelské stavení.
qstr_More_snaga_who_will_|Další snaga, který se chce vrhnout na hradby nepřátel? Pozorně poslouchej a možná tě to nechám zkusit.
qstr_Indeed?_Few_men_are_|Vskutku? Někteří muži se velmi rychle, dobrovolně hlásí, aby mohli umřít na cimbuří. Je toho mnoho co musíme probrat před tím, než vás můžu nechat jít.
qstr_Indeed?_That_is_no_s|Vskutku? Tento úkol je nemalý a jsou zde záležitosti, které musíme probrat před tím než vás můžu nechat jít.
qstr_First_sieges_are_onl|Zaprvé, obléhaní je pouze pro ty nejsilnější! Tady je vše co se musí udělat:
qstr_Here_is_all_that_nee|Tady je vše co se musí udělat:
qstr_Firstly_we_must_thin|Zaprvé, musíme promyslet překážky tohoto úkolu:
qstr_You_need_sharp_weapo|Potřebuješ ostré zbraně, čerstvé maso pro vojáky a vrky, dřevo jako palivo pro ohně a něco k pití aby padavky držely krok. Taky musíš tu svou chásku držet v řadě nebo se pozabíjejí navzájem než dorazí k hradbám. My jsme příliš zaneprázdnění s našimi vlastními boji než abychom se o starali o tvůj osud — buď připraven poskytnou vše potřebné aby ta chátra postupovala.^[potřebuješ {reg3} res.p., {reg15} vlivu]
qstr_Steel_must_be_kept_s|Ocel musí být ostrá, muži i koně v plné síle, ohně musí hořet, voda připravena, rány vyléčené — ty a tví muži nám budete k ničemu pokud nedokážete udržet svůj postup. Vzhledem k tomu že už teď jsme příliš rozeseti, než abychom ti mohli zařídit vše potřebné, musíš být připraven poskytnout co bude potřeba, aby jsi udržel svou armádu funkční při obléhání.^[potřebuješ {reg3} res. p., {reg15} vlivu]
qstr_Steel_must_be_kept_sh|Ocel musí být ostrá, muži i koně v plné síle, ohně musí hořet, voda připravena, rány vyléčené — bitva méně věhlasná, ale ne méně důležitá, než ta, kterou budeš svádět na hradbách. Vzhledem k tomu že už teď jsme příliš rozeseti, než abychom ti mohli zařídit vše potřebné, musíš být připraven poskytnout co bude potřeba, aby jsi udržel svou armádu funkční při obléhání.^[potřebuješ {reg3} res. p., {reg15} vlivu]
qstr_Next_if_you_try_to_a|Dále, pokud se pokusíš zaútočit na nepřátelské hlavní město, pokud ještě nebudeš mrtvý dorazím tě já.. Zde napochodujeme pouze pokud to zavelí Mistr. Ty jdi tam, kde je nepřítel slabý a může být poražen.
qstr_Secondly_you_do_not_|Zadruhé, nemáš povolení vést naše lidi proti nepřátelskému hlavnímu městu. Tyto místa mohou být přemožena pouze s plnou sílou našich sjednocených jednotek. Zaútočit můžeš pouze pokud bude nepřítel oslabený dostatečně na to aby byl poražen.
qstr_Third_{s2}_is_on_its|Zatřetí, {s2} je na svém vlastním tažení. Budeme bojovat po vašem boku pokud budou přípravy vypadat dobře, ale raději buď dostatečně silný abys vyhrál i sám, v opačném případe dlouho nevydržíš.
qstr_Furthermore_you_must|Mimoto musíš vědět že {s2} je zaměstnaný vlastním tažením. Naše vlajky tě budou následovat do boje, když to okolnosti dovolí, ale nedělej si plané naděje — možná budeš nucen stát sám.
qstr_Last_remember_that_a|Nakonec pamatuj, že jako {s25}, si nemůžeš dovolit zklamat Mistra. Když budeš bojovat je v sázce příliš mnoho pro {s2} — pokud neuspěješ, budeš si přát aby ses nikdy nenarodil.
qstr_Finally_remember_tha|Konečně, pamatuj že jako {s25}, žiješ a umíráš podle svých úspěchů a nezdarů. Když vpochoduješ do bitvy je toho v sázce mnoho pro {s2} — pokud zklameš, důsledky budou nedozírné.
qstr_Finally_remember_that|Konečně, pamatuj že jako {s25}, můžeš získat slávu, můžeš nazývat vítězstvím svým vlastním, ale všichni kdo žijí v {s2} zaplatí vysokou cenu v případě tvého selhání. Osud frakce {s2} si vezeš sebou do bitvy — pokud zklameš, důsledky budou nedozírné.
qstr_Still_think_you_can_|Pořád si myslíš že to zvládneš?
qstr_Knowing_what_I_have_|Teď, když jsem ti řekl co máš dělat, pořád si myslíš že jsi dostatečně schopný?
qstr_Knowing_what_I_have_t|Stále si přeješ pokračovat, i po tom co jsem ti řekl?
qstr_Give_me_the_banner_o|Dej mi Mistrovu vlajku!
qstr_Yes_my_lord._Let_me_|Ano, můj pane. Nech mně nést náš prapor do bitvy.
qstr_The_people_of_{s3}_t|Lidé z {s3} děkují za tvůj dar, {playername}. Na oplátku za tvůj dar {s1}, pošleme lidem z {s4} dar {s2}. Díky ještě jednou, {playername}.
qstr_I_want_to_deliver_a_|Chci doručit dar naším spojencům.
qstr_delivering_a_gift|přináší dar
qstr_I_want_to_bring_a_br|Chci donést úplatek našim spojencům.
qstr_delivering_a_bribe|přináší úplatek
qstr_{s2}_[{reg14}_Resour|{s2} [{reg14} Resource Pointů]
qstr_Gift|Dárek
qstr_You_have_requested_t|Byl jsi požádán abys doručil {s3} z {s2} dar ve formě {s1}. Lidé z {s3} určitě ocení toto přátelské gesto.
qstr_Bribe|Úplatek
qstr_You_have_requested_to|Byl jsi požádán aby jsi doručil úplatek {s3} z {s2} ve formě {s1}. Snad od nich dostaneš nějakou odměnu.
qstr_{reg3}_hours.|{reg3} hodin.
qstr_hour.|hodina.
; qstr_Taking_{reg0}_inf._A|Taking {reg0} inf. Alt?={reg1}
qstr_You_spent_{reg0}_of_|Utratil jsi {reg0} vlivu s {s1}, zbývá {reg1}.
qstr_The_War_is_over_{pla|Válka skončila, {playername}, copak jsi neslyšel?
qstr_We_are_at_war_with_{|Jsme ve válce s {s12}. Nicméně většinou bojujeme proti {s13}.
qstr_We_are_at_war_with_{s|Jsme ve válce s {s12}. Nicméně, zatím jsou to jen potyčky.
qstr_we_are_not_too_conce|v současné době se o ně příliš nestaráme, protože bojujeme s jinými nepřáteli blíže domovu
qstr__under_your_orders|, pod tvými rozkazy
qstr_{playername}_you_may|{playername}, možná jsi viděl hordy z {s7}. Ze všech kapitánů nasazených proti nám, v současnosti získal největší renomé {s7} z {s8}. Jejich pouhá přítomnost na poli je dostatečná pro povzbuzení našich nepřátel a oslabení odhodlání našich spojenců. {playername}, jestli chceš udělat nějaký velký skutek, poraz hordy z {s7} v otevřené bitvě, před zraky nás všech! To by mohlo obnovit naději a hrůza by naplnila srdce těch, kteří jsou proti nám.
qstr_Do_you_mark_how_our_|Všiml sis jak jsou naši nejstatečnější bojovníci nejistí, když se někdo zmíní o {s7} z {s8}? Skvělý válečník, oh ano, schopný kapitán. Nemůžeme dovolit, aby se tady šířila panika. Kdekoliv se ukáží, naše řady couvají a naši nepřátelé získávají novou kuráž. To musí skončit. Přikazuji ti, {playername}, abys vyzval a porazil vojáky z {s7} v otevřené bitvě. Když padne {s7} na kolena, způsobí to zmražení krve až do morku kostí jeho následovníků a ukáže to našim vlastním vojákům, že naši nepřátelé mohou být svrženi!
qstr_This_is_a_chance_for|To je pro mě šance ukázat svou kvalitu. Porazím {s7} před zraky nepřátel i spojenců.
qstr_Accursed_be_those_wh|Prokletí ať jsou ti, kdo v tento den následují {s7}, neboť já na ně zaútočím, aby to všichni viděli!
qstr_{s9}_wants_you_to_de|{s9} chce, aby jsi porazil {s35} z {s36} v bitvě.
qstr_I_humbly_ask_that_yo|Pokorně vás žádám, abyste pro tento úkol našli někoho jiného. Nemyslím si, že bych mohl bojovat nejlépe proti {s7}.
qstr_Mercy_I_crave!_To_fa|Milost, prosím! Bojovat tváří v tvář proti {s7} je čiré bláznovství! To nemůžu udělat!
qstr_strong_warriors_from|silných válečníků z {s7}
qstr_champions_from_{s7}_|šampionů z {s7}, těch nejsilnějších na bojišti
qstr_{playername}_the_men|{playername}, muži slyšeli příběhy o divokých nepřátelských vojácích. Tyto hrozivé příběhy muže demoralizují. Chci aby jsi ukázal mužům že se nemusí ničeho bát. Chci abys porazil {reg22} {s6}.
; qstr_{playername}_I_want_|{playername}, I want you to show the men that enemy troops are of no consequence. I want you to personally slay {reg22} {s6}! Do this to show we are the superior force!
qstr_I_will_do_what_you_a|Udělám co žádáš a muži mi budou svědky.
qstr_high_level_troops_fr|vojáků vysoké úrovně z
qstr_elite_level_troops_f|elitních vojáků z
qstr_{s9}_wants_you_to_pe|{s9} chce aby jsi osobně porazil {reg22} jednotek {s7} z {s6}.
qstr_I_want_you_to_person|Chci, abys osobně zabil
qstr_I_want_you_and_your_|Chci aby jste ty a tví muži zabili
qstr_{playername}_you_nee|{playername}, musíte si zasloužit můj respekt a respekt vašich mužů. {s6} {reg22} {s7} vojáků!
qstr_{s9}_wants_you_to_per|{s9} chce abys osobně zabil {reg22} {s6} vojáků.
qstr_{s9}_wants_you_and_y|{s9} chce, abyste ty a tvoji muži zabili {reg22} {s6} vojáků.
qstr_{playername}_we_have|{playername}, Železný pas je na kolenou. Připravili poslední obranu a chrání Sarumana v jeho věži. Vyjeď se mnou proti nim!
qstr_{playername}_we_have_|{playername}, obdrželi jsme ponuré zprávy. Divoši z Rhûnu jsou mazanější a odvážnější než jsme si mysleli - nepozorováni našimi zvědy, vybudovali dostatek lodí a raftů, aby se dostali přes Dlouhé jezero a zaútočili přímo na  Esgaroth!^^ Musíme flotilu zastavit než dorazí k městu. Veď své vojáky tak rychle jak jen můžeš a zažeň je zpátky na druhou stranu jezera!
qstr_If_you_seek_pillage_|Pokud prahneš po drancování a lupu, tak tady je bezkonkurenční příležitost {playername}.^^ Korzárská flotila vyplouvá z {s7} a míří přímo k městu {s6}, které je zralé k oškubání! Připoj se k jejich útoku a rozdělte si kořist!
qstr_The_soft_weaklings_o|Ti slaboši z Esgarothu se nemůžou rovnat našim rychlým jezdcům a divokým válečníkům, {playername}. To je jasné. Jezerní lidé věří že jsou v bezpečí, za vodou, daleko od nás, ale my jim brzy ukážeme opak!^^ Vyrobili jsme lodě a rafty, dostatečně silné, aby dovezly naše válečníky přes jezero. Nebudou nás čekat! ^^Běž do Hlavního tábora a promluv si s náčelníkem aby ses přidal s nájezdu.
qstr_{s9}_asked_you_to_he|{s9} tě požádal aby jsi pomohl bránit {s3} proti nájezdu Korzárů. Pospěš do města, promluv si s cechovým mistrem a nabídni svou pomoc místní posádce.
qstr_{s9}_asked_you_to_hel|{s9} tě požádal abys pomohl bránit Esgaroth proti lodní invazi všech těch věcí vyrobených Rhûnem. Pospěš do Jezerního města, promluv si s cechovým mistrem a nabídni svou pomoc místní posádce.
qstr_{s9}_offered_you_an_|{s9} ti nabídl, aby ses přidal k námořnímu nájezdu na {s3}. Běž do {s4}, promluv s vůdcem kempu a přidej se k nájezdu.
qstr_{s9}_offered_you_an_o|{s9} ti nabídl, aby ses přidal k lodnímu nájezdu na Esgaroth. Běž do {s4}, promluv s vůdcem kempu a přidej se k nájezdu.
qstr_We_will_go_as_swiftl|Půjdeme tak rychle, jak jen budeme moci a budeme se modlit, že nejdeme příliš pozdě.
qstr_We_shall_plunder_the|Vypleníme jejich přístav a ukradneme jejich bohatství pro sebe!
qstr_We_shall_plunder_the_|Vydrancujeme Jezerní město a ukradneme jejich poklady!
qstr_I_m_sorry_but_we_can|Je mi líto, ale teď jim nemůžeme pomoct.
qstr_Bah!_Far_more_glory_|Pche! Mnohem více slávy se dá získat jinak než s mizerným pirátstvím.
qstr_This_raid_does_not_i|Tenhle nájezd mě nezajímá. Slávu si vydobudu jinde.
qstr_{s9}_asked_you_to_de|{s9} tě požádal, abys zničil průzkumnický tábor poblíž {s1}.
qstr_Your_party_must_be_at|Tvá skupina musí mít alespoň 10 členů, aby jsi mohl začít tento úkol
qstr_{s9}_asked_you_to_def|{s9} tě požádal, abys bránil napadenou vesnici poblíž {s1}.
qstr_{s9}_asked_you_to_ra|{s9} tě požádal, abys vyplenil vesnici poblíž {s1}.
qstr_These_soldiers_may_w|Tihle vojáci mohou pomoci v uskutečnění mých plánu, {playername}. Jsme přesvědčený že jsi je vytrénoval dobře. Máte můj vděk a obdiv.
qstr_I_wish_you_had_train|Doufal jsem že je všechny vytrénuješ, {playername}. Ale v těchto zlých časech, si vezmu vše co dokážeš nabídnout.
qstr_Good_work_in_shaping|Dobrá práce při cvičení rekrutů, {playername}, byl jsi velmi nápomocný. Doufám že vydrží déle než ta minulá banda, ale pokud se tak nestane, přijď zase za mnou.
qstr_Is_that_all_you_coul|To je vše co jsi dokázal, {playername}? Ti sotva nahradí ztráty ze včerejška. Dej mi je!
qstr_Well_the_soldiers_ar|Nuže, vojáci jsou nyní pod tvým velením, pane. Jsem si jistý že se o ně budeš dobře starat.
qstr_Well_you_may_do_as_y|Tak, můžeš si dělat co se ti zlíbí. Moji společníci a já může kdykoliv zpřísnit, když budeš chtít.
qstr_{s9}_asked_you_to_br|{s9} tě požádal aby jsi přivedl divokého trola do jeho armády.
qstr_{s9}_asked_you_to_fi|{s9} tě požádal, abys zjistil co se děje ve Fangorském lese a nahlásil to.
qstr_{s9}_asked_you_to_fin|{s9} tě požádal abys našel ztracené kopí, které trpaslíci vyrobili pro krále Bladorthina. Budeš muset požádat {s5} o povolení, hledat kopí hluboko v Osamělé hoře.
qstr_{s9}_has_asked_you_t|{s9} tě požádal abys zabil čaroděje z Dol Guldur v Temném hvozdu.
qstr_{s9}_asked_you_to_ta|{s9} tě požádal, abys doručil zprávu pro {s13}. Věří se že {s13} byl v {s4}, když ti byl úkol zadán.
qstr_{s9}_asked_you_to_tak|{s9} tě požádal, abys doručil zprávu pro {s13} z {s15}. Věří se že {s13} byl v {s4}, když ti byl úkol zadán.
qstr_{s11}_asked_you_to_e|{s11} tě požádal, abys eskortoval jeho posla do {s14}.
qstr_Lend_your_experience|Půjčit tvého zkušeného chirurga {s3} do {s1}.
qstr_No_commander_should_|Žádný velitel by tohle neměl přiznat, {playername}, ale prováděl jsem inspekci svých jednotek a jsou zde tací, kteří neví za jaký konec držet meč. Potřebují někoho kdo by jim ukázal co je to chrabrost. Ty jsi proslulý válečník, {playername}. Vytrénuješ pro mě nějaké jednotky? Byl bych ti vděčný.
qstr_No_commander_should_h|Žádný velitel by tohle neměl přiznat, {playername}, ale prováděl jsem inspekci svých vojáků a popravil jsem některé, kvůli neschopnosti. Potřebují někoho, s ocelovými zády aby z nich bičem vytřískal nějakou kuráž nebo aby je při tom zabil. Ty jsi známý válečník, {playername}. Vytrénuješ pro mě nějaké vojáky? Můžu zařídit aby se ti to vyplatilo.
qstr_{s9}_asked_you_to_rai|{s9} tě žádá o vylepšení {reg1} {s14} a o jejich navrácení.
qstr_{s9}_asked_you_to_hu|{s9} tě požádal, abys dopadl uprchlíka jménem {s4}. V současné době by se měl nacházet v {s3}.
qstr_{s9}_asked_you_to_defe|{s9} tě požádal, abys bránil 3 skupinky uprchlíků na cestě do {s3}.
qstr_{s9}_asked_you_to_hun|{s9} tě požádal, abys dopadl 3 skupinky uprchlíků na cestě do {s3}.
qstr_{s9}_asked_you_to_ca|{s9} tě požádal abys dopadl tři skupiny uprchlých otroků a přivedl je zpátky do {s4}, živé a dýchající. Říká že všechny tři skupiny míří k {s3}.
qstr_{s11}_asked_you_to_f|{s11} tě požádal abys sledoval špeha, který opustí {s12}. Dej pozor aby tě špeh na tvé cestě neviděl, jinak by mohl mít podezření a otočil se zpátky. Když špeh potká svého komplice, zajmi je a přiveď zpět do {s11}.
qstr_{s11}_asked_you_to_c|{s11} tě požádal abys zajal nepřátelského velitele a přivedl ho zpátky k {s11} na výslech.
qstr_{s9}_asked_you_to_le|{s9} tě žáda o zapůjčení společníka {s3} na jeden týden.
qstr_{s9}_has_requested_y|{s9} požaduje abys mu dovedl {reg1} nepřátelských vězňů.
qstr_We_have_reports_that|Máme zprávy, že několik patrol našich spojenců bylo přepadeno a poraženo. Někteří muži mohou být stále naživu, zajati nepřítelem. Morálka mých jednotek však trpí, protože zajatí muži budou jistě zabiti, uvězněni nebo ještě hůř. Chci aby jsi zachránil {reg1} vězňů a tím posílil morálku mých mužů.
qstr_We_have_reports_that_|Máme zprávy, že několik našich patrol bylo přepadeno a rozprášeno. Někteří z těch zbabělců mohou být stále naživu, zajati nepřítelem. I když jsou postradatelní, bylo by to plýtvání kdybychom je nechali chcípnout někde ve vězení. Chci aby jsi zachránil {reg1} vězňů a donutil je za nás zase bojovat.
qstr_{s9}_has_asked_you_to|{s9} tě požádal, abys osvobodil {reg1} vězňů.
qstr_We_have_reports_that_a|Máme zprávy, že nepřátelské hordy se shromažďují v {s13}. To mě vážně znepokojuje, protože nevím, kolik jednotek má nepřítel a zda budou moji vojáci připraveni se s nimi setkat na bojišti. Chci aby ses dostal dostatečně blízko k {s13} a zjistil co nejvíce budeš moct.
qstr_My_spies_tell_me_of_|Moji špehové hlásí velkou skinu bojovníků shromažďující se v {s13}. Neměli by se nám sice rovnat, ale neškodilo by vědět kolik jich tam prostě je. Chci aby ses dostal dostatečně blízko k {s13} a zjistil co nejvíc.
qstr_{s9}_asked_you_to_sco|{s9} tě požádal, aby jsi prozkoumal okolí {s13}.
qstr_We_have_reports_of_s|Máme zprávy o nepřátelské aktivitě poblíž {s13}. Naši zvědové zatím selhali aby se dostali dostatečně blízko a sledovali okolí o příchodech a odchodech nepřátel.  Chci aby jsi vytvořil skupinu zvědů, dostal se blízko k {s13} a vyslal zvědy. Dám ti pár rekrutů, ale neměl by jsi je poslat samotné.
qstr_My_spies_tell_me_the|Moji špehové hlásí, že nepřítel něco plánuje v {s13}. Naši zbabělí špehové se nedokázali dostat dostatečně blízko a říct nám něco důlěžitého. Chci aby jsi zrekrutoval vlastní skupinu zvědům dostal se dostatečně blízko k {s13}, a nechal je tam. Ujisti se že se neotočí a neutečou! Dám ti tyto rekruty, nebudou nikomu chybět.
; qstr_{s9}_asked_you_to_di|{s9} asked you to dispatch a scout party near {s13}.^Obtain {reg1} soldiers of {s15}, of which at least 1 is {s14}, get close to {s13} and talk to the {s14} to dispatch the party.
qstr_We_need_to_take_the_|Potřebujeme dotáhnout válku k nepříteli, {playername}. Momentálně to můžeme udělat tím, že budeme útočit na jejich patroly a komunikace. Chci aby jsi eliminoval {reg1} skupin {s13}, to by nám mělo pomoct převzít iniciativu.
qstr_We_need_to_grind_dow|Musíme rozdrtit naše ničemné nepřátelé, {playername}. Jejich hlídky a zásobovací karavany jsou na můj vkus až příliš odvážné. Chci abys eliminoval {reg1} {s13} skupin, aby zjistili co je to mít strach.
qstr_{s9}_asked_you_to_el|{s9} tě požádal o eliminaci {reg1} skupin {s13}.
