qstr_Received_{reg0}_dama|受到{reg0}点伤害。
qstr_Scouts_report_that_{|根据报告显示：{s6}在{s7}周围聚集了庞大的军队，他们在做最后的挣扎，企图保卫他们的首都。
qstr_The_forces_of_{s2}_e|{s2}的军队在{s15}建立了前线营地！
qstr_The_hosts_of_{s2}_ma|{s2}的军队前来保卫他们的家园！
qstr_{playername}_s_Reser|{playername}的预备队
qstr_Gondor_has_called_fo|刚铎已呼叫援助！
qstr_Gondor_is_accompanyi|刚铎正在听从元帅的号令！
qstr_{s5}_has_stopped_fol|{s5}不再跟随你。
qstr_You_have_{reg69}_all|你有{reg69}友军部队跟随着你。
qstr_You_have_{reg69}_ally|你有{reg69}友军部队跟随着你。
qstr_The_forces_of_{s2}_h|{s2}的军队已经再次集结并向{s15}进军中！
qstr_Your_scouts_report_s|你的斥候回报在附近发现{s2}的踪迹。
qstr_{s1}_from_{s2}|自{s2}来的{s1}
qstr_When_dealing_with_lo|请记住，在{s11}与当地人交易的时候，他们不认识你，也不一定承认你在{s10}取得的功绩。(能在{s11}用于交易的资源点和你在{s10}取得的的资源点不同，你要在{s11}取得当地派系的资源点以便与当地人交易；查看报告菜单获取更多消息)
qstr_Info|信息
qstr_You_came_into_a_poss|你发现了一个奇怪的巨碗，巨碗里盛着看似干净清洁的水，闻起来有点像麝香。
qstr_Obtained:_Ent_water.|获得：树人水
qstr_A_little_after_you_f|当你稍稍从树人水的侵害中恢复过来后，你发现了一些奇怪的现象。你队伍里的渣滓们似乎...似乎对你更加尊重畏惧了。就好像...好像你变大了一般。然后你却发现你自己真的变大了...没做梦吧？
qstr_Ent_water_effect.|树人水效果：
qstr_The_water_you_drank_|你喝的树人水对你的身体造成了奇怪的影响。虽然你一开始你不相信，但是事实却向你证明，你长高了一些。那水差点害死你，你不会再冒险喝一口了。
qstr_Ent_water_effect:_in|树人水效果：身高增长
qstr__+1_to_Strength__per|力永久+1
qstr__+1_to_Charisma__per|魅永久+1
qstr_The_dark_shadow_fina|黑暗的阴影终于袭来了。邪恶部族的大军正压向中土世界的自由之民。魔多与刚铎交战于南；艾辛格与洛汗交战于西；索伦的要塞多尔哥多正威胁精灵。甚至居住在遥远北方的人民都有他们自己的战斗。
qstr_The_War_has_started!|战争已经开始！
qstr_The_forest_seems_pea|森林看起来很平静。
qstr_There_is_a_sense_of_|空气中弥漫着危险的气息。
qstr_You_have_a_feeling_y|你感觉你已经打扰这座森林已经太久，是时候离开了。
qstr_Get_out_now!|出去！现在！
qstr_You_are_inside_Fango|你在法贡森林里。{s11}
qstr_Your_party_witnessed|你的部队目睹了半兽人食囚。
qstr_Your_party_s_morale_|部队士气因仇恨而提升了。
qstr_Your_party_s_morale_h|部队士气因畏惧而降低了。
qstr_{s27}:_Influence_wit|{s27}：对{s1}的影响力从{reg2}提高到{reg1}。
qstr_{s27}:_Influence_with|{s27}：对{s1}的影响力从{reg2}降低到{reg1}。
qstr_{s27}:_Party_morale_|{s27}：部队士气提升了。
qstr_{s27}:_Party_morale_d|{s27}：部队士气降低了。
qstr_You_have_failed_to_f|你未能履行为巴林之死所做的复仇誓言！
qstr_You_have_failed_to_fu|你未能履行为{s1}之死所做的复仇誓言！
qstr_Your_troops_value_yo|你的士兵认可你为完成誓言所做的努力，但也承认事情的确发生得太快了。结果，
qstr_{s22}You_have_fulfil|{s22}你完成了你为巴林和他的同伴复仇的誓言！
qstr_{s22}You_have_fulfill|{s22}你完成了你为{s1}的英雄之死复仇的誓言！
qstr_Reinforcements|增援
qstr_Refugees_Escaped:_{r|逃脱的难民：{reg10}—被杀的难民：{reg11}
qstr_Raider_Parties_Kille|被消灭的掠夺队：{reg12}
qstr_One_of_the_target_ce|难民队的一个目标据点已经被摧毁。难民们已经分散开，无处可寻。
qstr_As_an_Orc_or_a_Dwarf|身为半兽人或是矮人，你可以使用自定义相机来提升你的最后之日游戏体验。请查看“游戏概念”以取得如何使用自定义相机的信息。
qstr_Custom_Camera|自定义相机
qstr_{reg65?my_Lady:my_Lo|{reg65?女士:大人}
qstr_{reg65?My_Lady:My_Lo|{reg65?女士:大人}
qstr_{reg65?mistress:mast|{reg65?女主人:主人}
qstr_{reg65?Mistress:Mast|{reg65?女主人:主人}
qstr_{reg65?madame:sir}|{reg65?女士:先生}
qstr_{reg65?Madame:Sir}|{reg65?女士:先生}
qstr_How_do_magnets_work?|磁铁是做什么的？
qstr_Um..._by_enchanting_|恩...用来吸铁？
qstr_Magnets_are_made_of_|磁铁是开采自地下的金属做的，它天然就有磁力因为它含有引力的成分。
qstr_i_wont_a_bonerlrord_|哇想要骑砍2领祖的最后之日啊啊！！
qstr_Install_TLD_in_your_|安装最后之日到骑马与砍杀2：领主的模组文件夹，在module.ini文件中增加一行指令：“compatible_with_wfas = 1”，然后你就可以在战团和Warrider 0.202版里面玩最后之日了。
qstr_Bannerlord_runs_on_a|骑砍2霸主换了引擎，我们没法像把TLD移植到战团那样把它移植到霸主上。
qstr_dis_mod_takes_2_long|择个模组花了老长时间才发布！烂！！
qstr_Well_there_s_a_lot_o|嗯，因为有很多新的材质纹理和其它东西要做，我猜这很费时…
qstr_It_has_been_recently|这个模组的正式版近日发布了，如果你忘了网址，你可以上lemonparty.org去下载。
qstr_i_wont_decapitated_e|我不会在多人游戏中杀死大象，绝不！！
qstr_I_don_t_think_there_|我不认为最后之日有联机，不过大象倒是个好点子。
qstr_There_is_a_hidden_el|有一个大象死亡模式隐藏在最后之日里。但是你要先删掉所有存档，然后开新档，不保存玩100天。接着在角色菜单处按Alt+F4。相信我朋友，这完全值得！
qstr_Y_NO_ChINESE??|你莫得中文？
qstr_Just_to_troll_you_tr|只是想欺负你，欺负你！
qstr_Thanks_to_our_volunt|感谢我们的志愿翻译者，现在已经有简繁中文翻译了。但是你需要按照我们的Steam创意工坊里的指南才能正确使用汉化。
qstr_Wai_no_plate_armour_|啥？这个模组里没有板甲？
qstr_What_is_plate_armour|什么是板甲？没听说过。
qstr_Wai_no_female_trolls|啥？没有母食人妖？恩？恩？你个小婊砸！
qstr_WHEN_U_REALSE_MOD?!!|你们什么时候发布模组？！！？
qstr_But_we_did_release._|我们已经出了。你就在模组里面。你干嘛这么大声？
qstr_YES!_ALSO_SOMETIMES_|是！我有时就这么大声！！！！
qstr_Wai_u_no_work_wiht_o|你们就不能和其他团队合作做一个指环王的超级模组么？
qstr_Every_mod_team_works|每个模组团队都有不同的风格，风格不同是没法合作的。
qstr_Because_we_don_t_hav|因为我们没什么幽默感。模组团队对我们来说太欢乐了。
qstr_In_movies_trolls_are|电影里食人妖的又大又胖，你怎么把我做的这么瘦小？
qstr_We_interpreted_Tolki|我们想托尔金应该会喜欢你这个样子。
qstr_But_we_did_make_you_|但是我们的确把你弄得和电影里一样蠢，这不重要么？
qstr_What_is_news?_Got_an|有什么新闻么？有新截图吗？
qstr_Well_just_look_aroun|看看你周围，你要截图做什么？
qstr_Say_cheese!|说茄子！
qstr_Why_did_you_make_mod|你为什么让模组安装那么复杂呢？
qstr_Well_if_you_are_here|恩，如果你能在这里跟我说这话的话，这说明你已经读完那该死的手册并成功运行了。
qstr_You_just_got_windyfl|你刚刚被风化了！
qstr_Merry|梅里
qstr_Pippin|皮平
qstr_the_Citadel|城堡
qstr_Minas_Tirith|米那斯提力斯
qstr_Steward_Denethor|摄政王迪耐瑟二世
qstr_the_Golden_Hall|金殿
qstr_Edoras|伊多拉斯
qstr_King_Theoden|希优顿国王
qstr_Merry_asked_you_to_d|梅里请求你捎一封信给他的表弟，皮平，在米纳斯提里斯。
qstr_Pippin_asked_you_to_|皮平请求你捎一封信给他的表哥，梅里，在伊多拉斯。
qstr_Tell_him_I_ve_grown_|告诉他我又长高了一英寸！
qstr_Tell_Pip_he_smokes_t|告诉皮平他抽的烟太多了！
qstr_Tell_him_I_can_ride_|告诉他我现在能骑成年马了！
qstr_Ask_him_if_he_has_an|问他还有没有一根烟草剩下！
qstr_Tell_him_I_ll_be_the|告诉他当我们再次相见我会比他更高！
qstr_Ask_if_he_s_seen_Gan|问问他有没有见到甘道夫！
qstr_You_gained_250_exper|你获得了250点经验。
; qstr_Hrooom..._Hmmm...Who|Hrooom... Hmmm...Who are you?
; qstr_Hrooom..._Hmmm...Oh_|Hrooom... Hmmm...Oh, it's you again, {playername}.
qstr_Treebeard_wants_you_|树胡希望你找到并击败在法贡森林伐树的兽人。
qstr_Something_wrong_not_e|出了点问题，没有足够的士兵加入斥候队
qstr_my_home_town|我的故乡
qstr_I_am_in_perfect_heal|我很健康。
qstr_I_am_suffering_from_|我正遭受{s1}困扰
qstr_I_am_suffering_from_{|我正遭受{s1}和{s2}的困扰
qstr_I_am_suffering_from_{s|我正遭受{s1}，{s2}和{s3}的困扰
qstr_I_am_suffering_from_{s1|我正遭受{s1}，{s2}，{s3}和{s4}的困扰
qstr_I_don_t_have_any_ser|我没有受什么重伤，谢谢你的关心。
qstr_Good_day_to_you.|日安。
qstr_Ah_it_s_you_again._G|啊，又是你。再见。
qstr_My_apologies_if_I_wa|对不起，我刚刚很鲁莽。你能再说一遍你的故事么？
qstr_I_was_reconsidering_|我重新考虑了我们上次的对话。你能再说一遍你的故事么？
qstr_Zigrphel_gained_{reg|齐古法获得了{reg78}点经验值。
qstr_Greetings_{s23}_{s24|向你问好，{s23}，{s24}。
qstr_Greetings_{s23}.|向你问好，{s23}。
qstr_So_you_are_{s23}._I_|啊，你是{s23}。我听说你为我们的朋友{s25}战斗，所以我觉得我该把你当成盟友。
qstr_I_need_volunteers_wi|我需要一些自愿跟我去完成危险任务的志愿者。
qstr_I_need_some_soldiers|我需要一些士兵来补充战损。
qstr_Maybe_the_weaklings_|可能南方那些懦夫会给他们的软皮食人妖配甲。但我们不会——我们的食人妖可是来自刚达巴！
qstr_Do_I_look_like_a_smi|你觉得我像个铁匠吗？哈。换个人问问吧。
qstr_Excellent_job_{s23}!|干得漂亮，{s23}！真希望我方的所有指挥官都像你这样尽责。^
qstr_Nicely_done_{s23}.|干得很好，{s23}。
qstr_Good_work_{s23}.|干的好，{s23}。
qstr_The_more_you_capture|抓的越多越好，{s23}。
qstr_Caught_a_few_straggl|抓到了几个掉队的士兵，{s23}？
qstr_I_am_sorry_no_one_el|不好意思，没人已经做好了出发的准备。^他们会在这里坚守并为{s22}效忠。
qstr_Tough_luck_but_we_do|真不走运，我们一个士兵都不剩了。晚些再来吧。
qstr_There_are_brave_sold|我们是有一些英勇的士兵愿意牺牲他们的性命。但在这个黑暗的时代，我无法承受让他们离开城堡所带来的风险。^^^[资源点不足]
qstr_We_have_some_spare_t|我们是有一些预备役的士兵。但我无法承受让他们跟你离开所带来的风险。^^^[资源点不足]
qstr_There_are_brave_soldi|我们是有一些勇敢的士兵志愿上前线。^^我想我能让他们中的几个跟着你。
qstr_There_are_spare_troo|这里的预备役应该不介意上前线。^^我想我能让他们中的几个跟着你。
qstr_Strenghten_defences_|你想增强{s21}的守备？欢迎！欢迎！不过请记住，我们只接受本派系的人。
qstr_Strenghten_defences_i|你想增强{s21}的守备？好啊，只要他们不会吓得尿裤子，为什么不呢？不过麻烦只把属于本派系的人送过来，我们是不会用外人的。
qstr_Please_return_them_i|请把他们活着地送回来。我深知他们每一个人的英勇，而我们需要每一名英勇的灵魂。
qstr_Don_t_let_them_all_d|别让他们堆在一起死。让懦夫之外的人站在前排，这就是我们的战术。
qstr_Thank_you_commander.|谢谢你，指挥官。^
qstr_^{s22}_is_grateful_t|^{s22}由衷的感激你，{s23}，{s29}^
qstr_{s31}{reg28?Those:Th|{s31}{reg28?这群:这名}勇敢的{reg28?士兵:士兵}定能极大地增强{s21}的防御。{s32}^^[获得{s14}的{reg14}资源点]
qstr_{s31}{reg28?Those:Tha|{s31}{reg28?这群:这名}有用的{reg28?士兵们:士兵}将帮助我们守护{s21}。{s32}^^[获得{s14}的{reg14}资源点]
qstr_{s4}_^Oh_and_take_ba|{s4} ^噢，请将这些士兵带回去吧，他们并不是我们的同类。
qstr_You_have_reinforced_|你带着{reg55}士兵增援了{s8}。
qstr_I_don_t_need_them_an|我不再需要他们了，你留着吧。
qstr_It_is_my_duty_to_pro|保护人民是我的天职。
qstr_It_is_my_duty_to_prot|保护盟友是我的天职。
qstr_I_am_{s4}_{s15}_of_{|我是{s4}，{s6}的{s15}
qstr_I_am_{s4}_a_commande|我是{s4}，{s6}的指挥官
qstr_{s9}{reg5?_and_the_r|{s9}{reg5?和{s8}的统治者。:}
qstr__{s3}_gained_{reg78}|{s3}获得{reg78}点经验值。
qstr_{playername}_our_sco|{playername}，我们的斥候带回了你的捷报。愿你长寿！由于你的大捷{s7}敌军被击退了，想必他们没法继续推进了。让我们祈祷他们的将领和队长正争吵不断，而且还是带着对你的莫大恐惧！不管怎么说，你为我们赢得了短暂的疲劳休息时间。
qstr_Well_{playername}_yo|很好，{playername}，你回来了，看上去给我们带来了好消息。现在我不觉得你只是个废话连篇的吹牛大王了——哈要是我能亲眼看到{s7}在你面前倒下就好了！毫无疑问，我们的敌人现在沮丧至极，像我预计的那样丢失了战意。如他们的俗话所言，斩首灭敌，一锤定音。好了，现在我得带着大军去赢得真正的胜利了。别担心，你的军功会被如实上报的，{playername}。
qstr_Alas_that_I_could_no|唉真是的没能让我终结了{s8}的{s7}，让它们小心点，别冤家路窄让我遇上。
qstr__I_should_rather_mak|我自己会上报我战胜了{s8}的{s7}一事——你别忘了，主要的功劳都是我的！
qstr_Very_well_done_{play|做得很好！{playername}！正如我所期望的，你抓住了间谍和他的接头人。他们现在被铐在一起等待问询；他们有很多事情要好好的解释一下了。{playername}，我非常高兴你能完成这个任务。请收下这袋钱，这是你应得的奖赏。
qstr_Beautiful_work_{play|做得很好！{playername}！你抓住了间谍和他的接头人。他们现在正关在牢里等待问询；很显然今晚的我检察官有的要忙了。{playername}，我非常高兴你能完成这个任务。请收下这袋钱，这是你应得的奖赏。
qstr_Foiling_the_enemy_s_|挫败敌人对难民队的进攻行动，打击了他们的士气（因你成功地击败了{reg18}掠夺者，{s1}失去了{reg19}势力值）。
qstr_The_slaughter_and_lo|这次对难民队的屠杀掠夺增强了敌人的力量（{s1}获得了50势力值）。
qstr_You_did_however_defe|不管怎样你做到了，消灭{reg18}掠夺者，打击了敌人的士气（{s1}失去了{reg19}势力值）。
qstr_The_slaughter_and_loo|这次对难民队的屠杀掠夺增强了敌人的力量（{s1}获得了{reg20}势力值）。
qstr_Killing_the_refugees|杀死来自{s1}的难民，把幸存者变为奴隶，让他们士气低下意志消沉（{s1}失去了{reg19}势力值）
qstr_{reg20}_refugee_trai|{reg20}难民队成功逃脱，提升了敌人的士气（{s1}获得了{reg22}势力值）。
qstr_You_did_however_defea|不管怎样你做到了，消灭{reg18}难民队，打击了敌人的士气（{s1}失去了{reg19}势力值）。
qstr_My_lord_{s12}_is_saf|大人，{s12}安全了。海盗已经被击败了。
qstr_My_lord_Esgaroth_is_|大人，长河镇安全了。卢恩人被击败了。
qstr_The_surroundings_of_|{s12}在熊熊燃烧。劫掠即是无上荣光！
qstr_The_surroundings_of_E|长湖镇在熊熊燃烧。劫掠即是无上荣光！
qstr_This_is_welcome_news|这真是个好消息，{playername}。我们对海盗如此大胆的行动准备不足。但多亏了你，那些黑帆被逼退了，至少是暂时的。希望有一天，我们能以其人之道还治其人之身。我们由衷地感激你。
qstr__Good_work_{playerna|干得漂亮，{playername}！他们表现得比我们认为的更狡猾，我会以其人之道还治其人之身的。看来那些东方人在船上作战还没在马背上一半厉害，看看他们！也许，我们应该考虑下组建一支我们自己的舰队…不管怎么说，我们都感谢你，代表长河镇和所有的河谷镇人向你致谢，{playername}。
qstr_Even_from_here_we_co|即使从这里，我们也能看到火焰，还能从风中闻到我们的敌人绝望！你做得非常完美，{playername}。现在，让恐惧在刚铎的每一个男人、女人还有小孩的心中冲撞吧，因为他们知晓了即使是他们最坚固的据点我们也唾手可得！
qstr_Even_from_here_we_cou|即使从这里，我们也能看到火焰，闻到我们敌人在风中绝望的味道！你做得非常好，{playername}。让恐惧在每个河谷镇的男人、女人和小孩的心中冲撞吧，因为他们现在知道了，即使是他们最强大的据点也不过是我们的囊中之物！
qstr_My_lord_they_fell_up|大人，他们带着强大的军队进攻我们。我们无法击退海盗。
qstr_My_lord_they_fell_upo|大人，他们带着强大的军队进攻我们。我们无法击退卢恩士兵。
qstr_The_raid_on_{s12}_fa|在{s12}的袭击失败了，多亏了我们盟友的无能！
qstr_This_raid_was_ill_fa|这次袭击从一开始就注定要失败。我们不该登上那些摇摇晃晃的木筏！
qstr_This_is_evil_news_yo|这是你带来的坏消息。邪恶水手变得大胆了，现在贝尔法拉斯（刚铎南部的沿海地区）的每个生命都在他们的黑影之下了。我不会过分责备你的失败，{playername}，但是我们确实受了沉重的打击。现在出发吧。刚铎的希望越来越渺茫了，但我们仍要为它剩下的生命奋战。
qstr_This_is_evil_news_you|这是你带来的坏消息。这些东方人变得大胆了，长湖镇被烧了。我不会过分责备你的失败，{playername}，但是我们确实受了沉重的打击。现在出发吧。我们的王国的希望越来越渺茫了，但我们仍要为它剩下的生命奋战。
qstr_Pah!_It_seems_you_we|呸！看来你们不是在海上混的料子，{playername}。那群刚铎人，现在就安安稳稳地坐在那儿，在他们那高高的塔上，像那些虚伪的王族，看着燃烧的黑帆哄堂大笑！你的手下应该去舰队甲板下面划上几天桨，好好惩罚惩罚；可惜他们是你的人，不是我的。魔眼不会高兴的。现在给我滚吧。
qstr_Have_you_nothing_bet|你难道为你的失败找不到比这站不住脚的辩解更好的借口了吗，{playername}？也许你并不像我们想象中那么强。好好为我们的未来计划工作吧，{playername}。弱者终将不被怜悯！
qstr_{playername}_we_have|{playername}，我们狠狠地教训了艾辛格。他们已经召集他们最后的军团来保护在他那塔里的萨鲁曼了。与我并骑，去会会他们！
qstr_Are_you_ready_to_mee|你准备好面对艾辛格的最后的军团吗？
qstr_I_am_ready_to_ride_w|我准备好与你并骑对抗艾辛格。
qstr_I_am_ready_to_ride_wi|我已经准备好同你并骑去会会他们了。现在，让我们结束这一切吧。
qstr_I_am_not_ready_to_ri|我还没有准备好和你出发。我还需要一些时间。
qstr_You_do_not_have_enou|为支援这场战斗，你至少需要带30名战士来加入我，快去吧！
qstr_Stay_close_we_will_t|保持距离，我们要靠近敌人。当一切都准备就绪，我们就发起进攻。
qstr_You_have_taken_too_l|你花太长时间了……我们现在就要上马出发，不管有没有你。我们将在靠近敌人的地方集结，3天后，我们就发起进攻。
qstr_Make_haste_{playerna|抓紧时间，{playername}。我们不希望他们能有喘息之机。
qstr_Your_mission_is_comp|你的任务完成了，{s9}希望你能够在接到进一步的指令以前继续跟着他的部队前进。
qstr_{s13}_asked_you_to_g|{s13}希望你能收集{reg3}单位的{s4}并带给他。
qstr_Moreover_should_you_|另外，如果你成为了{s24}，你将得到我的战事议会的欢迎，在那儿你可以提出影响我们战役进程的建议。但目前，你只是一名{s25}，只要跟随我们并保持联络就好了。我们很快就要行动了。
qstr_For_the_moment_just_|现在你只需要紧跟着我，我们马上就动身。
qstr_{s9}_asked_you_to_sc|{s9}希望你去侦察{s13}，{s14}和{s15}，然后向他回报。
qstr_You_have_been_most_h|你真是帮了大忙，{playername}。谢谢你。
qstr_You_are_a_good_serva|你是个能干的仆人，{playername}。继续保持。
qstr_Superb_work_{playern|精湛的工作，{playername}。你的态度值得赞赏。
qstr_Your_efficiency_is_p|你的效率令人惊讶，{playername}。坚持下去，你将会走得很远。
qstr_It_was_an_honour_to_|乐意效劳。
qstr_Your_wish_is_my_comm|悉听吩咐。
qstr_Sauron_in_Mordor_the|魔多的索伦，昂巴的海盗，侃德的维瑞亚人，还有哈拉德的部落民
qstr_Saruman_in_Isengard_|艾辛格的萨鲁曼和登兰德的野人
qstr_Orcs_of_Moria_and_Do|摩瑞亚和多尔哥多的半兽人
qstr_Orcs_of_Gundabad_and|刚达巴的半兽人和卢恩的战士
qstr_Men_of_Gondor|刚铎的人类
qstr_Riders_of_Rohan|洛汗骑兵
qstr_Elves_of_Imladris_an|瑞文戴尔和罗斯洛立安的精灵
qstr_Men_of_Dale_Dwarves_|河谷镇的人类，孤山的矮人，波宁的族人，还有幽暗密林的精灵
qstr_Ah_{playername}_it_i|啊，{playername}，很高兴见到你。战火已烧及我们家园，我们需要士兵和军官履行他们的誓言。^^我们正在与{s11}交战，但是在我们有望去进攻他们的据点和堡垒前，我们需要集结我们的力量并削弱敌军，每一次击败敌人都能让我们更加靠近胜利并且坚定我们的决心，所以我相信你将会抓住每个机会进攻我们的敌人，不管只是一队斥候还是一支战队。但是，不要独自作战，你一定要与我们勇敢的指挥官和我们的友军并肩作战。
qstr_About_time_you_showe|是时候你该来了，{playername}。现在，我们已经进入了战争状态，并且我将不会容忍任何违抗军令的事。我们正在与{s11}交战，在我们有望进攻他们的堡垒之前，我们必须集结我们的力量并在战场上重创敌人。每次击败我们的敌人都将增强我们的信心，并且让他们更靠近彻底的毁灭。所以我相信你将抓住每一个与我们敌人作战的机会，不管仅仅是一队斥候还是一支战队。另外，如果你遇见我们的指挥官和友军正在作战，你要上前支援。不要辜负他们，不然我会知道的。
qstr_we_are_fighting_agai|我们目前正与{s13}交战
qstr_we_are_not_fighting_|我们目前没有与任何人交战
qstr__{s14}_gained_{reg78|{s14}获得{reg78}点经验值。
qstr_Oh?_Let_me_see_that.|哦？让我看看…很好很好！非常感谢你把这封信带给我，{playername}。拿着徽章作为我收到信的证物，下次见到{s9}的时候请代我向他问好。
qstr_Give_me_that!_Hrmph!|给我的？哇啊！很好！{playername}。你能把这个带给我，说明你是个有用的仆人。告诉{s9}，让他多用用你。
qstr_What?_Let_me_see_tha|什么？让我看看…恩，{playername}。感谢你把这封信带给我，现在你可以走了。
qstr_Give_me_that!_Hrmph!_|给我的？哇啊！{playername}，你是个有用的仆人，但我不看好你能活很久。滚吧！
qstr_My_king|吾王
qstr_Lord|大人
qstr_my_king|吾王
qstr_lord|大人
qstr_our|我们的
qstr_your|你们的
qstr_Moria_and_Gundabad|莫瑞亚和刚达巴山
qstr_Moria|摩瑞亚
qstr_Gundabad|刚达巴山
qstr_You_swear_an_oath_of|你宣誓要向{s3}复仇。在接下来的日子里，你要尽可能多的杀死摩瑞亚和刚达巴的士兵。你很清楚你的跟随者是你复仇誓言的见证者，而且你不想成为破誓者。血腥复仇现在开始了！^
qstr_The_search_for_the_L|寻找丢失长枪的旅途带着你来到了多温尼安—布拉多辛王北方王国的所在地。未完待续
qstr__You_need_to_be_{s24|（你的军衔至少要是{s24}）。
qstr_You_are_not_worthy_o|你不值得我的效力。先证明你自己吧，至少先晋升为{s25}。{s2}
qstr_I_am_sorry._I_cannot|抱歉，你的军衔只是{s25}，我没空治疗你，还有很多要紧事等着我去处理。{s2}
qstr_Yes_I_am_and_I_can_h|没错，我是。要我帮你的话，你得支付点报酬。
qstr_You_heard_right_and_|你没听错，是的，我可以帮到你。
qstr__Costs_1000_Resource|(失去1000 资源点和5 点影响力)
qstr_I_can_see_that._I_ll|我知道了。我会让我的人在我们搞定这些事之前帮我们把把风。毕竟这要花点时间啊。{s2}
qstr_Yes_I_see_that._I_ca|嗯，我明白了。我是可以治疗你，但这会占用我处理其他重要事情的时间精力。{s2}
qstr__Costs_1500_Resource|(失去1500 资源点和10 点影响力)
qstr_I_ll_have_my_persona|我会让我的私人医师来医治你。他们医术高明。当你需要他们时来这里告诉我一声。{s2}
qstr_I_ll_have_my_personal|我会让我的私人医师来医治你的手下的。他们医术高明。当你需要他们时来跟我说一声。{s2}
qstr_I_ll_have_them_here_|我会让他们尽快到这里。
qstr_Let_us_begin._My_hea|让我们开始吧。我的医师会照顾好你和你的手下。
qstr_Alright!_This_is_goi|好了！这会疼得……很厉害。
qstr_Let_us_begin._It_may|让我们开始吧。这得花点时间。放松，剩下的交给我。
qstr_Impressive..._You_di|令人印象深刻……你没有畏惧。回到你的岗位上去吧。
qstr_Rest_the_wounds_have|好好休息吧，伤口已经处理好了。
qstr_Your_party_must_be_a|你的队伍至少要有30名士兵才能开始这项任务。
qstr_You_were_tasked_to_h|你被请求解决一支在北方造成严重破坏的土匪，你既可以选择直接进攻他们位于幽暗密林附近的藏身处，你也可以选择在比翁之家的周围拦截他们。
qstr_Mordor_gains_Faction|魔多因得到了一批未知武器，获得势力值。
qstr_Beornings_gain_Facti|波宁人获得派系力量：你的胜利广为流传
qstr_Beornings_lose_Facti|波宁人因遭受攻击，损失势力值。
qstr__{s14}_gains_faction|{s14}获得派系力量：至尊魔戒的消息广为流传
qstr_You_must_return_and_|你必须马上回报你打败魔戒猎手头领并且获得了一个魔法戒指的消息。
qstr_You_must_return_and_r|你必须马上回报你打败魔戒猎手头领的消息。同时告知各派系统治者们—魔戒猎手很有可能得到了他们想要的东西。
qstr_Do_you_need_reinforc|你需要援军么？
qstr_You_don_t_look_too_s|你看起来还不够强壮，你需要士兵么？
qstr_^{s14}_is_grateful_t|^{s14}由衷的感激你，{playername}，{s29}^
qstr_{s31}{reg28?Those:That|{s31}{reg28?这群:这名}勇敢的{reg28?士兵:士兵}定能极大地增强我方领土的防御。{s32}^^[获得{s14}的{reg14}资源点]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?这群:这名}有用的{reg28?士兵们:士兵}定能带去更多的毁灭。{s32}^^[获得{s14}的{reg14}资源点]
qstr_{s4}_^Oh_and_take_bac|{s4} ^噢，请将这些非本派系的士兵带回去吧，我们没法指挥他们。
qstr_It_is_my_duty_to_hel|帮助人民是我的天职。
qstr_It_is_my_duty_to_help|帮助盟友是我的天职
qstr_{s31}__Consumable._C|{s31}（消耗品，可以再次购买使用）
qstr_{s31}__Can_be_reboug|{s31}（可以再次购买使用）
qstr_I_wish_to_raze_an_en|我希望将敌人的据点夷为平地。
qstr_I_wish_to_lead_our_m|我希望我能够带领自己的手下独自攻城。
qstr_More_snaga_who_will_|会有更多的奴隶（强兽人对半兽人藐视的说法）进攻敌人的城墙？仔细听，我可能会让你试试。
qstr_Indeed?_Few_men_are_|真的？很少有人这么痛快地愿意上城墙拼杀送死。在我允许你离开之前，我们可得好好地讨论下这事。
qstr_Indeed?_That_is_no_s|真的？这可不是一件小事，在我允许你出发之前，这可有些事项我们得好好讨论讨论。
qstr_First_sieges_are_onl|首先，攻城是只有公认最强大的人才能拥有的权利！接下来听好了，你需要做好以下全部准备：
qstr_Here_is_all_that_nee|你需要做好以下全部准备：
qstr_Firstly_we_must_thin|首先，我们必须考虑到这项任务将会遇到的阻碍：
qstr_You_need_sharp_weapo|你需要备好锋利的武器，用于供给你的士兵和座狼的新鲜肉食，用于点火的木头，外加让那些软骨头鼓起劲来的一些冲剂酒酿。你还得让你的渣滓们在队伍里安分待着，不然在你派他们冲向城墙之前他们可能就互相残杀光了。我们都忙于自己的战事没法给你提供多少支援，你要准备好能鼓舞那些蛆虫战斗的东西。^[需要{reg3}资源点，{reg15}影响力]^
qstr_Steel_must_be_kept_s|武器必须保养锋利，士兵还有马匹要保证酒足饭饱，篝火要保持燃烧，水要保证充足，伤员需要得到照顾——如果你不能继续打好你们的仗，你和你的手下对我们而言就都只是废物罢了。由于我们的战线已经拉得太开，没法给你提供你需要的援助，你得自己准备好组织队伍攻城略地所需要的一切。^[需要{reg3}资源点，{reg15}影响力]^
qstr_Steel_must_be_kept_sh|武器必须保养锋利，士兵还有马匹要保证酒足饭饱，篝火要保持燃烧，水要保证充足，伤员需要得到照顾——准备好这些可谓是一场战斗，虽然没那么光彩但其重要性丝毫不逊于在城墙堡垒上面拼杀。由于我们的战线已经拉得太开，没法给你提供你需要的援助，你得自己准备好组织队伍攻城略地所需要的一切。^[需要{reg3}资源点，{reg15}影响力]^ 
