
str_yes|是
; str_intro_strings_end|Intro END
; str_gondor_intro_2|^While travelling to swear service to your liege lord, you chance upon a caravan being attacked by orcs.
; str_dwarf_intro_2|^On your way to the gates of Erebor, you chance upon a caravan being attacked by orcs.
; str_rohan_intro_2|^On your way to Edoras, you chance upon a caravan being attacked by orcs.
; str_mordor_intro_2|^On your way to the Morannon to report to Lugbúrz, you chance upon some orcs raiding a caravan.
; str_isengard_intro_2|^On your way to Isengard, you chance upon some orcs raiding a caravan.
; str_lorien_intro_2|^On your way to Caras Galadhon for an audience with the Lady Galadriel, you come upon some allies preparing to ambush a company of Orcs.
; str_imladris_intro_2|^On your way back to the main Rivendell camp after a scouting mission, you come upon some allies preparing to ambush a company of Orcs.
; str_woodelf_intro_2|^On your way back to the Elvenking’s Halls after a patrol in the woods, you come upon some allies preparing to ambush a company of Orcs.
; str_dale_intro_2|^On your way to the city of Dale, you chance upon a caravan being attacked by orcs.
; str_harad_intro_2|^Your fellow warriors and riders, as well as the mighty Mûmakil, have established your main camp across the river from the fortified city of the Gondorians, the one they call Pelargir. No doubt when it falls, your chieftains will think of a more fitting name for it. Then shall you hold it forevermore against the dwindling men of the West.^^As you walk through a wooded vale, a sudden small rustling makes you stop. You have heard many tales of the Gondorians who skulk around in these lands, sneaking like cowards - Rangers, they are called. They are deadly with the bow and arrow, like the Gold Serpents of high renown. Are some of them preparing to ambush your party? You had better sound the warning!
; str_rhun_intro_2|^On your way to the main battle-camp of your people, you chance upon some orcs raiding a caravan.
; str_khand_intro_2|^Your fellow Variags have been summoned to the Morannon, the Black Gates that lead into Mordor. You do not relish having to camp so near to filthy honourless orc-kind, but for a time you will oblige. Still, the Lord of Mordor would be foolish indeed not to recognise the worth of your people, and treat you accordingly!^^As you walk through a wooded vale, a sudden small rustling makes you stop. You have heard many tales of the Gondorians who skulk around in these lands, sneaking like cowards - Rangers, they are called. They are deadly with the bow and arrow. Are some of them preparing to ambush your party? You had better sound the warning!
; str_umbar_intro_2|^On your way to where the Admiral has established the beachhead fortifications, you chance upon some orcs raiding a caravan.
; str_moria_intro_2|^While returning from a scouting mission in the dale, you chance upon some orcs raiding a caravan.
; str_guldur_intro_2|^On your way to Dol Guldur, you chance upon some orcs raiding a caravan.
; str_gundabad_intro_2|^On your way to Mt. Gundabad, you chance upon some orcs raiding a caravan.
; str_dunland_intro_2|^On your way to the main battle-camp of your people, you chance upon some orcs raiding a caravan.
; str_beorn_intro_2|^On your way to Beorn’s House, you come upon some allies preparing to ambush a company of Orcs.
; str_intro_strings_2_end|Intro 2 END
; str_gondor_faction_intro|^The South Kingdom of Gondor, “land of stone” in Sindarin, is inhabited by descendants of the ancient Númenoreans. Under the rule of Steward Denethor, these proud men stand as the first and perhaps last line of defence against the Enemy.^^Gondor’s military consists of forces coming from all the different fiefdoms. You get the standard army with solid and well-armoured troops overall: Dol Amroth’s heavy cavalry, green-clad archers and spearmen from Pinnath Gelin, bowmen from the Blackroot Vale, axemen of Lossarnach, heavy marines from Pelargir or hardened clansmen of Lamedon.
; str_dwarf_faction_intro|^Dwarves, also known as Durin’s Folk, are short, tough and doughty warriors. They are renowned for the craftsmanship of their weaponry and armour, though they say with regret that they cannot match the lost arts of their ancestors. In these latter days, they come from the Lonely Mountain and the Iron Hills.^^Their army consists of an infantry line, a scout/archer line and an Iron Hills line (their heaviest hard-hitting infantry).
; str_rohan_faction_intro|^Rohirrim are the horse lords of the Mark of Rohan, led by king Théoden.^^Rohirrim have very good cavalry, ranging from heavy lancers to agile horse archers. They have an infantry line as well, branching into shieldwall-forming troops and heavy swordsmen bearing longswords.
; str_mordor_faction_intro|^Mordor represents Sauron’s own forces bred in the darkness of the Black Land.^^Armies of Mordor consist of orcs, Uruks and evil men (Black Númenoreans). Uruks of Mordor are a better-equipped and stronger breed of orcs, but have no archery line. Most regular orcs are infantry, skirmishers or archers, but there are also orc warg-riders. Black Númenoreans are comparatively rare, but very dangerous as infantry or cavalry. Sauron has also bred fierce battle trolls, but they’re extremely hard to obtain.
; str_isengard_faction_intro|^Isengard is ruled by Saruman, the traitor wizard. He created his own version of orcs: the Uruk-hai.^^The forces of Isengard are quite well-equipped, though the weapons and armour may seem crude. The orcs are comparable to any other orcs, but the Uruk-hai are truly deadly killing machines wielding pikes, halberds, heavy axes and nasty cleavers. They also have the largest and most powerful bows among any of the orcish races.
; str_lorien_faction_intro|^The Elves of Lothlórien, known as the tree-dwelling “Galadhrim”, are a powerful group of Nandor and Sindar living in the Lórien woods, led by Lord Celeborn and Lady Galadriel.^^Their forces consist of an infantry line and a scout line, with the occasional incorporation of an elite unit of Noldorin horse archers. All their troops are highly skilled, equipped with the finest arms and armour of Elven make, and overall extremely deadly in combat. A rain of arrows from under the forest cover, followed by a devastating infantry charge, is their main tactic.
; str_imladris_faction_intro|^The Elves of Imladris (Rivendell) are Sindar and Noldor led by Lord Elrond and his two sons. They are custodians of the ancient lore of the west, as well as powerful and ancient artifacts dating back to the First Age. Under their banner, the Dúnedain of the North march as well – the remnants of the broken Northern kingdoms of Men are tall dark-haired rangers and nobles, clad in sturdy leathers or ancient maille.^^The soldiers of Imladris are among the most highly-skilled in Middle-Earth, and are extremely well-equipped. Their armies are capable of considerable tactical flexibility.
; str_woodelf_faction_intro|^The Silvan Elves, called “wood-elves” in ancient times, live today in Mirkwood, led by King Thranduil.^^The Elves of Mirkwood have a competent infantry line that features both spears and swords. Their scouts and archers are the mainstay of their armies, more so than for their cousins of Lórien. Their armour is light but affords a great deal of protection.
; str_dale_faction_intro|^Dale is a city rebuilt by Northmen who share ancestry with the Rohirrim, joined by the survivors from the lake city of Esgaroth (after it was burnt down by Smaug).^^Men of Dale provide tough infantry focused on polearms, famous archer troops including the legendary Barding bowmen, and a merchant guard line acting as reasonably good cavalry.
; str_harad_faction_intro|^The Haradrim, the “hosts of the South” in Sindarin, come from the deserts and rainforests of the far South. They have a fondness for wearing bright colours and heavy gold ornamentation in warfare.^^Haradrim have average but competent infantry (skirmishers/archers and spearmen/swordsmen) from Great Harad, a cavalry line (incorporating both heavy cavalry and horse archers) from Harondor and a Far Harad line of tribal warriors.
; str_rhun_faction_intro|^Men of Rhûn are tribal Easterlings hailing from around the sea of Rhûn, far to the east.^^The bulk of their army is cavalry - horse archers and lancers, both very lightly-equipped. Their top-tier cavalrymen ride much larger and heavier mounts, with more barding. Their infantrymen are also quite lightly-armoured and wield large axes and swords. In the open field, a cavalry host of Rhûn can be a fearsome force to face.
; str_khand_faction_intro|^The Variags of Khand are fierce Easterling raiders who wear terrifying battlemasks into battle.^^They rely on fast light infantry (skirmishers and blademasters) and heavy axemen, while their cavalry line contains both light agile skirmishers and heavy kataphracts. The light infantry fling devastating volleys of throwing spears while screening the advance of the main host. The most savage among them charge into battle wearing little armour, attacking with great strength and ferocity.
; str_umbar_faction_intro|^The Corsairs of Umbar are southern enemies of Gondor, descendants of the Black Númenoreans who conduct numerous raids on Gondor’s coastlines.^^Corsairs employ both lightly-armoured skirmishers and heavier swordmasters as well as skilled longbowmen. Being a mainly seafaring force, they favour armour that sacrifices toughness for mobility.
; str_moria_faction_intro|^Orcs of Moria occupy the halls of Khazad Dúm, once a mighty Dwarven kingdom.^^Like regular orcs, their forces consist of a mix of infantry, archers, skirmishers and warg-riders, but generally they have better equipment than other orcs, because they use metal scraps found in Moria. Some lucky few among them also have access to bits of looted dwarven armour and weapons. Orc Chieftains of Moria have proved themselves stronger and fiercer than their kin, and they are fearsome in battle.
; str_guldur_faction_intro|^Dol Guldur is an old fortress of Sauron in Mirkwood – indeed, it is the reason “Greenwood the Great” is now known by this darker name.^^Here, a contingent loyal to Mordor trains and prepares a great host, sending out frequent raiding parties against the Elves as well as the parties of Men who pass through the woods. The troops of Dol Guldur are mostly orcs, with a lineup very similar to Mordor’s (infantry, skirmishers, archers, warg riders), but with somewhat less variety.
; str_gundabad_faction_intro|^Gundabad was a place sacred to the Dwarves, but in these days it has become a massive Orc stronghold in the northern mountains.^^The Gundabad orcs, though more savage than their fellows from other places, fight much like any other orcs, with a similar army lineup (infantry, archers, skirmishers, warg riders). Their equipment is primitive and their fighting style barbaric. Their warg riders are unrivalled in toughness and ferocity. Some among the orcs of Gundabad can even whip themselves into a battle-frenzy.
; str_dunland_faction_intro|^The Dunlendings are the “wild men of Dunland”, enemies of the Rohirrim who drove them from their homeland.^^Dunland is barren and poor. The Dunlendings wear very little real armour – mostly furs and cured leather, with some metal signifying status. For weaponry, they wield long pikes and antler axes, with rare swords serving as emblems of prestige. Their horses are thin and weak, certainly no match for the steeds of Rohan, though occasionally the Dunlendings will ride them into battle as skirmishers. In battle, the pikemen advance en masse, presenting a crude but formidable wall of sharp polearms. Some Dunlendings have also cultivated affinity with creatures of the wild, and may unleash packs of savage wolves against their foes.
; str_beorn_faction_intro|^Beornings, the descendants of Beorn, are a people of the upper Vales of Anduin, between Mirkwood and the Misty Mountains. They dwell mostly in the forests, though they keep the Old Ford clear for trade, exacting a toll on merchant caravans for their service.^^As woodsmen, they wield stout sticks and sharp axes, but wear little in the way of armour. Heavier Beorning infantry fight with shields as well. Beorning foresters are skilled bowmen and provide a valuable archer line.
; str_intro_faction_intro_strings_end|faction intro END
; str_gondor_extra_info|Good^^Hard^^Gondor (South-East)^^Prince Imrahil^^Mordor, Umbar, Khand, Harad
; str_dwarf_extra_info|Good^^Easy^^North Rhovanion (North)^^King Dain II Ironfoot^^Rhun, Gundabad
; str_rohan_extra_info|Good^^Average^^Rohan (South-West)^^King Theoden^^Isengard, Dunland
; str_mordor_extra_info|Sauron^^Easy^^Gondor (South-East)^^Gothmog^^Gondor
; str_isengard_extra_info|Saruman^^Easy^^Rohan (South-West)^^Ugluk^^Rohan
; str_lorien_extra_info|Good^^Very Easy^^South Rhovanion (Center)^^Celeborn^^Moria, Dol Guldur
; str_imladris_extra_info|Good^^Very Easy^^South Rhovanion (Center)^^Lord Elrond^^Moria, Dol Guldur
; str_woodelf_extra_info|Good^^Very Easy^^South Rhovanion (Center)^^King Thranduil^^Moria, Dol Guldur
; str_dale_extra_info|Good^^Average^^North Rhovanion (North)^^King Brand^^Rhun, Gundabad
; str_harad_extra_info|Sauron^^Easy^^Gondor (South-East)^^Chief Ul-Ulcari^^Gondor
; str_rhun_extra_info|Sauron^^Hard^^North Rhovanion (North)^^Jarl Helcaroth^^Dale, Dwarves, Mirkwood, Beornings
; str_khand_extra_info|Sauron^^Easy^^Gondor (South-East)^^Shibh Krukmahur^^Gondor
; str_umbar_extra_info|Sauron^^Easy^^Gondor (South-East)^^Admiral Tulmir^^Gondor
; str_moria_extra_info|Saruman^^Very Hard^^South Rhovanion (Center)^^Master Bolg the Lesser^^Imladris, Lothlorien
; str_guldur_extra_info|Sauron^^Very Hard^^South Rhovanion (Center)^^Master Fuinur^^Imladris, Lothlorien
; str_gundabad_extra_info|Saruman^^Very Hard^^North Rhovanion (North)^^Master Burza Krual^^Dale, Dwarves, Mirkwood, Beornings
; str_dunland_extra_info|Saruman^^Hard^^Rohan (South-West)^^Chief Daeglaf the Black^^Rohan
; str_beorn_extra_info|Good^^Hard^^North Rhovanion (North)^^Chief Grimbeorn the Old^^Rhun, Gundabad
; str_intro_strings_extra_end|Intro EXTRA END
; str_gundabad_intro|You have come from the far north, from the lands of long-lost Angmar, after receiving tidings of the war to come. For years beyond count you and your folk have broken many dwarf shields with your axes and spears, crushed many broken bodies of men and elves below the claws of your fierce wargs, skinned the hides of the bear-people to wear as furs. The great halls of Gundabad in the Misty Mountains are now yours once again, as they were in the time of Bolg and Azog.^^Many of you have perished over the years, somemany of them slain in these very halls and tunnels - but many still remain. Great sport you have had with the greedy little diggers and their friends, in the past - and greater sport you will have now, when you march upon them and take everything for yourselves!^^Vengeance for Bolg, for Azog, for the Great Goblin - vengeance for the goblins of Gundabad!
; str_show_keybinds|Special Key Bindings: ^^ Formation Keys:^ Ranks - J ^ Shieldwall - K ^ Wedge - L ^ Square - ; ^ Clear Formations - U ^^ Cycle Through Weapon Usage - O ^^ Cycle Through Camera Type - CTRL+END ^^ Rally - V ^^ Call Horse - M ^^ View Orders / Minimap - Backspace
; str_tactical_controls|Use the keyboard NUMBERS to select a division. Press 0 to select your entire force.^^Use F1-F4 to order selected divisions. Keep the F1 key down to place selected divisions. One may target an enemy division through this mechanism.^^Pressing the ENTER key often initiates an overhead Strategy Camera.^^Pressing the BACKSPACE key often initiates a Battle Command Display with 'radar.'
; str_division_placement|When ONE division is selected, the center of its front rank is placed at the spot indicated.^^When MANY divisions are selected, they are separated and spread out as if the player were standing at the spot indicated.^^One may memorize the placement of selected divisions relative to the player by pressing F2, F7. Default is infantry to the left, cavalry right, and ranged forward.
; str_formations|The Complex Formations on the Battle Menu are:^^- RANKS with best troops up front^- SHIELD WALL, ranks with shields in front and longer weapons in back^- WEDGE with best troops up front^- SQUARE in no particular order^- NO FORMATION^^Even in the last case, the player can make formations up to four lines by ordering Stand Closer enough times.
; str_npc18_intro|Great One, hold a moment! I would speak with you!
; str_npc19_intro|Hold a moment, Commander. I would have words with you. No, no, you need not kneel, even though you speak to one of royal blood.
; str_npc20_intro|Wait. You. I've seen you. I know your face. A dream I had, of you - but why would it be you? Now that I see you with mine own eyes, you are little more than a lowly snaga!
str_npc21_intro|欢迎来到金殿，战士！
str_npc22_intro|嘿，{playername}。Mae govannen（辛达林语：很高兴见到你！）
str_npc23_intro|离我远点，陌生人！我可不想和你说话！
str_npc24_intro|奇力，德瓦林之子，乐意效劳！
str_npc25_intro|欢迎来到河谷镇，旅行者！有什么我可以做的吗？
; str_npc26_intro|Ssh! If you so much as wave to the guards, I'll slice out your gizzard and feed it to the wargs!
str_npc27_intro|你！
; str_npc18_intro_response_1|A slave in stocks, bound for death, would speak with me? What have you to say?
; str_npc19_intro_response_1|Royal blood you say? Ha! What makes you think you have even a drop of it?
; str_npc20_intro_response_1|Look here, what do you mean by this, witch? Who are you?
str_npc21_intro_response_1|向你问好，我的女士。我是否有幸得知您的芳名？
str_npc22_intro_response_1|您好，精灵贵族！与您相见真是三生有幸。（注：葛罗芬戴尔是诺多精灵王族，在魔戒魔戒同盟卷二第一章中被甘道夫评价为：‘首生儿女中大有力量的人物之一’‘隶属王侯家族的精灵领主’；首生儿女是精灵族别称）
str_npc23_intro_response_1|这是西尔凡精灵（木精灵别称）向客人打招呼的方式？
str_npc24_intro_response_1|{playername}竭诚为您服务。都灵的子民们过得如何？
str_npc25_intro_response_1|向你问好，我还在想是否有志愿者可以加入我们的旅程呢。
str_npc26_intro_response_1|把你的敌意放下，强兽人！我不是告密者。
str_npc27_intro_response_1|你是谁？
; str_npc18_intro_response_2|I will not waste words on a slave bound for death.
; str_npc19_intro_response_2|Impudent wretch. Out of my way.
; str_npc20_intro_response_2|I have no time for your mad ravings, sorceress.
str_npc21_intro_response_2|不好意思，我在其他地方有紧急事情要做。
str_npc22_intro_response_2|不好意思，我还有一些不那么重要的客人要招待。
str_npc23_intro_response_2|我也正有此感，再见。
str_npc24_intro_response_2|没关系，我需要一些新鲜空气。
str_npc25_intro_response_2|没关系，我们仅仅是在观光而已。
str_npc26_intro_response_2|我只是在做我的事情而已，不然的话我的用剑手会痒。
str_npc27_intro_response_2|[忽视并离开]
; str_npc18_backstory_a|I am no mere slave! I am a head-taking warrior, cheated of my rightful place among the ranks! You see that I am a woman, but I am stronger and swifter than many others, and I've outfought more men than I can count. The Pit Master - accursed be he! He set me a test, to fight three men at once. Three!
; str_npc19_backstory_a|A small drop, to be sure, but my dam has told me all about my lineage. I am Heidrek, direct descendant of King Fengel, closer to the throne of Rohan and Dunland than any of our chieftains! Dark is my hair, but I fancy I have more than a strand of yellow in there somewhere.
; str_npc20_backstory_a|In my dream, there was a tree. A tree, all of white. And you, you were there, standing beside it. You placed your hand upon its trunk, and lo, it withered down to its very roots. And the shadow in the sky lengthened, and the air grew heavy. I heard a laughter then, from far away in the east. 
str_npc21_backstory_a|我叫格尔玛，今天是专程来见你的，{playername}。让我来告诉你原因。
str_npc22_backstory_a|你可能曾听说过我在战场上的功绩，那早已被凡人遗忘的功绩。这次战争将会是艾尔达面临的又一次危机，但这将是最后一次战争。（注：艾尔达是精灵的别称，星辰的子民）
str_npc23_backstory_a|请原谅我的莽撞，陌生人，我们这里的访客很少并且他们看起来都并不可信。数周之前，这个矮人出现在这里然后…不好意思，我跑题了。我的名字是露亚瓦纳，幽暗密林中的西尔凡精灵（木精灵别称）。
str_npc24_backstory_a|感谢你这么礼貌的询问，{playername}。我们这在和入侵的东方人以及刚达巴半兽人交战，但目前为止，没有什么事儿是我们和我们的河谷镇盟友不能解决的。
str_npc25_backstory_a|如果你去询问兵营军需官的话，可以肯定你会找到一些志愿者。至于我？我有中等层次的治疗师和草药医生技能。
str_npc26_backstory_a|好啊，人们都叫我葛玛。用肠子都能猜到我的头儿和他手下那帮下仆正在猎杀我。^这群无用的猪猡！之前，我们被一群稻草人(对洛汗人的贬义称呼)巡逻队埋伏…他打输了。‘退后！’他这样尖叫道，然后就跑掉了。只有葛玛和少数几个还站得稳，并把骑兵冲锋给打破了。呵呵呵，我们之后还把那群黄头发打成糊。当初要不是我们强大，早就不知道被什么东西消化掉了。
str_npc27_backstory_a|我是都戈什！
; str_npc18_backstory_b|I prevailed! I defeated them! But... one of them was so weak that he perished from the blows I dealt him. If he had been a simple bondsman, that would have been the end of it. But no. He was one of Great Lord Lurmsakun's many sons, by a lesser wife.
; str_npc19_backstory_b|Well, you will not find any of Rohan or Dunland who will accept my claim, but it is a true one nonetheless. My grand-dam was a herdswoman, living in the hills, and one day it chanced that old King Fengel, the greedy grasping grandfather of Theoden the Pretender, happened to see her on the banks of the Isen. He took a fancy to her, and my dam was his child.
; str_npc20_backstory_b|Do you not know before whom you stand? Ignorant fool. Know that I am Zigûrphel, of ancient Akallabêth - but like as not you know nothing of that name! Know, also, that I seek to redress the wrongs of long ago, the wrongs wrought upon me and my people by the spite of the Valar, they who sank our Great Armament and our home. Ah, Ar-Pharazôn, great and glorious! Shall your vision be unremembered evermore? No, not so long as Zigûrphel lives and has hands to do her work!
str_npc21_backstory_b|我生于一个贵族家庭，从我还是一个小女孩儿的时候，我就被选作伊欧玟女士的伴娘服侍他。我们的父辈很明智，允许我们像男孩儿一样接受战斗训练，让我们成为了洛汗的执盾之女。
str_npc22_backstory_b|我是埃尔隆德大人向凯勒鹏大人派遣的大使，我的任务包括提供援助与建议，以支援位于罗马尼安的战争。
str_npc23_backstory_b|我很喜欢游走在我们美丽森林的隐蔽小径中。有时我会放轻脚步，去观察林中动物的习性。对伊甸人来说，成捆的武器和高大的城墙很美；但就我个人而言，稀有鸟儿歌唱和野猪巢穴也并不逊色。
str_npc24_backstory_b|在我尊敬的父亲德瓦林的指挥下，也正如我们的传统一般，我曾帮助加强孤山的防御并训练了一群矮人小伙子们。
str_npc25_backstory_b|我曾治愈了吾王布兰德的便秘，一个常见但影响男人上战场的不适。一杯轻酿蒿木酒，肠道和精神就都放心了。
str_npc26_backstory_b|于是我问我自己：‘葛玛，你打算以一坨烂肉的身份结束此生么？’然后我回答：‘绝不！’^之后的一场战斗，我假装受伤退到了部队最后面，在没人注意的情况下把我的头儿几乎劈成了两半，又把他的助手下仆杀个精光^^…让我没想到的是，那个该死的爬行动物竟然没死，还四处嚼舌根。下次遇到他我会保证把他的头拧下来，啊哈哈…
str_npc27_backstory_b|我是艾辛格的一名狼骑兵，也是一名追踪者。
; str_npc18_backstory_c|And so here I am, cursed at and spit upon, condemned to die for being mightier than the dogs who mock me! Free me, Great One. Free me, speak for me - and my strength is yours. My blade is yours. My life is yours!
; str_npc19_backstory_c|Naturally, Chief Daeglaf and the rest wish to give me no chance at all for glory, for if I were to perform great deeds in battle, it would lend wings to my claim. Men would flock to my banner then! Your fame runs before you, Commander. If you will allow me to serve under your banner, I can perform those great deeds for you.
; str_npc20_backstory_c|O Akallabêth, where are you now? Faded, all faded away... Where there once was light, the glory of our nation that was great above all others, now there is only the Shadow. My beautiful home now knows the eternal silence of the sea. But my heart is still full of fire, and dark beasts run wild within it. I know potent arts that you and your kind have never even imagined. Hearken unto me, now! Will you beg for my aid, as you should, or will you go from here skulking, like a worm? Choose swiftly!
str_npc21_backstory_c|你可能知道，身为一个女性，哪怕武艺再出色，也没法和éoredas（注：洛汗骑兵编制，由一百二十名着甲骑兵组成）一起冲锋。但我并不认为在炉火边等待战士们回归是我的命运。我不会闲坐，也不会让这场战争中获得伟绩的机会从我身边溜走。所以我希望成为你的臂助，战士大人。
str_npc22_backstory_c|然而，如果罗斯洛立安的敌人撤退了的话，我倒是会考虑加入你的队伍一段时间，{playername}。我可以感觉到，我们的命运在这场战争中是相互交汇的。
str_npc23_backstory_c|我猜你并没有理解我刚刚说的话—鉴于你正在为战事做准备。但你一定旅行了很远很广，那你之前见过其他大森林么？你可以带我去那里么？
str_npc24_backstory_c|然而我们在参战的问题上有一点点迟钝，这和先祖留下的战士传统不一样。我听说你在旅行中的行动远多于我们，而且你的目的也与矮人友善。 要知道一个精于战斗的矮人会大大提高你的生存机会。
str_npc25_backstory_c|我听说在我们这儿还有其他地方，战事正在升级。从你盔甲上的痕迹来看，你显然已经遇险过多次了。我想我卑微的技能能够很好地帮助你的部队；当然，这是为了所有人的明天。
str_npc26_backstory_c|我是一名好战的强兽人，也是一名狂战士！凡是杀人需要的技能我都会。我曾为白手效忠，但现在看来白手要把我推进火坑。^^我想跟你走，在艾辛格下仆们专心磨牙的时候去杀南方的人类。
str_npc27_backstory_c|或许你是我下一位主人！
; str_npc18_backstory_later|I have been fortunate, I suppose, that Great Lord Lurmsakun has been occupied elsewhere. His intendants have left me here to rot. But my destiny is not to die as a prisoner! Have you come to grant me my rightful death on the battlefield?
; str_npc19_backstory_later|Ho there! You have returned, as I knew you would. My hands are kept idle by my jealous chiefs. Let us speak, Commander! I would follow you, and fight in your ranks to win for myself renown.
; str_npc20_backstory_later|You trouble my dreams still! Will you give me no peace? My dreaming eye sees deep and far. Here in Dol Guldur I still have visions of your works. I say this: if you were wise, you would have asked for my aid again ere now.
str_npc21_backstory_later|越来越多的骑兵带着伤回来了，我尽我所能的给予援助。但我还是有种被困笼中的压抑感。
str_npc22_backstory_later|你重新考虑过了么？艾尔达的时间不多了。（注：艾尔达是精灵的别称，星辰的子民）
str_npc23_backstory_later|我已经观察一个巨型蜘蛛巢好几天了。我对它们的第一印象非常糟糕，简直是丑陋的生物，但现在看来它们会让入侵者陷入绝境。你是来邀请我跟你一起旅行的么？
str_npc24_backstory_later|建造防御用墙对任何矮人都物有所值。但我也需要用用我的斧子。让我跟着你吧。
str_npc25_backstory_later|我又一次觐见了我的国王，这次是恶心呕吐。我希望他参战的决心不受他身体条件的影响。你也有便秘和恶心吗？
str_npc26_backstory_later|你以为我在做什么？葛玛正等着某些卑鄙下仆敲我闷棍呢。让我跟你走吧，我会是个好仆人的。
str_npc27_backstory_later|你重新考虑过了么？我会是个好仆人的。
; str_npc18_backstory_response_1|If you are truly as ferocious as you look, perhaps you could fight for me. After we feed you up a bit, of course.
; str_npc19_backstory_response_1|Very well. As long as you can fight in the battle line, you can be of use, Dunlending.
; str_npc20_backstory_response_1|Strange way of asking to join me, witch. But very well, you may come along.
str_npc21_backstory_response_1|我很欢迎洛汗执盾之女的加入，当然，是在你自愿的前提下。
str_npc22_backstory_response_1|请原谅我冒昧的请求，但我的队伍在接下来的战斗中很需要你的才能。
str_npc23_backstory_response_1|我们在整个中土世界旅行，守护一切美好的东西，并给我们的敌人带去死亡。
str_npc24_backstory_response_1|的确，我们队伍很欢迎一位矮人战士的加入。
str_npc25_backstory_response_1|我们的确需要一名治疗师和草药医生。
str_npc26_backstory_response_1|我想我会充分发挥一名狂战士的才能的。
str_npc27_backstory_response_1|你会的。
; str_npc18_backstory_response_2|Pah! A murderous pit dog is not fit to be a companion of mine.
; str_npc19_backstory_response_2|You talk of great deeds. Go and do some of your own, before you approach me again!
; str_npc20_backstory_response_2|Pah! I'm guessing your bark is far worse than your bite. I have work to do!
str_npc21_backstory_response_2|对不起，我的女士。我没法帮到你。
str_npc22_backstory_response_2|等罗斯洛立安脱离险情的时候我会回来的。
str_npc23_backstory_response_2|对不起，我们对人形衣架不感兴趣。
str_npc24_backstory_response_2|对不起，我们自己能行。
str_npc25_backstory_response_2|对不起，我们只会在需要的时候拜访治疗师。
str_npc26_backstory_response_2|哈！我可不相信叛徒。
str_npc27_backstory_response_2|我不需要你，奴隶。
; str_npc18_signup|Oh, to sink my teeth into meat again! You'll see my true mettle soon enough, once my hands and feet are free, and I have food in my belly!
; str_npc19_signup|Yes, you may call me that for now, for I am not ashamed of my Dunlending blood. My people have suffered greatly under the tyrant kings of Rohan, and I feel no small kinship with them. I will aid you in this war, and in all your efforts. But in return, Commander, you must help me press my claim when the time comes.
; str_npc20_signup|I will overlook your haughtiness for a time, but know that someday we shall have words. Perhaps by then, we shall both be standing before the Dark Lord, whom I once knew by a much different name, and then we shall see who has his ear. Perhaps then I shall teach you manners.
str_npc21_signup|你的提议很让人高兴。希望你的队伍已经准备好迎接新伙伴了，指挥官。
str_npc22_signup|我明白了，我不得不承认你的名声与功绩已被我所知。
str_npc23_signup|我不喜欢战争中的暴力和武器，但至少我还知道该怎么保护好我自己。
str_npc24_signup|我可以熟练的使用斧子，不管挥砍的还是投掷的都可以。如果你让我和商家交谈的话，我还可以尽量争取更高的折扣。我还有一双发现战利品的慧眼，如果你让我在战后打扫战场的话。
str_npc25_signup|真的么？那我需要一点时间准备草药和配方。
str_npc26_signup|我比你所有的下仆加起来都有价值。一个好战的强兽人永不后退。
str_npc27_signup|真的么？我的加入会帮助你很多的。
; str_npc18_signup_2|My mother once told me, I was born to hew many foemen. For you, I will slay many soft weaklings of the West. Only put a good blade into my hands, and I will do the rest!
; str_npc19_signup_2|I fight as my people do, like wolves in the night - I may fling a spear, or drive a pike into the chest of a charging horseman. Limbs I hew with axe or sword. With you, I will speak openly: I care not if you give more service to the Eye or the White Hand. It is all one to me, as long as I can sit my rightful throne in the Golden Hall.
; str_npc20_signup_2|But for now, let my lore and craft founded in long years be yoked to your service. Know this: with Zigûrphel's aid, you are as a dragon given its wings in the pit of Utumno. Great things I will do for you and your purpose, though you comprehend them not!
str_npc21_signup_2|我已经用弓箭和标枪狩猎过了很多次了，而这次我将在你的指挥下狩猎半兽人。另外我还会疗伤。我可以肯定你会需要我的。
str_npc22_signup_2|如果你在野外保持高调并被敌人围攻的话，战斗肯定不会势均力敌。我会帮助你的。
str_npc23_signup_2|也许我可以教你怎么快速移动并且保持安静，我们走吧！
str_npc24_signup_2|如果你能好好管束队伍中的高个们，尤其是那些奸猾似鬼的精灵，我会很高兴加入你的。
str_npc25_signup_2|我必须先警告你，我在战场上一点用处都没有。不过我相信你会保护好我的，不是么？
str_npc26_signup_2|你最好快点决定，这里的守卫越来越多疑了。
str_npc27_signup_2|你不会后悔带我走的。
; str_npc18_signup_response_1|I like your spirit. Very well, I will send word to Lurmsakun on your behalf.
; str_npc19_signup_response_1|Well, then, 'Prince', take up your weapons. You fight for me, now.
; str_npc20_signup_response_1|I hope, for your sake, that your words are not idle boasting. Do not disappoint me, Zigûrphel.
str_npc21_signup_response_1|令人钦佩，我的女士！我们随时都可以出发。
str_npc22_signup_response_1|精灵贵族的加入是我们的荣幸。
str_npc23_signup_response_1|很好，我只希望你不会一见半兽人就脚底抹油。
str_npc24_signup_response_1|很好，矮人大师，欢迎你的加入。
str_npc25_signup_response_1|我保证，你跟我们在一起会非常安全的。我们很快就出发。
str_npc26_signup_response_1|很好，我说什么你就做什么，我保证你吃香的喝辣的。
str_npc27_signup_response_1|很好，出发吧。
; str_npc18_signup_response_2|Your are fierce... perhaps too fierce. A little more time in the stocks for now might teach you obedience.
